t,v,k,N,Source
6,7,4690,12111150.0,Power N-CT73^2T6T3
6,7,4891,12113208.0,Power N-CT73^2T6
6,7,5025,12117366.0,Power N-CT79^2T12T4
6,7,5092,12117660.0,Power N-CT79^2T12T3
6,7,5963,12117744.0,Power N-CT89^2T22
6,7,6052,12218550.0,Power N-CT89^2T21
6,7,6230,12232956.0,Power N-CT89^2T19
6,7,6675,12235014.0,Power N-CT89^2T14
6,7,6764,12235308.0,Power N-CT89^2T13
6,7,7925,12235392.0,"perfect hash family13,7925,93"
6,7,8293,13408032.0,"Power N-CT97^2Trin4,4,4"
6,7,8471,13523238.0,"Power N-CT97^2Trin2,4,4"
6,7,8649,13525296.0,Power N-CT97^2T4T4
6,7,8653,13638444.0,"Power N-CT97^2Trin2,2,4"
6,7,8835,13640502.0,Power N-CT97^2T4T2
6,7,9393,13642560.0,Power N-CT101^2T8
6,7,9579,13646088.0,"perfect hash family13,10609,103T10"
6,7,9595,13757766.0,Power N-CT101^2T6
6,7,10000,13759824.0,Power N-CT101^2
2,8,9,64.0,Derive from strength 3
2,8,10,76.0,simulated annealing (Torres-Jimenez)
2,8,11,78.0,Fix 1 symbols (Meagher-Stevens)
2,8,13,84.0,Fix 2 symbols (LCDST) postop TJ-SA
2,8,15,96.0,Fix 2 symbols (LCDST) postop NCK
2,8,16,102.0,Fix 2 symbols (LCDST) postop NCK
2,8,18,104.0,Fix 3 symbols (LCDST) postop TJ-SA
2,8,19,107.0,Fix 3 symbols (LCDST) postop TJ-SA
2,8,20,108.0,Fix 3 symbols (LCDST) postop TJ-SA
2,8,22,112.0,simulated annealing (Torres-Jimenez)
2,8,24,113.0,simulated annealing (Torres-Jimenez)
2,8,26,114.0,simulated annealing (Torres-Jimenez)
2,8,28,115.0,simulated annealing (Torres-Jimenez)
2,8,30,119.0,simulated annealing (Torres-Jimenez)
2,8,80,120.0,PCAx2PCA
2,8,81,126.0,Direct product
2,8,89,132.0,PCAx2PCA
2,8,90,133.0,PCAx2PCA
2,8,98,134.0,PCAx2PCA
2,8,99,135.0,PCAx2PCA
2,8,113,140.0,simulated annealing (Torres-Jimenez)
2,8,115,143.0,PCAx2PCA
2,8,117,144.0,PCAx2PCA
2,8,121,148.0,simulated annealing (Torres-Jimenez)
2,8,123,151.0,Direct product generalized
2,8,131,152.0,PCAx2PCA
2,8,138,154.0,PCAxPCA
2,8,143,155.0,PCAxPCA
2,8,154,160.0,PCAx2PCA
2,8,156,161.0,PCAx2PCA
2,8,163,163.0,PCAx2PCA
2,8,170,164.0,PCAx2PCA
2,8,173,165.0,PCAx2PCA
2,8,174,166.0,PCAx2PCA
2,8,175,167.0,PCAx2PCA
2,8,197,168.0,PCAx2PCA
2,8,216,169.0,Direct product
2,8,233,170.0,PCAx2PCA
2,8,251,171.0,PCAx2PCA postop TJ-SA
2,8,252,174.0,Direct product
2,8,270,175.0,Direct product
2,8,712,176.0,PCAx2PCA
2,8,720,182.0,PCAx2PCA
2,8,730,184.0,Direct product
2,8,740,185.0,simulated annealing (Torres-Jimenez)
2,8,792,188.0,PCAx2PCA
2,8,801,189.0,PCAx2PCA
2,8,882,190.0,Direct product
2,8,891,192.0,Direct product
2,8,1008,196.0,PCAx2PCA
2,8,1024,199.0,PCAx2PCA
2,8,1040,200.0,Direct product
2,8,1078,204.0,Direct product
2,8,1113,206.0,Direct product generalized
2,8,1121,207.0,Direct product generalized
2,8,1168,208.0,PCAx2PCA
2,8,1274,210.0,Direct product
2,8,1287,212.0,Direct product
2,8,1424,216.0,PCAxPCA
2,8,1433,217.0,PCAxPCA
2,8,1456,219.0,PCAx2PCA
2,8,1520,220.0,PCAx2PCA
2,8,1544,221.0,PCAx2PCA
2,8,1552,222.0,PCAx2PCA
2,8,1560,223.0,PCAx2PCA
2,8,1752,224.0,PCAx2PCA
2,8,1920,225.0,Direct product
2,8,2072,226.0,PCAx2PCA
2,8,2242,227.0,PCAx2PCA
2,8,2258,229.0,PCAx2PCA
2,8,2430,231.0,PCAx2PCA
2,8,6344,232.0,PCAx2PCA
2,8,6408,238.0,PCAx2PCA
2,8,6588,240.0,simulated annealing (Torres-Jimenez)
2,8,6612,241.0,PCAx2PCA
2,8,7056,244.0,PCAxPCA
2,8,7128,245.0,PCAx2PCA
2,8,7840,246.0,Direct product
2,8,7938,248.0,PCAx2PCA
2,8,9000,252.0,PCAxPCA postop TJ-SA
2,8,9128,255.0,PCAxPCA
2,8,9256,256.0,Direct product
2,8,9604,260.0,Direct product
2,8,9702,261.0,Direct product
2,8,9919,262.0,PCAx2PCA
2,8,9991,263.0,PCAx2PCA
2,8,10424,264.0,PCAxPCA
2,8,11074,266.0,Direct product
2,8,11088,267.0,Direct product
2,8,11440,268.0,Direct product
2,8,11466,270.0,Direct product
2,8,12688,272.0,PCAxPCA
2,8,13016,275.0,PCAxPCA
2,8,13600,276.0,PCAxPCA
2,8,13792,277.0,PCAxPCA
2,8,13856,278.0,PCAxPCA
2,8,13920,279.0,PCAxPCA
2,8,15600,280.0,PCAxPCA
2,8,17088,281.0,Direct product
2,8,18448,282.0,PCAxPCA
2,8,20000,283.0,PCAx2PCA
3,8,10,512.0,orthogonal array
3,8,18,960.0,Chateauneuf-Kreher doubling
3,8,64,1016.0,SCPHF Conditional Expectation (CLS)
3,8,73,1023.0,Raaphorst-Moura-Stevens
3,8,75,1447.0,SCPHF LFSR (TJ-IM) fuse
3,8,91,1455.0,Raaphorst-Moura-Stevens fuse
3,8,110,1520.0,SCPHF Conditional Expectation (CLS)
3,8,117,1534.0,CPHF Sim Annealing (TJ-IM)
3,8,194,1552.0,Cyclotomy (Colbourn)
3,8,200,1912.0,Path-Restricted SCPHF RE (CLS)
3,8,242,1936.0,Cyclotomy (Colbourn)
3,8,290,2024.0,SCPHF Conditional Expectation (CLS)
3,8,302,2045.0,CPHF Sim Annealing (TJ-IM)
3,8,512,2304.0,Colbourn-Martirosyan-TVT-Walker
3,8,514,2310.0,Cohen-Colbourn-Ling
3,8,584,2311.0,Colbourn-Martirosyan-TVT-Walker
3,8,586,2317.0,Cohen-Colbourn-Ling
3,8,623,2472.0,"Restricted CPHF Ext  5( 1, 5) WCS"
3,8,627,2479.0,"Restricted CPHF Ext  5( 1, 4) WCS"
3,8,637,2486.0,"Restricted CPHF Ext  5( 1, 3) WCS"
3,8,640,2492.0,Cohen-Colbourn-Ling
3,8,644,2493.0,"Restricted CPHF Ext  5( 1, 2) WCS"
3,8,793,2528.0,"Restricted CPHF Ext  5( 0, 5) WCS"
3,8,813,2535.0,"Restricted CPHF Ext  5( 0, 4) WCS"
3,8,823,2542.0,"Restricted CPHF Ext  5( 0, 3) WCS"
3,8,841,2556.0,CPHF IPO 5 (WCS)
3,8,1001,2808.0,"Restricted CPHF Ext  6( 4, 6) WCS"
3,8,1004,2815.0,"Restricted CPHF Ext  6( 4, 5) WCS"
3,8,1223,2864.0,"Restricted CPHF Ext  6( 3, 6) WCS"
3,8,1226,2871.0,"Restricted CPHF Ext  6( 3, 5) WCS"
3,8,1258,2878.0,"Restricted CPHF Ext  6( 3, 4) WCS"
3,8,1481,2920.0,"Restricted CPHF Ext  6( 2, 6) WCS"
3,8,1501,2927.0,"Restricted CPHF Ext  6( 2, 5) WCS"
3,8,1524,2934.0,"Restricted CPHF Ext  6( 2, 4) WCS"
3,8,1557,2941.0,"Restricted CPHF Ext  6( 2, 3) WCS"
3,8,1734,2976.0,"Restricted CPHF Ext  6( 1, 6) WCS"
3,8,1750,2983.0,"Restricted CPHF Ext  6( 1, 5) WCS"
3,8,1759,2990.0,"Restricted CPHF Ext  6( 1, 4) WCS"
3,8,1776,2997.0,"Restricted CPHF Ext  6( 1, 3) WCS"
3,8,1789,3004.0,"Restricted CPHF Ext  6( 1, 2) WCS"
3,8,2234,3032.0,"Restricted CPHF Ext  6( 0, 6) WCS"
3,8,2259,3039.0,"Restricted CPHF Ext  6( 0, 5) WCS"
3,8,2276,3046.0,"Restricted CPHF Ext  6( 0, 4) WCS"
3,8,2313,3053.0,"Restricted CPHF Ext  6( 0, 3) WCS"
3,8,2331,3060.0,"Restricted CPHF Ext  6( 0, 2) WCS"
3,8,2409,3067.0,CPHF IPO 6 (WCS)
3,8,2725,3312.0,"Restricted CPHF Ext  7( 4, 7) WCS"
3,8,2795,3319.0,"Restricted CPHF Ext  7( 4, 6) WCS"
3,8,2833,3326.0,"Restricted CPHF Ext  7( 4, 5) WCS"
3,8,3212,3368.0,"Restricted CPHF Ext  7( 3, 7) WCS"
3,8,3288,3375.0,"Restricted CPHF Ext  7( 3, 6) WCS"
3,8,3385,3382.0,"Restricted CPHF Ext  7( 3, 5) WCS"
3,8,3404,3389.0,"Restricted CPHF Ext  7( 3, 4) WCS"
3,8,3846,3424.0,"Restricted CPHF Ext  7( 2, 7) WCS"
3,8,3894,3431.0,"Restricted CPHF Ext  7( 2, 6) WCS"
3,8,3946,3438.0,"Restricted CPHF Ext  7( 2, 5) WCS"
3,8,4023,3445.0,"Restricted CPHF Ext  7( 2, 4) WCS"
3,8,4063,3452.0,"Restricted CPHF Ext  7( 2, 3) WCS"
3,8,4533,3480.0,"Restricted CPHF Ext  7( 1, 7) WCS"
3,8,4549,3487.0,"Restricted CPHF Ext  7( 1, 6) WCS"
3,8,4635,3494.0,"Restricted CPHF Ext  7( 1, 5) WCS"
3,8,4650,3501.0,"Restricted CPHF Ext  7( 1, 4) WCS"
3,8,4683,3508.0,"Restricted CPHF Ext  7( 1, 3) WCS"
3,8,4807,3515.0,"Restricted CPHF Ext  7( 1, 2) WCS"
3,8,6086,3536.0,"Restricted CPHF Ext  7( 0, 7) WCS"
3,8,6102,3543.0,"Restricted CPHF Ext  7( 0, 6) WCS"
3,8,6123,3550.0,"Restricted CPHF Ext  7( 0, 5) WCS"
3,8,6143,3557.0,"Restricted CPHF Ext  7( 0, 4) WCS"
3,8,6156,3564.0,"Restricted CPHF Ext  7( 0, 3) WCS"
3,8,6203,3571.0,"Restricted CPHF Ext  7( 0, 2) WCS"
3,8,6522,3578.0,CPHF IPO 7 (WCS)
3,8,7003,3816.0,"Restricted CPHF Ext  8( 4, 8) WCS"
3,8,7129,3823.0,"Restricted CPHF Ext  8( 4, 7) WCS"
3,8,7288,3830.0,"Restricted CPHF Ext  8( 4, 6) WCS"
3,8,7440,3837.0,"Restricted CPHF Ext  8( 4, 5) WCS"
3,8,8013,3872.0,"Restricted CPHF Ext  8( 3, 8) WCS"
3,8,8434,3879.0,"Restricted CPHF Ext  8( 3, 7) WCS"
3,8,8657,3886.0,"Restricted CPHF Ext  8( 3, 6) WCS"
3,8,8770,3893.0,"Restricted CPHF Ext  8( 3, 5) WCS"
3,8,8918,3900.0,"Restricted CPHF Ext  8( 3, 4) WCS"
3,8,10000,3928.0,"Restricted CPHF Ext  8( 2, 8) WCS"
4,8,9,4096.0,orthogonal array
4,8,10,6125.0,orthogonal array fuse postop NCK
4,8,15,7680.0,3-Restricted SCPHF RE (CL)
4,8,19,8128.0,2-Restricted SCPHF RE (CL)
4,8,20,8184.0,SCPHF Tabu Search (Walker-Colbourn)
4,8,33,11768.0,3-Restricted SCPHF RE (CL)
4,8,37,12216.0,2-Restricted SCPHF RE (CL)
4,8,38,12272.0,SCPHF Random Extension (CLS)
4,8,53,15352.0,"3,3-Restricted SCPHF RE (CL)"
4,8,58,15800.0,"3,2-Restricted SCPHF RE (CL)"
4,8,60,15856.0,3-Restricted SCPHF RE (CL)
4,8,66,16248.0,"2,2-Restricted SCPHF RE (CL)"
4,8,67,16304.0,2-Restricted SCPHF RE (CL)
4,8,74,16381.0,CPHF IPO 4 (WCS)
4,8,94,19440.0,"3,3-Restricted SCPHF RE (CL)"
4,8,104,19888.0,"3,2-Restricted SCPHF RE (CL)"
4,8,109,19944.0,3-Restricted SCPHF RE (CL)
4,8,116,20336.0,"2,2-Restricted SCPHF RE (CL)"
4,8,118,20392.0,2-Restricted SCPHF RE (CL)
4,8,121,20448.0,SCPHF Random Extension (CLS)
4,8,149,20476.0,CPHF IPO 5 (WCS)
4,8,155,23528.0,"3,3-Restricted SCPHF RE (CL)"
4,8,173,23976.0,"3,2-Restricted SCPHF RE (CL)"
4,8,184,24032.0,3-Restricted SCPHF RE (CL)
4,8,212,24424.0,"2,2-Restricted SCPHF RE (CL)"
4,8,214,24480.0,2-Restricted SCPHF RE (CL)
4,8,218,24536.0,SCPHF Random Extension (CLS)
4,8,267,24571.0,CPHF IPO 6 (WCS)
4,8,281,27616.0,"3,3-Restricted SCPHF RE (CL)"
4,8,306,28064.0,"3,2-Restricted SCPHF RE (CL)"
4,8,324,28120.0,3-Restricted SCPHF RE (CL)
4,8,361,28512.0,"2,2-Restricted SCPHF RE (CL)"
4,8,368,28568.0,2-Restricted SCPHF RE (CL)
4,8,378,28624.0,SCPHF Random Extension (CLS)
4,8,491,28666.0,CPHF IPO 7 (WCS)
4,8,534,32152.0,"3,2-Restricted SCPHF RE (CL)"
4,8,574,32208.0,3-Restricted SCPHF RE (CL)
4,8,631,32600.0,"2,2-Restricted SCPHF RE (CL)"
4,8,660,32656.0,2-Restricted SCPHF RE (CL)
4,8,674,32712.0,SCPHF Random Extension (CLS)
4,8,935,32761.0,CPHF IPO 8 (WCS)
4,8,956,36240.0,"3,2-Restricted SCPHF RE (CL)"
4,8,974,36296.0,3-Restricted SCPHF RE (CL)
4,8,1092,36688.0,"2,2-Restricted SCPHF RE (CL)"
4,8,1163,36744.0,2-Restricted SCPHF RE (CL)
4,8,1175,36800.0,SCPHF Random Extension (CLS)
4,8,1407,36856.0,CPHF IPO 9 (WCS)
4,8,1815,40888.0,SCPHF Random Extension (CLS)
4,8,1894,40951.0,CPHF Random Extension (CLS)
4,8,2716,44976.0,SCPHF Random Extension (CLS)
4,8,2812,45046.0,CPHF Random Extension (CLS)
4,8,2813,58038.0,Add a factor
4,8,2814,61622.0,Add a factor
4,8,2888,66144.0,Colbourn-Martirosyan-TVT-Walker
4,8,2944,66200.0,Colbourn-Martirosyan-TVT-Walker
4,8,3024,66256.0,Colbourn-Martirosyan-TVT-Walker
4,8,3928,66298.0,Colbourn-Martirosyan-TVT-Walker
4,8,4096,69784.0,Colbourn-Martirosyan-TVT-Walker
4,8,8762,70088.0,Cyclotomy (Colbourn)
4,8,8970,71752.0,Cyclotomy (Colbourn)
4,8,9050,72392.0,Cyclotomy (Colbourn)
4,8,9338,74696.0,Cyclotomy (Colbourn)
4,8,9722,77768.0,Cyclotomy (Colbourn)
4,8,9818,78536.0,Cyclotomy (Colbourn)
4,8,9834,78664.0,Cyclotomy (Colbourn)
4,8,10000,80072.0,Cyclotomy (Colbourn)
5,8,9,32768.0,orthogonal array
5,8,10,53681.0,orthogonal array fuse postop NCK
5,8,13,61440.0,4-Restricted SCPHF RE (CL)
5,8,15,65024.0,3-Restricted SCPHF RE (CL)
5,8,22,94200.0,4-Restricted SCPHF RE (CL)
5,8,23,97784.0,3-Restricted SCPHF RE (CL)
5,8,24,98302.0,CPHF IPO 3 (WCS)
5,8,30,122872.0,"4,4-Restricted SCPHF RE (CL)"
5,8,31,126456.0,"4,3-restricted SCPHF RE (CL)"
5,8,33,126960.0,4-Restricted SCPHF RE (CL)
5,8,35,130040.0,"3,3-Restricted SCPHF RE (CL)"
5,8,36,130992.0,2-Restricted SCPHF RE (CL)
5,8,37,131069.0,CPHF IPO 4 (WCS)
5,8,45,155632.0,"4,4-Restricted SCPHF RE (CL)"
5,8,48,159216.0,"4,3-restricted SCPHF RE (CL)"
5,8,50,159664.0,"4,2-restricted SCPHF RE (CL)"
5,8,53,162800.0,"3,3-Restricted SCPHF RE (CL)"
5,8,54,163248.0,"3,2-restricted SCPHF RE (CL)"
5,8,55,163304.0,3-Restricted SCPHF RE (CL)
5,8,60,163836.0,CPHF IPO 5 (WCS)
5,8,66,187888.0,SCPHF CLS - other
5,8,67,188392.0,"4,4-Restricted SCPHF RE (CL)"
5,8,74,192480.0,4-Restricted SCPHF RE (CL)
5,8,82,196064.0,3-Restricted SCPHF RE (CL)
5,8,83,196568.0,SCPHF Random Extension (CLS)
5,8,95,196603.0,CPHF IPO 6 (WCS)
5,8,99,221152.0,"4,4-Restricted SCPHF RE (CL)"
5,8,109,225240.0,4-Restricted SCPHF RE (CL)
5,8,116,228824.0,3-Restricted SCPHF RE (CL)
5,8,122,229272.0,2-Restricted SCPHF RE (CL)
5,8,123,229328.0,SCPHF Random Extension (CLS)
5,8,156,229370.0,CPHF IPO 7 (WCS)
5,8,163,258000.0,4-Restricted SCPHF RE (CL)
5,8,183,261584.0,3-Restricted SCPHF RE (CL)
5,8,184,262032.0,2-Restricted SCPHF RE (CL)
5,8,185,262088.0,SCPHF Random Extension (CLS)
5,8,246,262137.0,CPHF IPO 8 (WCS)
5,8,252,290760.0,4-Restricted SCPHF RE (CL)
5,8,278,294344.0,3-Restricted SCPHF RE (CL)
5,8,283,294848.0,SCPHF Random Extension (CLS)
5,8,320,315344.0,"4,4,4-Restricted SCPHF RE (CL)"
5,8,343,319432.0,"4,4-Restricted SCPHF RE (CL)"
5,8,371,323520.0,4-Restricted SCPHF RE (CL)
5,8,417,327104.0,3-Restricted SCPHF RE (CL)
5,8,427,327552.0,2-Restricted SCPHF RE (CL)
5,8,429,327608.0,SCPHF Random Extension (CLS)
5,8,430,327671.0,CPHF Random Extension (CLS)
5,8,473,348104.0,"4,4,4-Restricted SCPHF RE (CL)"
5,8,510,352192.0,"4,4-Restricted SCPHF RE (CL)"
5,8,569,356280.0,4-Restricted SCPHF RE (CL)
5,8,595,359864.0,3-Restricted SCPHF RE (CL)
5,8,604,360312.0,2-Restricted SCPHF RE (CL)
5,8,622,360368.0,SCPHF Random Extension (CLS)
5,8,675,380864.0,"4,4,4-Restricted SCPHF RE (CL)"
5,8,749,384952.0,"4,4-Restricted SCPHF RE (CL)"
5,8,812,389040.0,4-Restricted SCPHF RE (CL)
5,8,813,531000.0,Add 1 factors
5,8,814,616120.0,Add 2 factors
5,8,815,644792.0,Add 3 factors
5,8,818,648727.0,3-Restricted SCPHF RE (CL) fuse
5,8,820,673464.0,Add 8 factors
5,8,821,793824.0,Add 9 factors
5,8,822,900936.0,Add 8 factors
5,8,823,929608.0,Add 8 factors
5,8,824,933543.0,Add 8 factors
5,8,826,933935.0,Add 8 factors
5,8,828,958672.0,Add 8 factors
5,8,834,1052053.0,Martirosyan-Colbourn
5,8,854,1052501.0,Martirosyan-Colbourn
5,8,858,1052557.0,Martirosyan-Colbourn
5,8,860,1052620.0,Martirosyan-Colbourn
5,8,946,1073053.0,Martirosyan-Colbourn
5,8,982,1077141.0,Martirosyan-Colbourn
5,8,1020,1101543.0,Martirosyan-Colbourn
5,8,1068,1105631.0,Martirosyan-Colbourn
5,8,1138,1106023.0,Martirosyan-Colbourn
5,8,1148,1109607.0,Martirosyan-Colbourn
5,8,1190,1112351.0,Martirosyan-Colbourn
5,8,1208,1112799.0,Martirosyan-Colbourn
5,8,1244,1112855.0,Martirosyan-Colbourn
5,8,1262,1133351.0,Martirosyan-Colbourn
5,8,1320,1133743.0,Martirosyan-Colbourn
5,8,1348,1134135.0,Martirosyan-Colbourn
5,8,1350,1134478.0,Martirosyan-Colbourn
5,8,1498,1138566.0,Martirosyan-Colbourn
5,8,1624,1142654.0,Martirosyan-Colbourn
5,8,1626,1284614.0,Martirosyan-Colbourn
5,8,1628,1369734.0,Martirosyan-Colbourn
5,8,1630,1398406.0,Martirosyan-Colbourn
5,8,1851,1400679.0,Power N-CT43^2+2
5,8,1908,1417619.0,Power N-CT61^2Arc(9)T25
5,8,1960,1417696.0,Power N-CT61^2Arc(9)T24
5,8,2025,1425767.0,Power N-CT47^2T2T2
5,8,2115,1429351.0,Power N-CT47^2T2
5,8,2210,1432935.0,Power N-CT47^2+1
5,8,2212,1436967.0,Power N-CT47^2+3
5,8,2376,1442259.0,Power N-CT61^2Arc(9)T16
5,8,2532,1445843.0,Power N-CT61^2Arc(9)T13
5,8,2636,1446291.0,Power N-CT61^2Arc(9)T11
5,8,2792,1449427.0,Power N-CT61^2Arc(9)T8
5,8,2844,1449875.0,Power N-CT61^2Arc(9)T7
5,8,2896,1449931.0,Power N-CT61^2Arc(9)T6
5,8,3104,1450463.0,Power N-CT61^2Arc(9)T2
5,8,3127,1473479.0,Power N-CT59^2T6
5,8,3186,1473927.0,Power N-CT59^2T5
5,8,3245,1473983.0,Power N-CT59^2T4
5,8,3482,1474515.0,Power N-CT59^2+1
5,8,3483,1594775.0,Power N-CT61^2Arc(4)
5,8,3541,1618827.0,Power N-CT61^2Arc(3)
5,8,3600,1642879.0,Power N-CT61^2T1T1
5,8,3660,1666931.0,Power N-CT61^2T1
5,8,3675,1667939.0,Power N-CT67^2Arc(6)T7
5,8,3730,1668443.0,Power N-CT67^2Arc(5)T7
5,8,3786,1668947.0,Power N-CT67^2Arc(4)T7
5,8,3843,1669451.0,Power N-CT67^2Arc(3)T7
5,8,3901,1669955.0,Power N-CT67^2Arc(2)T7
5,8,3960,1670459.0,Power N-CT67^2T7T1
5,8,4020,1670963.0,Power N-CT67^2T7
5,8,4041,1691991.0,Power N-CT67^2Arc(7)
5,8,4102,1692495.0,Power N-CT67^2Arc(6)
5,8,4164,1692999.0,Power N-CT67^2Arc(5)
5,8,4227,1693503.0,Power N-CT67^2Arc(4)
5,8,4291,1694007.0,Power N-CT67^2Arc(3)
5,8,4356,1694511.0,Power N-CT67^2T1T1
5,8,4422,1695015.0,Power N-CT67^2T1
5,8,4489,1695519.0,Power N-CT67^2
5,8,4818,1727719.0,Power N-CT73^2T7
5,8,4891,1728223.0,Power N-CT73^2T6
5,8,5330,1732311.0,Power N-CT73^2+1
5,8,5340,1736651.0,Power N-CT89^2T29
5,8,5476,1757399.0,Power N-CT79^2T5T5
5,8,5494,1760423.0,Power N-CT83^2T16T1
5,8,5512,1760479.0,Power N-CT83^2Arc(9)T9
5,8,5874,1760703.0,Power N-CT89^2T23
5,8,5963,1761207.0,Power N-CT89^2T22
5,8,5995,1764007.0,Power N-CT83^2Arc(2)T9
5,8,6030,1764063.0,Power N-CT83^2Arc(9)T2
5,8,6068,1764511.0,Power N-CT83^2T9T1
5,8,6244,1764567.0,Power N-CT79^2+3
5,8,6253,1765071.0,Power N-CT83^2Arc(8)
5,8,6586,1765295.0,Power N-CT89^2T15
5,8,6643,1767591.0,Power N-CT83^2Arc(3)
5,8,6724,1768095.0,Power N-CT83^2T1T1
5,8,6806,1768599.0,Power N-CT83^2T1
5,8,7298,1768879.0,Power N-CT89^2T7
5,8,7387,1769383.0,Power N-CT89^2T6
5,8,7927,1769418.0,"perfect hash family9,7927,95"
5,8,7935,1818516.0,"perfect hash family9,8536,96S7"
5,8,8018,1843065.0,"perfect hash family9,8536,96S6"
5,8,8102,1867614.0,"perfect hash family9,8536,96S5"
5,8,8187,1892163.0,"perfect hash family9,8536,96S4"
5,8,8839,1916712.0,"Power N-CT97^2Trin2,2,2"
5,8,9025,1941261.0,Power N-CT97^2T2T2
5,8,9215,1965810.0,Power N-CT97^2T2
5,8,9219,1990338.0,"Power N-CT101^2Trin2,2,6"
5,8,9411,1990359.0,Power N-CT97^2+2
5,8,10000,1998514.0,"perfect hash family9,11449,107T12"
6,8,9,262144.0,orthogonal array
6,8,10,450372.0,orthogonal array fuse postop NCK
6,8,12,491520.0,5-Restricted SCPHF RE (CL)
6,8,13,520192.0,4-Restricted SCPHF RE (CL)
6,8,14,524287.0,CPHF IPO 2 (WCS)
6,8,17,753656.0,5-Restricted SCPHF RE (CL)
6,8,18,782328.0,4-Restricted SCPHF RE (CL)
6,8,19,786430.0,CPHF IPO 3 (WCS)
6,8,22,983032.0,"5,5-Restricted SCPHF RE (CL)"
6,8,23,1015792.0,5-Restricted SCPHF RE (CL)
6,8,25,1044464.0,4-Restricted SCPHF RE (CL)
6,8,26,1048496.0,2-Restricted SCPHF RE (CL)
6,8,27,1048573.0,CPHF IPO 4 (WCS)
6,8,29,1245168.0,"5,5-Restricted SCPHF RE (CL)"
6,8,31,1277928.0,5-Restricted SCPHF RE (CL)
6,8,32,1306600.0,4-Restricted SCPHF RE (CL)
6,8,33,1310632.0,2-Restricted SCPHF RE (CL)
6,8,39,1310716.0,CPHF IPO 5 (WCS)
6,8,42,1540064.0,5-Restricted SCPHF RE (CL)
6,8,45,1568736.0,4-Restricted SCPHF RE (CL)
6,8,46,1572320.0,3-Restricted SCPHF RE (CL)
6,8,47,1572768.0,2-Restricted SCPHF RE (CL)
6,8,54,1572859.0,CPHF IPO 6 (WCS)
6,8,58,1802200.0,5-Restricted SCPHF RE (CL)
6,8,61,1830872.0,4-Restricted SCPHF RE (CL)
6,8,65,1834456.0,3-Restricted SCPHF RE (CL)
6,8,72,1835002.0,CPHF IPO 7 (WCS)
6,8,77,2031576.0,"5,5-Restricted SCPHF RE (CL)"
6,8,83,2064336.0,5-Restricted SCPHF RE (CL)
6,8,88,2093008.0,4-Restricted SCPHF RE (CL)
6,8,91,2096592.0,3-Restricted SCPHF RE (CL)
6,8,94,2097040.0,2-Restricted SCPHF RE (CL)
6,8,102,2260952.0,"5,5,5-Restricted SCPHF RE (CL)"
6,8,109,2293712.0,"5,5-Restricted SCPHF RE (CL)"
6,8,118,2326472.0,5-Restricted SCPHF RE (CL)
6,8,127,2355144.0,4-Restricted SCPHF RE (CL)
6,8,128,2358728.0,3-Restricted SCPHF RE (CL)
6,8,130,2359176.0,2-Restricted SCPHF RE (CL)
6,8,180,2621368.0,SCPHF Random Extension (CLS)
6,8,181,2621431.0,CPHF Random Extension (CLS)
6,8,237,2883504.0,SCPHF Random Extension (CLS)
6,8,238,4259480.0,Add 1 factors
6,8,239,5126808.0,Add 2 factors
6,8,240,5739672.0,Add 3 factors
6,8,241,5969048.0,Add 4 factors
6,8,242,6194840.0,Add 8 factors
6,8,245,6198424.0,Add 8 factors
6,8,246,7574400.0,Add 8 factors
6,8,247,8441728.0,Add 8 factors
6,8,248,9054592.0,Add 8 factors
6,8,249,9283968.0,Add 8 factors
6,8,250,9509760.0,Add 8 factors
6,8,251,9513344.0,Add 8 factors
6,8,253,9552768.0,Add 8 factors
6,8,283,10485468.0,"perfect hash family4,283,180"
6,8,284,10485657.0,"perfect hash family4,285,181T1"
6,8,285,10485720.0,"perfect hash family4,285,181"
6,8,318,11271876.0,"perfect hash family4,375,237T57"
6,8,319,11271939.0,"perfect hash family4,375,237T56"
6,8,375,11534012.0,"perfect hash family4,375,237"
6,8,395,13106835.0,"perfect hash family5,395,180"
6,8,397,13106898.0,"perfect hash family5,405,181S4"
6,8,399,13106961.0,"perfect hash family5,405,181S3"
6,8,401,13107024.0,"perfect hash family5,405,181S2"
6,8,403,13107087.0,"perfect hash family5,405,181T1"
6,8,405,13107150.0,"perfect hash family5,405,181"
6,8,429,14155379.0,"perfect hash family5,515,223T43"
6,8,431,14155442.0,"perfect hash family5,515,223T42"
6,8,540,14417515.0,"perfect hash family5,540,237"
6,8,541,15728580.0,"perfect hash family6,541,181"
6,8,542,15793491.0,"perfect hash family5,550,238S4"
6,8,550,16649976.0,Power CT25^2T3
6,8,575,16682736.0,Power CT25^2T2
6,8,625,16711408.0,Power CT25^2
6,8,626,16772889.0,Power CT27^2Arc(2)T2
6,8,650,16772966.0,Power CT27^2T2T1
6,8,675,16773043.0,Power CT27^2T2
6,8,676,16776998.0,Power CT27^2T1T1
6,8,702,16777075.0,Power CT27^2T1
6,8,729,16777152.0,Power CT27^2
6,8,781,18350010.0,"perfect hash family14,1107,40S14"
6,8,783,18480910.0,Power N-CT29^2T2
6,8,801,18579358.0,"perfect hash family14,1107,40S13"
6,8,841,18677505.0,Power N-CT29^2
6,8,842,19038054.0,"perfect hash family14,1107,40S11"
