"catalogue","cat_row","construction","ingredient_call","ing_N","ing_k","ing_vmin","ing_vmax","confidence","stamp_date"
"DPcat",206,"productCA","productCA(CS_CMMSSY(12, 8)[, 1:11], CS_CMMSSY(12, 8)[, 1:11], 8)",162,121,8,8,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",206,"productCA","CS_CMMSSY(12, 8)",85,12,8,8,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",206,"productCA","CS_CMMSSY(12, 8)",85,12,8,8,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",207,"productCA","SCA_LCDST(11, 8)",78,11,8,8,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",207,"productCA","productCA(CS_CMMSSY(12, 8)[, 1:11], productCA(CS_CMMSSY(12, 8)[, 1:11], CS_CMMSSY(12, 8)[, 1:11],     c1 = 8), 8)",239,1331,8,8,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",207,"productCA","CS_CMMSSY(12, 8)",85,12,8,8,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",207,"productCA","productCA(CS_CMMSSY(12, 8)[, 1:11], CS_CMMSSY(12, 8)[, 1:11], 8)",162,121,8,8,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",207,"productCA","CS_CMMSSY(12, 8)",85,12,8,8,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",207,"productCA","CS_CMMSSY(12, 8)",85,12,8,8,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",208,"productCA","SCA_Bose(8)",64,9,8,8,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",208,"productCA","productCA(SCA_Bose(8)[, 1:8], productCA(SCA_Bose(8)[, 1:8], productCA(SCA_LCDST(11, 8)[, 1:10],     SCA_LCDST(11, 8)[, 1:10], c1 = 8), c1 = 8), 8)",260,6400,8,8,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",208,"productCA","SCA_Bose(8)",64,9,8,8,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",208,"productCA","productCA(SCA_Bose(8)[, 1:8], productCA(SCA_LCDST(11, 8)[, 1:10], SCA_LCDST(11, 8)[, 1:10],     c1 = 8), 8)",204,800,8,8,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",208,"productCA","SCA_Bose(8)",64,9,8,8,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",208,"productCA","productCA(SCA_LCDST(11, 8)[, 1:10], SCA_LCDST(11, 8)[, 1:10], 8)",148,100,8,8,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",208,"productCA","SCA_LCDST(11, 8)",78,11,8,8,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",208,"productCA","SCA_LCDST(11, 8)",78,11,8,8,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",209,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",209,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",210,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",210,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",211,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",211,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",212,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",212,"productCA","CS_CMMSSY(15, 9)",121,15,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",213,"productCA","CS_CMMSSY(15, 9)",121,15,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",213,"productCA","CS_CMMSSY(15, 9)",121,15,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",214,"productCA","CS_CMMSSY(15, 9)",121,15,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",214,"productCA","CS_CMMSSY(16, 9)",129,16,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",215,"productCA","CS_CMMSSY(16, 9)",129,16,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",215,"productCA","CS_CMMSSY(16, 9)",129,16,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",216,"productCA","CS_CMMSSY(16, 9)",129,16,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",216,"productCA","SCA_MS(17, 9)",137,17,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",217,"productCA","SCA_MS(17, 9)",137,17,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",217,"productCA","SCA_MS(17, 9)",137,17,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",218,"productCA","SCA_Bose(9)",81,10,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",218,"productCA","productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12], 9)",201,144,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",218,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",218,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",219,"productCA","SCA_Bose(9)",81,10,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",219,"productCA","productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(14, 9)[, 1:13], 9)",209,156,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",219,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",219,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",220,"productCA","SCA_Bose(9)",81,10,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",220,"productCA","productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(14, 9)[, 1:13], 9)",217,169,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",220,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",220,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",221,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",221,"productCA","productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12], 9)",201,144,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",221,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",221,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",222,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",222,"productCA","productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(14, 9)[, 1:13], 9)",209,156,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",222,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",222,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",223,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",223,"productCA","productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(14, 9)[, 1:13], 9)",217,169,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",223,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",223,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",224,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",224,"productCA","productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(14, 9)[, 1:13], 9)",217,169,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",224,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",224,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",225,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",225,"productCA","productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(15, 9)[, 1:14], 9)",225,182,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",225,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",225,"productCA","CS_CMMSSY(15, 9)",121,15,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",226,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",226,"productCA","productCA(CS_CMMSSY(15, 9)[, 1:14], CS_CMMSSY(15, 9)[, 1:14], 9)",233,196,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",226,"productCA","CS_CMMSSY(15, 9)",121,15,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",226,"productCA","CS_CMMSSY(15, 9)",121,15,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",227,"productCA","SCA_Bose(9)",81,10,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",227,"productCA","productCA(SCA_Bose(9)[, 1:9], productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12],     c1 = 9), 9)",273,1296,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",227,"productCA","SCA_Bose(9)",81,10,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",227,"productCA","productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12], 9)",201,144,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",227,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",227,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",228,"productCA","SCA_Bose(9)",81,10,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",228,"productCA","productCA(SCA_Bose(9)[, 1:9], productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(14, 9)[, 1:13],     c1 = 9), 9)",281,1404,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",228,"productCA","SCA_Bose(9)",81,10,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",228,"productCA","productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(14, 9)[, 1:13], 9)",209,156,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",228,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",228,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",229,"productCA","SCA_Bose(9)",81,10,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",229,"productCA","productCA(SCA_Bose(9)[, 1:9], productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(14, 9)[, 1:13],     c1 = 9), 9)",289,1521,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",229,"productCA","SCA_Bose(9)",81,10,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",229,"productCA","productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(14, 9)[, 1:13], 9)",217,169,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",229,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",229,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",230,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",230,"productCA","productCA(SCA_Bose(9)[, 1:9], productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12],     c1 = 9), 9)",273,1296,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",230,"productCA","SCA_Bose(9)",81,10,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",230,"productCA","productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12], 9)",201,144,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",230,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",230,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",231,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",231,"productCA","productCA(SCA_Bose(9)[, 1:9], productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(14, 9)[, 1:13],     c1 = 9), 9)",281,1404,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",231,"productCA","SCA_Bose(9)",81,10,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",231,"productCA","productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(14, 9)[, 1:13], 9)",209,156,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",231,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",231,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",232,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",232,"productCA","productCA(SCA_Bose(9)[, 1:9], productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(14, 9)[, 1:13],     c1 = 9), 9)",289,1521,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",232,"productCA","SCA_Bose(9)",81,10,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",232,"productCA","productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(14, 9)[, 1:13], 9)",217,169,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",232,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",232,"productCA","CS_CMMSSY(14, 9)",113,14,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",233,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",233,"productCA","productCA(CS_CMMSSY(13, 9)[, 1:12], productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12],     c1 = 9), 9)",297,1728,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",233,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",233,"productCA","productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12], 9)",201,144,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",233,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",233,"productCA","CS_CMMSSY(13, 9)",105,13,9,9,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",234,"productCA","miscCA(2, 4, 10)",100,4,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",234,"productCA","miscCA(2, 4, 10)",100,4,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",235,"productCA","miscCA(2, 4, 10)",100,4,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",235,"productCA","SCA_LCDST(15, 10)",136,15,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",236,"productCA","miscCA(2, 4, 10)",100,4,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",236,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",237,"productCA","miscCA(2, 4, 10)",100,4,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",237,"productCA","SCA_MS(17, 10)",154,17,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",238,"productCA","miscCA(2, 4, 10)",100,4,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",238,"productCA","SCA_MS(18, 10)",163,18,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",239,"productCA","SCA_LCDST(15, 10)",136,15,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",239,"productCA","SCA_LCDST(15, 10)",136,15,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",240,"productCA","SCA_LCDST(15, 10)",136,15,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",240,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",241,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",241,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",242,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",242,"productCA","SCA_MS(17, 10)",154,17,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",243,"productCA","SCA_MS(17, 10)",154,17,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",243,"productCA","SCA_MS(17, 10)",154,17,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",244,"productCA","SCA_MS(17, 10)",154,17,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",244,"productCA","SCA_MS(18, 10)",163,18,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",245,"productCA","SCA_MS(18, 10)",163,18,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",245,"productCA","SCA_MS(18, 10)",163,18,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",246,"productCA","SCA_MS(18, 10)",163,18,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",246,"productCA","SCA_MS(19, 10)",172,19,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",247,"productCA","SCA_MS(19, 10)",172,19,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",247,"productCA","SCA_MS(19, 10)",172,19,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",248,"productCA","SCA_MS(18, 10)",163,18,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",248,"productCA","SCA_MS(21, 10)",190,21,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",249,"productCA","miscCA(2, 4, 10)",100,4,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",249,"productCA","productCA(SCA_LCDST(15, 10)[, 1:14], SCA_LCDST(15, 10)[, 1:14], 10)",262,196,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",249,"productCA","SCA_LCDST(15, 10)",136,15,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",249,"productCA","SCA_LCDST(15, 10)",136,15,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",250,"productCA","miscCA(2, 4, 10)",100,4,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",250,"productCA","productCA(SCA_LCDST(15, 10)[, 1:14], CS_CMMSSY(16, 10)[, 1:15], 10)",271,210,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",250,"productCA","SCA_LCDST(15, 10)",136,15,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",250,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",251,"productCA","miscCA(2, 4, 10)",100,4,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",251,"productCA","productCA(CS_CMMSSY(16, 10)[, 1:15], CS_CMMSSY(16, 10)[, 1:15], 10)",280,225,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",251,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",251,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",252,"productCA","miscCA(2, 4, 10)",100,4,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",252,"productCA","productCA(CS_CMMSSY(16, 10)[, 1:15], SCA_MS(17, 10)[, 1:16], 10)",289,240,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",252,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",252,"productCA","SCA_MS(17, 10)",154,17,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",253,"productCA","SCA_LCDST(15, 10)",136,15,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",253,"productCA","productCA(SCA_LCDST(15, 10)[, 1:14], SCA_LCDST(15, 10)[, 1:14], 10)",262,196,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",253,"productCA","SCA_LCDST(15, 10)",136,15,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",253,"productCA","SCA_LCDST(15, 10)",136,15,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",254,"productCA","SCA_LCDST(15, 10)",136,15,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",254,"productCA","productCA(SCA_LCDST(15, 10)[, 1:14], CS_CMMSSY(16, 10)[, 1:15], 10)",271,210,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",254,"productCA","SCA_LCDST(15, 10)",136,15,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",254,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",255,"productCA","SCA_LCDST(15, 10)",136,15,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",255,"productCA","productCA(CS_CMMSSY(16, 10)[, 1:15], CS_CMMSSY(16, 10)[, 1:15], 10)",280,225,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",255,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",255,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",256,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",256,"productCA","productCA(CS_CMMSSY(16, 10)[, 1:15], CS_CMMSSY(16, 10)[, 1:15], 10)",280,225,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",256,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",256,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",257,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",257,"productCA","productCA(CS_CMMSSY(16, 10)[, 1:15], SCA_MS(17, 10)[, 1:16], 10)",289,240,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",257,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",257,"productCA","SCA_MS(17, 10)",154,17,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",258,"productCA","CS_CMMSSY(16, 10)",145,16,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",258,"productCA","productCA(SCA_MS(17, 10)[, 1:16], SCA_MS(17, 10)[, 1:16], 10)",298,256,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",258,"productCA","SCA_MS(17, 10)",154,17,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",258,"productCA","SCA_MS(17, 10)",154,17,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",259,"productCA","SCA_MS(17, 10)",154,17,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",259,"productCA","productCA(SCA_MS(17, 10)[, 1:16], SCA_MS(17, 10)[, 1:16], 10)",298,256,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",259,"productCA","SCA_MS(17, 10)",154,17,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",259,"productCA","SCA_MS(17, 10)",154,17,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",260,"productCA","SCA_MS(17, 10)",154,17,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",260,"productCA","productCA(SCA_MS(17, 10)[, 1:16], SCA_MS(18, 10)[, 1:17], 10)",307,272,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",260,"productCA","SCA_MS(17, 10)",154,17,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",260,"productCA","SCA_MS(18, 10)",163,18,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",261,"productCA","SCA_MS(17, 10)",154,17,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",261,"productCA","productCA(SCA_MS(18, 10)[, 1:17], SCA_MS(18, 10)[, 1:17], 10)",316,289,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",261,"productCA","SCA_MS(18, 10)",163,18,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",261,"productCA","SCA_MS(18, 10)",163,18,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",262,"productCA","SCA_MS(18, 10)",163,18,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",262,"productCA","productCA(SCA_MS(18, 10)[, 1:17], SCA_MS(18, 10)[, 1:17], 10)",316,289,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",262,"productCA","SCA_MS(18, 10)",163,18,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",262,"productCA","SCA_MS(18, 10)",163,18,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",263,"productCA","miscCA(2, 4, 10)",100,4,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",263,"productCA","productCA(SCA_LCDST(15, 10)[, 1:14], productCA(SCA_LCDST(15, 10)[, 1:14], SCA_LCDST(15, 10)[, 1:14],     c1 = 10), 10)",388,2744,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",263,"productCA","SCA_LCDST(15, 10)",136,15,10,10,"INGREDIENT_MEASURED","2026-08-31"
"DPcat",263,"productCA","productCA(SCA_LCDST(15, 10)[, 1:14], SCA_LCDST(15, 10)[, 1:14], 10)",262,196,10,10,"INGREDIENT_MEASURED","2026-08-31"
