"catalogue","cat_row","construction","ingredient_call","ing_N","ing_k","ing_vmin","ing_vmax","confidence","stamp_date"
"PCAcat",42,"productPCA","productPCA(SCA_Bose(4), productPCA(miscCA(2, 7, 4), miscCA(2, 7, 4)))",50,228,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",42,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",42,"productPCA","productPCA(miscCA(2, 7, 4), miscCA(2, 7, 4))",38,48,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",42,"productPCA","miscCA(2, 7, 4)",21,7,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",42,"productPCA","miscCA(2, 7, 4)",21,7,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",43,"productPCA","SCA_LCDST(6, 4)",19,6,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",43,"productPCA","productPCA(miscCA(2, 15, 4), miscCA(2, 15, 4))",48,209,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",43,"productPCA","miscCA(2, 15, 4)",26,15,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",43,"productPCA","miscCA(2, 15, 4)",26,15,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",44,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",44,"productPCA","productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6, 4), miscCA(2, 15, 4)))",53,399,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",44,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",44,"productPCA","productPCA(SCA_LCDST(6, 4), miscCA(2, 15, 4))",41,86,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",44,"productPCA","SCA_LCDST(6, 4)",19,6,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",44,"productPCA","miscCA(2, 15, 4)",26,15,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",45,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",45,"productPCA","productPCA(SCA_Bose(4), productPCA(miscCA(2, 7, 4), miscCA(2, 15, 4)))",55,470,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",45,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",45,"productPCA","productPCA(miscCA(2, 7, 4), miscCA(2, 15, 4))",43,101,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",45,"productPCA","miscCA(2, 7, 4)",21,7,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",45,"productPCA","miscCA(2, 15, 4)",26,15,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",46,"productPCA","SCA_LCDST(6, 4)",19,6,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",46,"productPCA","productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6, 4), miscCA(2, 15, 4)))",53,399,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",46,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",46,"productPCA","productPCA(SCA_LCDST(6, 4), miscCA(2, 15, 4))",41,86,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",46,"productPCA","SCA_LCDST(6, 4)",19,6,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",46,"productPCA","miscCA(2, 15, 4)",26,15,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",47,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",47,"productPCA","productPCA(SCA_Bose(4), productPCA(miscCA(2, 8, 4), miscCA(2, 15, 4)))",57,514,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",47,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",47,"productPCA","productPCA(miscCA(2, 8, 4), miscCA(2, 15, 4))",45,112,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",47,"productPCA","miscCA(2, 8, 4)",23,8,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",47,"productPCA","miscCA(2, 15, 4)",26,15,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",48,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",48,"productPCA","productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6, 4), SCA_LCDST(6,     4))))",58,760,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",48,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",48,"productPCA","productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6, 4), SCA_LCDST(6, 4)))",46,165,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",48,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",48,"productPCA","productPCA(SCA_LCDST(6, 4), SCA_LCDST(6, 4))",34,35,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",48,"productPCA","SCA_LCDST(6, 4)",19,6,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",48,"productPCA","SCA_LCDST(6, 4)",19,6,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",49,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",49,"productPCA","productPCA(SCA_Bose(4), productPCA(miscCA(2, 15, 4), miscCA(2, 15, 4)))",60,957,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",49,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",49,"productPCA","productPCA(miscCA(2, 15, 4), miscCA(2, 15, 4))",48,209,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",49,"productPCA","miscCA(2, 15, 4)",26,15,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",49,"productPCA","miscCA(2, 15, 4)",26,15,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",50,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",50,"productPCA","productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(miscCA(2, 7, 4), miscCA(2,     7, 4))))",62,1056,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",50,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",50,"productPCA","productPCA(SCA_Bose(4), productPCA(miscCA(2, 7, 4), miscCA(2, 7, 4)))",50,228,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",50,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",50,"productPCA","productPCA(miscCA(2, 7, 4), miscCA(2, 7, 4))",38,48,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",50,"productPCA","miscCA(2, 7, 4)",21,7,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",50,"productPCA","miscCA(2, 7, 4)",21,7,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",51,"productPCA","SCA_LCDST(6, 4)",19,6,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",51,"productPCA","productPCA(SCA_Bose(4), productPCA(miscCA(2, 15, 4), miscCA(2, 15, 4)))",60,957,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",51,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",51,"productPCA","productPCA(miscCA(2, 15, 4), miscCA(2, 15, 4))",48,209,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",51,"productPCA","miscCA(2, 15, 4)",26,15,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",51,"productPCA","miscCA(2, 15, 4)",26,15,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",52,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",52,"productPCA","productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6, 4), miscCA(2,     15, 4))))",65,1816,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",52,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",52,"productPCA","productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6, 4), miscCA(2, 15, 4)))",53,399,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",52,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",52,"productPCA","productPCA(SCA_LCDST(6, 4), miscCA(2, 15, 4))",41,86,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",52,"productPCA","SCA_LCDST(6, 4)",19,6,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",52,"productPCA","miscCA(2, 15, 4)",26,15,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",53,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",53,"productPCA","productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(miscCA(2, 7, 4), miscCA(2,     15, 4))))",67,2144,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",53,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",53,"productPCA","productPCA(SCA_Bose(4), productPCA(miscCA(2, 7, 4), miscCA(2, 15, 4)))",55,470,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",53,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",53,"productPCA","productPCA(miscCA(2, 7, 4), miscCA(2, 15, 4))",43,101,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",53,"productPCA","miscCA(2, 7, 4)",21,7,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",53,"productPCA","miscCA(2, 15, 4)",26,15,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",54,"productPCA","SCA_LCDST(6, 4)",19,6,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",54,"productPCA","productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6, 4), miscCA(2,     15, 4))))",65,1816,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",54,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",54,"productPCA","productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6, 4), miscCA(2, 15, 4)))",53,399,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",54,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",54,"productPCA","productPCA(SCA_LCDST(6, 4), miscCA(2, 15, 4))",41,86,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",54,"productPCA","SCA_LCDST(6, 4)",19,6,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",54,"productPCA","miscCA(2, 15, 4)",26,15,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",55,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",55,"productPCA","productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(miscCA(2, 8, 4), miscCA(2,     15, 4))))",69,2320,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",55,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",55,"productPCA","productPCA(SCA_Bose(4), productPCA(miscCA(2, 8, 4), miscCA(2, 15, 4)))",57,514,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",55,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",55,"productPCA","productPCA(miscCA(2, 8, 4), miscCA(2, 15, 4))",45,112,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",55,"productPCA","miscCA(2, 8, 4)",23,8,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",55,"productPCA","miscCA(2, 15, 4)",26,15,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",56,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",56,"productPCA","productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6,     4), SCA_LCDST(6, 4)))))",70,3440,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",56,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",56,"productPCA","productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6, 4), SCA_LCDST(6,     4))))",58,760,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",56,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",56,"productPCA","productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6, 4), SCA_LCDST(6, 4)))",46,165,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",56,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",56,"productPCA","productPCA(SCA_LCDST(6, 4), SCA_LCDST(6, 4))",34,35,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",56,"productPCA","SCA_LCDST(6, 4)",19,6,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",56,"productPCA","SCA_LCDST(6, 4)",19,6,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",57,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",57,"productPCA","productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(miscCA(2, 15, 4), miscCA(2,     15, 4))))",72,4312,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",57,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",57,"productPCA","productPCA(SCA_Bose(4), productPCA(miscCA(2, 15, 4), miscCA(2, 15, 4)))",60,957,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",57,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",57,"productPCA","productPCA(miscCA(2, 15, 4), miscCA(2, 15, 4))",48,209,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",57,"productPCA","miscCA(2, 15, 4)",26,15,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",57,"productPCA","miscCA(2, 15, 4)",26,15,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",58,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",58,"productPCA","productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(miscCA(2,     7, 4), miscCA(2, 7, 4)))))",74,4800,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",58,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",58,"productPCA","productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(miscCA(2, 7, 4), miscCA(2,     7, 4))))",62,1056,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",58,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",58,"productPCA","productPCA(SCA_Bose(4), productPCA(miscCA(2, 7, 4), miscCA(2, 7, 4)))",50,228,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",58,"productPCA","SCA_Bose(4)",16,5,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",58,"productPCA","productPCA(miscCA(2, 7, 4), miscCA(2, 7, 4))",38,48,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",58,"productPCA","miscCA(2, 7, 4)",21,7,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",58,"productPCA","miscCA(2, 7, 4)",21,7,4,4,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",59,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",59,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",60,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",60,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",61,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",61,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",62,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",62,"productPCA","miscCA(2, 9, 5)",35,9,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",63,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",63,"productPCA","CS_CMMSSY(8, 5)",33,8,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",64,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",64,"productPCA","miscCA(2, 9, 5)",35,9,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",65,"productPCA","CS_CMMSSY(8, 5)",33,8,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",65,"productPCA","CS_CMMSSY(8, 5)",33,8,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",66,"productPCA","CS_CMMSSY(8, 5)",33,8,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",66,"productPCA","miscCA(2, 9, 5)",35,9,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",67,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",67,"productPCA","productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(6, 5))",45,35,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",67,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",67,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",68,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",68,"productPCA","productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(7, 5))",49,41,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",68,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",68,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",69,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",69,"productPCA","productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7, 5))",53,48,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",69,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",69,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",70,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",70,"productPCA","productPCA(CS_CMMSSY(6, 5), miscCA(2, 9, 5))",55,53,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",70,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",70,"productPCA","miscCA(2, 9, 5)",35,9,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",71,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",71,"productPCA","productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7, 5))",53,48,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",71,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",71,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",72,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",72,"productPCA","productPCA(CS_CMMSSY(7, 5), miscCA(2, 9, 5))",59,62,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",72,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",72,"productPCA","miscCA(2, 9, 5)",35,9,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",73,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",73,"productPCA","productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(8, 5))",57,55,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",73,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",73,"productPCA","CS_CMMSSY(8, 5)",33,8,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",74,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",74,"productPCA","productPCA(CS_CMMSSY(7, 5), miscCA(2, 9, 5))",59,62,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",74,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",74,"productPCA","miscCA(2, 9, 5)",35,9,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",75,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",75,"productPCA","productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(6, 5)))",65,200,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",75,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",75,"productPCA","productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(6, 5))",45,35,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",75,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",75,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",76,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",76,"productPCA","productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(7, 5)))",69,235,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",76,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",76,"productPCA","productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(7, 5))",49,41,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",76,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",76,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",77,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",77,"productPCA","productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7, 5)))",73,276,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",77,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",77,"productPCA","productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7, 5))",53,48,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",77,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",77,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",78,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",78,"productPCA","productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), miscCA(2, 9, 5)))",75,305,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",78,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",78,"productPCA","productPCA(CS_CMMSSY(6, 5), miscCA(2, 9, 5))",55,53,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",78,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",78,"productPCA","miscCA(2, 9, 5)",35,9,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",79,"productPCA","CS_CMMSSY(6, 5)",25,6,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",79,"productPCA","productPCA(CS_CMMSSY(7, 5), productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7, 5)))",77,324,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",79,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",79,"productPCA","productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7, 5))",53,48,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",79,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
"PCAcat",79,"productPCA","CS_CMMSSY(7, 5)",29,7,5,5,"INGREDIENT_MEASURED","2026-08-31"
