"t","v","k","N","Source","generalized","postop","k1","k2","N_gen","N_plain","d_gen","d_plain","arith_tier"
2,15,459,596,"Direct product generalized",TRUE,FALSE,20,23,604,618,-8,-22,"ARITH_OPEN"
2,15,460,597,"Direct product generalized",TRUE,FALSE,20,23,604,618,-7,-21,"ARITH_OPEN"
2,15,469,603,"Direct product generalized",TRUE,FALSE,20,24,605,619,-2,-16,"ARITH_OPEN"
2,15,480,604,"Direct product",FALSE,FALSE,20,24,605,619,-1,-15,"ARITH_OPEN"
2,15,484,605,"Direct product generalized",TRUE,FALSE,18,27,616,630,-11,-25,"ARITH_OPEN"
2,15,487,607,"Direct product generalized",TRUE,FALSE,18,28,616,630,-9,-23,"ARITH_OPEN"
2,15,491,612,"Direct product generalized",TRUE,FALSE,18,28,616,630,-4,-18,"ARITH_OPEN"
2,15,493,615,"Direct product generalized",TRUE,FALSE,18,28,616,630,-1,-15,"ARITH_OPEN"
2,15,504,616,"Direct product",FALSE,FALSE,18,28,616,630,0,-14,"ARITHMETIC"
2,15,512,620,"Direct product",FALSE,FALSE,16,32,620,634,0,-14,"ARITHMETIC"
2,15,544,621,"Direct product",FALSE,FALSE,17,32,620,634,1,-13,"ARITH_OPEN"
2,15,576,623,"Direct product",FALSE,FALSE,18,32,623,637,0,-14,"ARITHMETIC"
2,15,594,634,"Direct product",FALSE,FALSE,18,33,634,648,0,-14,"ARITHMETIC"
2,15,612,644,"Direct product",FALSE,FALSE,17,36,643,657,1,-13,"ARITH_OPEN"
2,15,648,646,"Direct product",FALSE,FALSE,18,36,646,660,0,-14,"ARITHMETIC"
2,15,666,658,"Direct product",FALSE,FALSE,18,37,658,672,0,-14,"ARITHMETIC"
2,15,712,660,"Direct product generalized",TRUE,FALSE,6,119,675,689,-15,-29,"ARITH_OPEN"
2,15,717,661,"Direct product generalized",TRUE,FALSE,6,120,675,689,-14,-28,"ARITH_OPEN"
2,15,719,666,"Direct product generalized",TRUE,FALSE,6,120,675,689,-9,-23,"ARITH_OPEN"
2,15,734,671,"Direct product generalized",TRUE,FALSE,6,123,682,696,-11,-25,"ARITH_OPEN"
2,15,735,674,"Direct product generalized",TRUE,FALSE,6,123,682,696,-8,-22,"ARITH_OPEN"
2,15,1728,675,"Direct product generalized",TRUE,FALSE,17,102,687,701,-12,-26,"ARITH_OPEN"
2,15,1751,676,"Direct product",FALSE,FALSE,17,103,688,702,-12,-26,"ARITH_OPEN"
2,15,1752,688,"Direct product generalized",TRUE,FALSE,6,292,690,704,-2,-16,"ARITH_OPEN"
2,15,1778,689,"Direct product generalized",TRUE,FALSE,6,297,690,704,-1,-15,"ARITH_OPEN"
2,15,2005,690,"Direct product generalized",TRUE,FALSE,17,118,702,716,-12,-26,"ARITH_OPEN"
2,15,2080,691,"Direct product generalized",TRUE,FALSE,18,116,705,719,-14,-28,"ARITH_OPEN"
2,15,2088,696,"Direct product generalized",TRUE,FALSE,18,116,705,719,-9,-23,"ARITH_OPEN"
2,15,2304,697,"Direct product generalized",TRUE,FALSE,17,136,709,723,-12,-26,"ARITH_OPEN"
2,15,2336,698,"Direct product generalized",TRUE,FALSE,9,260,710,724,-12,-26,"ARITH_OPEN"
2,15,2880,699,"Direct product generalized",TRUE,FALSE,17,170,711,725,-12,-26,"ARITH_OPEN"
2,15,3232,700,"Direct product generalized",TRUE,FALSE,12,270,712,726,-12,-26,"ARITH_OPEN"
2,15,4032,701,"Direct product generalized",TRUE,FALSE,15,269,713,727,-12,-26,"ARITH_OPEN"
2,15,4608,702,"Direct product generalized",TRUE,FALSE,17,272,714,728,-12,-26,"ARITH_OPEN"
2,15,4736,703,"Direct product generalized",TRUE,FALSE,17,279,716,730,-13,-27,"ARITH_OPEN"
2,15,4928,704,"Direct product generalized",TRUE,FALSE,17,290,716,730,-12,-26,"ARITH_OPEN"
2,15,5219,705,"Direct product",FALSE,FALSE,17,307,717,731,-12,-26,"ARITH_OPEN"
2,15,5236,718,"Direct product generalized",TRUE,FALSE,18,291,720,734,-2,-16,"ARITH_OPEN"
2,15,5541,719,"Direct product generalized",TRUE,FALSE,17,326,732,746,-13,-27,"ARITH_OPEN"
2,15,5595,720,"Direct product generalized",TRUE,FALSE,18,311,734,748,-14,-28,"ARITH_OPEN"
2,15,5599,728,"Direct product generalized",TRUE,FALSE,18,312,734,748,-6,-20,"ARITH_OPEN"
2,15,5600,731,"Direct product generalized",TRUE,FALSE,18,312,734,748,-3,-17,"ARITH_OPEN"
2,15,5617,732,"Direct product generalized",TRUE,FALSE,18,313,734,748,-2,-16,"ARITH_OPEN"
2,15,5832,733,"Direct product",FALSE,FALSE,18,324,734,748,-1,-15,"ARITH_OPEN"
2,15,5876,734,"Direct product generalized",TRUE,FALSE,18,327,747,761,-13,-27,"ARITH_OPEN"
2,15,5912,735,"Direct product generalized",TRUE,FALSE,18,329,750,764,-15,-29,"ARITH_OPEN"
2,15,5943,743,"Direct product generalized",TRUE,FALSE,18,331,750,764,-7,-21,"ARITH_OPEN"
2,15,5944,744,"Direct product generalized",TRUE,FALSE,18,331,750,764,-6,-20,"ARITH_OPEN"
2,15,5946,746,"Direct product generalized",TRUE,FALSE,18,331,750,764,-4,-18,"ARITH_OPEN"
2,15,6140,747,"Direct product",FALSE,FALSE,18,342,750,764,-3,-17,"ARITH_OPEN"
2,15,6246,748,"Direct product generalized",TRUE,FALSE,17,368,762,776,-14,-28,"ARITH_OPEN"
2,15,6263,749,"Direct product generalized",TRUE,FALSE,17,369,762,776,-13,-27,"ARITH_OPEN"
2,15,6351,750,"Direct product generalized",TRUE,FALSE,18,353,762,776,-12,-26,"ARITH_OPEN"
2,15,6367,751,"Direct product generalized",TRUE,FALSE,18,354,762,776,-11,-25,"ARITH_OPEN"
2,15,6375,758,"Direct product generalized",TRUE,FALSE,18,355,762,776,-4,-18,"ARITH_OPEN"
2,15,6377,759,"Direct product generalized",TRUE,FALSE,18,355,762,776,-3,-17,"ARITH_OPEN"
2,15,6483,761,"Direct product generalized",TRUE,FALSE,18,361,763,777,-2,-16,"ARITH_OPEN"
2,15,6626,762,"Direct product generalized",TRUE,FALSE,18,369,765,779,-3,-17,"ARITH_OPEN"
2,15,6642,763,"Direct product generalized",TRUE,FALSE,18,369,765,779,-2,-16,"ARITH_OPEN"
2,15,6698,764,"Direct product generalized",TRUE,FALSE,18,373,779,793,-15,-29,"ARITH_OPEN"
2,15,6720,765,"Direct product generalized",TRUE,FALSE,18,374,780,794,-15,-29,"ARITH_OPEN"
2,15,6724,766,"Direct product generalized",TRUE,FALSE,18,374,780,794,-14,-28,"ARITH_OPEN"
2,15,6756,773,"Direct product generalized",TRUE,FALSE,18,376,780,794,-7,-21,"ARITH_OPEN"
2,15,6759,774,"Direct product generalized",TRUE,FALSE,18,376,780,794,-6,-20,"ARITH_OPEN"
2,15,6774,775,"Direct product generalized",TRUE,FALSE,18,377,780,794,-5,-19,"ARITH_OPEN"
2,15,6878,777,"Direct product generalized",TRUE,FALSE,19,362,789,803,-12,-26,"ARITH_OPEN"
2,15,7006,778,"Direct product generalized",TRUE,FALSE,19,369,791,805,-13,-27,"ARITH_OPEN"
2,15,7028,779,"Direct product generalized",TRUE,FALSE,18,391,792,806,-13,-27,"ARITH_OPEN"
2,15,7091,780,"Direct product generalized",TRUE,FALSE,18,394,792,806,-12,-26,"ARITH_OPEN"
2,15,7098,781,"Direct product generalized",TRUE,FALSE,18,395,792,806,-11,-25,"ARITH_OPEN"
2,15,7106,787,"Direct product generalized",TRUE,FALSE,18,395,792,806,-5,-19,"ARITH_OPEN"
2,15,7120,788,"Direct product generalized",TRUE,FALSE,18,396,792,806,-4,-18,"ARITH_OPEN"
2,15,7200,789,"Direct product",FALSE,FALSE,18,400,792,806,-3,-17,"ARITH_OPEN"
2,15,7318,790,"Direct product generalized",TRUE,FALSE,20,366,795,809,-5,-19,"ARITH_OPEN"
2,15,7378,791,"Direct product generalized",TRUE,FALSE,20,369,795,809,-4,-18,"ARITH_OPEN"
2,15,7389,792,"Direct product generalized",TRUE,FALSE,20,370,796,810,-4,-18,"ARITH_OPEN"
2,15,7490,793,"Direct product generalized",TRUE,FALSE,18,417,810,824,-17,-31,"ARITH_OPEN"
2,15,7493,794,"Direct product generalized",TRUE,FALSE,18,417,810,824,-16,-30,"ARITH_OPEN"
2,15,7558,795,"Direct product generalized",TRUE,FALSE,18,420,810,824,-15,-29,"ARITH_OPEN"
2,15,7560,796,"Direct product generalized",TRUE,FALSE,18,420,810,824,-14,-28,"ARITH_OPEN"
2,15,7584,800,"Direct product generalized",TRUE,FALSE,20,380,810,824,-10,-24,"ARITH_OPEN"
2,15,7592,802,"Direct product generalized",TRUE,FALSE,20,380,810,824,-8,-22,"ARITH_OPEN"
2,15,7621,803,"Direct product generalized",TRUE,FALSE,24,318,814,828,-11,-25,"ARITH_OPEN"
2,15,7641,804,"Direct product generalized",TRUE,FALSE,24,319,814,828,-10,-24,"ARITH_OPEN"
2,15,7664,807,"Direct product generalized",TRUE,FALSE,24,320,814,828,-7,-21,"ARITH_OPEN"
2,15,7768,808,"Direct product generalized",TRUE,FALSE,24,324,814,828,-6,-20,"ARITH_OPEN"
2,15,7822,810,"Direct product generalized",TRUE,FALSE,24,326,815,829,-5,-19,"ARITH_OPEN"
2,15,7839,811,"Direct product generalized",TRUE,FALSE,18,436,822,836,-11,-25,"ARITH_OPEN"
2,15,7840,812,"Direct product generalized",TRUE,FALSE,18,436,822,836,-10,-24,"ARITH_OPEN"
2,15,7864,815,"Direct product generalized",TRUE,FALSE,18,437,822,836,-7,-21,"ARITH_OPEN"
2,15,7896,816,"Direct product generalized",TRUE,FALSE,20,395,822,836,-6,-20,"ARITH_OPEN"
2,15,7908,817,"Direct product generalized",TRUE,FALSE,20,396,822,836,-5,-19,"ARITH_OPEN"
2,15,7942,818,"Direct product generalized",TRUE,FALSE,20,398,822,836,-4,-18,"ARITH_OPEN"
2,15,7967,819,"Direct product generalized",TRUE,FALSE,20,399,822,836,-3,-17,"ARITH_OPEN"
2,15,8024,820,"Direct product generalized",TRUE,FALSE,20,402,827,841,-7,-21,"ARITH_OPEN"
2,15,8137,821,"Direct product generalized",TRUE,FALSE,24,340,830,844,-9,-23,"ARITH_OPEN"
2,15,8142,822,"Direct product generalized",TRUE,FALSE,24,340,830,844,-8,-22,"ARITH_OPEN"
2,15,8216,823,"Direct product generalized",TRUE,FALSE,18,457,836,850,-13,-27,"ARITH_OPEN"
2,15,8228,825,"Direct product generalized",TRUE,FALSE,18,458,836,850,-11,-25,"ARITH_OPEN"
2,15,8234,826,"Direct product generalized",TRUE,FALSE,18,458,836,850,-10,-24,"ARITH_OPEN"
2,15,8240,827,"Direct product generalized",TRUE,FALSE,18,458,836,850,-9,-23,"ARITH_OPEN"
2,15,8258,828,"Direct product generalized",TRUE,FALSE,18,459,836,850,-8,-22,"ARITH_OPEN"
2,15,8336,830,"Direct product generalized",TRUE,FALSE,20,417,840,854,-10,-24,"ARITH_OPEN"
2,15,8377,831,"Direct product generalized",TRUE,FALSE,20,419,840,854,-9,-23,"ARITH_OPEN"
2,15,8398,832,"Direct product generalized",TRUE,FALSE,20,420,840,854,-8,-22,"ARITH_OPEN"
2,15,8471,833,"Direct product generalized",TRUE,FALSE,28,303,841,855,-8,-22,"ARITH_OPEN"
2,15,8474,836,"Direct product generalized",TRUE,FALSE,28,303,841,855,-5,-19,"ARITH_OPEN"
2,15,8546,837,"Direct product generalized",TRUE,FALSE,28,306,841,855,-4,-18,"ARITH_OPEN"
2,15,8557,838,"Direct product generalized",TRUE,FALSE,28,306,841,855,-3,-17,"ARITH_OPEN"
2,15,8572,839,"Direct product generalized",TRUE,FALSE,28,307,841,855,-2,-16,"ARITH_OPEN"
2,15,8639,840,"Direct product generalized",TRUE,FALSE,24,360,842,856,-2,-16,"ARITH_OPEN"
2,15,8688,841,"Direct product generalized",TRUE,FALSE,24,362,843,857,-2,-16,"ARITH_OPEN"
2,15,8796,843,"Direct product generalized",TRUE,FALSE,24,367,845,859,-2,-16,"ARITH_OPEN"
2,15,8925,845,"Direct product generalized",TRUE,FALSE,31,288,847,861,-2,-16,"ARITH_OPEN"
2,15,9216,846,"Direct product generalized",TRUE,FALSE,32,288,847,861,-1,-15,"ARITH_OPEN"
2,15,10368,862,"Direct product",FALSE,FALSE,32,324,862,876,0,-14,"ARITHMETIC"
2,15,10476,863,"Direct product generalized",TRUE,FALSE,35,300,871,885,-8,-22,"ARITH_OPEN"
2,15,10494,868,"Direct product generalized",TRUE,FALSE,35,300,871,885,-3,-17,"ARITH_OPEN"
2,15,10522,869,"Direct product generalized",TRUE,FALSE,35,301,871,885,-2,-16,"ARITH_OPEN"
2,15,10540,870,"Direct product generalized",TRUE,FALSE,35,302,871,885,-1,-15,"ARITH_OPEN"
2,15,12137,885,"Direct product generalized",TRUE,FALSE,17,714,898,912,-13,-27,"ARITH_OPEN"
2,15,12828,886,"Direct product generalized",TRUE,FALSE,18,713,901,915,-15,-29,"ARITH_OPEN"
2,15,12832,891,"Direct product generalized",TRUE,FALSE,18,713,901,915,-10,-24,"ARITH_OPEN"
2,15,12834,893,"Direct product generalized",TRUE,FALSE,18,713,901,915,-8,-22,"ARITH_OPEN"
2,15,12860,896,"Direct product generalized",TRUE,FALSE,18,715,901,915,-5,-19,"ARITH_OPEN"
2,15,13130,898,"Direct product generalized",TRUE,FALSE,6,2189,907,921,-9,-23,"ARITH_OPEN"
2,15,13160,899,"Direct product generalized",TRUE,FALSE,6,2194,907,921,-8,-22,"ARITH_OPEN"
2,15,20000,900,"Direct product generalized",TRUE,FALSE,12,1667,910,924,-10,-24,"ARITH_OPEN"
2,16,289,510,"Direct product",FALSE,FALSE,17,17,496,511,14,-1,"ARITH_OPEN"
2,16,306,526,"Direct product generalized",TRUE,FALSE,17,18,526,541,0,-15,"ARITH_INFERRED"
2,16,323,528,"Direct product",FALSE,FALSE,17,19,528,543,0,-15,"ARITHMETIC"
2,16,327,543,"Direct product generalized",TRUE,FALSE,18,19,558,573,-15,-30,"ARITH_OPEN"
2,16,343,544,"Direct product generalized",TRUE,FALSE,19,19,560,575,-16,-31,"ARITH_OPEN"
2,16,360,559,"Direct product generalized",TRUE,FALSE,19,19,560,575,-1,-16,"ARITH_OPEN"
2,16,361,560,"Direct product",FALSE,FALSE,19,19,560,575,0,-15,"ARITHMETIC"
2,16,380,574,"Direct product",FALSE,FALSE,17,23,590,605,-16,-31,"ARITH_OPEN"
2,16,387,589,"Direct product generalized",TRUE,FALSE,17,23,590,605,-1,-16,"ARITH_OPEN"
2,16,391,590,"Direct product",FALSE,FALSE,17,23,590,605,0,-15,"ARITHMETIC"
2,16,392,591,"Direct product generalized",TRUE,FALSE,16,25,616,631,-25,-40,"ARITH_OPEN"
2,16,399,592,"Direct product generalized",TRUE,FALSE,16,25,616,631,-24,-39,"ARITH_OPEN"
2,16,411,604,"Direct product generalized",TRUE,FALSE,17,25,616,631,-12,-27,"ARITH_OPEN"
2,16,417,606,"Direct product generalized",TRUE,FALSE,17,25,616,631,-10,-25,"ARITH_OPEN"
2,16,418,608,"Direct product generalized",TRUE,FALSE,17,25,616,631,-8,-23,"ARITH_OPEN"
2,16,420,614,"Direct product generalized",TRUE,FALSE,17,25,616,631,-2,-17,"ARITH_OPEN"
2,16,426,619,"Direct product generalized",TRUE,FALSE,19,23,622,637,-3,-18,"ARITH_OPEN"
2,16,427,620,"Direct product generalized",TRUE,FALSE,19,23,622,637,-2,-17,"ARITH_OPEN"
2,16,437,621,"Direct product generalized",TRUE,FALSE,19,23,622,637,-1,-16,"ARITH_OPEN"
2,16,438,622,"Direct product generalized",TRUE,FALSE,17,26,646,661,-24,-39,"ARITH_OPEN"
2,16,439,623,"Direct product generalized",TRUE,FALSE,17,26,646,661,-23,-38,"ARITH_OPEN"
2,16,449,624,"Direct product generalized",TRUE,FALSE,17,27,646,661,-22,-37,"ARITH_OPEN"
2,16,453,630,"Direct product generalized",TRUE,FALSE,17,27,646,661,-16,-31,"ARITH_OPEN"
2,16,457,632,"Direct product generalized",TRUE,FALSE,17,27,646,661,-14,-29,"ARITH_OPEN"
2,16,461,635,"Direct product generalized",TRUE,FALSE,19,25,648,663,-13,-28,"ARITH_OPEN"
2,16,465,638,"Direct product generalized",TRUE,FALSE,19,25,648,663,-10,-25,"ARITH_OPEN"
2,16,468,646,"Direct product generalized",TRUE,FALSE,19,25,648,663,-2,-17,"ARITH_OPEN"
2,16,475,648,"Direct product",FALSE,FALSE,19,25,648,663,0,-15,"ARITHMETIC"
2,16,477,651,"Direct product generalized",TRUE,FALSE,17,29,676,691,-25,-40,"ARITH_OPEN"
2,16,483,654,"Direct product generalized",TRUE,FALSE,17,29,676,691,-22,-37,"ARITH_OPEN"
2,16,486,664,"Direct product generalized",TRUE,FALSE,17,29,676,691,-12,-27,"ARITH_OPEN"
2,16,489,665,"Direct product generalized",TRUE,FALSE,17,29,676,691,-11,-26,"ARITH_OPEN"
2,16,492,666,"Direct product generalized",TRUE,FALSE,17,29,676,691,-10,-25,"ARITH_OPEN"
2,16,496,667,"Direct product generalized",TRUE,FALSE,19,27,678,693,-11,-26,"ARITH_OPEN"
2,16,503,668,"Direct product generalized",TRUE,FALSE,19,27,678,693,-10,-25,"ARITH_OPEN"
2,16,505,669,"Direct product generalized",TRUE,FALSE,19,27,678,693,-9,-24,"ARITH_OPEN"
2,16,506,670,"Direct product generalized",TRUE,FALSE,19,27,678,693,-8,-23,"ARITH_OPEN"
2,16,512,677,"Direct product generalized",TRUE,FALSE,19,27,678,693,-1,-16,"ARITH_OPEN"
2,16,513,678,"Direct product",FALSE,FALSE,19,27,678,693,0,-15,"ARITHMETIC"
2,16,515,679,"Direct product generalized",TRUE,FALSE,15,35,682,697,-3,-18,"ARITH_OPEN"
2,16,526,680,"Direct product generalized",TRUE,FALSE,15,36,682,697,-2,-17,"ARITH_OPEN"
2,16,612,695,"Direct product",FALSE,FALSE,17,36,682,697,13,-2,"ARITH_OPEN"
2,16,648,712,"Direct product",FALSE,FALSE,18,36,712,727,0,-15,"ARITHMETIC"
2,16,684,714,"Direct product",FALSE,FALSE,19,36,714,729,0,-15,"ARITHMETIC"
2,16,688,728,"Direct product generalized",TRUE,FALSE,16,43,730,745,-2,-17,"ARITH_OPEN"
2,16,765,730,"Direct product",FALSE,FALSE,17,45,730,745,0,-15,"ARITHMETIC"
2,16,4896,750,"Direct product",FALSE,FALSE,17,288,736,751,14,-1,"ARITH_OPEN"
2,16,4914,752,"Direct product",FALSE,FALSE,17,290,766,781,-14,-29,"ARITH_OPEN"
2,16,6215,800,"Direct product generalized",TRUE,FALSE,17,366,814,829,-14,-29,"ARITH_OPEN"
2,16,6460,814,"Direct product",FALSE,FALSE,17,380,814,829,0,-15,"ARITHMETIC"
2,16,6533,815,"Direct product generalized",TRUE,FALSE,17,385,829,844,-14,-29,"ARITH_OPEN"
2,16,6590,816,"Direct product generalized",TRUE,FALSE,17,388,830,845,-14,-29,"ARITH_OPEN"
2,16,6597,829,"Direct product generalized",TRUE,FALSE,17,389,830,845,-1,-16,"ARITH_OPEN"
2,16,6863,830,"Direct product generalized",TRUE,FALSE,17,404,844,859,-14,-29,"ARITH_OPEN"
2,16,6912,831,"Direct product generalized",TRUE,FALSE,17,407,844,859,-13,-28,"ARITH_OPEN"
2,16,6935,832,"Direct product generalized",TRUE,FALSE,17,408,844,859,-12,-27,"ARITH_OPEN"
2,16,7088,844,"Direct product generalized",TRUE,FALSE,17,417,846,861,-2,-17,"ARITH_OPEN"
2,16,7215,845,"Direct product generalized",TRUE,FALSE,19,380,846,861,-1,-16,"ARITH_OPEN"
2,16,7271,846,"Direct product generalized",TRUE,FALSE,17,428,861,876,-15,-30,"ARITH_OPEN"
2,16,7281,847,"Direct product generalized",TRUE,FALSE,17,429,861,876,-14,-29,"ARITH_OPEN"
2,16,7298,848,"Direct product generalized",TRUE,FALSE,17,430,861,876,-13,-28,"ARITH_OPEN"
2,16,7600,860,"Direct product",FALSE,FALSE,17,448,864,879,-4,-19,"ARITH_OPEN"
2,16,7725,861,"Direct product generalized",TRUE,FALSE,17,455,872,887,-11,-26,"ARITH_OPEN"
2,16,7800,862,"Direct product generalized",TRUE,FALSE,17,459,875,890,-13,-28,"ARITH_OPEN"
2,16,7817,863,"Direct product generalized",TRUE,FALSE,17,460,875,890,-12,-27,"ARITH_OPEN"
2,16,7894,864,"Direct product generalized",TRUE,FALSE,17,465,878,893,-14,-29,"ARITH_OPEN"
2,16,7930,876,"Direct product generalized",TRUE,FALSE,19,418,880,895,-4,-19,"ARITH_OPEN"
2,16,8204,877,"Direct product generalized",TRUE,FALSE,19,432,893,908,-16,-31,"ARITH_OPEN"
2,16,8224,878,"Direct product generalized",TRUE,FALSE,19,433,893,908,-15,-30,"ARITH_OPEN"
2,16,8239,879,"Direct product generalized",TRUE,FALSE,19,434,893,908,-14,-29,"ARITH_OPEN"
2,16,8341,880,"Direct product generalized",TRUE,FALSE,19,439,895,910,-15,-30,"ARITH_OPEN"
2,16,8344,890,"Direct product generalized",TRUE,FALSE,19,440,896,911,-6,-21,"ARITH_OPEN"
2,16,8347,891,"Direct product generalized",TRUE,FALSE,19,440,896,911,-5,-20,"ARITH_OPEN"
2,16,8633,892,"Direct product generalized",TRUE,FALSE,19,455,904,919,-12,-27,"ARITH_OPEN"
2,16,8650,893,"Direct product generalized",TRUE,FALSE,19,456,904,919,-11,-26,"ARITH_OPEN"
2,16,8668,894,"Direct product generalized",TRUE,FALSE,19,457,904,919,-10,-25,"ARITH_OPEN"
2,16,8748,895,"Direct product generalized",TRUE,FALSE,19,461,907,922,-12,-27,"ARITH_OPEN"
2,16,8759,896,"Direct product generalized",TRUE,FALSE,19,461,907,922,-11,-26,"ARITH_OPEN"
2,16,8777,902,"Direct product generalized",TRUE,FALSE,19,462,910,925,-8,-23,"ARITH_OPEN"
2,16,8795,904,"Direct product generalized",TRUE,FALSE,19,463,910,925,-6,-21,"ARITH_OPEN"
2,16,8799,906,"Direct product generalized",TRUE,FALSE,19,464,910,925,-4,-19,"ARITH_OPEN"
2,16,9050,907,"Direct product generalized",TRUE,FALSE,16,566,922,937,-15,-30,"ARITH_OPEN"
2,16,9104,908,"Direct product generalized",TRUE,FALSE,16,569,922,937,-14,-29,"ARITH_OPEN"
2,16,9152,909,"Direct product generalized",TRUE,FALSE,16,572,922,937,-13,-28,"ARITH_OPEN"
2,16,9280,910,"Direct product generalized",TRUE,FALSE,16,580,922,937,-12,-27,"ARITH_OPEN"
2,16,9301,920,"Direct product generalized",TRUE,FALSE,16,582,922,937,-2,-17,"ARITH_OPEN"
2,16,10368,935,"Direct product",FALSE,FALSE,36,288,922,937,13,-2,"ARITH_OPEN"
2,16,12960,970,"Direct product",FALSE,FALSE,17,763,970,985,0,-15,"ARITHMETIC"
2,16,20000,976,"Direct product",FALSE,FALSE,5,4000,976,991,0,-15,"ARITHMETIC"
2,17,324,576,"Direct product",FALSE,FALSE,18,18,561,577,15,-1,"ARITH_OPEN"
2,17,340,594,"Direct product",FALSE,FALSE,18,19,623,639,-29,-45,"ARITH_OPEN"
2,17,341,609,"Direct product generalized",TRUE,FALSE,18,19,623,639,-14,-30,"ARITH_OPEN"
2,17,360,610,"Direct product",FALSE,FALSE,18,20,624,640,-14,-30,"ARITH_OPEN"
2,17,378,626,"Direct product",FALSE,FALSE,18,21,626,642,0,-16,"ARITHMETIC"
2,17,380,627,"Direct product generalized",TRUE,FALSE,18,22,629,645,-2,-18,"ARITH_OPEN"
2,17,381,628,"Direct product generalized",TRUE,FALSE,18,22,629,645,-1,-17,"ARITH_OPEN"
2,17,396,629,"Direct product",FALSE,FALSE,18,22,629,645,0,-16,"ARITHMETIC"
2,17,402,645,"Direct product generalized",TRUE,FALSE,20,21,689,705,-44,-60,"ARITH_OPEN"
2,17,404,646,"Direct product generalized",TRUE,FALSE,20,21,689,705,-43,-59,"ARITH_OPEN"
2,17,406,657,"Direct product generalized",TRUE,FALSE,20,21,689,705,-32,-48,"ARITH_OPEN"
2,17,409,658,"Direct product generalized",TRUE,FALSE,20,21,689,705,-31,-47,"ARITH_OPEN"
2,17,420,659,"Direct product",FALSE,FALSE,20,21,689,705,-30,-46,"ARITH_OPEN"
2,17,421,661,"Direct product generalized",TRUE,FALSE,21,21,691,707,-30,-46,"ARITH_OPEN"
2,17,440,662,"Direct product",FALSE,FALSE,21,21,691,707,-29,-45,"ARITH_OPEN"
2,17,444,677,"Direct product generalized",TRUE,FALSE,21,22,694,710,-17,-33,"ARITH_OPEN"
2,17,448,679,"Direct product generalized",TRUE,FALSE,21,22,694,710,-15,-31,"ARITH_OPEN"
2,17,462,680,"Direct product generalized",TRUE,FALSE,21,22,694,710,-14,-30,"ARITH_OPEN"
2,17,469,692,"Direct product generalized",TRUE,FALSE,22,22,697,713,-5,-21,"ARITH_OPEN"
2,17,484,695,"Direct product generalized",TRUE,FALSE,22,22,697,713,-2,-18,"ARITH_OPEN"
2,17,485,724,"Direct product generalized",TRUE,FALSE,18,27,745,761,-21,-37,"ARITH_OPEN"
2,17,486,725,"Direct product generalized",TRUE,FALSE,18,27,745,761,-20,-36,"ARITH_OPEN"
2,17,505,728,"Direct product generalized",TRUE,FALSE,18,29,749,765,-21,-37,"ARITH_OPEN"
2,17,528,731,"Direct product generalized",TRUE,FALSE,18,30,751,767,-20,-36,"ARITH_OPEN"
2,17,530,745,"Direct product generalized",TRUE,FALSE,18,30,751,767,-6,-22,"ARITH_OPEN"
2,17,533,746,"Direct product generalized",TRUE,FALSE,18,30,751,767,-5,-21,"ARITH_OPEN"
2,17,540,747,"Direct product generalized",TRUE,FALSE,18,30,751,767,-4,-20,"ARITH_OPEN"
2,17,550,748,"Direct product generalized",TRUE,FALSE,18,31,769,785,-21,-37,"ARITH_OPEN"
2,17,554,759,"Direct product generalized",TRUE,FALSE,18,31,769,785,-10,-26,"ARITH_OPEN"
2,17,560,760,"Direct product generalized",TRUE,FALSE,18,32,785,801,-25,-41,"ARITH_OPEN"
2,17,564,761,"Direct product generalized",TRUE,FALSE,18,32,785,801,-24,-40,"ARITH_OPEN"
2,17,569,762,"Direct product generalized",TRUE,FALSE,18,32,785,801,-23,-39,"ARITH_OPEN"
2,17,571,763,"Direct product generalized",TRUE,FALSE,18,32,785,801,-22,-38,"ARITH_OPEN"
2,17,572,764,"Direct product generalized",TRUE,FALSE,18,32,785,801,-21,-37,"ARITH_OPEN"
2,17,577,772,"Direct product generalized",TRUE,FALSE,15,39,789,805,-17,-33,"ARITH_OPEN"
2,17,583,773,"Direct product generalized",TRUE,FALSE,15,39,789,805,-16,-32,"ARITH_OPEN"
2,17,587,774,"Direct product generalized",TRUE,FALSE,16,37,789,805,-15,-31,"ARITH_OPEN"
2,17,590,775,"Direct product generalized",TRUE,FALSE,16,37,789,805,-14,-30,"ARITH_OPEN"
2,17,593,776,"Direct product generalized",TRUE,FALSE,16,38,789,805,-13,-29,"ARITH_OPEN"
2,17,594,777,"Direct product generalized",TRUE,FALSE,16,38,789,805,-12,-28,"ARITH_OPEN"
2,17,600,784,"Direct product",FALSE,FALSE,16,38,789,805,-5,-21,"ARITH_OPEN"
2,17,605,786,"Direct product generalized",TRUE,FALSE,16,38,789,805,-3,-19,"ARITH_OPEN"
2,17,609,788,"Direct product generalized",TRUE,FALSE,16,39,789,805,-1,-17,"ARITH_OPEN"
2,17,5814,848,"Direct product",FALSE,FALSE,18,323,833,849,15,-1,"ARITH_OPEN"
2,17,5832,863,"Direct product",FALSE,FALSE,18,324,848,864,15,-1,"ARITH_OPEN"
2,17,6120,866,"Direct product",FALSE,FALSE,18,340,866,882,0,-16,"ARITHMETIC"
