"child_t","child_v","child_k","child_N","child_Source","family","ing_t","ing_w","ing_v","ing_range","mult","ing_N_now","ing_k_now","confidence","stamp_date"
5,8,8018,1843065,"perfect hash family9,8536,96S6","perfect hash family",5,96,8,FALSE,1,221152,99,"ARITHMETIC","2026-09-06"
5,8,8102,1867614,"perfect hash family9,8536,96S5","perfect hash family",5,95,8,FALSE,5,196603,95,"ARITHMETIC","2026-09-06"
5,8,8102,1867614,"perfect hash family9,8536,96S5","perfect hash family",5,96,8,FALSE,1,221152,99,"ARITHMETIC","2026-09-06"
5,8,8187,1892163,"perfect hash family9,8536,96S4","perfect hash family",5,95,8,FALSE,4,196603,95,"ARITHMETIC","2026-09-06"
5,8,8187,1892163,"perfect hash family9,8536,96S4","perfect hash family",5,96,8,FALSE,1,221152,99,"ARITHMETIC","2026-09-06"
5,8,8839,1916712,"Power N-CT97^2Trin2,2,2","Power N-CT",5,95,8,FALSE,3,196603,95,"ARITHMETIC","2026-09-06"
5,8,8839,1916712,"Power N-CT97^2Trin2,2,2","Power N-CT",5,97,8,FALSE,1,221152,99,"ARITHMETIC","2026-09-06"
5,8,9025,1941261,"Power N-CT97^2T2T2","Power N-CT",5,95,8,FALSE,2,196603,95,"ARITHMETIC","2026-09-06"
5,8,9025,1941261,"Power N-CT97^2T2T2","Power N-CT",5,97,8,FALSE,1,221152,99,"ARITHMETIC","2026-09-06"
5,8,9215,1965810,"Power N-CT97^2T2","Power N-CT",5,95,8,FALSE,1,196603,95,"ARITHMETIC","2026-09-06"
5,8,9215,1965810,"Power N-CT97^2T2","Power N-CT",5,97,8,FALSE,1,221152,99,"ARITHMETIC","2026-09-06"
5,8,9219,1990338,"Power N-CT101^2Trin2,2,6","Power N-CT",5,95,8,FALSE,1,196603,95,"ARITHMETIC","2026-09-06"
5,8,9219,1990338,"Power N-CT101^2Trin2,2,6","Power N-CT",5,99,8,FALSE,2,221152,99,"ARITHMETIC","2026-09-06"
5,8,9219,1990338,"Power N-CT101^2Trin2,2,6","Power N-CT",5,101,8,FALSE,1,225240,109,"ARITHMETIC","2026-09-06"
5,8,9411,1990359,"Power N-CT97^2+2","Power N-CT",5,99,8,FALSE,1,221152,99,"ARITHMETIC","2026-09-06"
5,8,10000,1998514,"perfect hash family9,11449,107T12","perfect hash family",5,95,8,FALSE,1,196603,95,"ARITHMETIC","2026-09-06"
5,8,10000,1998514,"perfect hash family9,11449,107T12","perfect hash family",5,107,8,FALSE,1,225240,109,"ARITHMETIC","2026-09-06"
6,8,238,4259480,"Add 1 factors","Add n factors",4,236,8,FALSE,1,24571,267,"ARITHMETIC","2026-09-06"
6,8,238,4259480,"Add 1 factors","Add n factors",6,237,8,FALSE,1,2883504,237,"ARITHMETIC","2026-09-06"
6,8,239,5126808,"Add 2 factors","Add n factors",3,236,8,FALSE,1,1936,242,"ARITHMETIC","2026-09-06"
6,8,239,5126808,"Add 2 factors","Add n factors",4,236,8,FALSE,1,24571,267,"ARITHMETIC","2026-09-06"
6,8,239,5126808,"Add 2 factors","Add n factors",6,237,8,FALSE,1,2883504,237,"ARITHMETIC","2026-09-06"
6,8,240,5739672,"Add 3 factors","Add n factors",2,236,8,FALSE,1,171,251,"ARITHMETIC","2026-09-06"
6,8,240,5739672,"Add 3 factors","Add n factors",3,236,8,FALSE,1,1936,242,"ARITHMETIC","2026-09-06"
6,8,240,5739672,"Add 3 factors","Add n factors",4,236,8,FALSE,1,24571,267,"ARITHMETIC","2026-09-06"
6,8,240,5739672,"Add 3 factors","Add n factors",6,237,8,FALSE,1,2883504,237,"ARITHMETIC","2026-09-06"
6,8,241,5969048,"Add 4 factors","Add n factors",2,236,8,FALSE,1,171,251,"ARITHMETIC","2026-09-06"
6,8,241,5969048,"Add 4 factors","Add n factors",3,236,8,FALSE,1,1936,242,"ARITHMETIC","2026-09-06"
6,8,241,5969048,"Add 4 factors","Add n factors",4,236,8,FALSE,1,24571,267,"ARITHMETIC","2026-09-06"
6,8,241,5969048,"Add 4 factors","Add n factors",6,237,8,FALSE,1,2883504,237,"ARITHMETIC","2026-09-06"
6,8,242,6194840,"Add 8 factors","Add n factors",2,233,8,FALSE,1,170,233,"ARITHMETIC","2026-09-06"
6,8,242,6194840,"Add 8 factors","Add n factors",3,233,8,FALSE,1,1936,242,"ARITHMETIC","2026-09-06"
6,8,242,6194840,"Add 8 factors","Add n factors",4,233,8,FALSE,1,24571,267,"ARITHMETIC","2026-09-06"
6,8,242,6194840,"Add 8 factors","Add n factors",6,234,8,FALSE,1,2883504,237,"ARITHMETIC","2026-09-06"
6,8,245,6198424,"Add 8 factors","Add n factors",2,236,8,FALSE,1,171,251,"ARITHMETIC","2026-09-06"
6,8,245,6198424,"Add 8 factors","Add n factors",3,236,8,FALSE,1,1936,242,"ARITHMETIC","2026-09-06"
6,8,245,6198424,"Add 8 factors","Add n factors",4,236,8,FALSE,1,24571,267,"ARITHMETIC","2026-09-06"
6,8,245,6198424,"Add 8 factors","Add n factors",6,237,8,FALSE,1,2883504,237,"ARITHMETIC","2026-09-06"
6,8,246,7574400,"Add 8 factors","Add n factors",2,237,8,FALSE,1,171,251,"ARITHMETIC","2026-09-06"
6,8,246,7574400,"Add 8 factors","Add n factors",3,237,8,FALSE,1,1936,242,"ARITHMETIC","2026-09-06"
6,8,246,7574400,"Add 8 factors","Add n factors",4,237,8,FALSE,1,24571,267,"ARITHMETIC","2026-09-06"
6,8,246,7574400,"Add 8 factors","Add n factors",6,238,8,FALSE,1,4259480,238,"ARITHMETIC","2026-09-06"
6,8,247,8441728,"Add 8 factors","Add n factors",2,238,8,FALSE,1,171,251,"ARITHMETIC","2026-09-06"
6,8,247,8441728,"Add 8 factors","Add n factors",3,238,8,FALSE,1,1936,242,"ARITHMETIC","2026-09-06"
6,8,247,8441728,"Add 8 factors","Add n factors",4,238,8,FALSE,1,24571,267,"ARITHMETIC","2026-09-06"
6,8,247,8441728,"Add 8 factors","Add n factors",6,239,8,FALSE,1,5126808,239,"ARITHMETIC","2026-09-06"
6,8,248,9054592,"Add 8 factors","Add n factors",2,239,8,FALSE,1,171,251,"ARITHMETIC","2026-09-06"
6,8,248,9054592,"Add 8 factors","Add n factors",3,239,8,FALSE,1,1936,242,"ARITHMETIC","2026-09-06"
6,8,248,9054592,"Add 8 factors","Add n factors",4,239,8,FALSE,1,24571,267,"ARITHMETIC","2026-09-06"
6,8,248,9054592,"Add 8 factors","Add n factors",6,240,8,FALSE,1,5739672,240,"ARITHMETIC","2026-09-06"
6,8,249,9283968,"Add 8 factors","Add n factors",2,240,8,FALSE,1,171,251,"ARITHMETIC","2026-09-06"
6,8,249,9283968,"Add 8 factors","Add n factors",3,240,8,FALSE,1,1936,242,"ARITHMETIC","2026-09-06"
6,8,249,9283968,"Add 8 factors","Add n factors",4,240,8,FALSE,1,24571,267,"ARITHMETIC","2026-09-06"
6,8,249,9283968,"Add 8 factors","Add n factors",6,241,8,FALSE,1,5969048,241,"ARITHMETIC","2026-09-06"
6,8,250,9509760,"Add 8 factors","Add n factors",2,241,8,FALSE,1,171,251,"ARITHMETIC","2026-09-06"
6,8,250,9509760,"Add 8 factors","Add n factors",3,241,8,FALSE,1,1936,242,"ARITHMETIC","2026-09-06"
6,8,250,9509760,"Add 8 factors","Add n factors",4,241,8,FALSE,1,24571,267,"ARITHMETIC","2026-09-06"
6,8,250,9509760,"Add 8 factors","Add n factors",6,242,8,FALSE,1,6194840,242,"ARITHMETIC","2026-09-06"
6,8,251,9513344,"Add 8 factors","Add n factors",2,242,8,FALSE,1,171,251,"ARITHMETIC","2026-09-06"
6,8,251,9513344,"Add 8 factors","Add n factors",3,242,8,FALSE,1,1936,242,"ARITHMETIC","2026-09-06"
6,8,251,9513344,"Add 8 factors","Add n factors",4,242,8,FALSE,1,24571,267,"ARITHMETIC","2026-09-06"
6,8,251,9513344,"Add 8 factors","Add n factors",6,243,8,FALSE,1,6198424,245,"ARITHMETIC","2026-09-06"
6,8,253,9552768,"Add 8 factors","Add n factors",2,244,8,FALSE,1,171,251,"ARITHMETIC","2026-09-06"
6,8,253,9552768,"Add 8 factors","Add n factors",3,244,8,FALSE,1,2024,290,"ARITHMETIC","2026-09-06"
6,8,253,9552768,"Add 8 factors","Add n factors",4,244,8,FALSE,1,24571,267,"ARITHMETIC","2026-09-06"
6,8,253,9552768,"Add 8 factors","Add n factors",6,245,8,FALSE,1,6198424,245,"ARITHMETIC","2026-09-06"
6,8,283,10485468,"perfect hash family4,283,180","perfect hash family",6,180,8,FALSE,1,2621368,180,"ARITHMETIC","2026-09-06"
6,8,284,10485657,"perfect hash family4,285,181T1","perfect hash family",6,180,8,FALSE,1,2621368,180,"ARITHMETIC","2026-09-06"
6,8,284,10485657,"perfect hash family4,285,181T1","perfect hash family",6,181,8,FALSE,1,2621431,181,"ARITHMETIC","2026-09-06"
6,8,285,10485720,"perfect hash family4,285,181","perfect hash family",6,181,8,FALSE,1,2621431,181,"ARITHMETIC","2026-09-06"
6,8,318,11271876,"perfect hash family4,375,237T57","perfect hash family",6,180,8,FALSE,1,2621368,180,"ARITHMETIC","2026-09-06"
6,8,318,11271876,"perfect hash family4,375,237T57","perfect hash family",6,237,8,FALSE,1,2883504,237,"ARITHMETIC","2026-09-06"
6,8,319,11271939,"perfect hash family4,375,237T56","perfect hash family",6,181,8,FALSE,1,2621431,181,"ARITHMETIC","2026-09-06"
6,8,319,11271939,"perfect hash family4,375,237T56","perfect hash family",6,237,8,FALSE,1,2883504,237,"ARITHMETIC","2026-09-06"
6,8,375,11534012,"perfect hash family4,375,237","perfect hash family",6,237,8,FALSE,1,2883504,237,"ARITHMETIC","2026-09-06"
6,8,395,13106835,"perfect hash family5,395,180","perfect hash family",6,180,8,FALSE,1,2621368,180,"ARITHMETIC","2026-09-06"
6,8,397,13106898,"perfect hash family5,405,181S4","perfect hash family",6,180,8,FALSE,4,2621368,180,"ARITHMETIC","2026-09-06"
6,8,397,13106898,"perfect hash family5,405,181S4","perfect hash family",6,181,8,FALSE,1,2621431,181,"ARITHMETIC","2026-09-06"
6,8,399,13106961,"perfect hash family5,405,181S3","perfect hash family",6,180,8,FALSE,3,2621368,180,"ARITHMETIC","2026-09-06"
6,8,399,13106961,"perfect hash family5,405,181S3","perfect hash family",6,181,8,FALSE,1,2621431,181,"ARITHMETIC","2026-09-06"
6,8,401,13107024,"perfect hash family5,405,181S2","perfect hash family",6,180,8,FALSE,2,2621368,180,"ARITHMETIC","2026-09-06"
6,8,401,13107024,"perfect hash family5,405,181S2","perfect hash family",6,181,8,FALSE,1,2621431,181,"ARITHMETIC","2026-09-06"
6,8,403,13107087,"perfect hash family5,405,181T1","perfect hash family",6,180,8,FALSE,1,2621368,180,"ARITHMETIC","2026-09-06"
6,8,403,13107087,"perfect hash family5,405,181T1","perfect hash family",6,181,8,FALSE,1,2621431,181,"ARITHMETIC","2026-09-06"
6,8,405,13107150,"perfect hash family5,405,181","perfect hash family",6,181,8,FALSE,1,2621431,181,"ARITHMETIC","2026-09-06"
6,8,429,14155379,"perfect hash family5,515,223T43","perfect hash family",6,180,8,FALSE,1,2621368,180,"ARITHMETIC","2026-09-06"
6,8,429,14155379,"perfect hash family5,515,223T43","perfect hash family",6,223,8,FALSE,1,2883504,237,"ARITHMETIC","2026-09-06"
6,8,431,14155442,"perfect hash family5,515,223T42","perfect hash family",6,181,8,FALSE,1,2621431,181,"ARITHMETIC","2026-09-06"
6,8,431,14155442,"perfect hash family5,515,223T42","perfect hash family",6,223,8,FALSE,1,2883504,237,"ARITHMETIC","2026-09-06"
6,8,540,14417515,"perfect hash family5,540,237","perfect hash family",6,237,8,FALSE,1,2883504,237,"ARITHMETIC","2026-09-06"
6,8,541,15728580,"perfect hash family6,541,181","perfect hash family",6,181,8,FALSE,1,2621431,181,"ARITHMETIC","2026-09-06"
6,8,542,15793491,"perfect hash family5,550,238S4","perfect hash family",6,237,8,FALSE,4,2883504,237,"ARITHMETIC","2026-09-06"
6,8,542,15793491,"perfect hash family5,550,238S4","perfect hash family",6,238,8,FALSE,1,4259480,238,"ARITHMETIC","2026-09-06"
6,8,550,16649976,"Power CT25^2T3","Power CT",6,22,8,FALSE,1,983032,22,"ARITHMETIC","2026-09-06"
6,8,550,16649976,"Power CT25^2T3","Power CT",6,25,8,FALSE,1,1044464,25,"ARITHMETIC","2026-09-06"
6,8,575,16682736,"Power CT25^2T2","Power CT",6,23,8,FALSE,1,1015792,23,"ARITHMETIC","2026-09-06"
6,8,575,16682736,"Power CT25^2T2","Power CT",6,25,8,FALSE,1,1044464,25,"ARITHMETIC","2026-09-06"
6,8,625,16711408,"Power CT25^2","Power CT",6,25,8,FALSE,1,1044464,25,"ARITHMETIC","2026-09-06"
6,8,626,16772889,"Power CT27^2Arc(2)T2","Power CT",6,25,8,FALSE,1,1044464,25,"ARITHMETIC","2026-09-06"
6,8,626,16772889,"Power CT27^2Arc(2)T2","Power CT",6,26,8,FALSE,2,1048496,26,"ARITHMETIC","2026-09-06"
6,8,626,16772889,"Power CT27^2Arc(2)T2","Power CT",6,27,8,FALSE,1,1048573,27,"ARITHMETIC","2026-09-06"
6,8,650,16772966,"Power CT27^2T2T1","Power CT",6,25,8,FALSE,1,1044464,25,"ARITHMETIC","2026-09-06"
6,8,650,16772966,"Power CT27^2T2T1","Power CT",6,26,8,FALSE,1,1048496,26,"ARITHMETIC","2026-09-06"
6,8,650,16772966,"Power CT27^2T2T1","Power CT",6,27,8,FALSE,1,1048573,27,"ARITHMETIC","2026-09-06"
6,8,675,16773043,"Power CT27^2T2","Power CT",6,25,8,FALSE,1,1044464,25,"ARITHMETIC","2026-09-06"
6,8,675,16773043,"Power CT27^2T2","Power CT",6,27,8,FALSE,1,1048573,27,"ARITHMETIC","2026-09-06"
6,8,676,16776998,"Power CT27^2T1T1","Power CT",6,26,8,FALSE,2,1048496,26,"ARITHMETIC","2026-09-06"
6,8,676,16776998,"Power CT27^2T1T1","Power CT",6,27,8,FALSE,1,1048573,27,"ARITHMETIC","2026-09-06"
6,8,702,16777075,"Power CT27^2T1","Power CT",6,26,8,FALSE,1,1048496,26,"ARITHMETIC","2026-09-06"
6,8,702,16777075,"Power CT27^2T1","Power CT",6,27,8,FALSE,1,1048573,27,"ARITHMETIC","2026-09-06"
6,8,729,16777152,"Power CT27^2","Power CT",6,27,8,FALSE,1,1048573,27,"ARITHMETIC","2026-09-06"
6,8,781,18350010,"perfect hash family14,1107,40S14","perfect hash family",6,39,8,FALSE,14,1310716,39,"ARITHMETIC","2026-09-06"
6,8,781,18350010,"perfect hash family14,1107,40S14","perfect hash family",6,40,8,FALSE,1,1540064,42,"ARITHMETIC","2026-09-06"
6,8,783,18480910,"Power N-CT29^2T2","Power N-CT",6,27,8,FALSE,1,1048573,27,"ARITHMETIC","2026-09-06"
6,8,783,18480910,"Power N-CT29^2T2","Power N-CT",6,29,8,FALSE,1,1245168,29,"ARITHMETIC","2026-09-06"
6,8,801,18579358,"perfect hash family14,1107,40S13","perfect hash family",6,39,8,FALSE,13,1310716,39,"ARITHMETIC","2026-09-06"
6,8,801,18579358,"perfect hash family14,1107,40S13","perfect hash family",6,40,8,FALSE,1,1540064,42,"ARITHMETIC","2026-09-06"
6,8,841,18677505,"Power N-CT29^2","Power N-CT",6,29,8,FALSE,1,1245168,29,"ARITHMETIC","2026-09-06"
6,8,842,19038054,"perfect hash family14,1107,40S11","perfect hash family",6,39,8,FALSE,11,1310716,39,"ARITHMETIC","2026-09-06"
6,8,842,19038054,"perfect hash family14,1107,40S11","perfect hash family",6,40,8,FALSE,1,1540064,42,"ARITHMETIC","2026-09-06"
6,8,899,19136145,"Power N-CT31^2T2","Power N-CT",6,29,8,FALSE,1,1245168,29,"ARITHMETIC","2026-09-06"
6,8,899,19136145,"Power N-CT31^2T2","Power N-CT",6,31,8,FALSE,1,1277928,31,"ARITHMETIC","2026-09-06"
6,8,961,19168905,"Power N-CT31^2","Power N-CT",6,31,8,FALSE,1,1277928,31,"ARITHMETIC","2026-09-06"
6,8,962,19398505,"Power N-CT37^2T11","Power N-CT",6,26,8,FALSE,1,1048496,26,"ARITHMETIC","2026-09-06"
6,8,962,19398505,"Power N-CT37^2T11","Power N-CT",6,37,8,FALSE,1,1310716,39,"ARITHMETIC","2026-09-06"
6,8,999,19398582,"Power N-CT37^2T10","Power N-CT",6,27,8,FALSE,1,1048573,27,"ARITHMETIC","2026-09-06"
6,8,999,19398582,"Power N-CT37^2T10","Power N-CT",6,37,8,FALSE,1,1310716,39,"ARITHMETIC","2026-09-06"
6,8,1073,19595177,"Power N-CT37^2T8","Power N-CT",6,29,8,FALSE,1,1245168,29,"ARITHMETIC","2026-09-06"
6,8,1073,19595177,"Power N-CT37^2T8","Power N-CT",6,37,8,FALSE,1,1310716,39,"ARITHMETIC","2026-09-06"
6,8,1147,19627937,"Power N-CT37^2T6","Power N-CT",6,31,8,FALSE,1,1277928,31,"ARITHMETIC","2026-09-06"
6,8,1147,19627937,"Power N-CT37^2T6","Power N-CT",6,37,8,FALSE,1,1310716,39,"ARITHMETIC","2026-09-06"
6,8,1184,19656609,"Power N-CT37^2T5","Power N-CT",6,32,8,FALSE,1,1306600,32,"ARITHMETIC","2026-09-06"
6,8,1184,19656609,"Power N-CT37^2T5","Power N-CT",6,37,8,FALSE,1,1310716,39,"ARITHMETIC","2026-09-06"
6,8,1221,19660641,"Power N-CT37^2T4","Power N-CT",6,33,8,FALSE,1,1310632,33,"ARITHMETIC","2026-09-06"
6,8,1221,19660641,"Power N-CT37^2T4","Power N-CT",6,37,8,FALSE,1,1310716,39,"ARITHMETIC","2026-09-06"
6,8,1371,19660725,"Power N-CT37^2+2","Power N-CT",6,39,8,FALSE,1,1310716,39,"ARITHMETIC","2026-09-06"
6,8,1447,20872838,"Power N-CT41^2Trin2,2,2","Power N-CT",6,39,8,FALSE,3,1310716,39,"ARITHMETIC","2026-09-06"
6,8,1447,20872838,"Power N-CT41^2Trin2,2,2","Power N-CT",6,41,8,FALSE,1,1540064,42,"ARITHMETIC","2026-09-06"
6,8,1521,21102186,"Power N-CT41^2T2T2","Power N-CT",6,39,8,FALSE,2,1310716,39,"ARITHMETIC","2026-09-06"
6,8,1521,21102186,"Power N-CT41^2T2T2","Power N-CT",6,41,8,FALSE,1,1540064,42,"ARITHMETIC","2026-09-06"
6,8,1599,21331534,"Power N-CT41^2T2","Power N-CT",6,39,8,FALSE,1,1310716,39,"ARITHMETIC","2026-09-06"
6,8,1599,21331534,"Power N-CT41^2T2","Power N-CT",6,41,8,FALSE,1,1540064,42,"ARITHMETIC","2026-09-06"
6,8,1682,21560882,"Power N-CT41^2+1","Power N-CT",6,42,8,FALSE,1,1540064,42,"ARITHMETIC","2026-09-06"
6,8,1718,21752206,"Power N-CT47^2Trin1,2,8","Power N-CT",6,39,8,FALSE,1,1310716,39,"ARITHMETIC","2026-09-06"
6,8,1718,21752206,"Power N-CT47^2Trin1,2,8","Power N-CT",6,45,8,FALSE,1,1568736,45,"ARITHMETIC","2026-09-06"
6,8,1718,21752206,"Power N-CT47^2Trin1,2,8","Power N-CT",6,46,8,FALSE,1,1572320,46,"ARITHMETIC","2026-09-06"
6,8,1718,21752206,"Power N-CT47^2Trin1,2,8","Power N-CT",6,47,8,FALSE,1,1572768,47,"ARITHMETIC","2026-09-06"
6,8,1755,21752654,"Power N-CT47^2T8T2","Power N-CT",6,39,8,FALSE,1,1310716,39,"ARITHMETIC","2026-09-06"
6,8,1755,21752654,"Power N-CT47^2T8T2","Power N-CT",6,45,8,FALSE,1,1568736,45,"ARITHMETIC","2026-09-06"
6,8,1755,21752654,"Power N-CT47^2T8T2","Power N-CT",6,47,8,FALSE,1,1572768,47,"ARITHMETIC","2026-09-06"
6,8,1756,21755790,"Power N-CT47^2Arc(2)T8","Power N-CT",6,39,8,FALSE,1,1310716,39,"ARITHMETIC","2026-09-06"
6,8,1756,21755790,"Power N-CT47^2Arc(2)T8","Power N-CT",6,46,8,FALSE,2,1572320,46,"ARITHMETIC","2026-09-06"
6,8,1756,21755790,"Power N-CT47^2Arc(2)T8","Power N-CT",6,47,8,FALSE,1,1572768,47,"ARITHMETIC","2026-09-06"
6,8,1794,21756238,"Power N-CT47^2T8T1","Power N-CT",6,39,8,FALSE,1,1310716,39,"ARITHMETIC","2026-09-06"
6,8,1794,21756238,"Power N-CT47^2T8T1","Power N-CT",6,46,8,FALSE,1,1572320,46,"ARITHMETIC","2026-09-06"
6,8,1794,21756238,"Power N-CT47^2T8T1","Power N-CT",6,47,8,FALSE,1,1572768,47,"ARITHMETIC","2026-09-06"
6,8,1833,21756686,"Power N-CT47^2T8","Power N-CT",6,39,8,FALSE,1,1310716,39,"ARITHMETIC","2026-09-06"
6,8,1833,21756686,"Power N-CT47^2T8","Power N-CT",6,47,8,FALSE,1,1572768,47,"ARITHMETIC","2026-09-06"
6,8,2067,21757869,"Power N-CT53^2T14","Power N-CT",6,39,8,FALSE,1,1310716,39,"ARITHMETIC","2026-09-06"
6,8,2067,21757869,"Power N-CT53^2T14","Power N-CT",6,53,8,FALSE,1,1572859,54,"ARITHMETIC","2026-09-06"
6,8,2226,21987217,"Power N-CT53^2T11","Power N-CT",6,42,8,FALSE,1,1540064,42,"ARITHMETIC","2026-09-06"
6,8,2226,21987217,"Power N-CT53^2T11","Power N-CT",6,53,8,FALSE,1,1572859,54,"ARITHMETIC","2026-09-06"
6,8,2385,22015889,"Power N-CT53^2T8","Power N-CT",6,45,8,FALSE,1,1568736,45,"ARITHMETIC","2026-09-06"
6,8,2385,22015889,"Power N-CT53^2T8","Power N-CT",6,53,8,FALSE,1,1572859,54,"ARITHMETIC","2026-09-06"
6,8,2438,22019473,"Power N-CT53^2T7","Power N-CT",6,46,8,FALSE,1,1572320,46,"ARITHMETIC","2026-09-06"
6,8,2438,22019473,"Power N-CT53^2T7","Power N-CT",6,53,8,FALSE,1,1572859,54,"ARITHMETIC","2026-09-06"
6,8,2491,22019921,"Power N-CT53^2T6","Power N-CT",6,47,8,FALSE,1,1572768,47,"ARITHMETIC","2026-09-06"
6,8,2491,22019921,"Power N-CT53^2T6","Power N-CT",6,53,8,FALSE,1,1572859,54,"ARITHMETIC","2026-09-06"
6,8,2810,22020012,"Power N-CT53^2+1","Power N-CT",6,54,8,FALSE,1,1572859,54,"ARITHMETIC","2026-09-06"
6,8,2851,23592331,"Power N-CT73^2T27S12","Power N-CT",6,46,8,FALSE,1,1572320,46,"ARITHMETIC","2026-09-06"
6,8,2851,23592331,"Power N-CT73^2T27S12","Power N-CT",6,72,8,FALSE,12,1835002,72,"ARITHMETIC","2026-09-06"
6,8,2851,23592331,"Power N-CT73^2T27S12","Power N-CT",6,73,8,FALSE,1,2031576,77,"ARITHMETIC","2026-09-06"
6,8,2912,23592779,"Power N-CT73^2T26S12","Power N-CT",6,47,8,FALSE,1,1572768,47,"ARITHMETIC","2026-09-06"
6,8,2912,23592779,"Power N-CT73^2T26S12","Power N-CT",6,72,8,FALSE,12,1835002,72,"ARITHMETIC","2026-09-06"
6,8,2912,23592779,"Power N-CT73^2T26S12","Power N-CT",6,73,8,FALSE,1,2031576,77,"ARITHMETIC","2026-09-06"
6,8,3345,23592870,"Power N-CT73^2T19S12","Power N-CT",6,54,8,FALSE,1,1572859,54,"ARITHMETIC","2026-09-06"
6,8,3345,23592870,"Power N-CT73^2T19S12","Power N-CT",6,72,8,FALSE,12,1835002,72,"ARITHMETIC","2026-09-06"
6,8,3345,23592870,"Power N-CT73^2T19S12","Power N-CT",6,73,8,FALSE,1,2031576,77,"ARITHMETIC","2026-09-06"
6,8,3391,23789444,"Power N-CT73^2T19S11","Power N-CT",6,54,8,FALSE,1,1572859,54,"ARITHMETIC","2026-09-06"
6,8,3391,23789444,"Power N-CT73^2T19S11","Power N-CT",6,72,8,FALSE,11,1835002,72,"ARITHMETIC","2026-09-06"
6,8,3391,23789444,"Power N-CT73^2T19S11","Power N-CT",6,73,8,FALSE,1,2031576,77,"ARITHMETIC","2026-09-06"
6,8,3594,23822211,"Power N-CT73^2T15S12","Power N-CT",6,58,8,FALSE,1,1802200,58,"ARITHMETIC","2026-09-06"
6,8,3594,23822211,"Power N-CT73^2T15S12","Power N-CT",6,72,8,FALSE,12,1835002,72,"ARITHMETIC","2026-09-06"
6,8,3594,23822211,"Power N-CT73^2T15S12","Power N-CT",6,73,8,FALSE,1,2031576,77,"ARITHMETIC","2026-09-06"
6,8,3779,23850883,"Power N-CT73^2T12S12","Power N-CT",6,61,8,FALSE,1,1830872,61,"ARITHMETIC","2026-09-06"
6,8,3779,23850883,"Power N-CT73^2T12S12","Power N-CT",6,72,8,FALSE,12,1835002,72,"ARITHMETIC","2026-09-06"
6,8,3779,23850883,"Power N-CT73^2T12S12","Power N-CT",6,73,8,FALSE,1,2031576,77,"ARITHMETIC","2026-09-06"
6,8,4026,23854467,"Power N-CT73^2T8S12","Power N-CT",6,65,8,FALSE,1,1834456,65,"ARITHMETIC","2026-09-06"
6,8,4026,23854467,"Power N-CT73^2T8S12","Power N-CT",6,72,8,FALSE,12,1835002,72,"ARITHMETIC","2026-09-06"
6,8,4026,23854467,"Power N-CT73^2T8S12","Power N-CT",6,73,8,FALSE,1,2031576,77,"ARITHMETIC","2026-09-06"
6,8,4458,23855013,"Power N-CT73^2Arc(13)","Power N-CT",6,72,8,FALSE,13,1835002,72,"ARITHMETIC","2026-09-06"
6,8,4458,23855013,"Power N-CT73^2Arc(13)","Power N-CT",6,73,8,FALSE,1,2031576,77,"ARITHMETIC","2026-09-06"
6,8,4519,24051587,"Power N-CT73^2Arc(12)","Power N-CT",6,72,8,FALSE,12,1835002,72,"ARITHMETIC","2026-09-06"
6,8,4519,24051587,"Power N-CT73^2Arc(12)","Power N-CT",6,73,8,FALSE,1,2031576,77,"ARITHMETIC","2026-09-06"
6,8,4581,24248161,"Power N-CT73^2Arc(11)","Power N-CT",6,72,8,FALSE,11,1835002,72,"ARITHMETIC","2026-09-06"
6,8,4581,24248161,"Power N-CT73^2Arc(11)","Power N-CT",6,73,8,FALSE,1,2031576,77,"ARITHMETIC","2026-09-06"
6,8,4644,24444735,"Power N-CT73^2Arc(10)","Power N-CT",6,72,8,FALSE,10,1835002,72,"ARITHMETIC","2026-09-06"
6,8,4644,24444735,"Power N-CT73^2Arc(10)","Power N-CT",6,73,8,FALSE,1,2031576,77,"ARITHMETIC","2026-09-06"
6,8,4708,24641309,"Power N-CT73^2Arc(9)","Power N-CT",6,72,8,FALSE,9,1835002,72,"ARITHMETIC","2026-09-06"
6,8,4708,24641309,"Power N-CT73^2Arc(9)","Power N-CT",6,73,8,FALSE,1,2031576,77,"ARITHMETIC","2026-09-06"
6,8,4773,24837883,"Power N-CT73^2Arc(8)","Power N-CT",6,72,8,FALSE,8,1835002,72,"ARITHMETIC","2026-09-06"
6,8,4773,24837883,"Power N-CT73^2Arc(8)","Power N-CT",6,73,8,FALSE,1,2031576,77,"ARITHMETIC","2026-09-06"
6,8,4839,25034457,"Power N-CT73^2Arc(7)","Power N-CT",6,72,8,FALSE,7,1835002,72,"ARITHMETIC","2026-09-06"
6,8,4839,25034457,"Power N-CT73^2Arc(7)","Power N-CT",6,73,8,FALSE,1,2031576,77,"ARITHMETIC","2026-09-06"
6,8,4906,25231031,"Power N-CT73^2Arc(6)","Power N-CT",6,72,8,FALSE,6,1835002,72,"ARITHMETIC","2026-09-06"
6,8,4906,25231031,"Power N-CT73^2Arc(6)","Power N-CT",6,73,8,FALSE,1,2031576,77,"ARITHMETIC","2026-09-06"
6,8,4974,25427605,"Power N-CT73^2Arc(5)","Power N-CT",6,72,8,FALSE,5,1835002,72,"ARITHMETIC","2026-09-06"
