"family","t","v","k","N","Source","m","base_tag","N_pred","tier"
"fuse",5,16,838,19801813,"3-Restricted SCPHF RE (CL) fuse fuse fuse",3,"3-Restricted SCPHF RE (CL)",19801813,"ARITHMETIC"
"fuse",5,16,851,19808311,"2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"2-Restricted SCPHF RE (CL)",19808311,"ARITHMETIC"
"fuse",6,16,18,24137567,"orthogonal array fuse",1,"orthogonal array",24137567,"ARITHMETIC"
"fuse",6,16,20,47045875,"orthogonal array fuse fuse fuse",3,"orthogonal array",47045875,"ARITHMETIC"
"fuse",6,16,268,193100431,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",193100431,"ARITHMETIC"
"fuse",3,17,345,13695,"SCPHF LFSR (TJ-IM) fuse fuse",2,"SCPHF LFSR (TJ-IM)",13695,"ARITHMETIC"
"fuse",3,17,381,13713,"Raaphorst-Moura-Stevens fuse fuse",2,"Raaphorst-Moura-Stevens",13713,"ARITHMETIC"
"fuse",4,17,20,130317,"orthogonal array fuse fuse",2,"orthogonal array",130317,"ARITHMETIC"
"fuse",5,17,20,2476095,"orthogonal array fuse fuse",2,"orthogonal array",2476095,"ARITHMETIC"
"fuse",5,17,723,19678353,"4-Restricted SCPHF RE (CL) fuse fuse",2,"4-Restricted SCPHF RE (CL)",19678353,"ARITHMETIC"
"fuse",5,17,838,19801815,"3-Restricted SCPHF RE (CL) fuse fuse",2,"3-Restricted SCPHF RE (CL)",19801815,"ARITHMETIC"
"fuse",5,17,851,19808313,"2-Restricted SCPHF RE (CL) fuse fuse",2,"2-Restricted SCPHF RE (CL)",19808313,"ARITHMETIC"
"fuse",6,17,20,47045877,"orthogonal array fuse fuse",2,"orthogonal array",47045877,"ARITHMETIC"
"fuse",3,18,345,13697,"SCPHF LFSR (TJ-IM) fuse",1,"SCPHF LFSR (TJ-IM)",13697,"ARITHMETIC"
"fuse",3,18,381,13715,"Raaphorst-Moura-Stevens fuse",1,"Raaphorst-Moura-Stevens",13715,"ARITHMETIC"
"fuse",3,18,405,20573,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",20573,"ARITHMETIC"
"fuse",3,18,1651,27377,"Restricted CPHF Ext  4( 0, 4) WCS fuse",1,"Restricted CPHF Ext  4( 0, 4) WCS",27377,"ARITHMETIC"
"fuse",3,18,1674,27395,"Restricted CPHF Ext  4( 0, 3) WCS fuse",1,"Restricted CPHF Ext  4( 0, 3) WCS",27395,"ARITHMETIC"
"fuse",3,18,1705,27413,"Restricted CPHF Ext  4( 0, 2) WCS fuse",1,"Restricted CPHF Ext  4( 0, 2) WCS",27413,"ARITHMETIC"
"fuse",3,18,1709,27431,"Restricted CPHF Ext  4( 0, 0) WCS fuse",1,"Restricted CPHF Ext  4( 0, 0) WCS",27431,"ARITHMETIC"
"fuse",3,18,6556,32866,"Cohen-Colbourn-Ling fuse",1,"Cohen-Colbourn-Ling",32866,"ARITHMETIC"
"fuse",3,18,8463,39347,"Restricted CPHF Ext  6( 5, 6) WCS fuse",1,"Restricted CPHF Ext  6( 5, 6) WCS",39347,"ARITHMETIC"
"fuse",3,18,10000,39689,"Restricted CPHF Ext  6( 4, 6) WCS fuse",1,"Restricted CPHF Ext  6( 4, 6) WCS",39689,"ARITHMETIC"
"fuse",4,18,20,130319,"orthogonal array fuse",1,"orthogonal array",130319,"ARITHMETIC"
"fuse",4,18,21,233928,"extended OA (Colbourn) special fuse",1,"extended OA (Colbourn) special",253420,"ARITH_OPEN"
"fuse",4,18,28,253781,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",253781,"ARITHMETIC"
"fuse",4,18,35,260279,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",260279,"ARITHMETIC"
"fuse",4,18,72,384083,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",384083,"ARITHMETIC"
"fuse",4,18,79,390581,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",390581,"ARITHMETIC"
"fuse",4,18,83,390923,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",390923,"ARITHMETIC"
"fuse",4,18,89,390959,"CPHF IPO 3 (WCS) fuse",1,"CPHF IPO 3 (WCS)",390959,"ARITHMETIC"
"fuse",4,18,136,507545,"3,3-Restricted SCPHF RE (CL) fuse",1,"3,3-Restricted SCPHF RE (CL)",507545,"ARITHMETIC"
"fuse",4,18,157,514043,"3,2-Restricted SCPHF RE (CL) fuse",1,"3,2-Restricted SCPHF RE (CL)",514043,"ARITHMETIC"
"fuse",4,18,170,514385,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",514385,"ARITHMETIC"
"fuse",4,18,191,520541,"2,2-Restricted SCPHF RE (CL) fuse",1,"2,2-Restricted SCPHF RE (CL)",520541,"ARITHMETIC"
"fuse",4,18,197,520883,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",520883,"ARITHMETIC"
"fuse",4,18,199,521225,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",521225,"ARITHMETIC"
"fuse",4,18,233,521279,"CPHF IPO 4 (WCS) fuse",1,"CPHF IPO 4 (WCS)",521279,"ARITHMETIC"
"fuse",4,18,361,630665,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",630665,"ARITHMETIC"
"fuse",4,18,383,644687,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",644687,"ARITHMETIC"
"fuse",4,18,449,650843,"2,2-Restricted SCPHF RE (CL) fuse",1,"2,2-Restricted SCPHF RE (CL)",650843,"ARITHMETIC"
"fuse",4,18,458,651185,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",651185,"ARITHMETIC"
"fuse",4,18,462,651527,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",651527,"ARITHMETIC"
"fuse",4,18,587,651599,"CPHF IPO 5 (WCS) fuse",1,"CPHF IPO 5 (WCS)",651599,"ARITHMETIC"
"fuse",4,18,643,761309,"3,3,3-Restricted SCPHF RE (CL) fuse",1,"3,3,3-Restricted SCPHF RE (CL)",761309,"ARITHMETIC"
"fuse",4,18,716,768149,"3,3-Restricted SCPHF RE (CL) fuse",1,"3,3-Restricted SCPHF RE (CL)",768149,"ARITHMETIC"
"fuse",4,18,855,774647,"3,2-Restricted SCPHF RE (CL) fuse",1,"3,2-Restricted SCPHF RE (CL)",774647,"ARITHMETIC"
"fuse",4,18,991,781145,"2,2-Restricted SCPHF RE (CL) fuse",1,"2,2-Restricted SCPHF RE (CL)",781145,"ARITHMETIC"
"fuse",4,18,1062,781487,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",781487,"ARITHMETIC"
"fuse",4,18,1070,781829,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",781829,"ARITHMETIC"
"fuse",4,18,1075,781919,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",781919,"ARITHMETIC"
"fuse",4,18,2079,912131,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",912131,"ARITHMETIC"
"fuse",4,18,2137,912239,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",912239,"ARITHMETIC"
"fuse",4,18,3376,1042433,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",1042433,"ARITHMETIC"
"fuse",4,18,3525,1042559,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",1042559,"ARITHMETIC"
"fuse",4,18,3629,1260971,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1260971,"ARITHMETIC"
"fuse",4,18,3743,1261313,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1261313,"ARITHMETIC"
"fuse",4,18,3781,1261655,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1261655,"ARITHMETIC"
"fuse",4,18,4427,1261709,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1261709,"ARITHMETIC"
"fuse",4,18,6555,1371095,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1371095,"ARITHMETIC"
"fuse",4,18,6859,1371419,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1371419,"ARITHMETIC"
"fuse",4,18,8246,1681235,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1681235,"ARITHMETIC"
"fuse",4,18,8398,1684423,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1684423,"ARITHMETIC"
"fuse",4,18,8531,1690895,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1690895,"ARITHMETIC"
"fuse",4,18,8702,1691237,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1691237,"ARITHMETIC"
"fuse",4,18,8778,1699849,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1699849,"ARITHMETIC"
"fuse",4,18,9082,1699921,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1699921,"ARITHMETIC"
"fuse",4,18,9158,1701599,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1701599,"ARITHMETIC"
"fuse",4,18,9538,1710109,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1710109,"ARITHMETIC"
"fuse",4,18,9614,1711835,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1711835,"ARITHMETIC"
"fuse",4,18,9671,1717061,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1717061,"ARITHMETIC"
"fuse",4,18,9747,1717457,"Colbourn-Martirosyan-TVT-Walker fuse",1,"Colbourn-Martirosyan-TVT-Walker",1717457,"ARITHMETIC"
"fuse",5,18,20,2476097,"orthogonal array fuse",1,"orthogonal array",2476097,"ARITHMETIC"
"fuse",5,18,21,4444632,"extended OA (Colbourn) special fuse",1,"extended OA (Colbourn) special",4815016,"ARITH_OPEN"
"fuse",5,18,22,4945337,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",4945337,"ARITHMETIC"
"fuse",5,18,23,4952195,"CPHF IPO 2 (WCS) fuse",1,"CPHF IPO 2 (WCS)",4952195,"ARITHMETIC"
"fuse",5,18,24,6436333,"orthogonal array fuse fuse fuse fuse fuse",5,"orthogonal array",6436333,"ARITHMETIC"
"fuse",5,18,37,7297955,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",7297955,"ARITHMETIC"
"fuse",5,18,40,7421417,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",7421417,"ARITHMETIC"
"fuse",5,18,41,7428257,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",7428257,"ARITHMETIC"
"fuse",5,18,45,7428293,"CPHF IPO 3 (WCS) fuse",1,"CPHF IPO 3 (WCS)",7428293,"ARITHMETIC"
"fuse",5,18,60,9643733,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",9643733,"ARITHMETIC"
"fuse",5,18,68,9774035,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",9774035,"ARITHMETIC"
"fuse",5,18,75,9897497,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",9897497,"ARITHMETIC"
"fuse",5,18,77,9903995,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",9903995,"ARITHMETIC"
"fuse",5,18,78,9904337,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",9904337,"ARITHMETIC"
"fuse",5,18,89,9904391,"CPHF IPO 4 (WCS) fuse",1,"CPHF IPO 4 (WCS)",9904391,"ARITHMETIC"
"fuse",5,18,107,12119813,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",12119813,"ARITHMETIC"
"fuse",5,18,126,12250115,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",12250115,"ARITHMETIC"
"fuse",5,18,136,12373577,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",12373577,"ARITHMETIC"
"fuse",5,18,143,12380075,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",12380075,"ARITHMETIC"
"fuse",5,18,180,14465591,"4,4,4-Restricted SCPHF RE (CL) fuse",1,"4,4,4-Restricted SCPHF RE (CL)",14465591,"ARITHMETIC"
"fuse",5,18,207,14595893,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",14595893,"ARITHMETIC"
"fuse",5,18,233,14726195,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",14726195,"ARITHMETIC"
"fuse",5,18,258,14849657,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",14849657,"ARITHMETIC"
"fuse",5,18,262,14856155,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",14856155,"ARITHMETIC"
"fuse",5,18,269,14856587,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",14856587,"ARITHMETIC"
"fuse",5,18,343,16941671,"4,4,4-Restricted SCPHF RE (CL) fuse",1,"4,4,4-Restricted SCPHF RE (CL)",16941671,"ARITHMETIC"
"fuse",5,18,373,17071973,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",17071973,"ARITHMETIC"
"fuse",5,18,446,17202275,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",17202275,"ARITHMETIC"
"fuse",5,18,461,17325737,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",17325737,"ARITHMETIC"
"fuse",5,18,466,17332235,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",17332235,"ARITHMETIC"
"fuse",5,18,470,17332577,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",17332577,"ARITHMETIC"
"fuse",5,18,473,17332685,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",17332685,"ARITHMETIC"
"fuse",5,18,597,19417751,"4,4,4-Restricted SCPHF RE (CL) fuse",1,"4,4,4-Restricted SCPHF RE (CL)",19417751,"ARITHMETIC"
"fuse",5,18,671,19548053,"4,4-Restricted SCPHF RE (CL) fuse",1,"4,4-Restricted SCPHF RE (CL)",19548053,"ARITHMETIC"
"fuse",5,18,723,19678355,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",19678355,"ARITHMETIC"
"fuse",5,18,838,19801817,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",19801817,"ARITHMETIC"
"fuse",5,18,851,19808315,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",19808315,"ARITHMETIC"
"fuse",6,18,20,47045879,"orthogonal array fuse",1,"orthogonal array",47045879,"ARITHMETIC"
"fuse",6,18,21,84448008,"extended OA (Colbourn) special fuse",1,"extended OA (Colbourn) special",91485340,"ARITH_OPEN"
"fuse",6,18,25,138661523,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",138661523,"ARITHMETIC"
"fuse",6,18,27,141007301,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",141007301,"ARITHMETIC"
"fuse",6,18,29,141137603,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",141137603,"ARITHMETIC"
"fuse",6,18,31,141137639,"CPHF IPO 3 (WCS) fuse",1,"CPHF IPO 3 (WCS)",141137639,"ARITHMETIC"
"fuse",6,18,37,183231305,"5,5-Restricted SCPHF RE (CL) fuse",1,"5,5-Restricted SCPHF RE (CL)",183231305,"ARITHMETIC"
"fuse",6,18,41,185707385,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",185707385,"ARITHMETIC"
"fuse",6,18,45,188053163,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",188053163,"ARITHMETIC"
"fuse",6,18,46,188183519,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",188183519,"ARITHMETIC"
"fuse",6,18,59,230277167,"5,5-Restricted SCPHF RE (CL) fuse",1,"5,5-Restricted SCPHF RE (CL)",230277167,"ARITHMETIC"
"fuse",6,18,65,232753247,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",232753247,"ARITHMETIC"
"fuse",6,18,70,235099025,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",235099025,"ARITHMETIC"
"fuse",6,18,74,235222487,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",235222487,"ARITHMETIC"
"fuse",6,18,76,235229399,"CPHF Random Extension (CLS) fuse",1,"CPHF Random Extension (CLS)",235229399,"ARITHMETIC"
"fuse",6,18,87,274846949,"5,5,5-Restricted SCPHF RE (CL) fuse",1,"5,5,5-Restricted SCPHF RE (CL)",274846949,"ARITHMETIC"
"fuse",6,18,100,277323029,"5,5-Restricted SCPHF RE (CL) fuse",1,"5,5-Restricted SCPHF RE (CL)",277323029,"ARITHMETIC"
"fuse",6,18,110,279799109,"5-Restricted SCPHF RE (CL) fuse",1,"5-Restricted SCPHF RE (CL)",279799109,"ARITHMETIC"
"fuse",6,18,118,282144887,"4-Restricted SCPHF RE (CL) fuse",1,"4-Restricted SCPHF RE (CL)",282144887,"ARITHMETIC"
"fuse",6,18,122,282268349,"3-Restricted SCPHF RE (CL) fuse",1,"3-Restricted SCPHF RE (CL)",282268349,"ARITHMETIC"
"fuse",6,18,124,282274847,"2-Restricted SCPHF RE (CL) fuse",1,"2-Restricted SCPHF RE (CL)",282274847,"ARITHMETIC"
"fuse",6,18,201,329321051,"SCPHF Random Extension (CLS) fuse",1,"SCPHF Random Extension (CLS)",329321051,"ARITHMETIC"
"fuse",6,18,361,752733809,"perfect hash family16,361,19,c fuse",1,"perfect hash family16,361,19,c",752733809,"ARITHMETIC"
"fuse",6,18,515,1505467601,"perfect hash family32,515,19,c fuse",1,"perfect hash family32,515,19,c",1505467601,"ARITHMETIC"
"fuse",3,19,509,24303,"SCPHF LFSR (TJ-IM) fuse fuse fuse fuse",4,"SCPHF LFSR (TJ-IM)",24303,"ARITHMETIC"
"fuse",3,19,553,24325,"Raaphorst-Moura-Stevens fuse fuse fuse fuse",4,"Raaphorst-Moura-Stevens",24325,"ARITHMETIC"
"fuse",5,19,24,6436335,"orthogonal array fuse fuse fuse fuse",4,"orthogonal array",6436335,"ARITHMETIC"
"fuse",3,20,509,24305,"SCPHF LFSR (TJ-IM) fuse fuse fuse",3,"SCPHF LFSR (TJ-IM)",24305,"ARITHMETIC"
"fuse",3,20,553,24327,"Raaphorst-Moura-Stevens fuse fuse fuse",3,"Raaphorst-Moura-Stevens",24327,"ARITHMETIC"
"fuse",3,20,603,31215,"SCPHF LFSR (TJ-IM) fuse fuse fuse fuse fuse",5,"SCPHF LFSR (TJ-IM)",31215,"ARITHMETIC"
"fuse",3,20,651,31239,"Raaphorst-Moura-Stevens fuse fuse fuse fuse fuse",5,"Raaphorst-Moura-Stevens",31239,"ARITHMETIC"
"fuse",3,20,2492,48593,"Restricted CPHF Ext  4( 0, 4) WCS fuse fuse fuse",3,"Restricted CPHF Ext  4( 0, 4) WCS",48593,"ARITHMETIC"
"fuse",3,20,2516,48615,"Restricted CPHF Ext  4( 0, 3) WCS fuse fuse fuse",3,"Restricted CPHF Ext  4( 0, 3) WCS",48615,"ARITHMETIC"
"fuse",3,20,2534,48637,"Restricted CPHF Ext  4( 0, 2) WCS fuse fuse fuse",3,"Restricted CPHF Ext  4( 0, 2) WCS",48637,"ARITHMETIC"
"fuse",3,20,2542,48659,"Restricted CPHF Ext  4( 0, 0) WCS fuse fuse fuse",3,"Restricted CPHF Ext  4( 0, 0) WCS",48659,"ARITHMETIC"
"fuse",4,20,30,547509,"3-Restricted SCPHF RE (CL) fuse fuse fuse",3,"3-Restricted SCPHF RE (CL)",547509,"ARITHMETIC"
"fuse",4,20,39,559147,"2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"2-Restricted SCPHF RE (CL)",559147,"ARITHMETIC"
"fuse",4,20,86,827327,"3-Restricted SCPHF RE (CL) fuse fuse fuse",3,"3-Restricted SCPHF RE (CL)",827327,"ARITHMETIC"
"fuse",4,20,98,838965,"2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"2-Restricted SCPHF RE (CL)",838965,"ARITHMETIC"
"fuse",4,20,107,839515,"CPHF IPO 3 (WCS) fuse fuse fuse",3,"CPHF IPO 3 (WCS)",839515,"ARITHMETIC"
"fuse",4,20,170,1095001,"3,3-Restricted SCPHF RE (CL) fuse fuse fuse",3,"3,3-Restricted SCPHF RE (CL)",1095001,"ARITHMETIC"
"fuse",4,20,203,1106639,"3,2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"3,2-Restricted SCPHF RE (CL)",1106639,"ARITHMETIC"
"fuse",4,20,204,1107145,"3-Restricted SCPHF RE (CL) fuse fuse fuse",3,"3-Restricted SCPHF RE (CL)",1107145,"ARITHMETIC"
"fuse",4,20,238,1118277,"2,2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"2,2-Restricted SCPHF RE (CL)",1118277,"ARITHMETIC"
"fuse",4,20,242,1118783,"2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"2-Restricted SCPHF RE (CL)",1118783,"ARITHMETIC"
"fuse",4,20,247,1119289,"SCPHF Random Extension (CLS) fuse fuse fuse",3,"SCPHF Random Extension (CLS)",1119289,"ARITHMETIC"
"fuse",4,20,302,1119355,"CPHF IPO 4 (WCS) fuse fuse fuse",3,"CPHF IPO 4 (WCS)",1119355,"ARITHMETIC"
"fuse",4,20,552,1386406,"Colbourn-Martirosyan-TVT-Walker fuse fuse",2,"Colbourn-Martirosyan-TVT-Walker",1386406,"ARITHMETIC"
"fuse",4,20,593,1398095,"2,2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"2,2-Restricted SCPHF RE (CL)",1398095,"ARITHMETIC"
"fuse",4,20,610,1398601,"2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"2-Restricted SCPHF RE (CL)",1398601,"ARITHMETIC"
"fuse",4,20,619,1399107,"SCPHF Random Extension (CLS) fuse fuse fuse",3,"SCPHF Random Extension (CLS)",1399107,"ARITHMETIC"
"fuse",4,20,658,1399195,"CPHF IPO 5 (WCS) fuse fuse fuse",3,"CPHF IPO 5 (WCS)",1399195,"ARITHMETIC"
"fuse",4,20,895,1642493,"3,3,3-Restricted SCPHF RE (CL) fuse fuse fuse",3,"3,3,3-Restricted SCPHF RE (CL)",1642493,"ARITHMETIC"
"fuse",4,20,1039,1654637,"3,3-Restricted SCPHF RE (CL) fuse fuse fuse",3,"3,3-Restricted SCPHF RE (CL)",1654637,"ARITHMETIC"
"fuse",4,20,1231,1666275,"3,2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"3,2-Restricted SCPHF RE (CL)",1666275,"ARITHMETIC"
"fuse",4,20,1247,1666781,"3-Restricted SCPHF RE (CL) fuse fuse fuse",3,"3-Restricted SCPHF RE (CL)",1666781,"ARITHMETIC"
"fuse",4,20,1305,1677913,"2,2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"2,2-Restricted SCPHF RE (CL)",1677913,"ARITHMETIC"
"fuse",4,20,1380,1678419,"2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"2-Restricted SCPHF RE (CL)",1678419,"ARITHMETIC"
"fuse",4,20,1421,1678925,"SCPHF Random Extension (CLS) fuse fuse fuse",3,"SCPHF Random Extension (CLS)",1678925,"ARITHMETIC"
"fuse",4,20,1461,1679035,"CPHF Random Extension (CLS) fuse fuse fuse",3,"CPHF Random Extension (CLS)",1679035,"ARITHMETIC"
"fuse",4,20,2723,1958743,"SCPHF Random Extension (CLS) fuse fuse fuse",3,"SCPHF Random Extension (CLS)",1958743,"ARITHMETIC"
"fuse",4,20,2806,1958875,"CPHF Random Extension (CLS) fuse fuse fuse",3,"CPHF Random Extension (CLS)",1958875,"ARITHMETIC"
"fuse",4,20,6946,2724893,"Colbourn-Martirosyan-TVT-Walker fuse fuse fuse",3,"Colbourn-Martirosyan-TVT-Walker",2724893,"ARITHMETIC"
"fuse",4,20,7248,2772890,"Colbourn-Martirosyan-TVT-Walker fuse fuse",2,"Colbourn-Martirosyan-TVT-Walker",2772890,"ARITHMETIC"
"fuse",5,20,24,6436337,"orthogonal array fuse fuse fuse",3,"orthogonal array",6436337,"ARITHMETIC"
"fuse",5,20,26,9765615,"orthogonal array fuse fuse fuse fuse fuse",5,"orthogonal array",9765615,"ARITHMETIC"
"fuse",5,20,28,14348893,"orthogonal array fuse fuse fuse fuse fuse fuse fuse",7,"orthogonal array",NA,"INGREDIENT_OUTSIDE_TABLE"
"fuse",5,20,43,19029159,"4-Restricted SCPHF RE (CL) fuse fuse fuse",3,"4-Restricted SCPHF RE (CL)",19029159,"ARITHMETIC"
"fuse",5,20,46,19296833,"3-Restricted SCPHF RE (CL) fuse fuse fuse",3,"3-Restricted SCPHF RE (CL)",19296833,"ARITHMETIC"
"fuse",5,20,47,19308471,"2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"2-Restricted SCPHF RE (CL)",19308471,"ARITHMETIC"
"fuse",5,20,48,19308977,"SCPHF Random Extension (CLS) fuse fuse fuse",3,"SCPHF Random Extension (CLS)",19308977,"ARITHMETIC"
"fuse",5,20,51,19309021,"CPHF IPO 3 (WCS) fuse fuse fuse",3,"CPHF IPO 3 (WCS)",19309021,"ARITHMETIC"
"fuse",5,20,72,25185661,"4,4-Restricted SCPHF RE (CL) fuse fuse fuse",3,"4,4-Restricted SCPHF RE (CL)",25185661,"ARITHMETIC"
"fuse",5,20,81,25465479,"4-Restricted SCPHF RE (CL) fuse fuse fuse",3,"4-Restricted SCPHF RE (CL)",25465479,"ARITHMETIC"
"fuse",5,20,87,25733153,"3-Restricted SCPHF RE (CL) fuse fuse fuse",3,"3-Restricted SCPHF RE (CL)",25733153,"ARITHMETIC"
"fuse",5,20,88,25744791,"2-Restricted SCPHF RE (CL) fuse fuse fuse",3,"2-Restricted SCPHF RE (CL)",25744791,"ARITHMETIC"
"fuse",5,20,90,25745297,"SCPHF Random Extension (CLS) fuse fuse fuse",3,"SCPHF Random Extension (CLS)",25745297,"ARITHMETIC"
"fuse",5,20,107,25745363,"CPHF IPO 4 (WCS) fuse fuse fuse",3,"CPHF IPO 4 (WCS)",25745363,"ARITHMETIC"
"fuse",5,20,136,31621981,"4,4-Restricted SCPHF RE (CL) fuse fuse fuse",3,"4,4-Restricted SCPHF RE (CL)",31621981,"ARITHMETIC"
