"catalogue","row","construction","n_ingredients","ingredients","code"
"CYCLOTOMYcat",13,"cyc",0,"","cyc(521,10, type='3a')"
"CYCLOTOMYcat",14,"cyc",0,"","cyc(571,10, type='3a')"
"CYCLOTOMYcat",15,"cyc",0,"","cyc(397,11, type='4a')"
"CYCLOTOMYcat",16,"cyc",0,"","cyc(601,12, type='4a')"
"CYCLOTOMYcat",17,"cyc",0,"","cyc(613,12, type='3a')"
"CYCLOTOMYcat",18,"cyc",0,"","cyc(709,12, type='4a')"
"CYCLOTOMYcat",19,"cyc",0,"","cyc(883,14, type='4a')"
"CYCLOTOMYcat",20,"cyc",0,"","cyc(1051,14, type='3a')"
"CYCLOTOMYcat",21,"cyc",0,"","cyc(1093,14, type='3a')"
"CYCLOTOMYcat",22,"cyc",0,"","cyc(1163,14, type='3a')"
"CYCLOTOMYcat",23,"cyc",0,"","cyc(1297,18, type='4a')"
"CYCLOTOMYcat",24,"cyc",0,"","cyc(1801,20, type='4a')"
"CYCLOTOMYcat",25,"cyc",0,"","cyc(2141,20, type='4a')"
"CYCLOTOMYcat",26,"cyc",0,"","cyc(2161,20, type='3a')"
"CYCLOTOMYcat",27,"cyc",0,"","cyc(2341,20, type='3a')"
"CYCLOTOMYcat",28,"cyc",0,"","cyc(2269,21, type='4a')"
"CYCLOTOMYcat",29,"cyc",0,"","cyc(2311,21, type='3a')"
"CYCLOTOMYcat",30,"cyc",0,"","cyc(11,2, type='4b')"
"CYCLOTOMYcat",31,"cyc",0,"","cyc(23,2, type='3a')"
"CYCLOTOMYcat",32,"cyc",0,"","cyc(67,2, type='1')"
"CYCLOTOMYcat",33,"cyc",0,"","cyc(71,2, type='1')"
"CYCLOTOMYcat",34,"cyc",0,"","cyc(83,2, type='1')"
"CYCLOTOMYcat",35,"cyc",0,"","cyc(89,2, type='1')"
"CYCLOTOMYcat",36,"cyc",0,"","cyc(223,3, type='3a')"
"CYCLOTOMYcat",37,"cyc",0,"","cyc(229,3, type='3a')"
"CYCLOTOMYcat",38,"cyc",0,"","cyc(271,3, type='3a')"
"CYCLOTOMYcat",39,"cyc",0,"","cyc(277,3, type='3a')"
"CYCLOTOMYcat",40,"cyc",0,"","cyc(1051,3, type='1')"
"CYCLOTOMYcat",41,"cyc",0,"","cyc(1069,3, type='1')"
"CYCLOTOMYcat",42,"cyc",0,"","cyc(1087,3, type='1')"
"CYCLOTOMYcat",43,"cyc",0,"","cyc(1093,3, type='1')"
"CYCLOTOMYcat",44,"cyc",0,"","cyc(1117,3, type='2')"
"CYCLOTOMYcat",45,"cyc",0,"","cyc(1123,3, type='1')"
"CYCLOTOMYcat",46,"cyc",0,"","cyc(1129,3, type='1')"
"CYCLOTOMYcat",47,"cyc",0,"","cyc(1171,3, type='1')"
"CYCLOTOMYcat",48,"cyc",0,"","cyc(1213,3, type='1')"
"CYCLOTOMYcat",49,"cyc",0,"","cyc(1231,3, type='1')"
"CYCLOTOMYcat",50,"cyc",0,"","cyc(1249,3, type='1')"
"CYCLOTOMYcat",51,"cyc",0,"","cyc(1279,3, type='1')"
"CYCLOTOMYcat",52,"cyc",0,"","cyc(1291,3, type='1')"
"CYCLOTOMYcat",53,"cyc",0,"","cyc(1297,3, type='1')"
"CYCLOTOMYcat",54,"cyc",0,"","cyc(1303,3, type='1')"
"CYCLOTOMYcat",55,"cyc",0,"","cyc(1321,3, type='2')"
"CYCLOTOMYcat",56,"cyc",0,"","cyc(1327,3, type='1')"
"CYCLOTOMYcat",57,"cyc",0,"","cyc(1381,3, type='1')"
"CYCLOTOMYcat",58,"cyc",0,"","cyc(1399,3, type='1')"
"CYCLOTOMYcat",59,"cyc",0,"","cyc(1423,3, type='1')"
"CYCLOTOMYcat",60,"cyc",0,"","cyc(1429,3, type='2')"
"CYCLOTOMYcat",61,"cyc",0,"","cyc(1447,3, type='1')"
"CYCLOTOMYcat",62,"cyc",0,"","cyc(1453,3, type='1')"
"CYCLOTOMYcat",63,"cyc",0,"","cyc(1459,3, type='1')"
"CYCLOTOMYcat",64,"cyc",0,"","cyc(1471,3, type='1')"
"CYCLOTOMYcat",65,"cyc",0,"","cyc(1483,3, type='1')"
"CYCLOTOMYcat",66,"cyc",0,"","cyc(1489,3, type='1')"
"CYCLOTOMYcat",67,"cyc",0,"","cyc(1531,3, type='1')"
"CYCLOTOMYcat",68,"cyc",0,"","cyc(1543,3, type='1')"
"CYCLOTOMYcat",69,"cyc",0,"","cyc(1549,3, type='1')"
"CYCLOTOMYcat",70,"cyc",0,"","cyc(1567,3, type='1')"
"CYCLOTOMYcat",71,"cyc",0,"","cyc(1579,3, type='1')"
"CYCLOTOMYcat",72,"cyc",0,"","cyc(1597,3, type='1')"
"CYCLOTOMYcat",73,"cyc",0,"","cyc(461,4, type='4a')"
"CYCLOTOMYcat",74,"cyc",0,"","cyc(557,4, type='4a')"
"CYCLOTOMYcat",75,"cyc",0,"","cyc(613,4, type='3a')"
"CYCLOTOMYcat",76,"cyc",0,"","cyc(653,4, type='3a')"
"CYCLOTOMYcat",77,"cyc",0,"","cyc(677,4, type='3a')"
"CYCLOTOMYcat",78,"cyc",0,"","cyc(701,4, type='3a')"
"CYCLOTOMYcat",79,"cyc",0,"","cyc(733,4, type='3a')"
"CYCLOTOMYcat",80,"cyc",0,"","cyc(757,4, type='3a')"
"CYCLOTOMYcat",81,"cyc",0,"","cyc(773,4, type='3a')"
"CYCLOTOMYcat",82,"cyc",0,"","cyc(797,4, type='3a')"
"CYCLOTOMYcat",83,"cyc",0,"","cyc(2647,6, type='4a')"
"CYCLOTOMYcat",84,"cyc",0,"","cyc(2767,6, type='4a')"
"CYCLOTOMYcat",85,"cyc",0,"","cyc(3019,6, type='3a')"
"CYCLOTOMYcat",86,"cyc",0,"","cyc(3259,6, type='4a')"
"CYCLOTOMYcat",87,"cyc",0,"","cyc(3271,6, type='3a')"
"CYCLOTOMYcat",88,"cyc",0,"","cyc(3319,6, type='3a')"
"CYCLOTOMYcat",89,"cyc",0,"","cyc(3331,6, type='4a')"
"CYCLOTOMYcat",90,"cyc",0,"","cyc(3343,6, type='3a')"
"CYCLOTOMYcat",91,"cyc",0,"","cyc(3463,6, type='3a')"
"CYCLOTOMYcat",92,"cyc",0,"","cyc(3499,6, type='3a')"
"CYCLOTOMYcat",93,"cyc",0,"","cyc(3583,6, type='3a')"
"CYCLOTOMYcat",94,"cyc",0,"","cyc(3607,6, type='3a')"
"CYCLOTOMYcat",95,"cyc",0,"","cyc(3631,6, type='3a')"
"CYCLOTOMYcat",96,"cyc",0,"","cyc(3643,6, type='3a')"
"CYCLOTOMYcat",97,"cyc",0,"","cyc(3691,6, type='3a')"
"CYCLOTOMYcat",98,"cyc",0,"","cyc(3727,6, type='3a')"
"CYCLOTOMYcat",99,"cyc",0,"","cyc(3823,6, type='3a')"
"CYCLOTOMYcat",100,"cyc",0,"","cyc(3847,6, type='3a')"
"CYCLOTOMYcat",101,"cyc",0,"","cyc(3907,6, type='3a')"
"CYCLOTOMYcat",102,"cyc",0,"","cyc(3931,6, type='3a')"
"CYCLOTOMYcat",103,"cyc",0,"","cyc(3943,6, type='3a')"
"CYCLOTOMYcat",104,"cyc",0,"","cyc(4003,6, type='3a')"
"CYCLOTOMYcat",105,"cyc",0,"","cyc(4027,6, type='3a')"
"CYCLOTOMYcat",106,"cyc",0,"","cyc(6343,7, type='3a')"
"CYCLOTOMYcat",107,"cyc",0,"","cyc(6763,7, type='3a')"
"CYCLOTOMYcat",108,"cyc",0,"","cyc(8761,8, type='3a')"
"CYCLOTOMYcat",109,"cyc",0,"","cyc(8969,8, type='3a')"
"CYCLOTOMYcat",110,"cyc",0,"","cyc(9049,8, type='3a')"
"CYCLOTOMYcat",111,"cyc",0,"","cyc(9337,8, type='3a')"
"CYCLOTOMYcat",112,"cyc",0,"","cyc(9721,8, type='3a')"
"CYCLOTOMYcat",113,"cyc",0,"","cyc(9817,8, type='3a')"
"CYCLOTOMYcat",114,"cyc",0,"","cyc(9833,8, type='3a')"
"CYCLOTOMYcat",115,"cyc",0,"","cyc(10009,8, type='3')"
"CYCLOTOMYcat",116,"cyc",0,"","cyc(433,2, type='2')"
"CYCLOTOMYcat",117,"cyc",0,"","cyc(523,2, type='1')"
"CYCLOTOMYcat",118,"cyc",0,"","cyc(541,2, type='1')"
"CYCLOTOMYcat",119,"cyc",0,"","cyc(547,2, type='1')"
"CYCLOTOMYcat",120,"cyc",0,"","cyc(557,2, type='1')"
"CYCLOTOMYcat",121,"cyc",0,"","cyc(563,2, type='1')"
"CYCLOTOMYcat",122,"cyc",0,"","cyc(569,2, type='2')"
"CYCLOTOMYcat",123,"cyc",0,"","cyc(571,2, type='1')"
"CYCLOTOMYcat",124,"cyc",0,"","cyc(577,2, type='1')"
"CYCLOTOMYcat",125,"cyc",0,"","cyc(587,2, type='1')"
"CYCLOTOMYcat",126,"cyc",0,"","cyc(593,2, type='1')"
"CYCLOTOMYcat",127,"cyc",0,"","cyc(599,2, type='1')"
"CYCLOTOMYcat",128,"cyc",0,"","cyc(601,2, type='1')"
"CYCLOTOMYcat",129,"cyc",0,"","cyc(607,2, type='1')"
"CYCLOTOMYcat",130,"cyc",0,"","cyc(613,2, type='1')"
"CYCLOTOMYcat",131,"cyc",0,"","cyc(1051,3, type='4')"
"CYCLOTOMYcat",132,"cyc",0,"","cyc(1069,3, type='4')"
"CYCLOTOMYcat",133,"cyc",0,"","cyc(1087,3, type='4')"
"CYCLOTOMYcat",134,"cyc",0,"","cyc(1093,3, type='4')"
"CYCLOTOMYcat",135,"cyc",0,"","cyc(1123,3, type='3')"
"CYCLOTOMYcat",136,"cyc",0,"","cyc(1129,3, type='4')"
"CYCLOTOMYcat",137,"cyc",0,"","cyc(1171,3, type='4')"
"CYCLOTOMYcat",138,"cyc",0,"","cyc(1213,3, type='4')"
"CYCLOTOMYcat",139,"cyc",0,"","cyc(1231,3, type='4')"
"CYCLOTOMYcat",140,"cyc",0,"","cyc(1249,3, type='4')"
"CYCLOTOMYcat",141,"cyc",0,"","cyc(1279,3, type='4')"
"CYCLOTOMYcat",142,"cyc",0,"","cyc(1291,3, type='4')"
"CYCLOTOMYcat",143,"cyc",0,"","cyc(1297,3, type='3')"
"CYCLOTOMYcat",144,"cyc",0,"","cyc(1303,3, type='3')"
"CYCLOTOMYcat",145,"cyc",0,"","cyc(1327,3, type='3')"
"CYCLOTOMYcat",146,"cyc",0,"","cyc(1381,3, type='3')"
"CYCLOTOMYcat",147,"cyc",0,"","cyc(1399,3, type='3')"
"CYCLOTOMYcat",148,"cyc",0,"","cyc(1423,3, type='3')"
"CYCLOTOMYcat",149,"cyc",0,"","cyc(1447,3, type='3')"
"CYCLOTOMYcat",150,"cyc",0,"","cyc(1453,3, type='3')"
"CYCLOTOMYcat",151,"cyc",0,"","cyc(1459,3, type='3')"
"CYCLOTOMYcat",152,"cyc",0,"","cyc(1471,3, type='3')"
"CYCLOTOMYcat",153,"cyc",0,"","cyc(1483,3, type='3')"
"CYCLOTOMYcat",154,"cyc",0,"","cyc(1489,3, type='3')"
"CYCLOTOMYcat",155,"cyc",0,"","cyc(1531,3, type='3')"
"CYCLOTOMYcat",156,"cyc",0,"","cyc(1543,3, type='3')"
"CYCLOTOMYcat",157,"cyc",0,"","cyc(1549,3, type='3')"
"CYCLOTOMYcat",158,"cyc",0,"","cyc(1567,3, type='3')"
"CYCLOTOMYcat",159,"cyc",0,"","cyc(1579,3, type='3')"
"CYCLOTOMYcat",160,"cyc",0,"","cyc(1597,3, type='3')"
"CYCLOTOMYcat",161,"cyc",0,"","cyc(1609,3, type='3')"
"CYCLOTOMYcat",162,"cyc",0,"","cyc(1621,3, type='3')"
"CYCLOTOMYcat",163,"cyc",0,"","cyc(1627,3, type='3')"
"CYCLOTOMYcat",164,"cyc",0,"","cyc(1657,3, type='3')"
"CYCLOTOMYcat",165,"cyc",0,"","cyc(1663,3, type='3')"
"CYCLOTOMYcat",166,"cyc",0,"","cyc(1669,3, type='3')"
"CYCLOTOMYcat",167,"cyc",0,"","cyc(1693,3, type='3')"
"CYCLOTOMYcat",168,"cyc",0,"","cyc(1699,3, type='3')"
"CYCLOTOMYcat",169,"cyc",0,"","cyc(1723,3, type='3')"
"CYCLOTOMYcat",170,"cyc",0,"","cyc(1741,3, type='3')"
"CYCLOTOMYcat",171,"cyc",0,"","cyc(1747,3, type='3')"
"CYCLOTOMYcat",172,"cyc",0,"","cyc(1753,3, type='3')"
"CYCLOTOMYcat",173,"cyc",0,"","cyc(1759,3, type='3')"
"CYCLOTOMYcat",174,"cyc",0,"","cyc(6983,3, type='1')"
"CYCLOTOMYcat",175,"cyc",0,"","cyc(7013,3, type='1')"
"CYCLOTOMYcat",176,"cyc",0,"","cyc(10007,3, type='1')"
"CYCLOTOMYcat",177,"cyc",0,"","cyc(1231,2, type='1')"
"CYCLOTOMYcat",178,"cyc",0,"","cyc(1283,2, type='1')"
"CYCLOTOMYcat",179,"cyc",0,"","cyc(1319,2, type='1')"
"CYCLOTOMYcat",180,"cyc",0,"","cyc(1361,2, type='1')"
"CYCLOTOMYcat",181,"cyc",0,"","cyc(1367,2, type='1')"
"CYCLOTOMYcat",182,"cyc",0,"","cyc(1373,2, type='1')"
"CYCLOTOMYcat",183,"cyc",0,"","cyc(1381,2, type='1')"
"CYCLOTOMYcat",184,"cyc",0,"","cyc(1423,2, type='1')"
"CYCLOTOMYcat",185,"cyc",0,"","cyc(1427,2, type='1')"
"CYCLOTOMYcat",186,"cyc",0,"","cyc(1429,2, type='1')"
"CYCLOTOMYcat",187,"cyc",0,"","cyc(1439,2, type='1')"
"CYCLOTOMYcat",188,"cyc",0,"","cyc(1447,2, type='1')"
"CYCLOTOMYcat",189,"cyc",0,"","cyc(1459,2, type='1')"
"CYCLOTOMYcat",190,"cyc",0,"","cyc(1483,2, type='1')"
"CYCLOTOMYcat",191,"cyc",0,"","cyc(1487,2, type='1')"
"CYCLOTOMYcat",192,"cyc",0,"","cyc(1493,2, type='1')"
"CYCLOTOMYcat",193,"cyc",0,"","cyc(1499,2, type='1')"
"CYCLOTOMYcat",194,"cyc",0,"","cyc(1511,2, type='1')"
"CYCLOTOMYcat",195,"cyc",0,"","cyc(1523,2, type='1')"
"CYCLOTOMYcat",196,"cyc",0,"","cyc(1549,2, type='1')"
"CYCLOTOMYcat",197,"cyc",0,"","cyc(1559,2, type='1')"
"CYCLOTOMYcat",198,"cyc",0,"","cyc(1567,2, type='1')"
"CYCLOTOMYcat",199,"cyc",0,"","cyc(1571,2, type='1')"
"CYCLOTOMYcat",200,"cyc",0,"","cyc(1579,2, type='1')"
"CYCLOTOMYcat",201,"cyc",0,"","cyc(1583,2, type='1')"
"CYCLOTOMYcat",202,"cyc",0,"","cyc(1597,2, type='1')"
"CYCLOTOMYcat",203,"cyc",0,"","cyc(1601,2, type='1')"
"CYCLOTOMYcat",204,"cyc",0,"","cyc(1607,2, type='1')"
"CYCLOTOMYcat",205,"cyc",0,"","cyc(1609,2, type='1')"
"CYCLOTOMYcat",206,"cyc",0,"","cyc(1613,2, type='1')"
"CYCLOTOMYcat",207,"cyc",0,"","cyc(1619,2, type='1')"
"CYCLOTOMYcat",208,"cyc",0,"","cyc(1621,2, type='1')"
"CYCLOTOMYcat",209,"cyc",0,"","cyc(1627,2, type='1')"
"CYCLOTOMYcat",210,"cyc",0,"","cyc(1997,2, type='1')"
"CYCLOTOMYcat",211,"cyc",0,"","cyc(1999,2, type='1')"
"CYCLOTOMYcat",212,"cyc",0,"","cyc(2003,2, type='1')"
"CYCLOTOMYcat",213,"cyc",0,"","cyc(2503,2, type='1')"
"PALEYcat",1,"rbind",1,"paley_mat(11)","rbind(1,paley_mat(11))"
"PALEYcat",2,"rbind",1,"paley_mat(17)","rbind(1,paley_mat(17))"
"PALEYcat",3,"paley_mat",0,"","paley_mat(19)"
"PALEYcat",4,"paley_mat",0,"","paley_mat(23)"
"PALEYcat",5,"[",1,"paley_mat(29)","paley_mat(29)[-(1:1),]"
"PALEYcat",6,"[",1,"paley_mat(31)","paley_mat(31)[-(1:1),]"
"PALEYcat",7,"[",1,"paley_mat(37)","paley_mat(37)[-(1:1),]"
"PALEYcat",8,"[",1,"paley_mat(41)","paley_mat(41)[-(1:1),]"
"PALEYcat",9,"[",1,"paley_mat(43)","paley_mat(43)[-(1:2),]"
"PALEYcat",10,"[",1,"paley_mat(47)","paley_mat(47)[-(1:3),]"
"PALEYcat",11,"[",1,"paley_mat(53)","paley_mat(53)[-(1:3),]"
"PALEYcat",12,"[",1,"paley_mat(59)","paley_mat(59)[-(1:4),]"
"PALEYcat",13,"[",1,"paley_mat(61)","paley_mat(61)[-(1:3),]"
"PALEYcat",14,"[",1,"paley_mat(73)","paley_mat(73)[-(1:5),]"
"PALEYcat",15,"Double",1,"paley_mat(11)","Double(rbind(1,paley_mat(11)))"
"PALEYcat",16,"Double",1,"paley_mat(19)","Double(rbind(1,paley_mat(19)))"
"PALEYcat",17,"Double",1,"paley_mat(23)","Double(paley_mat(23))"
"PALEYcat",18,"Double",1,"paley_mat(29)","Double(paley_mat(29))"
"PALEYcat",19,"Double",1,"paley_mat(31)","Double(paley_mat(31)[-(1:1),])"
"PALEYcat",20,"Double",1,"paley_mat(37)","Double(paley_mat(37))"
"PALEYcat",21,"Double",1,"paley_mat(41)","Double(paley_mat(41))"
"PALEYcat",22,"Double",1,"paley_mat(43)","Double(paley_mat(43)[-(1:2),])"
"PALEYcat",23,"Double",1,"paley_mat(47)","Double(paley_mat(47)[-(1:2),])"
"PALEYcat",24,"Double",1,"paley_mat(53)","Double(paley_mat(53)[-(1:2),])"
"PALEYcat",25,"Double",1,"paley_mat(59)","Double(paley_mat(59)[-(1:4),])"
"PALEYcat",26,"Double",1,"paley_mat(61)","Double(paley_mat(61)[-(1:2),])"
"PALEYcat",27,"paley_mat",0,"","paley_mat(67)"
"PALEYcat",28,"paley_mat",0,"","paley_mat(71)"
"PALEYcat",29,"Double",1,"paley_mat(73)","Double(paley_mat(73)[-(1:4),])"
"PALEYcat",30,"paley_mat",0,"","paley_mat(79)"
"PALEYcat",31,"paley_mat",0,"","paley_mat(83)"
"PALEYcat",32,"[",1,"paley_mat(89)","paley_mat(89)[-(1:1),]"
"PALEYcat",33,"[",1,"paley_mat(97)","paley_mat(97)[-(1:1),]"
"PALEYcat",34,"[",1,"paley_mat(101)","paley_mat(101)[-(1:1),]"
"PALEYcat",35,"rbind",1,"paley_mat(103)","rbind(1, paley_mat(103))"
"PALEYcat",36,"[",1,"paley_mat(107)","paley_mat(107)[-(1:1),]"
"PALEYcat",37,"[",1,"paley_mat(109)","paley_mat(109)[-(1:1),]"
"PALEYcat",38,"[",1,"paley_mat(113)","paley_mat(113)[-(1:1),]"
"PALEYcat",39,"[",1,"paley_mat(127)","paley_mat(127)[-(1:2),]"
"PALEYcat",40,"[",1,"paley_mat(131)","paley_mat(131)[-(1:1),]"
"PALEYcat",41,"[",1,"paley_mat(137)","paley_mat(137)[-(1:2),]"
"PALEYcat",42,"[",1,"paley_mat(139)","paley_mat(139)[-(1:2),]"
"PALEYcat",43,"[",1,"paley_mat(149)","paley_mat(149)[-(1:3),]"
"PALEYcat",44,"[",1,"paley_mat(151)","paley_mat(151)[-(1:3),]"
"PALEYcat",45,"[",1,"paley_mat(157)","paley_mat(157)[-(1:3),]"
"PALEYcat",46,"[",1,"paley_mat(163)","paley_mat(163)[-(1:3),]"
"PALEYcat",47,"[",1,"paley_mat(167)","paley_mat(167)[-(1:3),]"
"PALEYcat",48,"[",1,"paley_mat(173)","paley_mat(173)[-(1:3),]"
"PALEYcat",49,"[",1,"paley_mat(179)","paley_mat(179)[-(1:4),]"
"PALEYcat",50,"[",1,"paley_mat(181)","paley_mat(181)[-(1:1),]"
"PALEYcat",51,"[",1,"paley_mat(191)","paley_mat(191)[-(1:5),]"
"PALEYcat",52,"[",1,"paley_mat(193)","paley_mat(193)[-(1:5),]"
"PALEYcat",53,"[",1,"paley_mat(197)","paley_mat(197)[-(1:4),]"
"PALEYcat",54,"[",1,"paley_mat(199)","paley_mat(199)[-(1:4),]"
"PALEYcat",55,"[",1,"paley_mat(211)","paley_mat(211)[-(1:5),]"
"PALEYcat",56,"[",1,"paley_mat(223)","paley_mat(223)[-(1:6),]"
"PALEYcat",57,"[",1,"paley_mat(227)","paley_mat(227)[-(1:6),]"
"PALEYcat",58,"[",1,"paley_mat(229)","paley_mat(229)[-(1:5),]"
"PALEYcat",59,"[",1,"paley_mat(233)","paley_mat(233)[-(1:5),]"
"PALEYcat",60,"[",1,"paley_mat(239)","paley_mat(239)[-(1:7),]"
"PALEYcat",61,"[",1,"paley_mat(241)","paley_mat(241)[-(1:7),]"
"PALEYcat",62,"[",1,"paley_mat(251)","paley_mat(251)[-(1:7),]"
"PALEYcat",63,"[",1,"paley_mat(257)","paley_mat(257)[-(1:7),]"
"PALEYcat",64,"[",1,"paley_mat(263)","paley_mat(263)[-(1:7),]"
"PALEYcat",65,"[",1,"paley_mat(269)","paley_mat(269)[-(1:8),]"
"PALEYcat",66,"[",1,"paley_mat(271)","paley_mat(271)[-(1:8),]"
"PALEYcat",67,"[",1,"paley_mat(277)","paley_mat(277)[-(1:8),]"
"PALEYcat",68,"[",1,"paley_mat(281)","paley_mat(281)[-(1:8),]"
"PALEYcat",69,"[",1,"paley_mat(283)","paley_mat(283)[-(1:7),]"
"PALEYcat",70,"[",1,"paley_mat(293)","paley_mat(293)[-(1:9),]"
"PALEYcat",71,"[",1,"paley_mat(307)","paley_mat(307)[-(1:10),]"
"PALEYcat",72,"[",1,"paley_mat(311)","paley_mat(311)[-(1:9),]"
"PALEYcat",73,"[",1,"paley_mat(313)","paley_mat(313)[-(1:9),]"
"PALEYcat",74,"[",1,"paley_mat(317)","paley_mat(317)[-(1:9),]"
"PALEYcat",75,"[",1,"paley_mat(331)","paley_mat(331)[-(1:10),]"
"PALEYcat",76,"[",1,"paley_mat(337)","paley_mat(337)[-(1:10),]"
"PALEYcat",77,"[",1,"paley_mat(347)","paley_mat(347)[-(1:12),]"
"PALEYcat",78,"[",1,"paley_mat(349)","paley_mat(349)[-(1:11),]"
"PALEYcat",79,"[",1,"paley_mat(353)","paley_mat(353)[-(1:11),]"
"PALEYcat",80,"[",1,"paley_mat(367)","paley_mat(367)[-(1:13),]"
"PALEYcat",81,"[",1,"paley_mat(373)","paley_mat(373)[-(1:13),]"
"PALEYcat",82,"[",1,"paley_mat(383)","paley_mat(383)[-(1:14),]"
"PALEYcat",83,"[",1,"paley_mat(389)","paley_mat(389)[-(1:13),]"
"PALEYcat",84,"[",1,"paley_mat(397)","paley_mat(397)[-(1:14),]"
"PALEYcat",85,"[",1,"paley_mat(401)","paley_mat(401)[-(1:12),]"
"PALEYcat",86,"[",1,"paley_mat(409)","paley_mat(409)[-(1:15),]"
"PALEYcat",87,"[",1,"paley_mat(419)","paley_mat(419)[-(1:15),]"
"PALEYcat",88,"[",1,"paley_mat(421)","paley_mat(421)[-(1:15),]"
"PALEYcat",89,"[",1,"paley_mat(439)","paley_mat(439)[-(1:15),]"
"PALEYcat",90,"[",1,"paley_mat(443)","paley_mat(443)[-(1:16),]"
"PALEYcat",91,"[",1,"paley_mat(449)","paley_mat(449)[-(1:16),]"
"PALEYcat",92,"[",1,"paley_mat(457)","paley_mat(457)[-(1:17),]"
"PALEYcat",93,"[",1,"paley_mat(461)","paley_mat(461)[-(1:17),]"
"PALEYcat",94,"[",1,"paley_mat(479)","paley_mat(479)[-(1:18),]"
"PALEYcat",95,"Double",1,"paley_mat(67)","Double(rbind(1,paley_mat(67)))"
"PALEYcat",96,"Double",1,"paley_mat(71)","Double(rbind(1,paley_mat(71)))"
"PALEYcat",97,"Double",1,"paley_mat(79)","Double(rbind(1,paley_mat(79)))"
"PALEYcat",98,"Double",1,"paley_mat(83)","Double(rbind(1,paley_mat(83)))"
"PALEYcat",99,"Double",1,"paley_mat(89)","Double(paley_mat(89))"
"PALEYcat",100,"Double",1,"paley_mat(97)","Double(paley_mat(97))"
"PALEYcat",101,"Double",1,"paley_mat(101)","Double(paley_mat(101))"
"PALEYcat",102,"Double",1,"paley_mat(103)","Double(rbind(1,paley_mat(103)))"
"PALEYcat",103,"Double",1,"paley_mat(107)","Double(paley_mat(107))"
"PALEYcat",104,"Double",1,"paley_mat(109)","Double(paley_mat(109))"
"PALEYcat",105,"Double",1,"paley_mat(113)","Double(paley_mat(113))"
"PALEYcat",106,"Double",1,"paley_mat(127)","Double(paley_mat(127)[-(1:1),])"
"PALEYcat",107,"Double",1,"paley_mat(131)","Double(paley_mat(131)[-(1:1),])"
"PALEYcat",108,"Double",1,"paley_mat(137)","Double(paley_mat(137)[-(1:1),])"
"PALEYcat",109,"Double",1,"paley_mat(139)","Double(paley_mat(139)[-(1:1),])"
"PALEYcat",110,"Double",1,"paley_mat(149)","Double(paley_mat(149)[-(1:2),])"
"PALEYcat",111,"Double",1,"paley_mat(151)","Double(paley_mat(151)[-(1:2),])"
"PALEYcat",112,"Double",1,"paley_mat(157)","Double(paley_mat(157)[-(1:2),])"
"PALEYcat",113,"Double",1,"paley_mat(163)","Double(paley_mat(163)[-(1:2),])"
"PALEYcat",114,"Double",1,"paley_mat(167)","Double(paley_mat(167)[-(1:2),])"
"PALEYcat",115,"Double",1,"paley_mat(173)","Double(paley_mat(173)[-(1:2),])"
"PALEYcat",116,"Double",1,"paley_mat(179)","Double(paley_mat(179)[-(1:3),])"
"PALEYcat",117,"Double",1,"paley_mat(181)","Double(paley_mat(181))"
"PALEYcat",118,"Double",1,"paley_mat(191)","Double(paley_mat(191)[-(1:4),])"
"PALEYcat",119,"Double",1,"paley_mat(193)","Double(paley_mat(193)[-(1:4),])"
"PALEYcat",120,"Double",1,"paley_mat(197)","Double(paley_mat(197)[-(1:3),])"
"PALEYcat",121,"Double",1,"paley_mat(199)","Double(paley_mat(199)[-(1:4),])"
"PALEYcat",122,"Double",1,"paley_mat(211)","Double(paley_mat(211)[-(1:4),])"
"PALEYcat",123,"Double",1,"paley_mat(223)","Double(paley_mat(223)[-(1:5),])"
"PALEYcat",124,"Double",1,"paley_mat(227)","Double(paley_mat(227)[-(1:5),])"
"PALEYcat",125,"Double",1,"paley_mat(229)","Double(paley_mat(229)[-(1:4),])"
"PALEYcat",126,"Double",1,"paley_mat(233)","Double(paley_mat(233)[-(1:4),])"
"PALEYcat",127,"Double",1,"paley_mat(239)","Double(paley_mat(239)[-(1:6),])"
"PALEYcat",128,"Double",1,"paley_mat(241)","Double(paley_mat(241)[-(1:6),])"
"PALEYcat",129,"Double",1,"paley_mat(251)","Double(paley_mat(251)[-(1:6),])"
"PALEYcat",130,"Double",1,"paley_mat(257)","Double(paley_mat(257)[-(1:6),])"
"PALEYcat",131,"Double",1,"paley_mat(263)","Double(paley_mat(263)[-(1:7),])"
"PALEYcat",132,"Double",1,"paley_mat(269)","Double(paley_mat(269)[-(1:6),])"
"PALEYcat",133,"Double",1,"paley_mat(271)","Double(paley_mat(271)[-(1:7),])"
"PALEYcat",134,"Double",1,"paley_mat(277)","Double(paley_mat(277)[-(1:7),])"
"PALEYcat",135,"Double",1,"paley_mat(281)","Double(paley_mat(281)[-(1:7),])"
"PALEYcat",136,"Double",1,"paley_mat(283)","Double(paley_mat(283)[-(1:7),])"
"PALEYcat",137,"Double",1,"paley_mat(293)","Double(paley_mat(293)[-(1:8),])"
"PALEYcat",138,"Double",1,"paley_mat(307)","Double(paley_mat(307)[-(1:9),])"
"PALEYcat",139,"Double",1,"paley_mat(311)","Double(paley_mat(311)[-(1:9),])"
"PALEYcat",140,"Double",1,"paley_mat(313)","Double(paley_mat(313)[-(1:8),])"
