"catalogue","row","construction","n_ingredients","ingredients","code"
"DPcat",1,"productCA",2,"SCA_LCDST(5, 3) ||| SCA_LCDST(5, 3)","productCA(SCA_LCDST(5, 3)[,1:4], SCA_LCDST(5, 3)[,1:4], c1=3)"
"DPcat",2,"productCA",2,"SCA_LCDST(5, 3) ||| CS_CMMSSY(6, 3)","productCA(SCA_LCDST(5, 3)[,1:4], CS_CMMSSY(6, 3)[,1:5], c1=3)"
"DPcat",3,"productCA",2,"CS_CMMSSY(6, 3) ||| CS_CMMSSY(6, 3)","productCA(CS_CMMSSY(6, 3)[,1:5], CS_CMMSSY(6, 3)[,1:5], c1=3)"
"DPcat",4,"productCA",4,"SCA_Bose(3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], 3) ||| SCA_LCDST(5, 3) ||| SCA_LCDST(5, 3)","productCA(SCA_Bose(3)[,1:3], productCA(SCA_LCDST(5, 3)[,1:4], SCA_LCDST(5, 3)[,1:4], c1=3), c1=3)"
"DPcat",5,"productCA",4,"SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], 3) ||| SCA_LCDST(5, 3) ||| SCA_LCDST(5, 3)","productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], SCA_LCDST(5, 3)[,1:4], c1=3), c1=3)"
"DPcat",6,"productCA",4,"SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], CS_CMMSSY(6, 3)[, 1:5], 3) ||| SCA_LCDST(5, 3) ||| CS_CMMSSY(6, 3)","productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], CS_CMMSSY(6, 3)[,1:5], c1=3), c1=3)"
"DPcat",7,"productCA",6,"SCA_Bose(3) ||| productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], c1 = 3), 3) ||| SCA_Bose(3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], 3) ||| SCA_LCDST(5, 3) ||| SCA_LCDST(5, 3)","productCA(SCA_Bose(3)[,1:3], productCA(SCA_Bose(3)[,1:3], productCA(SCA_LCDST(5, 3)[,1:4], SCA_LCDST(5, 3)[,1:4], c1=3), c1=3), c1=3)"
"DPcat",8,"productCA",6,"SCA_LCDST(5, 3) ||| productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], c1 = 3), 3) ||| SCA_Bose(3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], 3) ||| SCA_LCDST(5, 3) ||| SCA_LCDST(5, 3)","productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_Bose(3)[,1:3], productCA(SCA_LCDST(5, 3)[,1:4], SCA_LCDST(5, 3)[,1:4], c1=3), c1=3), c1=3)"
"DPcat",9,"productCA",6,"SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], c1 = 3), 3) ||| SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], 3) ||| SCA_LCDST(5, 3) ||| SCA_LCDST(5, 3)","productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], SCA_LCDST(5, 3)[,1:4], c1=3), c1=3), c1=3)"
"DPcat",10,"productCA",8,"SCA_Bose(3) ||| productCA(SCA_Bose(3)[, 1:3], productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5, 3)[, 1:4],     SCA_LCDST(5, 3)[, 1:4], c1 = 3), c1 = 3), 3) ||| SCA_Bose(3) ||| productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], c1 = 3), 3) ||| SCA_Bose(3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], 3) ||| SCA_LCDST(5, 3) ||| SCA_LCDST(5, 3)","productCA(SCA_Bose(3)[,1:3], productCA(SCA_Bose(3)[,1:3], productCA(SCA_Bose(3)[,1:3], productCA(SCA_LCDST(5, 3)[,1:4], SCA_LCDST(5, 3)[,1:4], c1=3), c1=3), c1=3), c1=3)"
"DPcat",11,"productCA",8,"SCA_LCDST(5, 3) ||| productCA(SCA_Bose(3)[, 1:3], productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5, 3)[, 1:4],     SCA_LCDST(5, 3)[, 1:4], c1 = 3), c1 = 3), 3) ||| SCA_Bose(3) ||| productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], c1 = 3), 3) ||| SCA_Bose(3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], 3) ||| SCA_LCDST(5, 3) ||| SCA_LCDST(5, 3)","productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_Bose(3)[,1:3], productCA(SCA_Bose(3)[,1:3], productCA(SCA_LCDST(5, 3)[,1:4], SCA_LCDST(5, 3)[,1:4], c1=3), c1=3), c1=3), c1=3)"
"DPcat",12,"productCA",8,"SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5, 3)[, 1:4],     SCA_LCDST(5, 3)[, 1:4], c1 = 3), c1 = 3), 3) ||| SCA_LCDST(5, 3) ||| productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], c1 = 3), 3) ||| SCA_Bose(3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], 3) ||| SCA_LCDST(5, 3) ||| SCA_LCDST(5, 3)","productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_Bose(3)[,1:3], productCA(SCA_LCDST(5, 3)[,1:4], SCA_LCDST(5, 3)[,1:4], c1=3), c1=3), c1=3), c1=3)"
"DPcat",13,"productCA",10,"SCA_Bose(3) ||| productCA(SCA_Bose(3)[, 1:3], productCA(SCA_Bose(3)[, 1:3], productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5,     3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], c1 = 3), c1 = 3), c1 = 3), 3) ||| SCA_Bose(3) ||| productCA(SCA_Bose(3)[, 1:3], productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5, 3)[, 1:4],     SCA_LCDST(5, 3)[, 1:4], c1 = 3), c1 = 3), 3) ||| SCA_Bose(3) ||| productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], c1 = 3), 3) ||| SCA_Bose(3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], 3) ||| SCA_LCDST(5, 3) ||| SCA_LCDST(5, 3)","productCA(SCA_Bose(3)[,1:3], productCA(SCA_Bose(3)[,1:3], productCA(SCA_Bose(3)[,1:3], productCA(SCA_Bose(3)[,1:3], productCA(SCA_LCDST(5, 3)[,1:4], SCA_LCDST(5, 3)[,1:4], c1=3), c1=3), c1=3), c1=3), c1=3)"
"DPcat",14,"productCA",10,"SCA_LCDST(5, 3) ||| productCA(SCA_Bose(3)[, 1:3], productCA(SCA_Bose(3)[, 1:3], productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5,     3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], c1 = 3), c1 = 3), c1 = 3), 3) ||| SCA_Bose(3) ||| productCA(SCA_Bose(3)[, 1:3], productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5, 3)[, 1:4],     SCA_LCDST(5, 3)[, 1:4], c1 = 3), c1 = 3), 3) ||| SCA_Bose(3) ||| productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], c1 = 3), 3) ||| SCA_Bose(3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], 3) ||| SCA_LCDST(5, 3) ||| SCA_LCDST(5, 3)","productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_Bose(3)[,1:3], productCA(SCA_Bose(3)[,1:3], productCA(SCA_Bose(3)[,1:3], productCA(SCA_LCDST(5, 3)[,1:4], SCA_LCDST(5, 3)[,1:4], c1=3), c1=3), c1=3), c1=3), c1=3)"
"DPcat",15,"productCA",10,"SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_Bose(3)[, 1:3], productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5,     3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], c1 = 3), c1 = 3), c1 = 3), 3) ||| SCA_LCDST(5, 3) ||| productCA(SCA_Bose(3)[, 1:3], productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5, 3)[, 1:4],     SCA_LCDST(5, 3)[, 1:4], c1 = 3), c1 = 3), 3) ||| SCA_Bose(3) ||| productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], c1 = 3), 3) ||| SCA_Bose(3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], 3) ||| SCA_LCDST(5, 3) ||| SCA_LCDST(5, 3)","productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_Bose(3)[,1:3], productCA(SCA_Bose(3)[,1:3], productCA(SCA_LCDST(5, 3)[,1:4], SCA_LCDST(5, 3)[,1:4], c1=3), c1=3), c1=3), c1=3), c1=3)"
"DPcat",16,"productCA",10,"SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_Bose(3)[, 1:3],     productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4],         c1 = 3), c1 = 3), c1 = 3), 3) ||| SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5, 3)[, 1:4],     SCA_LCDST(5, 3)[, 1:4], c1 = 3), c1 = 3), 3) ||| SCA_LCDST(5, 3) ||| productCA(SCA_Bose(3)[, 1:3], productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], c1 = 3), 3) ||| SCA_Bose(3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], 3) ||| SCA_LCDST(5, 3) ||| SCA_LCDST(5, 3)","productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_Bose(3)[,1:3], productCA(SCA_LCDST(5, 3)[,1:4], SCA_LCDST(5, 3)[,1:4], c1=3), c1=3), c1=3), c1=3), c1=3)"
"DPcat",17,"productCA",10,"SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_LCDST(5, 3)[,     1:4], productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[,     1:4], c1 = 3), c1 = 3), c1 = 3), 3) ||| SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_LCDST(5, 3)[,     1:4], SCA_LCDST(5, 3)[, 1:4], c1 = 3), c1 = 3), 3) ||| SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], c1 = 3), 3) ||| SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], SCA_LCDST(5, 3)[, 1:4], 3) ||| SCA_LCDST(5, 3) ||| SCA_LCDST(5, 3)","productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], SCA_LCDST(5, 3)[,1:4], c1=3), c1=3), c1=3), c1=3), c1=3)"
"DPcat",18,"productCA",10,"SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_LCDST(5, 3)[,     1:4], productCA(SCA_LCDST(5, 3)[, 1:4], CS_CMMSSY(6, 3)[,     1:5], c1 = 3), c1 = 3), c1 = 3), 3) ||| SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_LCDST(5, 3)[,     1:4], CS_CMMSSY(6, 3)[, 1:5], c1 = 3), c1 = 3), 3) ||| SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_LCDST(5, 3)[, 1:4], CS_CMMSSY(6, 3)[, 1:5], c1 = 3), 3) ||| SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], CS_CMMSSY(6, 3)[, 1:5], 3) ||| SCA_LCDST(5, 3) ||| CS_CMMSSY(6, 3)","productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], CS_CMMSSY(6, 3)[,1:5], c1=3), c1=3), c1=3), c1=3), c1=3)"
"DPcat",19,"productCA",10,"SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_LCDST(5, 3)[,     1:4], productCA(CS_CMMSSY(6, 3)[, 1:5], CS_CMMSSY(6, 3)[,     1:5], c1 = 3), c1 = 3), c1 = 3), 3) ||| SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_LCDST(5, 3)[, 1:4], productCA(CS_CMMSSY(6, 3)[,     1:5], CS_CMMSSY(6, 3)[, 1:5], c1 = 3), c1 = 3), 3) ||| SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], productCA(CS_CMMSSY(6, 3)[, 1:5], CS_CMMSSY(6, 3)[, 1:5], c1 = 3), 3) ||| SCA_LCDST(5, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], CS_CMMSSY(6, 3)[, 1:5], 3) ||| CS_CMMSSY(6, 3) ||| CS_CMMSSY(6, 3)","productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], productCA(CS_CMMSSY(6, 3)[,1:5], CS_CMMSSY(6, 3)[,1:5], c1=3), c1=3), c1=3), c1=3), c1=3)"
"DPcat",20,"productCA",10,"SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], productCA(SCA_LCDST(5, 3)[, 1:4], productCA(CS_CMMSSY(6, 3)[,     1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], CS_CMMSSY(6, 3)[,     1:5], c1 = 3), c1 = 3), c1 = 3), 3) ||| SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[,     1:5], CS_CMMSSY(6, 3)[, 1:5], c1 = 3), c1 = 3), 3) ||| SCA_LCDST(5, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], CS_CMMSSY(6, 3)[, 1:5], c1 = 3), 3) ||| CS_CMMSSY(6, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], CS_CMMSSY(6, 3)[, 1:5], 3) ||| CS_CMMSSY(6, 3) ||| CS_CMMSSY(6, 3)","productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], productCA(CS_CMMSSY(6, 3)[,1:5], productCA(CS_CMMSSY(6, 3)[,1:5], CS_CMMSSY(6, 3)[,1:5], c1=3), c1=3), c1=3), c1=3), c1=3)"
"DPcat",21,"productCA",10,"SCA_LCDST(5, 3) ||| productCA(SCA_LCDST(5, 3)[, 1:4], productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[,     1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], CS_CMMSSY(6, 3)[,     1:5], c1 = 3), c1 = 3), c1 = 3), 3) ||| SCA_LCDST(5, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[,     1:5], CS_CMMSSY(6, 3)[, 1:5], c1 = 3), c1 = 3), 3) ||| CS_CMMSSY(6, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], CS_CMMSSY(6, 3)[, 1:5], c1 = 3), 3) ||| CS_CMMSSY(6, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], CS_CMMSSY(6, 3)[, 1:5], 3) ||| CS_CMMSSY(6, 3) ||| CS_CMMSSY(6, 3)","productCA(SCA_LCDST(5, 3)[,1:4], productCA(SCA_LCDST(5, 3)[,1:4], productCA(CS_CMMSSY(6, 3)[,1:5], productCA(CS_CMMSSY(6, 3)[,1:5], productCA(CS_CMMSSY(6, 3)[,1:5], CS_CMMSSY(6, 3)[,1:5], c1=3), c1=3), c1=3), c1=3), c1=3)"
"DPcat",22,"productCA",10,"SCA_LCDST(5, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[,     1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], CS_CMMSSY(6, 3)[,     1:5], c1 = 3), c1 = 3), c1 = 3), 3) ||| CS_CMMSSY(6, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[,     1:5], CS_CMMSSY(6, 3)[, 1:5], c1 = 3), c1 = 3), 3) ||| CS_CMMSSY(6, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], CS_CMMSSY(6, 3)[, 1:5], c1 = 3), 3) ||| CS_CMMSSY(6, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], CS_CMMSSY(6, 3)[, 1:5], 3) ||| CS_CMMSSY(6, 3) ||| CS_CMMSSY(6, 3)","productCA(SCA_LCDST(5, 3)[,1:4], productCA(CS_CMMSSY(6, 3)[,1:5], productCA(CS_CMMSSY(6, 3)[,1:5], productCA(CS_CMMSSY(6, 3)[,1:5], productCA(CS_CMMSSY(6, 3)[,1:5], CS_CMMSSY(6, 3)[,1:5], c1=3), c1=3), c1=3), c1=3), c1=3)"
"DPcat",23,"productCA",10,"CS_CMMSSY(6, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[,     1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], CS_CMMSSY(6, 3)[,     1:5], c1 = 3), c1 = 3), c1 = 3), 3) ||| CS_CMMSSY(6, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[,     1:5], CS_CMMSSY(6, 3)[, 1:5], c1 = 3), c1 = 3), 3) ||| CS_CMMSSY(6, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], CS_CMMSSY(6, 3)[, 1:5], c1 = 3), 3) ||| CS_CMMSSY(6, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], CS_CMMSSY(6, 3)[, 1:5], 3) ||| CS_CMMSSY(6, 3) ||| CS_CMMSSY(6, 3)","productCA(CS_CMMSSY(6, 3)[,1:5], productCA(CS_CMMSSY(6, 3)[,1:5], productCA(CS_CMMSSY(6, 3)[,1:5], productCA(CS_CMMSSY(6, 3)[,1:5], productCA(CS_CMMSSY(6, 3)[,1:5], CS_CMMSSY(6, 3)[,1:5], c1=3), c1=3), c1=3), c1=3), c1=3)"
"DPcat",24,"productCA",10,"CS_CMMSSY(6, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[,     1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], SCA_MS(7, 3)[, 1:6],     c1 = 3), c1 = 3), c1 = 3), 3) ||| CS_CMMSSY(6, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[,     1:5], SCA_MS(7, 3)[, 1:6], c1 = 3), c1 = 3), 3) ||| CS_CMMSSY(6, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], SCA_MS(7, 3)[, 1:6], c1 = 3), 3) ||| CS_CMMSSY(6, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], SCA_MS(7, 3)[, 1:6], 3) ||| CS_CMMSSY(6, 3) ||| SCA_MS(7, 3)","productCA(CS_CMMSSY(6, 3)[,1:5], productCA(CS_CMMSSY(6, 3)[,1:5], productCA(CS_CMMSSY(6, 3)[,1:5], productCA(CS_CMMSSY(6, 3)[,1:5], productCA(CS_CMMSSY(6, 3)[,1:5], SCA_MS(7, 3)[,1:6], c1=3), c1=3), c1=3), c1=3), c1=3)"
"DPcat",25,"productCA",10,"CS_CMMSSY(6, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[,     1:5], productCA(SCA_MS(7, 3)[, 1:6], SCA_MS(7, 3)[, 1:6],     c1 = 3), c1 = 3), c1 = 3), 3) ||| CS_CMMSSY(6, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(SCA_MS(7, 3)[, 1:6],     SCA_MS(7, 3)[, 1:6], c1 = 3), c1 = 3), 3) ||| CS_CMMSSY(6, 3) ||| productCA(CS_CMMSSY(6, 3)[, 1:5], productCA(SCA_MS(7, 3)[, 1:6], SCA_MS(7, 3)[, 1:6], c1 = 3), 3) ||| CS_CMMSSY(6, 3) ||| productCA(SCA_MS(7, 3)[, 1:6], SCA_MS(7, 3)[, 1:6], 3) ||| SCA_MS(7, 3) ||| SCA_MS(7, 3)","productCA(CS_CMMSSY(6, 3)[,1:5], productCA(CS_CMMSSY(6, 3)[,1:5], productCA(CS_CMMSSY(6, 3)[,1:5], productCA(CS_CMMSSY(6, 3)[,1:5], productCA(SCA_MS(7, 3)[,1:6], SCA_MS(7, 3)[,1:6], c1=3), c1=3), c1=3), c1=3), c1=3)"
"DPcat",26,"productCA",2,"SCA_LCDST(6, 4) ||| SCA_LCDST(6, 4)","productCA(SCA_LCDST(6, 4)[,1:5], SCA_LCDST(6, 4)[,1:5], c1=4)"
"DPcat",27,"productCA",2,"SCA_LCDST(6, 4) ||| miscCA(2, 7, 4)","productCA(SCA_LCDST(6, 4)[,1:5], miscCA(2, 7, 4), c1=4)"
"DPcat",28,"productCA",2,"miscCA(2, 7, 4) ||| miscCA(2, 7, 4)","productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1=2)"
"DPcat",29,"productCA",2,"miscCA(2, 7, 4) ||| miscCA(2, 8, 4)","productCA(miscCA(2, 7, 4), miscCA(2, 8, 4), c1=2)"
"DPcat",30,"productCA",2,"miscCA(2, 8, 4) ||| miscCA(2, 8, 4)","productCA(miscCA(2, 8, 4), miscCA(2, 8, 4), c1=2)"
"DPcat",31,"productCA",2,"miscCA(2, 7, 4) ||| miscCA(2, 11, 4)","productCA(miscCA(2, 7, 4), miscCA(2, 11, 4), c1=2)"
"DPcat",32,"productCA",2,"miscCA(2, 8, 4) ||| miscCA(2, 11, 4)","productCA(miscCA(2, 8, 4), miscCA(2, 11, 4), c1=2)"
"DPcat",33,"productCA",4,"SCA_Bose(4) ||| productCA(SCA_LCDST(6, 4)[, 1:5], SCA_LCDST(6, 4)[, 1:5], 4) ||| SCA_LCDST(6, 4) ||| SCA_LCDST(6, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_LCDST(6, 4)[,1:5], SCA_LCDST(6, 4)[,1:5], c1=4), c1=4)"
"DPcat",34,"productCA",4,"SCA_Bose(4) ||| productCA(SCA_LCDST(6, 4)[, 1:5], miscCA(2, 7, 4), 4) ||| SCA_LCDST(6, 4) ||| miscCA(2, 7, 4)","productCA(SCA_Bose(4)[,1:4], productCA(SCA_LCDST(6, 4)[,1:5], miscCA(2, 7, 4), c1=4), c1=4)"
"DPcat",35,"productCA",4,"SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 7, 4)","productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1=2), c1=4)"
"DPcat",36,"productCA",4,"SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 8, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 8, 4)","productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 8, 4), c1=2), c1=4)"
"DPcat",37,"productCA",4,"SCA_LCDST(6, 4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 7, 4)","productCA(SCA_LCDST(6, 4)[,1:5], productCA(miscCA(2, 7, 4), miscCA(2, 7, 4), c1=2), c1=4)"
"DPcat",38,"productCA",4,"SCA_Bose(4) ||| productCA(miscCA(2, 8, 4), miscCA(2, 8, 4), 2) ||| miscCA(2, 8, 4) ||| miscCA(2, 8, 4)","productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 8, 4), miscCA(2, 8, 4), c1=2), c1=4)"
"DPcat",39,"productCA",4,"SCA_Bose(4) ||| productCA(miscCA(2, 7, 4), miscCA(2, 11, 4), 2) ||| miscCA(2, 7, 4) ||| miscCA(2, 11, 4)","productCA(SCA_Bose(4)[,1:4], productCA(miscCA(2, 7, 4), miscCA(2, 11, 4), c1=2), c1=4)"
