"key","tier","family"
"3 15 13 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 15 14 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 15 15 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 15 16 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 15 18 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 15 19 orthogonal array fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 15 20 orthogonal array fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 15 273 Raaphorst-Moura-Stevens fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"3 15 307 Raaphorst-Moura-Stevens fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"3 15 381 Raaphorst-Moura-Stevens fuse fuse fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"4 15 7 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 15 8 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 15 9 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 15 10 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 15 11 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 15 13 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 15 14 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 15 15 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 15 18 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 15 19 orthogonal array fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 15 20 orthogonal array fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"5 15 7 Ji-Li-Yin","TERMINAL_CLAIMED","terminal (search or published array)"
"6 15 8 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 16 20 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 16 21 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 16 22 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 16 23 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 16 36 Fix 5 symbols (LCDST)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 16 38 Fix 5 symbols (LCDST)","TERMINAL_CLAIMED","terminal (search or published array)"
"3 16 19 orthogonal array fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 16 20 orthogonal array fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 16 273 Raaphorst-Moura-Stevens","TERMINAL_CLAIMED","terminal (search or published array)"
"3 16 307 Raaphorst-Moura-Stevens fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"3 16 381 Raaphorst-Moura-Stevens fuse fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"2 17 19 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 17 20 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 17 21 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 17 22 projection (C) postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 17 23 Add a symbol (binary)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 17 24 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 17 25 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 17 26 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 17 27 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 17 28 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 17 29 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 17 30 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 17 19 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 17 20 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 17 307 Raaphorst-Moura-Stevens","TERMINAL_CLAIMED","terminal (search or published array)"
"3 17 381 Raaphorst-Moura-Stevens fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"6 17 19 extended OA (Colbourn)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 7 orthogonal array","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 9 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 10 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 13 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 14 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 17 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 20 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 23 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 24 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 25 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 26 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 27 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 28 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 29 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 33 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 40 Fix 4 symbols (LCDST)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 42 Fix 5 symbols (LCDST)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 44 Fix 6 symbols (LCDST)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 45 Fix 6 symbols (LCDST)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 18 46 Fix 6 symbols (LCDST)","TERMINAL_CLAIMED","terminal (search or published array)"
"3 18 12 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 18 13 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 18 15 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 18 16 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 18 20 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 18 21 orthogonal array fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 18 22 orthogonal array fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 18 23 orthogonal array fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 18 24 orthogonal array fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 18 381 Raaphorst-Moura-Stevens fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"4 18 7 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 18 8 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 18 9 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 18 10 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 18 11 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 18 12 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 18 13 orthogonal array fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 18 21 extended OA (Colbourn) special fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"5 18 7 Ji-Li-Yin","TERMINAL_CLAIMED","terminal (search or published array)"
"5 18 8 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 18 9 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 18 21 extended OA (Colbourn) special fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"6 18 8 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 18 9 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 18 10 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 18 11 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 18 21 extended OA (Colbourn) special fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 21 Add a symbol (binary)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 22 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 24 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 25 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 26 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 27 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 28 projection (C) postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 29 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 30 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 31 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 32 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 33 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 34 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 35 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 36 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 45 Fix 6 symbols (LCDST)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 46 Fix 6 symbols (LCDST)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 19 47 Fix 6 symbols (LCDST)","TERMINAL_CLAIMED","terminal (search or published array)"
"3 19 21 orthogonal array fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 19 22 orthogonal array fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 19 23 orthogonal array fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 19 24 orthogonal array fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 19 381 Raaphorst-Moura-Stevens","TERMINAL_CLAIMED","terminal (search or published array)"
"3 19 553 Raaphorst-Moura-Stevens fuse fuse fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"4 19 21 extended OA (Colbourn)","TERMINAL_CLAIMED","terminal (search or published array)"
"5 19 21 extended OA (Colbourn)","TERMINAL_CLAIMED","terminal (search or published array)"
"6 19 21 extended OA (Colbourn)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 6 orthogonal array","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 7 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 9 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 10 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 13 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 14 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 16 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 17 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 18 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 19 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 20 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 22 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 24 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 25 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 26 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 27 projection (C) postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 28 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 29 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 30 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 31 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 32 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 33 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 34 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 35 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 36 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 39 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 43 Fix 5 symbols (LCDST) postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 45 Fix 5 symbols (LCDST) postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 47 Fix 5 symbols (LCDST)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 49 Fix 6 symbols (LCDST)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 50 Fix 6 symbols (LCDST)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 20 51 Fix 6 symbols (LCDST)","TERMINAL_CLAIMED","terminal (search or published array)"
"3 20 21 orthogonal array fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 20 22 orthogonal array fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 20 23 orthogonal array fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 20 24 orthogonal array fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 20 25 orthogonal array fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 20 26 orthogonal array fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 20 553 Raaphorst-Moura-Stevens fuse fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"3 20 651 Raaphorst-Moura-Stevens fuse fuse fuse fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 6 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 7 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 8 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 9 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 10 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 11 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 12 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 13 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 14 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 15 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 16 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 17 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 18 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 19 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 20 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 24 orthogonal array fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 25 orthogonal array fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 26 orthogonal array fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 27 orthogonal array fuse fuse fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 20 28 orthogonal array fuse fuse fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"5 20 7 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 20 8 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 20 9 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 20 10 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 20 11 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 20 12 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 20 13 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 20 14 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 20 15 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 20 16 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 20 17 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 20 18 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 20 19 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 20 20 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 20 8 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 20 9 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 20 10 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 20 11 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 20 12 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 20 13 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 20 14 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 20 15 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 20 16 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 20 17 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 20 18 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 20 19 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 20 20 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 7 orthogonal array","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 8 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 9 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 10 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 11 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 12 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 13 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 14 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 15 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 16 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 17 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 18 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 20 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 21 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 23 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 24 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 25 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 26 projection (C) postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 27 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 28 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 29 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 30 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 31 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 33 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 34 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 35 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 36 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 37 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 38 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 21 42 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 7 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 8 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 9 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 10 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 11 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 12 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 13 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 14 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 15 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 16 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 17 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 18 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 19 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 20 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 21 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 22 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 23 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 24 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 25 orthogonal array fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 26 orthogonal array fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 27 orthogonal array fuse fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 28 orthogonal array fuse fuse fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 553 Raaphorst-Moura-Stevens fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 651 Raaphorst-Moura-Stevens fuse fuse fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"3 21 757 Raaphorst-Moura-Stevens fuse fuse fuse fuse fuse fuse","TERMINAL_CLAIMED","terminal (search or published array)"
"4 21 7 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 21 8 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 21 9 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 21 10 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 21 11 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 21 12 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 21 13 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 21 14 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 21 15 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 21 16 orthogonal array fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"4 21 25 orthogonal array fuse fuse fuse fuse postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"5 21 7 Ji-Li-Yin","TERMINAL_CLAIMED","terminal (search or published array)"
"5 21 8 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"5 21 9 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 21 8 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 21 9 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 21 10 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"6 21 11 Augment OA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 5 orthogonal array","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 8 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 9 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 10 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 11 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 13 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 14 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 19 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 24 Add Factor SO (AG-TJ-IM)","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 26 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 27 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 28 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 29 projection (C) postop TJ-SA","TERMINAL_CLAIMED","terminal (search or published array)"
"2 22 30 projection (C) postop NCK","TERMINAL_CLAIMED","terminal (search or published array)"
