"family","t","v","k","N","Source","N_pred","tier"
"Add n factors",5,14,5333,44654840,"Add 4 factors",NA,"ARITH_OPEN"
"Add n factors",5,14,5334,44792851,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",6,14,19,36041819,"Add 1 factors",36041819,"ARITHMETIC"
"Add n factors",6,14,20,46266943,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,14,237,189401468,"Add 1 factors",189401468,"ARITHMETIC"
"Add n factors",6,14,269,251457999,"Add 1 factors",251457999,"ARITHMETIC"
"Add n factors",6,14,290,327274520,"Add 1 factors",327274520,"ARITHMETIC"
"Add n factors",6,14,291,352293332,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,14,292,383165614,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,14,294,390577239,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",6,14,295,398899311,"Add 6 factors",NA,"ARITH_OPEN"
"Add n factors",6,14,305,441115376,"Add 16 factors",NA,"ARITH_OPEN"
"Add n factors",6,14,306,478888304,"Add 17 factors",NA,"ARITH_OPEN"
"Add n factors",6,14,514,606935656,"Add 1 factors",606935656,"ARITHMETIC"
"Add n factors",6,14,515,638469704,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,14,731,876768920,"Add 1 factors",876768920,"ARITHMETIC"
"Add n factors",5,15,767,12620234,"Add 1 factors",12620234,"ARITHMETIC"
"Add n factors",5,15,768,14746484,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",5,15,769,15455234,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",5,15,770,16362211,"Add 4 factors",NA,"ARITH_OPEN"
"Add n factors",5,15,771,16456711,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",5,15,782,17599694,"Add 16 factors",NA,"ARITH_OPEN"
"Add n factors",5,15,783,19254718,"Add 17 factors",NA,"ARITH_OPEN"
"Add n factors",5,15,852,23188049,"Add 1 factors",23188049,"ARITHMETIC"
"Add n factors",5,15,1148,31151619,"Add 1 factors",31151619,"ARITHMETIC"
"Add n factors",5,15,5330,42432942,"Add 1 factors",42432942,"ARITHMETIC"
"Add n factors",5,15,5331,44697792,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,15,19,37899705,"Add 1 factors",37899705,"ARITHMETIC"
"Add n factors",6,15,269,260891369,"Add 1 factors",260891369,"ARITHMETIC"
"Add n factors",6,15,290,336327148,"Add 1 factors",336327148,"ARITHMETIC"
"Add n factors",6,15,291,367263298,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,15,292,389896048,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,15,294,418906251,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",6,15,295,433811236,"Add 6 factors",NA,"ARITH_OPEN"
"Add n factors",6,15,305,443642608,"Add 16 factors",NA,"ARITH_OPEN"
"Add n factors",6,15,306,482199664,"Add 17 factors",NA,"ARITH_OPEN"
"Add n factors",6,15,514,617715356,"Add 1 factors",617715356,"ARITHMETIC"
"Add n factors",6,15,515,664546406,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,15,731,887763628,"Add 1 factors",887763628,"ARITHMETIC"
"Add n factors",5,16,767,13103536,"Add 1 factors",13103536,"ARITHMETIC"
"Add n factors",5,16,768,15906736,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",5,16,769,16889776,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",5,16,782,17872816,"Add 16 factors",NA,"ARITH_OPEN"
"Add n factors",5,16,783,19588192,"Add 17 factors",NA,"ARITH_OPEN"
"Add n factors",5,16,852,23671351,"Add 1 factors",23671351,"ARITHMETIC"
"Add n factors",5,16,5330,43177740,"Add 1 factors",43177740,"ARITHMETIC"
"Add n factors",6,16,19,39866207,"Add 1 factors",39866207,"ARITHMETIC"
"Add n factors",6,16,290,346026480,"Add 1 factors",346026480,"ARITHMETIC"
"Add n factors",6,16,291,383746800,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,16,292,414221040,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,16,293,429949680,"Add 4 factors",NA,"ARITH_OPEN"
"Add n factors",6,16,305,445678320,"Add 16 factors",NA,"ARITH_OPEN"
"Add n factors",6,16,306,484882160,"Add 17 factors",NA,"ARITH_OPEN"
"Add n factors",6,16,514,629265120,"Add 1 factors",629265120,"ARITHMETIC"
"Add n factors",5,17,722,16542241,"Add 1 factors",16542241,"ARITHMETIC"
"Add n factors",5,17,852,25065801,"Add 1 factors",25065801,"ARITHMETIC"
"Add n factors",5,17,853,28912969,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",5,17,854,30249305,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",5,17,855,31579143,"Add 17 factors",NA,"ARITH_OPEN"
"Add n factors",5,17,868,31585641,"Add 17 factors",NA,"ARITH_OPEN"
"Add n factors",5,17,6243,58813776,"Add 1 factors",58813776,"ARITHMETIC"
"Add n factors",6,17,269,302601377,"Add 1 factors",302601377,"ARITHMETIC"
"Add n factors",6,17,270,347958193,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,17,291,495702032,"Add 1 factors",495702032,"ARITHMETIC"
"Add n factors",6,17,292,541132832,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,17,293,585231920,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,17,294,607949632,"Add 4 factors",NA,"ARITH_OPEN"
"Add n factors",6,17,306,630667105,"Add 17 factors",NA,"ARITH_OPEN"
"Add n factors",6,17,307,630667344,"Add 17 factors",NA,"ARITH_OPEN"
"Add n factors",6,17,842,1222399728,"Add 1 factors",1222399728,"ARITHMETIC"
"Add n factors",6,17,2211,1533413136,"Add 1 factors",1533413136,"ARITHMETIC"
"Add n factors",5,18,852,26957699,"Add 1 factors",26957699,"ARITHMETIC"
"Add n factors",5,18,853,32118695,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",5,18,854,35653553,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",5,18,855,36240984,"Add 4 factors",NA,"ARITH_OPEN"
"Add n factors",5,18,856,36454581,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",5,18,857,38429531,"Add 19 factors",NA,"ARITH_OPEN"
"Add n factors",5,18,860,38436029,"Add 19 factors",NA,"ARITH_OPEN"
"Add n factors",5,18,870,38455523,"Add 19 factors",NA,"ARITH_OPEN"
"Add n factors",5,18,871,45604907,"Add 19 factors",NA,"ARITH_OPEN"
"Add n factors",5,18,872,50765903,"Add 19 factors",NA,"ARITH_OPEN"
"Add n factors",5,18,873,54300761,"Add 19 factors",NA,"ARITH_OPEN"
"Add n factors",5,18,874,54888192,"Add 19 factors",NA,"ARITH_OPEN"
"Add n factors",5,18,875,55101789,"Add 19 factors",NA,"ARITH_OPEN"
"Add n factors",5,18,1276,66574326,"Add 1 factors",66574326,"ARITHMETIC"
"Add n factors",6,18,22,124325622,"Add 1 factors",124325622,"ARITHMETIC"
"Add n factors",6,18,202,488832425,"Add 1 factors",488832425,"ARITHMETIC"
"Add n factors",6,18,203,564275501,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,18,204,662634989,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,18,205,712241978,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",6,18,206,712258502,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",6,18,207,730442186,"Add 6 factors",NA,"ARITH_OPEN"
"Add n factors",6,18,363,945717538,"Add 1 factors",945717538,"ARITHMETIC"
"Add n factors",6,18,364,1021259758,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,18,365,1124359906,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,18,366,1170123126,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",6,18,367,1170123365,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",6,18,368,1188758429,"Add 6 factors",NA,"ARITH_OPEN"
"Add n factors",6,18,380,1228412717,"Add 19 factors",NA,"ARITH_OPEN"
"Add n factors",6,18,381,1228412956,"Add 19 factors",NA,"ARITH_OPEN"
"Add n factors",6,18,382,1425124138,"Add 1 factors",1425124138,"ARITHMETIC"
"Add n factors",6,18,517,1704857390,"Add 1 factors",1704857390,"ARITHMETIC"
"Add n factors",6,18,518,1833546302,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,18,519,1956077558,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,18,962,2356094940,"Add 1 factors",2356094940,"ARITHMETIC"
"Add n factors",6,18,963,2484783852,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",5,19,852,28938007,"Add 1 factors",28938007,"ARITHMETIC"
"Add n factors",5,19,853,35449003,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",5,19,854,37794781,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",5,19,857,40134061,"Add 19 factors",NA,"ARITH_OPEN"
"Add n factors",5,19,870,40140559,"Add 19 factors",NA,"ARITH_OPEN"
"Add n factors",5,19,871,49270249,"Add 19 factors",NA,"ARITH_OPEN"
"Add n factors",5,19,872,55781245,"Add 19 factors",NA,"ARITH_OPEN"
"Add n factors",6,19,22,136055124,"Add 1 factors",136055124,"ARITHMETIC"
"Add n factors",6,19,202,507599155,"Add 1 factors",507599155,"ARITHMETIC"
"Add n factors",6,19,203,596615257,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,19,204,683409043,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,19,205,727978825,"Add 4 factors",NA,"ARITH_OPEN"
"Add n factors",6,19,363,968422194,"Add 1 factors",968422194,"ARITHMETIC"
"Add n factors",6,19,364,1057555260,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,19,365,1144349046,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,19,366,1188918828,"Add 4 factors",NA,"ARITH_OPEN"
"Add n factors",6,19,380,1233488341,"Add 19 factors",NA,"ARITH_OPEN"
"Add n factors",6,19,381,1233488610,"Add 19 factors",NA,"ARITH_OPEN"
"Add n factors",6,19,382,1453855284,"Add 19 factors",NA,"ARITH_OPEN"
"Add n factors",6,19,517,1728315702,"Add 1 factors",1728315702,"ARITHMETIC"
"Add n factors",6,19,518,1886379552,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,19,962,2384216874,"Add 1 factors",2384216874,"ARITHMETIC"
"Add n factors",5,20,786,64346323,"Add 1 factors",64346323,"ARITHMETIC"
"Add n factors",5,20,787,72455523,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",5,20,788,75495523,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",5,20,789,79112858,"Add 4 factors",NA,"ARITH_OPEN"
"Add n factors",5,20,790,79425541,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",5,20,792,92628883,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,20,799,92640521,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,20,801,92663797,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,20,804,92675435,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,20,805,92687073,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,20,807,92698711,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,20,808,92815091,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,20,809,106510291,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",6,20,250,1461605979,"Add 1 factors",1461605979,"ARITHMETIC"
"Add n factors",6,20,251,1646323979,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,20,531,2882919692,"Add 1 factors",2882919692,"ARITHMETIC"
"Add n factors",6,20,532,3067804892,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,20,533,3211292892,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,20,534,3368524280,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",6,20,535,3368700975,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",6,20,536,3438264878,"Add 6 factors",NA,"ARITH_OPEN"
"Add n factors",6,20,627,4437943924,"Add 1 factors",4437943924,"ARITHMETIC"
"Add n factors",6,20,628,4675360324,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,20,629,4820824324,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,20,630,4980955102,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",6,20,631,4981308223,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",6,20,632,5058505663,"Add 6 factors",NA,"ARITH_OPEN"
"Add n factors",6,20,6894,10657632966,"Add 1 factors",10657632966,"ARITHMETIC"
"Add n factors",5,21,786,69066865,"Add 1 factors",69066865,"ARITHMETIC"
"Add n factors",5,21,787,78954085,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",5,21,788,82843705,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",5,21,789,87411346,"Add 4 factors",NA,"ARITH_OPEN"
"Add n factors",5,21,790,87781786,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",5,21,791,97500147,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,21,792,97511785,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,21,799,97521905,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,21,804,97533543,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,21,806,97626647,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,21,808,97661561,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",6,21,250,1506381021,"Add 1 factors",1506381021,"ARITHMETIC"
"Add n factors",6,21,266,2179114157,"Add 1 factors",2179114157,"ARITHMETIC"
"Add n factors",6,21,531,2940685964,"Add 1 factors",2940685964,"ARITHMETIC"
"Add n factors",6,21,532,3155267744,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,21,533,3336783344,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,21,534,3541726632,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",6,21,535,3541939903,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",6,21,627,4493912596,"Add 1 factors",4493912596,"ARITHMETIC"
"Add n factors",6,21,628,4769458216,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,21,629,4955789536,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,21,630,5160662430,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",6,21,631,5164709707,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",6,21,632,5274883022,"Add 6 factors",NA,"ARITH_OPEN"
"Add n factors",6,21,634,5512605819,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",6,21,643,5512861855,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",6,21,648,5512906383,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",6,21,649,5517992428,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",6,21,6894,10766629552,"Add 1 factors",10766629552,"ARITHMETIC"
"Add n factors",5,22,786,71671203,"Add 1 factors",71671203,"ARITHMETIC"
"Add n factors",5,22,787,83705379,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",5,22,788,92338487,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",5,22,789,94625415,"Add 4 factors",NA,"ARITH_OPEN"
"Add n factors",5,22,790,95653696,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",5,22,791,99218525,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,22,796,99230163,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,22,799,99241801,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,22,807,99299991,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,22,808,99497837,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,22,809,113079927,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",5,22,810,113334927,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",6,22,250,1553394941,"Add 1 factors",1553394941,"ARITHMETIC"
"Add n factors",6,22,266,2226128077,"Add 1 factors",2226128077,"ARITHMETIC"
"Add n factors",6,22,531,2997898102,"Add 1 factors",2997898102,"ARITHMETIC"
"Add n factors",6,22,532,3245198386,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,22,533,3565308792,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,22,627,4552679826,"Add 1 factors",4552679826,"ARITHMETIC"
"Add n factors",6,22,628,4870233678,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,22,629,5207491676,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,22,630,5390068576,"Add 4 factors",NA,"ARITH_OPEN"
"Add n factors",6,22,631,5397169439,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",6,22,632,5475897767,"Add 6 factors",NA,"ARITH_OPEN"
"Add n factors",6,22,634,5531099615,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",6,22,643,5531355651,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",6,22,648,5531400179,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",6,22,649,5531668122,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",6,22,6894,10881076092,"Add 1 factors",10881076092,"ARITHMETIC"
"Add n factors",5,23,786,74474115,"Add 1 factors",74474115,"ARITHMETIC"
"Add n factors",5,23,787,88637561,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",5,23,788,94794063,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",5,23,808,100950565,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,23,810,115154729,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",6,23,250,1602647751,"Add 1 factors",1602647751,"ARITHMETIC"
"Add n factors",6,23,266,2275380887,"Add 1 factors",2275380887,"ARITHMETIC"
"Add n factors",6,23,531,3057834758,"Add 1 factors",3057834758,"ARITHMETIC"
"Add n factors",6,23,532,3341022212,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,23,627,4614245626,"Add 1 factors",4614245626,"ARITHMETIC"
"Add n factors",6,23,628,4977874936,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,23,629,5278740512,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,23,630,5420340058,"Add 4 factors",NA,"ARITH_OPEN"
"Add n factors",6,23,634,5555749913,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",6,23,643,5556005949,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",6,23,648,5556050477,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",6,23,649,5561939604,"Add 23 factors",NA,"ARITH_OPEN"
"Add n factors",5,24,713,90085391,"Add 1 factors",90085391,"ARITHMETIC"
"Add n factors",5,24,714,106287695,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",5,24,715,113918543,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",5,24,716,122569994,"Add 4 factors",NA,"ARITH_OPEN"
"Add n factors",5,24,717,123224873,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",5,24,726,128318423,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",5,24,729,128333423,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",5,24,731,128678423,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",5,24,734,128694023,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",5,24,737,128694623,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",5,24,738,150420791,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",5,24,739,166623095,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",5,24,740,174253943,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",6,24,266,2570779319,"Add 1 factors",2570779319,"ARITHMETIC"
"Add n factors",6,24,267,2984421623,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,24,268,3361830647,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,24,269,3784188023,"Add 4 factors",NA,"ARITH_OPEN"
"Add n factors",6,24,270,3803857906,"Add 5 factors",NA,"ARITH_OPEN"
"Add n factors",6,24,271,3879710384,"Add 6 factors",NA,"ARITH_OPEN"
"Add n factors",6,24,627,4958153848,"Add 1 factors",4958153848,"ARITHMETIC"
"Add n factors",6,24,628,5372114104,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,24,629,5753020600,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,24,731,7466574008,"Add 1 factors",7466574008,"ARITHMETIC"
"Add n factors",6,24,732,7988002040,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,24,843,10190195946,"Add 1 factors",10190195946,"ARITHMETIC"
"Add n factors",5,25,713,91975825,"Add 1 factors",91975825,"ARITHMETIC"
"Add n factors",5,25,714,111445825,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",5,25,715,120820825,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",5,25,726,129804625,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",5,25,727,130164625,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",5,25,731,130179625,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",5,25,734,130195225,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",5,25,737,130195825,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",5,25,738,153812425,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",5,25,739,173282425,"Add 25 factors",NA,"ARITH_OPEN"
"Add n factors",6,25,266,2645719225,"Add 1 factors",2645719225,"ARITHMETIC"
"Add n factors",6,25,267,3114094225,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,25,268,3573469225,"Add 3 factors",NA,"ARITH_OPEN"
"Add n factors",6,25,269,3807844225,"Add 4 factors",NA,"ARITH_OPEN"
"Add n factors",6,25,627,5049624984,"Add 1 factors",5049624984,"ARITHMETIC"
"Add n factors",6,25,628,5518359984,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,25,731,7576822744,"Add 1 factors",7576822744,"ARITHMETIC"
"Add n factors",6,25,732,8167237744,"Add 2 factors",NA,"ARITH_OPEN"
"Add n factors",6,25,843,10300444680,"Add 1 factors",10300444680,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,2,20,18,"Chateauneuf-Kreher doubling",18,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,2,22,19,"Chateauneuf-Kreher doubling",19,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,3,28,75,"Chateauneuf-Kreher doubling",75,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,3,32,81,"Chateauneuf-Kreher doubling",81,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,3,34,88,"Chateauneuf-Kreher doubling",88,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,3,40,89,"Chateauneuf-Kreher doubling",89,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,3,7168,348,"Chateauneuf-Kreher doubling",348,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,5,12,225,"Chateauneuf-Kreher doubling",225,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,6,12,463,"Chateauneuf-Kreher doubling",463,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,6,20,620,"Chateauneuf-Kreher doubling",620,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,6,172,1049,"Chateauneuf-Kreher doubling",1049,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,6,178,1054,"Chateauneuf-Kreher doubling",1054,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,6,188,1059,"Chateauneuf-Kreher doubling",1059,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,6,200,1064,"Chateauneuf-Kreher doubling",1064,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,6,204,1069,"Chateauneuf-Kreher doubling",1069,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,6,208,1074,"Chateauneuf-Kreher doubling",1074,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,6,220,1176,"Chateauneuf-Kreher doubling",1176,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,6,238,1181,"Chateauneuf-Kreher doubling",1181,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,6,244,1186,"Chateauneuf-Kreher doubling",1186,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,6,256,1222,"Chateauneuf-Kreher doubling",1222,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,7,16,637,"Chateauneuf-Kreher doubling",637,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,8,18,960,"Chateauneuf-Kreher doubling",960,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,9,20,1377,"Chateauneuf-Kreher doubling",1377,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,9,182,2681,"Chateauneuf-Kreher doubling",2681,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,10,16,2223,"Chateauneuf-Kreher doubling",2223,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,10,18,2232,"Chateauneuf-Kreher doubling",2232,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,10,20,2250,"Chateauneuf-Kreher doubling",2250,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,10,24,2343,"Chateauneuf-Kreher doubling",2343,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,11,24,2541,"Chateauneuf-Kreher doubling",2541,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,12,20,3806,"Chateauneuf-Kreher doubling",3806,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,12,22,3828,"Chateauneuf-Kreher doubling",3828,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,12,24,3962,"Chateauneuf-Kreher doubling",3962,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,12,26,3968,"Chateauneuf-Kreher doubling",3968,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,12,28,3985,"Chateauneuf-Kreher doubling",3985,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,13,28,4225,"Chateauneuf-Kreher doubling",4225,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,13,366,8293,"Chateauneuf-Kreher doubling",8293,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,14,22,6006,"Chateauneuf-Kreher doubling",6006,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,14,24,6279,"Chateauneuf-Kreher doubling",6279,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,14,26,6383,"Chateauneuf-Kreher doubling",6383,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,14,28,6448,"Chateauneuf-Kreher doubling",6448,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,14,30,7113,"Chateauneuf-Kreher doubling",7113,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,14,32,7148,"Chateauneuf-Kreher doubling",7148,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,14,34,7172,"Chateauneuf-Kreher doubling",7172,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,14,36,7225,"Chateauneuf-Kreher doubling",7225,"ARITHMETIC"
"Chateauneuf-Kreher doubling",3,15,24,7550,"Chateauneuf-Kreher doubling",7550,"ARITHMETIC"
