"child_t","child_k","child_v","child_N","construction","params","ing1_t","ing1_k","ing1_v","ing1_N","ing2_t","ing2_k","ing2_v","ing2_N","confidence","stamp_date","stamp_note"
5,84,2,168,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,90,2,178,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,90,2,178,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,98,2,194,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,98,2,194,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,102,2,202,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,102,2,202,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,103,2,206,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,104,2,208,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,108,2,214,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,108,2,214,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,110,2,218,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,110,2,218,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,114,2,225,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,122,2,241,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,138,2,271,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,140,2,273,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,143,2,288,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,150,2,289,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,152,2,292,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,155,2,303,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,158,2,304,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,164,2,310,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,168,2,318,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,170,2,322,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,174,2,327,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,180,2,332,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,192,2,346,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,194,2,357,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,359,2,359,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,378,2,379,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,379,2,380,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,431,2,430,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,433,2,434,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,433,2,434,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,463,2,462,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,467,2,466,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,487,2,486,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,491,2,490,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,499,2,498,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,509,2,509,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,521,2,521,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,523,2,523,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,541,2,541,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,547,2,547,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,557,2,557,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,563,2,563,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,569,2,570,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,571,2,571,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,577,2,577,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,587,2,587,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,593,2,593,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,599,2,599,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,601,2,601,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,607,2,607,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,613,2,613,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
5,9898,2,1394,"powerCT","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,7,2,64,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,8,2,85,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,9,2,108,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,9,2,108,"DWYER","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,10,2,116,"CKRS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,11,2,118,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,11,2,118,"DWYER","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,15,2,128,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,16,2,179,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,16,2,179,"DWYER","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,17,2,235,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,17,2,235,"DWYER","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,18,2,260,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,19,2,285,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,20,2,300,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,21,2,318,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,22,2,330,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,23,2,350,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,24,2,357,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,25,2,375,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,26,2,383,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,27,2,404,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,28,2,415,"TJ","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,30,2,440,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,31,2,452,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,32,2,461,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,33,2,470,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,34,2,479,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,35,2,487,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,36,2,495,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,37,2,506,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,38,2,512,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,39,2,518,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,40,2,527,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,41,2,534,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,42,2,541,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,43,2,553,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,44,2,561,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,45,2,566,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,46,2,573,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,47,2,581,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,48,2,586,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,49,2,592,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,50,2,599,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,51,2,605,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,52,2,612,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,53,2,615,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,54,2,623,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,55,2,628,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,56,2,634,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,57,2,640,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,58,2,644,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,59,2,651,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,60,2,660,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,61,2,666,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,62,2,672,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,63,2,677,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,64,2,680,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,65,2,685,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,66,2,688,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,67,2,695,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,68,2,699,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,69,2,705,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,70,2,709,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,71,2,714,"WKS","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,360,2,720,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,360,2,720,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,379,2,758,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,432,2,862,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,432,2,862,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,464,2,926,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,464,2,926,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,468,2,934,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,468,2,934,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,488,2,974,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,488,2,974,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,492,2,982,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,492,2,982,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,500,2,998,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,500,2,998,"PALEY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,504,2,1008,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,510,2,1018,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,522,2,1042,"CS_CK","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1231,2,1231,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1283,2,1283,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1319,2,1319,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1361,2,1361,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1367,2,1367,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1373,2,1373,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1381,2,1381,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1423,2,1423,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1427,2,1427,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1429,2,1429,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1439,2,1439,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1447,2,1447,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1459,2,1459,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1483,2,1483,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1487,2,1487,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1493,2,1493,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1499,2,1499,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1511,2,1511,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1523,2,1523,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1549,2,1549,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1559,2,1559,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1567,2,1567,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1571,2,1571,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1579,2,1579,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1583,2,1583,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1597,2,1597,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1601,2,1601,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1607,2,1607,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1609,2,1609,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1613,2,1613,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1619,2,1619,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1621,2,1621,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1627,2,1627,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1997,2,1997,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,1999,2,1999,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,2003,2,2003,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,2503,2,2503,"CYCLOTOMY","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,5832,2,5321,"powerCT","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,6156,2,5346,"powerCT","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,6498,2,5371,"powerCT","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
6,6859,2,5396,"powerCT","",NA,NA,NA,NA,NA,NA,NA,NA,"ARITHMETIC","2026-08-29","route reproduces snapshot N via Ns sweep"
