"catalogue","cat_row","t","v","k","N","canon_code"
"PCAcat",67,2,5,200,65,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(6,      5)))"
"PCAcat",68,2,5,235,69,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(7,      5)))"
"PCAcat",69,2,5,276,73,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7,      5)))"
"PCAcat",70,2,5,305,75,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), miscCA(2,      9, 5)))"
"PCAcat",71,2,5,324,77,"productPCA(CS_CMMSSY(7, 5), productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7,      5)))"
"PCAcat",72,2,5,358,79,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(7, 5), miscCA(2,      9, 5)))"
"PCAcat",73,2,5,372,81,"productPCA(CS_CMMSSY(7, 5), productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(8,      5)))"
"PCAcat",74,2,5,420,83,"productPCA(CS_CMMSSY(7, 5), productPCA(CS_CMMSSY(7, 5), miscCA(2,      9, 5)))"
"PCAcat",75,2,5,1125,85,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6,      5), CS_CMMSSY(6, 5))))"
"PCAcat",76,2,5,1325,89,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6,      5), CS_CMMSSY(7, 5))))"
"PCAcat",77,2,5,1560,93,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(7,      5), CS_CMMSSY(7, 5))))"
"PCAcat",78,2,5,1725,95,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6,      5), miscCA(2, 9, 5))))"
"PCAcat",79,2,5,1836,97,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(7, 5), productPCA(CS_CMMSSY(7,      5), CS_CMMSSY(7, 5))))"
"PCAcat",80,2,5,2030,99,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(7,      5), miscCA(2, 9, 5))))"
"PCAcat",81,2,5,2160,101,"productPCA(CS_CMMSSY(7, 5), productPCA(CS_CMMSSY(7, 5), productPCA(CS_CMMSSY(7,      5), CS_CMMSSY(7, 5))))"
"PCAcat",82,2,5,2388,103,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(7, 5), productPCA(CS_CMMSSY(7,      5), miscCA(2, 9, 5))))"
"PCAcat",83,2,5,6250,105,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6,      5), productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(6, 5)))))"
"PCAcat",84,2,5,7375,109,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6,      5), productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(7, 5)))))"
"PCAcat",85,2,5,8700,113,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6,      5), productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7, 5)))))"
"PCAcat",86,2,5,9625,115,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6,      5), productPCA(CS_CMMSSY(6, 5), miscCA(2, 9, 5)))))"
"PCAcat",87,2,5,10260,117,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(7,      5), productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7, 5)))))"
"PCAcat",88,2,5,11350,119,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6,      5), productPCA(CS_CMMSSY(7, 5), miscCA(2, 9, 5)))))"
"PCAcat",89,2,5,12096,121,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(7, 5), productPCA(CS_CMMSSY(7,      5), productPCA(CS_CMMSSY(7, 5), CS_CMMSSY(7, 5)))))"
"PCAcat",90,2,5,13380,123,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(7,      5), productPCA(CS_CMMSSY(7, 5), miscCA(2, 9, 5)))))"
"PCAcat",91,2,5,34375,125,"productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6,      5), productPCA(CS_CMMSSY(6, 5), productPCA(CS_CMMSSY(6, 5),      CS_CMMSSY(6, 5))))))"
"PCAcat",92,2,6,9,66,"productPCA(CA_to_PCA(miscCA(2, 3, 6)), CA_to_PCA(miscCA(2, 3,      6)))"
"PCAcat",93,2,6,12,67,"productPCA(CA_to_PCA(miscCA(2, 3, 6)), miscCA(2, 4, 6))"
"PCAcat",94,2,6,15,68,"productPCA(miscCA(2, 4, 6), miscCA(2, 4, 6))"
"PCAcat",95,2,6,19,70,"productPCA(miscCA(2, 4, 6), miscCA(2, 5, 6))"
"PCAcat",96,2,6,24,72,"productPCA(miscCA(2, 4, 6), miscCA(2, 6, 6))"
"PCAcat",97,2,6,30,74,"productPCA(miscCA(2, 5, 6), miscCA(2, 6, 6))"
"PCAcat",98,2,6,36,76,"productPCA(miscCA(2, 6, 6), miscCA(2, 6, 6))"
"PCAcat",99,2,6,44,79,"productPCA(miscCA(2, 5, 6), CS_CMMSSY(9, 6))"
"PCAcat",100,2,6,54,81,"productPCA(miscCA(2, 6, 6), CS_CMMSSY(9, 6))"
"PCAcat",101,2,6,80,86,"productPCA(CS_CMMSSY(9, 6), CS_CMMSSY(9, 6))"
"PCAcat",102,2,6,89,91,"productPCA(CS_CMMSSY(9, 6), CS_CMMSSY(10, 6))"
"PCAcat",103,2,6,99,96,"productPCA(CS_CMMSSY(10, 6), CS_CMMSSY(10, 6))"
"PCAcat",104,2,6,109,101,"productPCA(CS_CMMSSY(10, 6), CS_CMMSSY(11, 6))"
"PCAcat",105,2,6,114,105,"productPCA(miscCA(2, 4, 6), productPCA(miscCA(2, 5, 6), miscCA(2,      6, 6)))"
"PCAcat",106,2,6,120,106,"productPCA(CS_CMMSSY(11, 6), CS_CMMSSY(11, 6))"
"PCAcat",107,2,6,144,107,"productPCA(miscCA(2, 4, 6), productPCA(miscCA(2, 6, 6), miscCA(2,      6, 6)))"
"PCAcat",108,2,6,180,109,"productPCA(miscCA(2, 5, 6), productPCA(miscCA(2, 6, 6), miscCA(2,      6, 6)))"
"PCAcat",109,2,6,216,111,"productPCA(miscCA(2, 6, 6), productPCA(miscCA(2, 6, 6), miscCA(2,      6, 6)))"
"PCAcat",110,2,6,264,114,"productPCA(miscCA(2, 5, 6), productPCA(miscCA(2, 6, 6), CS_CMMSSY(9,      6)))"
"PCAcat",111,2,6,324,116,"productPCA(miscCA(2, 6, 6), productPCA(miscCA(2, 6, 6), CS_CMMSSY(9,      6)))"
"PCAcat",112,2,6,384,119,"productPCA(miscCA(2, 5, 6), productPCA(CS_CMMSSY(9, 6), CS_CMMSSY(9,      6)))"
"PCAcat",113,2,6,480,121,"productPCA(miscCA(2, 6, 6), productPCA(CS_CMMSSY(9, 6), CS_CMMSSY(9,      6)))"
"PCAcat",114,2,6,704,126,"productPCA(CS_CMMSSY(9, 6), productPCA(CS_CMMSSY(9, 6), CS_CMMSSY(9,      6)))"
"PCAcat",115,2,6,784,131,"productPCA(CS_CMMSSY(9, 6), productPCA(CS_CMMSSY(9, 6), CS_CMMSSY(10,      6)))"
"PCAcat",116,2,6,873,136,"productPCA(CS_CMMSSY(9, 6), productPCA(CS_CMMSSY(10, 6), CS_CMMSSY(10,      6)))"
"PCAcat",117,2,6,972,141,"productPCA(CS_CMMSSY(10, 6), productPCA(CS_CMMSSY(10, 6), CS_CMMSSY(10,      6)))"
"PCAcat",118,2,6,1080,144,"productPCA(miscCA(2, 5, 6), productPCA(miscCA(2, 6, 6), productPCA(miscCA(2,      6, 6), miscCA(2, 6, 6))))"
"PCAcat",119,2,6,1296,146,"productPCA(miscCA(2, 6, 6), productPCA(miscCA(2, 6, 6), productPCA(miscCA(2,      6, 6), miscCA(2, 6, 6))))"
"PCAcat",120,2,6,1584,149,"productPCA(miscCA(2, 5, 6), productPCA(miscCA(2, 6, 6), productPCA(miscCA(2,      6, 6), CS_CMMSSY(9, 6))))"
"PCAcat",121,2,6,1944,151,"productPCA(miscCA(2, 6, 6), productPCA(miscCA(2, 6, 6), productPCA(miscCA(2,      6, 6), CS_CMMSSY(9, 6))))"
"PCAcat",122,2,6,2304,154,"productPCA(miscCA(2, 5, 6), productPCA(miscCA(2, 6, 6), productPCA(CS_CMMSSY(9,      6), CS_CMMSSY(9, 6))))"
"PCAcat",123,2,6,2880,156,"productPCA(miscCA(2, 6, 6), productPCA(miscCA(2, 6, 6), productPCA(CS_CMMSSY(9,      6), CS_CMMSSY(9, 6))))"
"PCAcat",124,2,6,3328,159,"productPCA(miscCA(2, 5, 6), productPCA(CS_CMMSSY(9, 6), productPCA(CS_CMMSSY(9,      6), CS_CMMSSY(9, 6))))"
"PCAcat",125,2,6,4224,161,"productPCA(miscCA(2, 6, 6), productPCA(CS_CMMSSY(9, 6), productPCA(CS_CMMSSY(9,      6), CS_CMMSSY(9, 6))))"
"PCAcat",126,2,6,6144,166,"productPCA(CS_CMMSSY(9, 6), productPCA(CS_CMMSSY(9, 6), productPCA(CS_CMMSSY(9,      6), CS_CMMSSY(9, 6))))"
"PCAcat",127,2,6,6848,171,"productPCA(CS_CMMSSY(9, 6), productPCA(CS_CMMSSY(9, 6), productPCA(CS_CMMSSY(9,      6), CS_CMMSSY(10, 6))))"
"PCAcat",128,2,6,7632,176,"productPCA(CS_CMMSSY(9, 6), productPCA(CS_CMMSSY(9, 6), productPCA(CS_CMMSSY(10,      6), CS_CMMSSY(10, 6))))"
"PCAcat",129,2,6,8505,181,"productPCA(CS_CMMSSY(9, 6), productPCA(CS_CMMSSY(10, 6), productPCA(CS_CMMSSY(10,      6), CS_CMMSSY(10, 6))))"
"PCAcat",130,2,6,9504,184,"productPCA(miscCA(2, 5, 6), productPCA(miscCA(2, 6, 6), productPCA(miscCA(2,      6, 6), productPCA(miscCA(2, 6, 6), CS_CMMSSY(9, 6)))))"
"PCAcat",131,2,6,11664,186,"productPCA(miscCA(2, 6, 6), productPCA(miscCA(2, 6, 6), productPCA(miscCA(2,      6, 6), productPCA(miscCA(2, 6, 6), CS_CMMSSY(9, 6)))))"
"PCAcat",132,2,6,13824,189,"productPCA(miscCA(2, 5, 6), productPCA(miscCA(2, 6, 6), productPCA(miscCA(2,      6, 6), productPCA(CS_CMMSSY(9, 6), CS_CMMSSY(9, 6)))))"
"PCAcat",133,2,6,17280,191,"productPCA(miscCA(2, 6, 6), productPCA(miscCA(2, 6, 6), productPCA(miscCA(2,      6, 6), productPCA(CS_CMMSSY(9, 6), CS_CMMSSY(9, 6)))))"
"PCAcat",134,2,6,19968,194,"productPCA(miscCA(2, 5, 6), productPCA(miscCA(2, 6, 6), productPCA(CS_CMMSSY(9,      6), productPCA(CS_CMMSSY(9, 6), CS_CMMSSY(9, 6)))))"
"PCAcat",135,2,6,25344,196,"productPCA(miscCA(2, 6, 6), productPCA(miscCA(2, 6, 6), productPCA(CS_CMMSSY(9,      6), productPCA(CS_CMMSSY(9, 6), CS_CMMSSY(9, 6)))))"
"PCAcat",136,2,7,63,91,"productPCA(CS_CMMSSY(8, 7), CS_CMMSSY(8, 7))"
"PCAcat",137,2,7,79,103,"productPCA(CS_CMMSSY(8, 7), CS_CMMSSY(10, 7))"
"PCAcat",138,2,7,87,109,"productPCA(CS_CMMSSY(8, 7), CS_CMMSSY(11, 7))"
"PCAcat",139,2,7,99,115,"productPCA(CS_CMMSSY(10, 7), CS_CMMSSY(10, 7))"
"PCAcat",140,2,7,109,121,"productPCA(CS_CMMSSY(10, 7), CS_CMMSSY(11, 7))"
"PCAcat",141,2,7,120,127,"productPCA(CS_CMMSSY(11, 7), CS_CMMSSY(11, 7))"
"PCAcat",142,2,7,490,133,"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8, 7), CS_CMMSSY(8,      7)))"
"PCAcat",143,2,7,616,145,"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8, 7), CS_CMMSSY(10,      7)))"
"PCAcat",144,2,7,679,151,"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8, 7), CS_CMMSSY(11,      7)))"
"PCAcat",145,2,7,774,157,"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(10, 7), CS_CMMSSY(10,      7)))"
"PCAcat",146,2,7,853,163,"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(10, 7), CS_CMMSSY(11,      7)))"
"PCAcat",147,2,7,972,169,"productPCA(CS_CMMSSY(10, 7), productPCA(CS_CMMSSY(10, 7), CS_CMMSSY(10,      7)))"
"PCAcat",148,2,7,3773,175,"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8,      7), CS_CMMSSY(8, 7))))"
"PCAcat",149,2,7,4753,187,"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8,      7), CS_CMMSSY(10, 7))))"
"PCAcat",150,2,7,5243,193,"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8,      7), CS_CMMSSY(11, 7))))"
"PCAcat",151,2,7,5985,199,"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(10,      7), CS_CMMSSY(10, 7))))"
"PCAcat",152,2,7,6601,205,"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(10,      7), CS_CMMSSY(11, 7))))"
"PCAcat",153,2,7,7533,211,"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(10, 7), productPCA(CS_CMMSSY(10,      7), CS_CMMSSY(10, 7))))"
"PCAcat",154,2,7,28812,217,"productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8, 7), productPCA(CS_CMMSSY(8,      7), productPCA(CS_CMMSSY(8, 7), CS_CMMSSY(8, 7)))))"
"PCAcat",155,2,8,120,148,"productPCA(SCA_LCDST(11, 8), SCA_LCDST(11, 8))"
"PCAcat",156,2,8,131,155,"productPCA(SCA_LCDST(11, 8), CS_CMMSSY(12, 8))"
"PCAcat",157,2,8,143,162,"productPCA(CS_CMMSSY(12, 8), CS_CMMSSY(12, 8))"
"PCAcat",158,2,8,155,169,"productPCA(CS_CMMSSY(12, 8), CS_CMMSSY(13, 8))"
"PCAcat",159,2,8,168,176,"productPCA(CS_CMMSSY(13, 8), CS_CMMSSY(13, 8))"
"PCAcat",160,2,8,181,183,"productPCA(CS_CMMSSY(13, 8), CS_CMMSSY(14, 8))"
"PCAcat",161,2,8,195,190,"productPCA(CS_CMMSSY(14, 8), CS_CMMSSY(14, 8))"
"PCAcat",162,2,8,209,197,"productPCA(CS_CMMSSY(14, 8), CS_CMMSSY(15, 8))"
"PCAcat",163,2,8,1060,204,"productPCA(SCA_Bose(8), productPCA(SCA_LCDST(11, 8), SCA_LCDST(11,      8)))"
"PCAcat",164,2,8,1158,211,"productPCA(SCA_Bose(8), productPCA(SCA_LCDST(11, 8), CS_CMMSSY(12,      8)))"
"PCAcat",165,2,8,1300,218,"productPCA(SCA_LCDST(11, 8), productPCA(SCA_LCDST(11, 8), SCA_LCDST(11,      8)))"
"PCAcat",166,2,8,1420,225,"productPCA(SCA_LCDST(11, 8), productPCA(SCA_LCDST(11, 8), CS_CMMSSY(12,      8)))"
"PCAcat",167,2,8,1551,232,"productPCA(SCA_LCDST(11, 8), productPCA(CS_CMMSSY(12, 8), CS_CMMSSY(12,      8)))"
"PCAcat",168,2,8,1694,239,"productPCA(CS_CMMSSY(12, 8), productPCA(CS_CMMSSY(12, 8), CS_CMMSSY(12,      8)))"
"PCAcat",169,2,8,1837,246,"productPCA(CS_CMMSSY(12, 8), productPCA(CS_CMMSSY(12, 8), CS_CMMSSY(13,      8)))"
"PCAcat",170,2,8,1992,253,"productPCA(CS_CMMSSY(12, 8), productPCA(CS_CMMSSY(13, 8), CS_CMMSSY(13,      8)))"
"PCAcat",171,2,8,9280,260,"productPCA(SCA_Bose(8), productPCA(SCA_Bose(8), productPCA(SCA_LCDST(11,      8), SCA_LCDST(11, 8))))"
"PCAcat",172,2,8,10144,267,"productPCA(SCA_Bose(8), productPCA(SCA_Bose(8), productPCA(SCA_LCDST(11,      8), CS_CMMSSY(12, 8))))"
"PCAcat",173,2,8,11400,274,"productPCA(SCA_LCDST(11, 8), productPCA(SCA_Bose(8), productPCA(SCA_LCDST(11,      8), SCA_LCDST(11, 8))))"
"PCAcat",174,2,8,12460,281,"productPCA(SCA_LCDST(11, 8), productPCA(SCA_Bose(8), productPCA(SCA_LCDST(11,      8), CS_CMMSSY(12, 8))))"
"PCAcat",175,2,8,14000,288,"productPCA(SCA_LCDST(11, 8), productPCA(SCA_LCDST(11, 8), productPCA(SCA_LCDST(11,      8), SCA_LCDST(11, 8))))"
"PCAcat",176,2,8,15300,295,"productPCA(SCA_LCDST(11, 8), productPCA(SCA_LCDST(11, 8), productPCA(SCA_LCDST(11,      8), CS_CMMSSY(12, 8))))"
"PCAcat",177,2,8,16720,302,"productPCA(SCA_LCDST(11, 8), productPCA(SCA_LCDST(11, 8), productPCA(CS_CMMSSY(12,      8), CS_CMMSSY(12, 8))))"
"PCAcat",178,2,8,18271,309,"productPCA(SCA_LCDST(11, 8), productPCA(CS_CMMSSY(12, 8), productPCA(CS_CMMSSY(12,      8), CS_CMMSSY(12, 8))))"
"PCAcat",179,2,8,80640,316,"productPCA(SCA_Bose(8), productPCA(SCA_Bose(8), productPCA(SCA_Bose(8),      productPCA(SCA_LCDST(11, 8), SCA_LCDST(11, 8)))))"
"PCAcat",180,2,9,168,201,"productPCA(CS_CMMSSY(13, 9), CS_CMMSSY(13, 9))"
"PCAcat",181,2,9,181,209,"productPCA(CS_CMMSSY(13, 9), CS_CMMSSY(14, 9))"
"PCAcat",182,2,9,195,217,"productPCA(CS_CMMSSY(14, 9), CS_CMMSSY(14, 9))"
"PCAcat",183,2,9,209,225,"productPCA(CS_CMMSSY(14, 9), CS_CMMSSY(15, 9))"
"PCAcat",184,2,9,224,233,"productPCA(CS_CMMSSY(15, 9), CS_CMMSSY(15, 9))"
"PCAcat",185,2,9,239,241,"productPCA(CS_CMMSSY(15, 9), CS_CMMSSY(16, 9))"
"PCAcat",186,2,9,255,249,"productPCA(CS_CMMSSY(16, 9), CS_CMMSSY(16, 9))"
"PCAcat",187,2,9,271,257,"productPCA(CS_CMMSSY(16, 9), SCA_MS(17, 9))"
"PCAcat",188,2,9,288,265,"productPCA(SCA_MS(17, 9), SCA_MS(17, 9))"
"PCAcat",189,2,9,1656,273,"productPCA(SCA_Bose(9), productPCA(CS_CMMSSY(13, 9), CS_CMMSSY(13,      9)))"
"PCAcat",190,2,9,1785,281,"productPCA(SCA_Bose(9), productPCA(CS_CMMSSY(13, 9), CS_CMMSSY(14,      9)))"
"PCAcat",191,2,9,1924,289,"productPCA(SCA_Bose(9), productPCA(CS_CMMSSY(14, 9), CS_CMMSSY(14,      9)))"
"PCAcat",192,2,9,2160,297,"productPCA(CS_CMMSSY(13, 9), productPCA(CS_CMMSSY(13, 9), CS_CMMSSY(13,      9)))"
"PCAcat",193,2,9,2328,305,"productPCA(CS_CMMSSY(13, 9), productPCA(CS_CMMSSY(13, 9), CS_CMMSSY(14,      9)))"
"PCAcat",194,2,9,2509,313,"productPCA(CS_CMMSSY(13, 9), productPCA(CS_CMMSSY(14, 9), CS_CMMSSY(14,      9)))"
"PCAcat",195,2,9,2704,321,"productPCA(CS_CMMSSY(14, 9), productPCA(CS_CMMSSY(14, 9), CS_CMMSSY(14,      9)))"
"PCAcat",196,2,9,2899,329,"productPCA(CS_CMMSSY(14, 9), productPCA(CS_CMMSSY(14, 9), CS_CMMSSY(15,      9)))"
"PCAcat",197,2,9,3108,337,"productPCA(CS_CMMSSY(14, 9), productPCA(CS_CMMSSY(15, 9), CS_CMMSSY(15,      9)))"
"PCAcat",198,2,9,16200,345,"productPCA(SCA_Bose(9), productPCA(SCA_Bose(9), productPCA(CS_CMMSSY(13,      9), CS_CMMSSY(13, 9))))"
"PCAcat",199,2,9,17469,353,"productPCA(SCA_Bose(9), productPCA(SCA_Bose(9), productPCA(CS_CMMSSY(13,      9), CS_CMMSSY(14, 9))))"
"PCAcat",200,2,9,18837,361,"productPCA(SCA_Bose(9), productPCA(SCA_Bose(9), productPCA(CS_CMMSSY(14,      9), CS_CMMSSY(14, 9))))"
"PCAcat",201,2,9,21168,369,"productPCA(CS_CMMSSY(13, 9), productPCA(SCA_Bose(9), productPCA(CS_CMMSSY(13,      9), CS_CMMSSY(13, 9))))"
"PCAcat",202,2,10,15,190,"productPCA(CA_to_PCA(miscCA(2, 4, 10), tryhard = TRUE), CA_to_PCA(miscCA(2,      4, 10), tryhard = TRUE))"
"PCAcat",203,2,10,59,226,"productPCA(CA_to_PCA(miscCA(2, 4, 10), tryhard = TRUE), SCA_LCDST(15,      10))"
"PCAcat",204,2,10,63,235,"productPCA(CA_to_PCA(miscCA(2, 4, 10), tryhard = TRUE), CS_CMMSSY(16,      10))"
"PCAcat",205,2,10,67,244,"productPCA(CA_to_PCA(miscCA(2, 4, 10), tryhard = TRUE), SCA_MS(17,      10))"
"PCAcat",206,2,10,71,253,"productPCA(CA_to_PCA(miscCA(2, 4, 10), tryhard = TRUE), SCA_MS(18,      10))"
"PCAcat",207,2,10,224,262,"productPCA(SCA_LCDST(15, 10), SCA_LCDST(15, 10))"
"PCAcat",208,2,10,239,271,"productPCA(SCA_LCDST(15, 10), CS_CMMSSY(16, 10))"
"PCAcat",209,2,10,255,280,"productPCA(CS_CMMSSY(16, 10), CS_CMMSSY(16, 10))"
"PCAcat",210,2,10,271,289,"productPCA(CS_CMMSSY(16, 10), SCA_MS(17, 10))"
"PCAcat",211,2,10,288,298,"productPCA(SCA_MS(17, 10), SCA_MS(17, 10))"
"PCAcat",212,2,10,305,307,"productPCA(SCA_MS(17, 10), SCA_MS(18, 10))"
"PCAcat",213,2,10,323,316,"productPCA(SCA_MS(18, 10), SCA_MS(18, 10))"
"PCAcat",214,2,10,341,325,"productPCA(SCA_MS(18, 10), SCA_MS(19, 10))"
"PCAcat",215,2,10,360,334,"productPCA(SCA_MS(19, 10), SCA_MS(19, 10))"
"PCAcat",216,2,10,377,343,"productPCA(SCA_MS(18, 10), SCA_MS(21, 10))"
"PCAcat",217,2,10,868,352,"productPCA(CA_to_PCA(miscCA(2, 4, 10), tryhard = TRUE), productPCA(SCA_LCDST(15,      10), SCA_LCDST(15, 10)))"
"PCAcat",218,2,10,927,361,"productPCA(CA_to_PCA(miscCA(2, 4, 10), tryhard = TRUE), productPCA(SCA_LCDST(15,      10), CS_CMMSSY(16, 10)))"
"PCAcat",219,2,10,990,370,"productPCA(CA_to_PCA(miscCA(2, 4, 10), tryhard = TRUE), productPCA(CS_CMMSSY(16,      10), CS_CMMSSY(16, 10)))"
"PCAcat",220,2,10,1053,379,"productPCA(CA_to_PCA(miscCA(2, 4, 10), tryhard = TRUE), productPCA(CS_CMMSSY(16,      10), SCA_MS(17, 10)))"
"PCAcat",221,2,10,3332,388,"productPCA(SCA_LCDST(15, 10), productPCA(SCA_LCDST(15, 10), SCA_LCDST(15,      10)))"
"PCAcat",222,2,10,3556,397,"productPCA(SCA_LCDST(15, 10), productPCA(SCA_LCDST(15, 10), CS_CMMSSY(16,      10)))"
"PCAcat",223,2,10,3795,406,"productPCA(SCA_LCDST(15, 10), productPCA(CS_CMMSSY(16, 10), CS_CMMSSY(16,      10)))"
"PCAcat",224,2,10,4050,415,"productPCA(CS_CMMSSY(16, 10), productPCA(CS_CMMSSY(16, 10), CS_CMMSSY(16,      10)))"
"PCAcat",225,2,10,4305,424,"productPCA(CS_CMMSSY(16, 10), productPCA(CS_CMMSSY(16, 10), SCA_MS(17,      10)))"
"PCAcat",226,2,10,4576,433,"productPCA(CS_CMMSSY(16, 10), productPCA(SCA_MS(17, 10), SCA_MS(17,      10)))"
"PCAcat",227,2,10,4864,442,"productPCA(SCA_MS(17, 10), productPCA(SCA_MS(17, 10), SCA_MS(17,      10)))"
"PCAcat",228,2,10,5152,451,"productPCA(SCA_MS(17, 10), productPCA(SCA_MS(17, 10), SCA_MS(18,      10)))"
"PCAcat",229,2,10,5457,460,"productPCA(SCA_MS(17, 10), productPCA(SCA_MS(18, 10), SCA_MS(18,      10)))"
"PCAcat",230,2,10,5780,469,"productPCA(SCA_MS(18, 10), productPCA(SCA_MS(18, 10), SCA_MS(18,      10)))"
"PCAcat",231,2,10,12740,478,"productPCA(CA_to_PCA(miscCA(2, 4, 10), tryhard = TRUE), productPCA(SCA_LCDST(15,      10), productPCA(SCA_LCDST(15, 10), SCA_LCDST(15, 10))))"
"PCAcat",232,2,10,13608,487,"productPCA(CA_to_PCA(miscCA(2, 4, 10), tryhard = TRUE), productPCA(SCA_LCDST(15,      10), productPCA(SCA_LCDST(15, 10), CS_CMMSSY(16, 10))))"
"PCAcat",233,2,10,14535,496,"productPCA(CA_to_PCA(miscCA(2, 4, 10), tryhard = TRUE), productPCA(SCA_LCDST(15,      10), productPCA(CS_CMMSSY(16, 10), CS_CMMSSY(16, 10))))"
"PCAcat",234,2,10,15525,505,"productPCA(CA_to_PCA(miscCA(2, 4, 10), tryhard = TRUE), productPCA(CS_CMMSSY(16,      10), productPCA(CS_CMMSSY(16, 10), CS_CMMSSY(16, 10))))"
"PCAcat",235,2,10,49392,514,"productPCA(SCA_LCDST(15, 10), productPCA(SCA_LCDST(15, 10), productPCA(SCA_LCDST(15,      10), SCA_LCDST(15, 10))))"
"PCAcat",236,2,11,255,311,"productPCA(SCA_LCDST(16, 11), SCA_LCDST(16, 11))"
"PCAcat",237,2,11,271,321,"productPCA(SCA_LCDST(16, 11), SCA_LCDST(17, 11))"
"PCAcat",238,2,11,288,331,"productPCA(SCA_LCDST(17, 11), SCA_LCDST(17, 11))"
"PCAcat",239,2,11,305,341,"productPCA(SCA_LCDST(17, 11), SCA_MS(18, 11))"
"PCAcat",240,2,11,323,351,"productPCA(SCA_MS(18, 11), SCA_MS(18, 11))"
"PCAcat",241,2,11,341,361,"productPCA(SCA_MS(18, 11), SCA_MS(19, 11))"
"PCAcat",242,2,11,360,371,"productPCA(SCA_MS(19, 11), SCA_MS(19, 11))"
"PCAcat",243,2,11,379,381,"productPCA(SCA_MS(19, 11), SCA_MS(20, 11))"
"PCAcat",244,2,11,399,391,"productPCA(SCA_MS(20, 11), SCA_MS(20, 11))"
"PCAcat",245,2,11,419,401,"productPCA(SCA_MS(20, 11), SCA_MS(21, 11))"
"PCAcat",246,2,11,440,411,"productPCA(SCA_MS(21, 11), SCA_MS(21, 11))"
"PCAcat",247,2,11,3030,421,"productPCA(SCA_Bose(11), productPCA(SCA_LCDST(16, 11), SCA_LCDST(16,      11)))"
"PCAcat",248,2,11,3221,431,"productPCA(SCA_Bose(11), productPCA(SCA_LCDST(16, 11), SCA_LCDST(17,      11)))"
