"call","N","k","v_min","v_max","nNA","status"
"CS_CMMSSY(13, 8)",92,13,8,8,0,"ok"
"CS_CMMSSY(14, 8)",99,14,8,8,0,"ok"
"CS_CMMSSY(15, 8)",106,15,8,8,0,"ok"
"SCA_Bose(8)",64,9,8,8,0,"ok"
"productCA(SCA_LCDST(11, 8)[, 1:10], SCA_LCDST(11, 8)[, 1:10], 8)",148,100,8,8,0,"ok"
"productCA(SCA_LCDST(11, 8)[, 1:10], CS_CMMSSY(12, 8)[, 1:11], 8)",155,110,8,8,0,"ok"
"productCA(CS_CMMSSY(12, 8)[, 1:11], CS_CMMSSY(12, 8)[, 1:11], 8)",162,121,8,8,0,"ok"
"productCA(CS_CMMSSY(12, 8)[, 1:11], CS_CMMSSY(13, 8)[, 1:12], 8)",169,132,8,8,0,"ok"
"productCA(CS_CMMSSY(13, 8)[, 1:12], CS_CMMSSY(13, 8)[, 1:12], 8)",176,144,8,8,0,"ok"
"productCA(SCA_Bose(8)[, 1:8], productCA(SCA_LCDST(11, 8)[, 1:10], SCA_LCDST(11, 8)[, 1:10],     c1 = 8), 8)",204,800,8,8,0,"ok"
"productCA(SCA_Bose(8)[, 1:8], productCA(SCA_LCDST(11, 8)[, 1:10], CS_CMMSSY(12, 8)[, 1:11],     c1 = 8), 8)",211,880,8,8,0,"ok"
"productCA(SCA_LCDST(11, 8)[, 1:10], productCA(SCA_LCDST(11, 8)[, 1:10], SCA_LCDST(11, 8)[, 1:10],     c1 = 8), 8)",218,1000,8,8,0,"ok"
"productCA(SCA_LCDST(11, 8)[, 1:10], productCA(SCA_LCDST(11, 8)[, 1:10], CS_CMMSSY(12, 8)[, 1:11],     c1 = 8), 8)",225,1100,8,8,0,"ok"
"productCA(SCA_LCDST(11, 8)[, 1:10], productCA(CS_CMMSSY(12, 8)[, 1:11], CS_CMMSSY(12, 8)[, 1:11],     c1 = 8), 8)",232,1210,8,8,0,"ok"
"productCA(CS_CMMSSY(12, 8)[, 1:11], productCA(CS_CMMSSY(12, 8)[, 1:11], CS_CMMSSY(12, 8)[, 1:11],     c1 = 8), 8)",239,1331,8,8,0,"ok"
"productCA(SCA_Bose(8)[, 1:8], productCA(SCA_Bose(8)[, 1:8], productCA(SCA_LCDST(11, 8)[, 1:10],     SCA_LCDST(11, 8)[, 1:10], c1 = 8), c1 = 8), 8)",260,6400,8,8,0,"ok"
"CS_CMMSSY(13, 9)",105,13,9,9,0,"ok"
"CS_CMMSSY(14, 9)",113,14,9,9,0,"ok"
"CS_CMMSSY(15, 9)",121,15,9,9,0,"ok"
"CS_CMMSSY(16, 9)",129,16,9,9,0,"ok"
"SCA_MS(17, 9)",137,17,9,9,0,"ok"
"SCA_Bose(9)",81,10,9,9,0,"ok"
"productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12], 9)",201,144,9,9,0,"ok"
"productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(14, 9)[, 1:13], 9)",209,156,9,9,0,"ok"
"productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(14, 9)[, 1:13], 9)",217,169,9,9,0,"ok"
"productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(15, 9)[, 1:14], 9)",225,182,9,9,0,"ok"
"productCA(CS_CMMSSY(15, 9)[, 1:14], CS_CMMSSY(15, 9)[, 1:14], 9)",233,196,9,9,0,"ok"
"productCA(SCA_Bose(9)[, 1:9], productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12],     c1 = 9), 9)",273,1296,9,9,0,"ok"
"productCA(SCA_Bose(9)[, 1:9], productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(14, 9)[, 1:13],     c1 = 9), 9)",281,1404,9,9,0,"ok"
"productCA(SCA_Bose(9)[, 1:9], productCA(CS_CMMSSY(14, 9)[, 1:13], CS_CMMSSY(14, 9)[, 1:13],     c1 = 9), 9)",289,1521,9,9,0,"ok"
"productCA(CS_CMMSSY(13, 9)[, 1:12], productCA(CS_CMMSSY(13, 9)[, 1:12], CS_CMMSSY(13, 9)[, 1:12],     c1 = 9), 9)",297,1728,9,9,0,"ok"
"miscCA(2, 4, 10)",100,4,10,10,0,"ok"
"SCA_LCDST(15, 10)",136,15,10,10,0,"ok"
"CS_CMMSSY(16, 10)",145,16,10,10,0,"ok"
"SCA_MS(17, 10)",154,17,10,10,0,"ok"
"SCA_MS(18, 10)",163,18,10,10,0,"ok"
"SCA_MS(19, 10)",172,19,10,10,0,"ok"
"SCA_MS(21, 10)",190,21,10,10,0,"ok"
"productCA(SCA_LCDST(15, 10)[, 1:14], SCA_LCDST(15, 10)[, 1:14], 10)",262,196,10,10,0,"ok"
"productCA(SCA_LCDST(15, 10)[, 1:14], CS_CMMSSY(16, 10)[, 1:15], 10)",271,210,10,10,0,"ok"
"productCA(CS_CMMSSY(16, 10)[, 1:15], CS_CMMSSY(16, 10)[, 1:15], 10)",280,225,10,10,0,"ok"
"productCA(CS_CMMSSY(16, 10)[, 1:15], SCA_MS(17, 10)[, 1:16], 10)",289,240,10,10,0,"ok"
"productCA(SCA_MS(17, 10)[, 1:16], SCA_MS(17, 10)[, 1:16], 10)",298,256,10,10,0,"ok"
"productCA(SCA_MS(17, 10)[, 1:16], SCA_MS(18, 10)[, 1:17], 10)",307,272,10,10,0,"ok"
"productCA(SCA_MS(18, 10)[, 1:17], SCA_MS(18, 10)[, 1:17], 10)",316,289,10,10,0,"ok"
"productCA(SCA_LCDST(15, 10)[, 1:14], productCA(SCA_LCDST(15, 10)[, 1:14], SCA_LCDST(15, 10)[, 1:14],     c1 = 10), 10)",388,2744,10,10,0,"ok"
"productCA(SCA_LCDST(15, 10)[, 1:14], productCA(SCA_LCDST(15, 10)[, 1:14], CS_CMMSSY(16, 10)[, 1:15],     c1 = 10), 10)",397,2940,10,10,0,"ok"
"productCA(SCA_LCDST(15, 10)[, 1:14], productCA(CS_CMMSSY(16, 10)[, 1:15], CS_CMMSSY(16, 10)[, 1:15],     c1 = 10), 10)",406,3150,10,10,0,"ok"
"productCA(CS_CMMSSY(16, 10)[, 1:15], productCA(CS_CMMSSY(16, 10)[, 1:15], CS_CMMSSY(16, 10)[, 1:15],     c1 = 10), 10)",415,3375,10,10,0,"ok"
"SCA_LCDST(16, 11)",161,16,11,11,0,"ok"
"SCA_LCDST(17, 11)",171,17,11,11,0,"ok"
"SCA_MS(18, 11)",181,18,11,11,0,"ok"
"SCA_MS(19, 11)",191,19,11,11,0,"ok"
"SCA_MS(20, 11)",201,20,11,11,0,"ok"
"SCA_MS(21, 11)",211,21,11,11,0,"ok"
"SCA_Bose(11)",121,12,11,11,0,"ok"
"productCA(SCA_LCDST(16, 11)[, 1:15], SCA_LCDST(16, 11)[, 1:15], 11)",311,225,11,11,0,"ok"
"productCA(SCA_LCDST(16, 11)[, 1:15], SCA_LCDST(17, 11)[, 1:16], 11)",321,240,11,11,0,"ok"
"productCA(SCA_LCDST(17, 11)[, 1:16], SCA_LCDST(17, 11)[, 1:16], 11)",331,256,11,11,0,"ok"
"productCA(SCA_LCDST(17, 11)[, 1:16], SCA_MS(18, 11)[, 1:17], 11)",341,272,11,11,0,"ok"
"productCA(SCA_MS(18, 11)[, 1:17], SCA_MS(18, 11)[, 1:17], 11)",351,289,11,11,0,"ok"
"productCA(SCA_Bose(11)[, 1:11], productCA(SCA_LCDST(16, 11)[, 1:15], SCA_LCDST(16, 11)[, 1:15],     c1 = 11), 11)",421,2475,11,11,0,"ok"
"miscCA(2, 7, 12)",144,7,12,12,0,"ok"
"SCA_LCDST(18, 12)",199,18,12,12,0,"ok"
"SCA_LCDST(19, 12)",210,19,12,12,0,"ok"
"CS_CMMSSY(20, 12)",221,20,12,12,0,"ok"
"SCA_MS(21, 12)",232,21,12,12,0,"ok"
"SCA_MS(22, 12)",243,22,12,12,0,"ok"
"productCA(miscCA(2, 7, 12), miscCA(2, 7, 12), 9)",276,49,12,12,0,"ok"
"productCA(miscCA(2, 7, 12), SCA_LCDST(18, 12)[, 1:17], 9)",331,119,12,12,0,"ok"
"productCA(miscCA(2, 7, 12), SCA_LCDST(19, 12)[, 1:18], 9)",342,126,12,12,0,"ok"
"productCA(miscCA(2, 7, 12), CS_CMMSSY(20, 12)[, 1:19], 9)",353,133,12,12,0,"ok"
"productCA(miscCA(2, 7, 12), SCA_MS(21, 12)[, 1:20], 9)",364,140,12,12,0,"ok"
"productCA(miscCA(2, 7, 12), SCA_MS(22, 12)[, 1:21], 9)",375,147,12,12,0,"ok"
"productCA(SCA_LCDST(18, 12)[, 1:17], SCA_LCDST(18, 12)[, 1:17], 12)",386,289,12,12,0,"ok"
"productCA(SCA_LCDST(18, 12)[, 1:17], SCA_LCDST(19, 12)[, 1:18], 12)",397,306,12,12,0,"ok"
"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), miscCA(2, 7, 12), c1 = 9), 9)",408,343,12,12,0,"ok"
"productCA(CS_CMMSSY(20, 12)[, 1:19], CS_CMMSSY(20, 12)[, 1:19], 12)",430,361,12,12,0,"ok"
"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), SCA_LCDST(18, 12)[, 1:17], c1 = 9), 9)",463,833,12,12,0,"ok"
"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), SCA_LCDST(19, 12)[, 1:18], c1 = 9), 9)",474,882,12,12,0,"ok"
"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), CS_CMMSSY(20, 12)[, 1:19], c1 = 9), 9)",485,931,12,12,0,"ok"
"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), SCA_MS(21, 12)[, 1:20], c1 = 9), 9)",496,980,12,12,0,"ok"
"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), SCA_MS(22, 12)[, 1:21], c1 = 9), 9)",507,1029,12,12,0,"ok"
"productCA(miscCA(2, 7, 12), productCA(SCA_LCDST(18, 12)[, 1:17], SCA_LCDST(18, 12)[, 1:17],     c1 = 12), 9)",518,2023,12,12,0,"ok"
"productCA(miscCA(2, 7, 12), productCA(SCA_LCDST(18, 12)[, 1:17], SCA_LCDST(19, 12)[, 1:18],     c1 = 12), 9)",529,2142,12,12,0,"ok"
"productCA(miscCA(2, 7, 12), productCA(SCA_LCDST(19, 12)[, 1:18], SCA_LCDST(19, 12)[, 1:18],     c1 = 12), 9)",540,2268,12,12,0,"ok"
"productCA(SCA_LCDST(19, 12)[, 1:18], SCA_LCDST(19, 12)[, 1:18], 12)",408,324,12,12,0,"ok"
"productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), productCA(miscCA(2, 7, 12), miscCA(2,     7, 12), c1 = 9), c1 = 9), 9)",540,2401,12,12,0,"ok"
"productCA(miscCA(2, 7, 12), productCA(CS_CMMSSY(20, 12)[, 1:19], CS_CMMSSY(20, 12)[, 1:19],     c1 = 12), 9)",562,2527,12,12,0,"ok"
"productCA(SCA_LCDST(18, 12)[, 1:17], productCA(SCA_LCDST(18, 12)[, 1:17], SCA_LCDST(18, 12)[, 1:17],     c1 = 12), 12)",573,4913,12,12,0,"ok"
"CS_CMMSSY(18, 13)",217,18,13,13,0,"ok"
"SCA_LCDST(19, 13)",229,19,13,13,0,"ok"
"SCA_LCDST(20, 13)",241,20,13,13,0,"ok"
"SCA_LCDST(21, 13)",253,21,13,13,0,"ok"
"SCA_MS(22, 13)",265,22,13,13,0,"ok"
"SCA_MS(23, 13)",277,23,13,13,0,"ok"
"SCA_MS(24, 13)",289,24,13,13,0,"ok"
"SCA_Bose(13)",169,14,13,13,0,"ok"
"productCA(CS_CMMSSY(18, 13)[, 1:17], CS_CMMSSY(18, 13)[, 1:17], 13)",421,289,13,13,0,"ok"
"productCA(CS_CMMSSY(18, 13)[, 1:17], SCA_LCDST(19, 13)[, 1:18], 13)",433,306,13,13,0,"ok"
"productCA(SCA_LCDST(19, 13)[, 1:18], SCA_LCDST(19, 13)[, 1:18], 13)",445,324,13,13,0,"ok"
"productCA(SCA_LCDST(19, 13)[, 1:18], SCA_LCDST(20, 13)[, 1:19], 13)",457,342,13,13,0,"ok"
"productCA(SCA_LCDST(20, 13)[, 1:19], SCA_LCDST(20, 13)[, 1:19], 13)",469,361,13,13,0,"ok"
"productCA(SCA_LCDST(20, 13)[, 1:19], SCA_LCDST(21, 13)[, 1:20], 13)",481,380,13,13,0,"ok"
"productCA(SCA_LCDST(21, 13)[, 1:20], SCA_LCDST(21, 13)[, 1:20], 13)",493,400,13,13,0,"ok"
"productCA(SCA_Bose(13)[, 1:13], productCA(CS_CMMSSY(18, 13)[, 1:17], CS_CMMSSY(18, 13)[, 1:17],     c1 = 13), 13)",577,3757,13,13,0,"ok"
"SCA_LCDST(21, 14)",274,21,14,14,0,"ok"
"SCA_LCDST(22, 14)",287,22,14,14,0,"ok"
"SCA_LCDST(23, 14)",300,23,14,14,0,"ok"
"SCA_MS(24, 14)",313,24,14,14,0,"ok"
"SCA_LCDST(25, 14)",326,25,14,14,0,"ok"
"SCA_MS(26, 14)",339,26,14,14,0,"ok"
"SCA_MS(27, 14)",352,27,14,14,0,"ok"
"SCA_MS(28, 14)",365,28,14,14,0,"ok"
"SCA_MS(29, 14)",378,29,14,14,0,"ok"
"productCA(SCA_LCDST(21, 14)[, 1:20], SCA_LCDST(21, 14)[, 1:20], 14)",534,400,14,14,0,"ok"
"productCA(SCA_LCDST(21, 14)[, 1:20], SCA_LCDST(22, 14)[, 1:21], 14)",547,420,14,14,0,"ok"
"productCA(SCA_LCDST(22, 14)[, 1:21], SCA_LCDST(22, 14)[, 1:21], 14)",560,441,14,14,0,"ok"
"productCA(SCA_LCDST(22, 14)[, 1:21], SCA_LCDST(23, 14)[, 1:22], 14)",573,462,14,14,0,"ok"
"productCA(SCA_LCDST(23, 14)[, 1:22], SCA_LCDST(23, 14)[, 1:22], 14)",586,484,14,14,0,"ok"
"productCA(SCA_LCDST(23, 14)[, 1:22], SCA_MS(24, 14)[, 1:23], 14)",599,506,14,14,0,"ok"
"productCA(SCA_MS(24, 14)[, 1:23], SCA_MS(24, 14)[, 1:23], 14)",612,529,14,14,0,"ok"
"productCA(SCA_MS(24, 14)[, 1:23], SCA_LCDST(25, 14)[, 1:24], 14)",625,552,14,14,0,"ok"
"productCA(SCA_LCDST(25, 14)[, 1:24], SCA_LCDST(25, 14)[, 1:24], 14)",638,576,14,14,0,"ok"
"productCA(SCA_LCDST(25, 14)[, 1:24], SCA_MS(26, 14)[, 1:25], 14)",651,600,14,14,0,"ok"
"productCA(SCA_MS(26, 14)[, 1:25], SCA_MS(26, 14)[, 1:25], 14)",664,625,14,14,0,"ok"
"productCA(SCA_MS(26, 14)[, 1:25], SCA_MS(27, 14)[, 1:26], 14)",677,650,14,14,0,"ok"
"productCA(SCA_MS(27, 14)[, 1:26], SCA_MS(27, 14)[, 1:26], 14)",690,676,14,14,0,"ok"
"productCA(SCA_MS(27, 14)[, 1:26], SCA_MS(28, 14)[, 1:27], 14)",703,702,14,14,0,"ok"
"productCA(SCA_LCDST(21, 14)[, 1:20], productCA(SCA_LCDST(21, 14)[, 1:20], SCA_LCDST(21, 14)[, 1:20],     c1 = 14), 14)",794,8000,14,14,0,"ok"
"SCA_LCDST(24, 15)",337,24,15,15,0,"ok"
"SCA_LCDST(25, 15)",351,25,15,15,0,"ok"
"SCA_LCDST(26, 15)",365,26,15,15,0,"ok"
"SCA_LCDST(27, 15)",379,27,15,15,0,"ok"
"CS_CMMSSY(28, 15)",393,28,15,15,0,"ok"
"SCA_MS(29, 15)",407,29,15,15,0,"ok"
"SCA_MS(30, 15)",421,30,15,15,0,"ok"
"SCA_MS(31, 15)",435,31,15,15,0,"ok"
"productCA(SCA_LCDST(24, 15)[, 1:23], SCA_LCDST(24, 15)[, 1:23], 15)",659,529,15,15,0,"ok"
"productCA(SCA_LCDST(24, 15)[, 1:23], SCA_LCDST(25, 15)[, 1:24], 15)",673,552,15,15,0,"ok"
"productCA(SCA_LCDST(25, 15)[, 1:24], SCA_LCDST(25, 15)[, 1:24], 15)",687,576,15,15,0,"ok"
"productCA(SCA_LCDST(25, 15)[, 1:24], SCA_LCDST(26, 15)[, 1:25], 15)",701,600,15,15,0,"ok"
"productCA(SCA_LCDST(26, 15)[, 1:25], SCA_LCDST(26, 15)[, 1:25], 15)",715,625,15,15,0,"ok"
"productCA(SCA_LCDST(26, 15)[, 1:25], SCA_LCDST(27, 15)[, 1:26], 15)",729,650,15,15,0,"ok"
"productCA(SCA_LCDST(27, 15)[, 1:26], SCA_LCDST(27, 15)[, 1:26], 15)",743,676,15,15,0,"ok"
"productCA(SCA_LCDST(27, 15)[, 1:26], CS_CMMSSY(28, 15)[, 1:27], 15)",757,702,15,15,0,"ok"
"productCA(CS_CMMSSY(28, 15)[, 1:27], CS_CMMSSY(28, 15)[, 1:27], 15)",771,729,15,15,0,"ok"
"productCA(CS_CMMSSY(28, 15)[, 1:27], SCA_MS(29, 15)[, 1:28], 15)",785,756,15,15,0,"ok"
"SCA_LCDST(25, 16)",376,25,16,16,0,"ok"
"SCA_LCDST(27, 16)",406,27,16,16,0,"ok"
"SCA_LCDST(28, 16)",421,28,16,16,0,"ok"
"SCA_LCDST(29, 16)",436,29,16,16,0,"ok"
"SCA_MS(30, 16)",451,30,16,16,0,"ok"
"SCA_MS(31, 16)",466,31,16,16,0,"ok"
"SCA_MS(32, 16)",481,32,16,16,0,"ok"
"SCA_MS(33, 16)",496,33,16,16,0,"ok"
"SCA_Bose(16)",256,17,16,16,0,"ok"
"productCA(SCA_LCDST(25, 16)[, 1:24], SCA_LCDST(25, 16)[, 1:24], 16)",736,576,16,16,0,"ok"
"productCA(SCA_LCDST(25, 16)[, 1:24], SCA_LCDST(27, 16)[, 1:26], 16)",766,624,16,16,0,"ok"
"productCA(SCA_LCDST(25, 16)[, 1:24], SCA_LCDST(28, 16)[, 1:27], 16)",781,648,16,16,0,"ok"
"productCA(SCA_LCDST(27, 16)[, 1:26], SCA_LCDST(27, 16)[, 1:26], 16)",796,676,16,16,0,"ok"
"productCA(SCA_LCDST(27, 16)[, 1:26], SCA_LCDST(28, 16)[, 1:27], 16)",811,702,16,16,0,"ok"
"productCA(SCA_LCDST(28, 16)[, 1:27], SCA_LCDST(28, 16)[, 1:27], 16)",826,729,16,16,0,"ok"
"productCA(SCA_LCDST(28, 16)[, 1:27], SCA_LCDST(29, 16)[, 1:28], 16)",841,756,16,16,0,"ok"
"productCA(SCA_Bose(16)[, 1:16], productCA(SCA_LCDST(25, 16)[, 1:24], SCA_LCDST(25, 16)[, 1:24],     c1 = 16), 16)",976,9216,16,16,0,"ok"
"SCA_LCDST(31, 17)",497,31,17,17,0,"ok"
"CS_CMMSSY(32, 17)",513,32,17,17,0,"ok"
"SCA_MS(33, 17)",529,33,17,17,0,"ok"
"SCA_MS(34, 17)",545,34,17,17,0,"ok"
"SCA_Bose(17)",289,18,17,17,0,"ok"
"productCA(SCA_LCDST(31, 17)[, 1:30], SCA_LCDST(31, 17)[, 1:30], 17)",977,900,17,17,0,"ok"
"productCA(SCA_LCDST(31, 17)[, 1:30], CS_CMMSSY(32, 17)[, 1:31], 17)",993,930,17,17,0,"ok"
"productCA(CS_CMMSSY(32, 17)[, 1:31], CS_CMMSSY(32, 17)[, 1:31], 17)",1009,961,17,17,0,"ok"
"productCA(CS_CMMSSY(32, 17)[, 1:31], SCA_MS(33, 17)[, 1:32], 17)",1025,992,17,17,0,"ok"
"productCA(SCA_MS(33, 17)[, 1:32], SCA_MS(33, 17)[, 1:32], 17)",1041,1024,17,17,0,"ok"
"productCA(SCA_MS(33, 17)[, 1:32], SCA_MS(34, 17)[, 1:33], 17)",1057,1056,17,17,0,"ok"
"productCA(SCA_MS(34, 17)[, 1:33], SCA_MS(34, 17)[, 1:33], 17)",1073,1089,17,17,0,"ok"
"SCA_LCDST(32, 18)",545,32,18,18,0,"ok"
"SCA_LCDST(34, 18)",579,34,18,18,0,"ok"
"SCA_MS(35, 18)",596,35,18,18,0,"ok"
"SCA_MS(36, 18)",613,36,18,18,0,"ok"
"SCA_MS(37, 18)",630,37,18,18,0,"ok"
"productCA(SCA_LCDST(32, 18)[, 1:31], SCA_LCDST(32, 18)[, 1:31], 18)",1072,961,18,18,0,"ok"
"SCA_LCDST(36, 19)",649,36,19,19,0,"ok"
"SCA_Bose(19)",361,20,19,19,0,"ok"
"productCA(SCA_LCDST(36, 19)[, 1:35], SCA_LCDST(36, 19)[, 1:35], 19)",1279,1225,19,19,0,"ok"
"SCA_LCDST(38, 20)",723,38,20,20,0,"ok"
"SCA_LCDST(39, 20)",742,39,20,20,0,"ok"
"productCA(SCA_LCDST(38, 20)[, 1:37], SCA_LCDST(38, 20)[, 1:37], 20)",1426,1369,20,20,0,"ok"
"SCA_LCDST(42, 21)",841,42,21,21,0,"ok"
"productCA(SCA_LCDST(42, 21)[, 1:41], SCA_LCDST(42, 21)[, 1:41], 21)",1661,1681,21,21,0,"ok"
"SCA_LCDST(44, 22)",925,44,22,22,0,"ok"
"productCA(SCA_LCDST(44, 22)[, 1:43], SCA_LCDST(44, 22)[, 1:43], 22)",1828,1849,22,22,0,"ok"
"miscCA(2, 9, 3)",13,9,3,3,0,"ok"
"miscCA(2, 10, 3)",14,10,3,3,0,"ok"
"productPCA(SCA_LCDST(5, 3), SCA_LCDST(5, 3))",19,24,3,3,0,"ok"
"productPCA(SCA_LCDST(5, 3), miscCA(2, 9, 3))",21,40,3,3,0,"ok"
"productPCA(SCA_LCDST(5, 3), miscCA(2, 10, 3))",22,43,3,3,0,"ok"
"productPCA(miscCA(2, 9, 3), miscCA(2, 9, 3))",23,56,3,3,0,"ok"
"productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5, 3), SCA_LCDST(5, 3)))",25,88,3,3,0,"ok"
"productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5, 3), miscCA(2, 9, 3)))",27,136,3,3,0,"ok"
"productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5, 3), miscCA(2, 10, 3)))",28,141,3,3,0,"ok"
"productPCA(SCA_Bose(3), productPCA(miscCA(2, 9, 3), miscCA(2, 9, 3)))",29,184,3,3,0,"ok"
"productPCA(SCA_Bose(3), productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5, 3), SCA_LCDST(5,     3))))",31,312,3,3,0,"ok"
"productPCA(SCA_Bose(3), productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5, 3), miscCA(2,     9, 3))))",33,456,3,3,0,"ok"
"productPCA(SCA_Bose(3), productPCA(SCA_Bose(3), productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5,     3), SCA_LCDST(5, 3)))))",37,1080,3,3,0,"ok"
"productPCA(SCA_Bose(3), productPCA(SCA_Bose(3), productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5,     3), miscCA(2, 9, 3)))))",39,1512,3,3,0,"ok"
"productPCA(SCA_LCDST(5, 3), productPCA(SCA_Bose(3), productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5,     3), miscCA(2, 9, 3)))))",41,1968,3,3,0,"ok"
"productPCA(miscCA(2, 9, 3), productPCA(SCA_LCDST(5, 3), productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5,     3), SCA_LCDST(5, 3)))))",43,2560,3,3,0,"ok"
"productPCA(SCA_LCDST(5, 3), productPCA(SCA_Bose(3), productPCA(SCA_LCDST(5, 3), SCA_LCDST(5,     3))))",33,400,3,3,0,"ok"
"productPCA(SCA_LCDST(5, 3), productPCA(SCA_LCDST(5, 3), productPCA(SCA_LCDST(5, 3), productPCA(SCA_LCDST(5,     3), SCA_LCDST(5, 3)))))",43,2304,3,3,0,"ok"
"productPCA(SCA_LCDST(5, 3), productPCA(SCA_LCDST(5, 3), productPCA(SCA_LCDST(5, 3), SCA_LCDST(5,     3))))",35,512,3,3,0,"ok"
"productPCA(SCA_LCDST(5, 3), productPCA(SCA_LCDST(5, 3), SCA_LCDST(5, 3)))",27,112,3,3,0,"ok"
"productPCA(SCA_LCDST(5, 3), productPCA(SCA_LCDST(5, 3), productPCA(SCA_LCDST(5, 3), productPCA(miscCA(2,     9, 3), miscCA(2, 9, 3)))))",47,4352,3,3,0,"ok"
"productPCA(SCA_LCDST(5, 3), productPCA(SCA_LCDST(5, 3), productPCA(miscCA(2, 9, 3), miscCA(2,     9, 3))))",39,1024,3,3,0,"ok"
"productPCA(SCA_LCDST(5, 3), productPCA(miscCA(2, 9, 3), miscCA(2, 9, 3)))",31,240,3,3,0,"ok"
"miscCA(2, 15, 4)",26,15,4,4,0,"ok"
"productPCA(SCA_LCDST(6, 4), SCA_LCDST(6, 4))",34,35,4,4,0,"ok"
"productPCA(miscCA(2, 7, 4), miscCA(2, 7, 4))",38,48,4,4,0,"ok"
"productPCA(SCA_LCDST(6, 4), miscCA(2, 7, 4))",36,41,4,4,0,"ok"
"productPCA(miscCA(2, 7, 4), miscCA(2, 8, 4))",40,54,4,4,0,"ok"
"productPCA(SCA_LCDST(6, 4), miscCA(2, 15, 4))",41,86,4,4,0,"ok"
"productPCA(miscCA(2, 7, 4), miscCA(2, 15, 4))",43,101,4,4,0,"ok"
"productPCA(miscCA(2, 8, 4), miscCA(2, 15, 4))",45,112,4,4,0,"ok"
"productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6, 4), SCA_LCDST(6, 4)))",46,165,4,4,0,"ok"
"productPCA(miscCA(2, 15, 4), miscCA(2, 15, 4))",48,209,4,4,0,"ok"
"productPCA(SCA_Bose(4), productPCA(miscCA(2, 7, 4), miscCA(2, 7, 4)))",50,228,4,4,0,"ok"
"productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6, 4), miscCA(2, 15, 4)))",53,399,4,4,0,"ok"
"productPCA(SCA_Bose(4), productPCA(miscCA(2, 7, 4), miscCA(2, 15, 4)))",55,470,4,4,0,"ok"
"productPCA(SCA_Bose(4), productPCA(miscCA(2, 8, 4), miscCA(2, 15, 4)))",57,514,4,4,0,"ok"
"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6, 4), SCA_LCDST(6,     4))))",58,760,4,4,0,"ok"
"productPCA(SCA_Bose(4), productPCA(miscCA(2, 15, 4), miscCA(2, 15, 4)))",60,957,4,4,0,"ok"
"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(miscCA(2, 7, 4), miscCA(2,     7, 4))))",62,1056,4,4,0,"ok"
"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6, 4), miscCA(2,     15, 4))))",65,1816,4,4,0,"ok"
"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(miscCA(2, 7, 4), miscCA(2,     15, 4))))",67,2144,4,4,0,"ok"
"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(miscCA(2, 8, 4), miscCA(2,     15, 4))))",69,2320,4,4,0,"ok"
"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_LCDST(6,     4), SCA_LCDST(6, 4)))))",70,3440,4,4,0,"ok"
"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(miscCA(2, 15, 4), miscCA(2,     15, 4))))",72,4312,4,4,0,"ok"
"productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(SCA_Bose(4), productPCA(miscCA(2,     7, 4), miscCA(2, 7, 4)))))",74,4800,4,4,0,"ok"
"CS_CMMSSY(8, 5)",33,8,5,5,0,"ok"
"productPCA(CS_CMMSSY(6, 5), CS_CMMSSY(6, 5))",45,35,5,5,0,"ok"
