"fam","t","v","k","N","Source","q","e","plus","nred","M","M_status","N_pred","dN","k_pred","dk","arith_tier"
"N-CT",6,9,5496,49246712,"Power N-CT79^2Arc(10)",79,2,0,10,13,"CALIBRATED",49246712,0,5496,0,"ARITHMETIC"
"N-CT",6,9,5566,49541936,"Power N-CT79^2Arc(9)",79,2,0,9,13,"CALIBRATED",49541936,0,5566,0,"ARITHMETIC"
"N-CT",6,9,5637,49837160,"Power N-CT79^2Arc(8)",79,2,0,8,13,"CALIBRATED",49837160,0,5637,0,"ARITHMETIC"
"N-CT",6,9,5709,50132384,"Power N-CT79^2Arc(7)",79,2,0,7,13,"CALIBRATED",50132384,0,5709,0,"ARITHMETIC"
"N-CT",6,9,5782,50427608,"Power N-CT79^2Arc(6)",79,2,0,6,13,"CALIBRATED",50427608,0,5782,0,"ARITHMETIC"
"N-CT",6,9,5856,50722832,"Power N-CT79^2Arc(5)",79,2,0,5,13,"CALIBRATED",50722832,0,5856,0,"ARITHMETIC"
"N-CT",6,9,5931,51018056,"Power N-CT79^2Arc(4)",79,2,0,4,13,"CALIBRATED",51018056,0,5931,0,"ARITHMETIC"
"N-CT",6,9,6007,51313280,"Power N-CT79^2Arc(3)",79,2,0,3,13,"CALIBRATED",51313280,0,6007,0,"ARITHMETIC"
"N-CT",6,9,6084,51608504,"Power N-CT79^2T1T1",79,2,0,2,13,"CALIBRATED",51608504,0,6084,0,"ARITHMETIC"
"N-CT",6,9,6162,51903728,"Power N-CT79^2T1",79,2,0,1,13,"CALIBRATED",51903728,0,6162,0,"ARITHMETIC"
"N-CT",6,9,6241,52198952,"Power N-CT79^2",79,2,0,0,13,"CALIBRATED",52198952,0,6241,0,"ARITHMETIC"
"N-CT",6,9,6308,52612160,"Power N-CT83^2T7",83,2,0,1,13,"CALIBRATED",52612160,0,6308,0,"ARITHMETIC"
"N-CT",6,9,6474,52612208,"Power N-CT83^2T5",83,2,0,1,13,"CALIBRATED",52612208,0,6474,0,"ARITHMETIC"
"N-CT",6,9,6557,52907432,"Power N-CT83^2T4",83,2,0,1,13,"CALIBRATED",52907432,0,6557,0,"ARITHMETIC"
"N-CT",6,9,6889,52966472,"Power N-CT83^2",83,2,0,0,13,"CALIBRATED",52966472,0,6889,0,"ARITHMETIC"
"N-CT",6,9,6942,53320688,"Power N-CT89^2T11",89,2,0,1,13,"CALIBRATED",53320688,0,6942,0,"ARITHMETIC"
"N-CT",6,9,7031,53615912,"Power N-CT89^2T10",89,2,0,1,13,"CALIBRATED",53615912,0,7031,0,"ARITHMETIC"
"N-CT",6,9,7387,53674952,"Power N-CT89^2T6",89,2,0,1,13,"CALIBRATED",53674952,0,7387,0,"ARITHMETIC"
"N-CT",6,9,7924,53733992,"Power N-CT89^2+3",89,2,3,0,13,"CALIBRATED",53733992,0,7924,0,"ARITHMETIC"
"N-CT",6,9,8029,54324392,"Power N-CT97^2Trin5,5,5",97,2,0,3,13,"CALIBRATED",54324392,0,NA,NA,"ARITHMETIC"
"N-CT",6,9,8464,54383432,"Power N-CT97^2T5T5",97,2,0,2,13,"CALIBRATED",54383432,0,8464,0,"ARITHMETIC"
"N-CT",6,9,8924,54442472,"Power N-CT97^2T5",97,2,0,1,13,"CALIBRATED",54442472,0,8924,0,"ARITHMETIC"
"N-CT",6,9,9411,54501512,"Power N-CT97^2+2",97,2,2,0,13,"CALIBRATED",54501512,0,9411,0,"ARITHMETIC"
"N-CT",6,9,9607,55026392,"Power N-CT101^2Trin2,2,2",101,2,0,3,13,"CALIBRATED",55026392,0,NA,NA,"ARITHMETIC"
"N-CT",5,10,1682,5665842,"Power N-CT41^2+1",41,2,1,0,9,"CALIBRATED",5665842,0,1682,0,"ARITHMETIC"
"N-CT",5,10,1683,5725792,"Power N-CT43^2Arc(4)",43,2,0,4,9,"CALIBRATED",5725792,0,1683,0,"ARITHMETIC"
"N-CT",5,10,1723,5737782,"Power N-CT43^2Arc(3)",43,2,0,3,9,"CALIBRATED",5737782,0,1723,0,"ARITHMETIC"
"N-CT",5,10,1764,5749772,"Power N-CT43^2T1T1",43,2,0,2,9,"CALIBRATED",5749772,0,1764,0,"ARITHMETIC"
"N-CT",5,10,1786,5757692,"Power N-CT47^2T9",47,2,0,1,9,"CALIBRATED",5757692,0,1786,0,"ARITHMETIC"
"N-CT",5,10,1806,5761762,"Power N-CT43^2T1",43,2,0,1,9,"CALIBRATED",5761762,0,1806,0,"ARITHMETIC"
"N-CT",5,10,1809,5770892,"Power N-CT47^2Trin1,3,5",47,2,0,3,9,"CALIBRATED",5770892,0,NA,NA,"ARITHMETIC"
"N-CT",5,10,1848,5771002,"Power N-CT47^2T5T3",47,2,0,2,9,"CALIBRATED",5771002,0,1848,0,"ARITHMETIC"
"N-CT",5,10,1851,5771992,"Power N-CT47^2Arc(3)T5",47,2,0,4,9,"CALIBRATED",5771992,0,1851,0,"ARITHMETIC"
"N-CT",5,10,1891,5772102,"Power N-CT47^2Arc(2)T5",47,2,0,3,9,"CALIBRATED",5772102,0,1891,0,"ARITHMETIC"
"N-CT",5,10,1932,5772212,"Power N-CT47^2T5T1",47,2,0,2,9,"CALIBRATED",5772212,0,1932,0,"ARITHMETIC"
"N-CT",5,10,1974,5772322,"Power N-CT47^2T5",47,2,0,1,9,"CALIBRATED",5772322,0,1974,0,"ARITHMETIC"
"N-CT",5,10,1981,5784092,"Power N-CT47^2Arc(2)T3",47,2,0,3,9,"CALIBRATED",5784092,0,1981,0,"ARITHMETIC"
"N-CT",5,10,2024,5784202,"Power N-CT47^2T3T1",47,2,0,2,9,"CALIBRATED",5784202,0,2024,0,"ARITHMETIC"
"N-CT",5,10,2068,5784312,"Power N-CT47^2T3",47,2,0,1,9,"CALIBRATED",5784312,0,2068,0,"ARITHMETIC"
"N-CT",5,10,2071,5785302,"Power N-CT47^2Arc(3)",47,2,0,3,9,"CALIBRATED",5785302,0,2071,0,"ARITHMETIC"
"N-CT",5,10,2116,5785412,"Power N-CT47^2T1T1",47,2,0,2,9,"CALIBRATED",5785412,0,2116,0,"ARITHMETIC"
"N-CT",5,10,2162,5785522,"Power N-CT47^2T1",47,2,0,1,9,"CALIBRATED",5785522,0,2162,0,"ARITHMETIC"
"N-CT",5,10,2209,5785632,"Power N-CT47^2",47,2,0,0,9,"CALIBRATED",5785632,0,2209,0,"ARITHMETIC"
"N-CT",5,10,3149,6967472,"Power N-CT67^2T20",67,2,0,1,9,"CALIBRATED",6967472,0,3149,0,"ARITHMETIC"
"N-CT",5,10,3417,6968822,"Power N-CT67^2T16",67,2,0,1,9,"CALIBRATED",6968822,0,3417,0,"ARITHMETIC"
"N-CT",5,10,3721,6983532,"Power N-CT61^2",61,2,0,0,9,"CALIBRATED",6983532,0,3721,0,"ARITHMETIC"
"N-CT",5,10,3738,7071522,"Power N-CT89^2T47",89,2,0,1,9,"CALIBRATED",7071522,0,3738,0,"ARITHMETIC"
"N-CT",5,10,3829,7082562,"Power N-CT79^2Trin2,2,28",79,2,0,3,9,"CALIBRATED",7082562,0,NA,NA,"ARITHMETIC"
"N-CT",5,10,3916,7083512,"Power N-CT89^2T45",89,2,0,1,9,"CALIBRATED",7083512,0,3916,0,"ARITHMETIC"
"N-CT",5,10,3927,7083772,"Power N-CT79^2T28T2",79,2,0,2,9,"CALIBRATED",7083772,0,3927,0,"ARITHMETIC"
"N-CT",5,10,4094,7084722,"Power N-CT89^2T43",89,2,0,1,9,"CALIBRATED",7084722,0,4094,0,"ARITHMETIC"
"N-CT",5,10,4183,7084832,"Power N-CT89^2T42",89,2,0,1,9,"CALIBRATED",7084832,0,4183,0,"ARITHMETIC"
"N-CT",5,10,4539,7086182,"Power N-CT89^2T38",89,2,0,1,9,"CALIBRATED",7086182,0,4539,0,"ARITHMETIC"
"N-CT",5,10,4627,7195062,"Power N-CT71^2Trin2,2,2",71,2,0,3,9,"CALIBRATED",7195062,0,NA,NA,"ARITHMETIC"
"N-CT",5,10,4761,7208372,"Power N-CT71^2T2T2",71,2,0,2,9,"CALIBRATED",7208372,0,4761,0,"ARITHMETIC"
"N-CT",5,10,4819,7216732,"Power N-CT79^2T18",79,2,0,1,9,"CALIBRATED",7216732,0,4819,0,"ARITHMETIC"
"N-CT",5,10,5429,7217932,"Power N-CT89^2T28",89,2,0,1,9,"CALIBRATED",7217932,0,5429,0,"ARITHMETIC"
"N-CT",5,10,5451,7231362,"Power N-CT79^2T10",79,2,0,1,9,"CALIBRATED",7231362,0,5451,0,"ARITHMETIC"
"N-CT",5,10,6141,7232562,"Power N-CT89^2T20",89,2,0,1,9,"CALIBRATED",7232562,0,6141,0,"ARITHMETIC"
"N-CT",5,10,6853,7245872,"Power N-CT89^2T12",89,2,0,1,9,"CALIBRATED",7245872,0,6853,0,"ARITHMETIC"
"N-CT",5,10,7031,7247082,"Power N-CT89^2T10",89,2,0,1,9,"CALIBRATED",7247082,0,7031,0,"ARITHMETIC"
"N-CT",5,10,7921,7247232,"Power N-CT89^2",89,2,0,0,9,"CALIBRATED",7247232,0,7921,0,"ARITHMETIC"
"N-CT",5,10,8224,8286522,"Power N-CT101^2Arc(9)T12",101,2,0,10,9,"CALIBRATED",NA,NA,8224,0,"ARITH_OPEN"
"N-CT",5,10,8633,8301152,"Power N-CT97^2T8",97,2,0,1,9,"CALIBRATED",8301152,0,8633,0,"ARITHMETIC"
"N-CT",5,10,8639,8359672,"Power N-CT101^2Arc(4)T12",101,2,0,5,9,"CALIBRATED",8359672,0,8639,0,"ARITHMETIC"
"N-CT",5,10,8725,8374302,"Power N-CT101^2Arc(3)T12",101,2,0,4,9,"CALIBRATED",8374302,0,8725,0,"ARITHMETIC"
"N-CT",5,10,8812,8388932,"Power N-CT101^2Arc(2)T12",101,2,0,3,9,"CALIBRATED",8388932,0,8812,0,"ARITHMETIC"
"N-CT",5,10,8900,8403562,"Power N-CT101^2T12T1",101,2,0,2,9,"CALIBRATED",8403562,0,8900,0,"ARITHMETIC"
"N-CT",5,10,9706,8491412,"Power N-CT101^2Arc(5)",101,2,0,5,9,"CALIBRATED",8491412,0,9706,0,"ARITHMETIC"
"N-CT",5,10,9803,8506042,"Power N-CT101^2Arc(4)",101,2,0,4,9,"CALIBRATED",8506042,0,9803,0,"ARITHMETIC"
"N-CT",5,10,9901,8520672,"Power N-CT101^2Arc(3)",101,2,0,3,9,"CALIBRATED",8520672,0,9901,0,"ARITHMETIC"
"CT",6,10,483,85020198,"Power CT23^2T2",23,2,0,1,16,"FORMULA",85020198,0,483,0,"ARITHMETIC"
"CT",6,10,484,85032168,"Power CT23^2T1T1",23,2,0,2,16,"FORMULA",85032168,0,484,0,"ARITHMETIC"
"CT",6,10,506,85033508,"Power CT23^2T1",23,2,0,1,16,"FORMULA",85033508,0,506,0,"ARITHMETIC"
"CT",6,10,529,85034848,"Power CT23^2",23,2,0,0,16,"FORMULA",85034848,0,529,0,"ARITHMETIC"
"N-CT",6,10,581,103731130,"Power N-CT29^2Arc(4)T6",29,2,0,5,15,"CALIBRATED",103731130,0,581,0,"ARITHMETIC"
"N-CT",6,10,601,103877540,"Power N-CT29^2Arc(3)T6",29,2,0,4,15,"CALIBRATED",103877540,0,601,0,"ARITHMETIC"
"N-CT",6,10,622,104023950,"Power N-CT29^2Arc(2)T6",29,2,0,3,15,"CALIBRATED",104023950,0,622,0,"ARITHMETIC"
"N-CT",6,10,644,104170360,"Power N-CT29^2T6T1",29,2,0,2,15,"CALIBRATED",104170360,0,644,0,"ARITHMETIC"
"N-CT",6,10,667,104316770,"Power N-CT29^2T6",29,2,0,1,15,"CALIBRATED",104316770,0,667,0,"ARITHMETIC"
"N-CT",6,10,668,104491010,"Power N-CT31^2Arc(2)T8",31,2,0,3,15,"CALIBRATED",104491010,0,668,0,"ARITHMETIC"
"N-CT",6,10,690,104505530,"Power N-CT31^2T8T1",31,2,0,2,15,"CALIBRATED",104505530,0,690,0,"ARITHMETIC"
"N-CT",6,10,713,104520050,"Power N-CT31^2T8",31,2,0,1,15,"CALIBRATED",104520050,0,713,0,"ARITHMETIC"
"N-CT",6,10,731,105488030,"Power N-CT29^2Arc(4)",29,2,0,4,15,"CALIBRATED",105488030,0,731,0,"ARITHMETIC"
"N-CT",6,10,757,105634440,"Power N-CT29^2Arc(3)",29,2,0,3,15,"CALIBRATED",105634440,0,757,0,"ARITHMETIC"
"N-CT",6,10,784,105780850,"Power N-CT29^2T1T1",29,2,0,2,15,"CALIBRATED",105780850,0,784,0,"ARITHMETIC"
"N-CT",6,10,812,105927260,"Power N-CT29^2T1",29,2,0,1,15,"CALIBRATED",105927260,0,812,0,"ARITHMETIC"
"N-CT",6,10,842,106073670,"Power N-CT29^2+1",29,2,1,0,15,"CALIBRATED",106073670,0,842,0,"ARITHMETIC"
"N-CT",6,10,868,106130540,"Power N-CT31^2T3",31,2,0,1,15,"CALIBRATED",106130540,0,868,0,"ARITHMETIC"
"N-CT",6,10,871,106247910,"Power N-CT31^2Arc(3)",31,2,0,3,15,"CALIBRATED",106247910,0,871,0,"ARITHMETIC"
"N-CT",6,10,900,106262430,"Power N-CT31^2T1T1",31,2,0,2,15,"CALIBRATED",106262430,0,900,0,"ARITHMETIC"
"N-CT",6,10,930,106276950,"Power N-CT31^2T1",31,2,0,1,15,"CALIBRATED",106276950,0,930,0,"ARITHMETIC"
"N-CT",6,10,961,106291470,"Power N-CT31^2",31,2,0,0,15,"CALIBRATED",106291470,0,961,0,"ARITHMETIC"
"CT",6,10,992,113379668,"Power CT32^2T1",32,2,0,1,16,"FORMULA",113379668,0,992,0,"ARITHMETIC"
"CT",6,10,1027,113379808,"Power CT32^2+3",32,2,3,0,16,"FORMULA",113379808,0,1027,0,"ARITHMETIC"
"N-CT",6,10,1051,116922612,"Power N-CT41^2Trin6,6,6",41,2,0,3,14,"CALIBRATED",116922612,0,NA,NA,"ARITHMETIC"
"N-CT",6,10,1085,118532952,"Power N-CT41^2T10T6",41,2,0,2,14,"CALIBRATED",118532952,0,1085,0,"ARITHMETIC"
"N-CT",6,10,1225,118533092,"Power N-CT41^2T6T6",41,2,0,2,14,"CALIBRATED",118533092,0,1225,0,"ARITHMETIC"
"N-CT",6,10,1230,120128912,"Power N-CT41^2T11",41,2,0,1,14,"CALIBRATED",120128912,0,1230,0,"ARITHMETIC"
"N-CT",6,10,1271,120143432,"Power N-CT41^2T10",41,2,0,1,14,"CALIBRATED",120143432,0,1271,0,"ARITHMETIC"
"N-CT",6,10,1435,120143572,"Power N-CT41^2T6",41,2,0,1,14,"CALIBRATED",120143572,0,1435,0,"ARITHMETIC"
"N-CT",6,10,1681,121754052,"Power N-CT41^2",41,2,0,0,14,"CALIBRATED",121754052,0,1681,0,"ARITHMETIC"
"N-CT",6,10,1763,123657382,"Power N-CT43^2T2",43,2,0,1,14,"CALIBRATED",123657382,0,1763,0,"ARITHMETIC"
"N-CT",6,10,1849,123803792,"Power N-CT43^2",43,2,0,0,14,"CALIBRATED",123803792,0,1849,0,"ARITHMETIC"
"N-CT",6,10,1886,123848052,"Power N-CT47^2T6T1",47,2,0,2,14,"CALIBRATED",123848052,0,1886,0,"ARITHMETIC"
"N-CT",6,10,1927,123848092,"Power N-CT47^2T6",47,2,0,1,14,"CALIBRATED",123848092,0,1927,0,"ARITHMETIC"
"N-CT",6,10,1935,123994352,"Power N-CT47^2T4T2",47,2,0,2,14,"CALIBRATED",123994352,0,1935,0,"ARITHMETIC"
"N-CT",6,10,1936,123994422,"Power N-CT47^2Arc(2)T4",47,2,0,3,14,"CALIBRATED",123994422,0,1936,0,"ARITHMETIC"
"N-CT",6,10,1978,123994462,"Power N-CT47^2T4T1",47,2,0,2,14,"CALIBRATED",123994462,0,1978,0,"ARITHMETIC"
"N-CT",6,10,2021,123994502,"Power N-CT47^2T4",47,2,0,1,14,"CALIBRATED",123994502,0,2021,0,"ARITHMETIC"
"N-CT",6,10,2024,124007772,"Power N-CT47^2T3T1",47,2,0,2,14,"CALIBRATED",124007772,0,2024,0,"ARITHMETIC"
"N-CT",6,10,2068,124007812,"Power N-CT47^2T3",47,2,0,1,14,"CALIBRATED",124007812,0,2068,0,"ARITHMETIC"
"N-CT",6,10,2070,124008982,"Power N-CT47^2T2T1",47,2,0,2,14,"CALIBRATED",124008982,0,2070,0,"ARITHMETIC"
"N-CT",6,10,2115,124009022,"Power N-CT47^2T2",47,2,0,1,14,"CALIBRATED",124009022,0,2115,0,"ARITHMETIC"
"N-CT",6,10,2116,124009092,"Power N-CT47^2T1T1",47,2,0,2,14,"CALIBRATED",124009092,0,2116,0,"ARITHMETIC"
"N-CT",6,10,2162,124009132,"Power N-CT47^2T1",47,2,0,1,14,"CALIBRATED",124009132,0,2162,0,"ARITHMETIC"
"N-CT",6,10,2210,124009172,"Power N-CT47^2+1",47,2,1,0,14,"CALIBRATED",124009172,0,2210,0,"ARITHMETIC"
"N-CT",6,10,2304,141402332,"Power N-CT53^2T5T5",53,2,0,2,14,"CALIBRATED",141402332,0,2304,0,"ARITHMETIC"
"N-CT",6,10,2332,142850402,"Power N-CT53^2T9",53,2,0,1,14,"CALIBRATED",142850402,0,2332,0,"ARITHMETIC"
"N-CT",6,10,2385,142851612,"Power N-CT53^2T8",53,2,0,1,14,"CALIBRATED",142851612,0,2385,0,"ARITHMETIC"
"N-CT",6,10,2438,142851722,"Power N-CT53^2T7",53,2,0,1,14,"CALIBRATED",142851722,0,2438,0,"ARITHMETIC"
"N-CT",6,10,2544,142851762,"Power N-CT53^2T5",53,2,0,1,14,"CALIBRATED",142851762,0,2544,0,"ARITHMETIC"
"N-CT",6,10,2810,144301192,"Power N-CT53^2+1",53,2,1,0,14,"CALIBRATED",144301192,0,2810,0,"ARITHMETIC"
"N-CT",6,10,2832,144945282,"Power N-CT59^2T11",59,2,0,1,14,"CALIBRATED",144945282,0,2832,0,"ARITHMETIC"
"N-CT",6,10,2916,146233672,"Power N-CT59^2T5T5",59,2,0,2,14,"CALIBRATED",146233672,0,2916,0,"ARITHMETIC"
"N-CT",6,10,3186,146394712,"Power N-CT59^2T5",59,2,0,1,14,"CALIBRATED",146394712,0,3186,0,"ARITHMETIC"
"N-CT",6,10,3482,146555752,"Power N-CT59^2+1",59,2,1,0,14,"CALIBRATED",146555752,0,3482,0,"ARITHMETIC"
"N-CT",6,10,3483,148019852,"Power N-CT61^2Arc(4)",61,2,0,4,14,"CALIBRATED",148019852,0,3483,0,"ARITHMETIC"
"N-CT",6,10,3541,148166262,"Power N-CT61^2Arc(3)",61,2,0,3,14,"CALIBRATED",148166262,0,3541,0,"ARITHMETIC"
"N-CT",6,10,3600,148312672,"Power N-CT61^2T1T1",61,2,0,2,14,"CALIBRATED",148312672,0,3600,0,"ARITHMETIC"
"N-CT",6,10,3660,148459082,"Power N-CT61^2T1",61,2,0,1,14,"CALIBRATED",148459082,0,3660,0,"ARITHMETIC"
"N-CT",6,10,3721,148605492,"Power N-CT61^2",61,2,0,0,14,"CALIBRATED",148605492,0,3721,0,"ARITHMETIC"
"N-CT",6,10,3730,148642672,"Power N-CT67^2Arc(5)T7",67,2,0,6,14,"CALIBRATED",148642672,0,3730,0,"ARITHMETIC"
"N-CT",6,10,3786,148643992,"Power N-CT67^2Arc(4)T7",67,2,0,5,14,"CALIBRATED",148643992,0,3786,0,"ARITHMETIC"
"N-CT",6,10,3843,148645312,"Power N-CT67^2Arc(3)T7",67,2,0,4,14,"CALIBRATED",148645312,0,3843,0,"ARITHMETIC"
"N-CT",6,10,3901,148646632,"Power N-CT67^2Arc(2)T7",67,2,0,3,14,"CALIBRATED",148646632,0,3901,0,"ARITHMETIC"
"N-CT",6,10,3960,148647952,"Power N-CT67^2T7T1",67,2,0,2,14,"CALIBRATED",148647952,0,3960,0,"ARITHMETIC"
"N-CT",6,10,4020,148649272,"Power N-CT67^2T7",67,2,0,1,14,"CALIBRATED",148649272,0,4020,0,"ARITHMETIC"
"N-CT",6,10,4026,148794362,"Power N-CT67^2T6T1",67,2,0,2,14,"CALIBRATED",148794362,0,4026,0,"ARITHMETIC"
"N-CT",6,10,4087,148795682,"Power N-CT67^2T6",67,2,0,1,14,"CALIBRATED",148795682,0,4087,0,"ARITHMETIC"
"N-CT",6,10,4102,148802392,"Power N-CT67^2Arc(6)",67,2,0,6,14,"CALIBRATED",148802392,0,4102,0,"ARITHMETIC"
"N-CT",6,10,4164,148803712,"Power N-CT67^2Arc(5)",67,2,0,5,14,"CALIBRATED",148803712,0,4164,0,"ARITHMETIC"
"N-CT",6,10,4227,148805032,"Power N-CT67^2Arc(4)",67,2,0,4,14,"CALIBRATED",148805032,0,4227,0,"ARITHMETIC"
"N-CT",6,10,4291,148806352,"Power N-CT67^2Arc(3)",67,2,0,3,14,"CALIBRATED",148806352,0,4291,0,"ARITHMETIC"
"N-CT",6,10,4356,148807672,"Power N-CT67^2T1T1",67,2,0,2,14,"CALIBRATED",148807672,0,4356,0,"ARITHMETIC"
"N-CT",6,10,4422,148808992,"Power N-CT67^2T1",67,2,0,1,14,"CALIBRATED",148808992,0,4422,0,"ARITHMETIC"
"N-CT",6,10,4489,148810312,"Power N-CT67^2",67,2,0,0,14,"CALIBRATED",148810312,0,4489,0,"ARITHMETIC"
"N-CT",6,10,4490,148811012,"Power N-CT67^2+1",67,2,1,0,14,"CALIBRATED",148811012,0,4490,0,"ARITHMETIC"
"N-CT",6,10,4556,152353784,"Power N-CT73^2T6T5",73,2,0,2,13,"CALIBRATED",152353784,0,4556,0,"ARITHMETIC"
"N-CT",6,10,4624,152353834,"Power N-CT73^2T5T5",73,2,0,2,13,"CALIBRATED",152353834,0,4624,0,"ARITHMETIC"
"N-CT",6,10,4818,153640844,"Power N-CT73^2T7",73,2,0,1,13,"CALIBRATED",153640844,0,4818,0,"ARITHMETIC"
"N-CT",6,10,4891,153642164,"Power N-CT73^2T6",73,2,0,1,13,"CALIBRATED",153642164,0,4891,0,"ARITHMETIC"
"N-CT",6,10,4964,153642214,"Power N-CT73^2T5",73,2,0,1,13,"CALIBRATED",153642214,0,4964,0,"ARITHMETIC"
"N-CT",6,10,5330,154930594,"Power N-CT73^2+1",73,2,1,0,13,"CALIBRATED",154930594,0,5330,0,"ARITHMETIC"
"N-CT",6,10,5478,155573324,"Power N-CT83^2T17",83,2,0,1,13,"CALIBRATED",155573324,0,5478,0,"ARITHMETIC"
"N-CT",6,10,5561,155574644,"Power N-CT83^2T16",83,2,0,1,13,"CALIBRATED",155574644,0,5561,0,"ARITHMETIC"
"N-CT",6,10,5644,155574694,"Power N-CT83^2T15",83,2,0,1,13,"CALIBRATED",155574694,0,5644,0,"ARITHMETIC"
"N-CT",6,10,6142,156863074,"Power N-CT83^2T9",83,2,0,1,13,"CALIBRATED",156863074,0,6142,0,"ARITHMETIC"
"N-CT",6,10,6889,157024114,"Power N-CT83^2",83,2,0,0,13,"CALIBRATED",157024114,0,6889,0,"ARITHMETIC"
"N-CT",6,10,6919,159264044,"Power N-CT89^2Arc(12)",89,2,0,12,13,"CALIBRATED",159264044,0,6919,0,"ARITHMETIC"
"N-CT",6,10,6997,159410454,"Power N-CT89^2Arc(11)",89,2,0,11,13,"CALIBRATED",159410454,0,6997,0,"ARITHMETIC"
"N-CT",6,10,7076,159556864,"Power N-CT89^2Arc(10)",89,2,0,10,13,"CALIBRATED",159556864,0,7076,0,"ARITHMETIC"
"N-CT",6,10,7382,159599214,"Power N-CT101^2Arc(13)T18",101,2,0,14,13,"CALIBRATED",NA,NA,7382,0,"ARITH_OPEN"
"N-CT",6,10,7822,159760254,"Power N-CT101^2Arc(13)T13",101,2,0,14,13,"CALIBRATED",NA,NA,7822,0,"ARITH_OPEN"
"N-CT",6,10,8438,159906664,"Power N-CT101^2Arc(13)T6",101,2,0,14,13,"CALIBRATED",NA,NA,8438,0,"ARITH_OPEN"
"N-CT",6,10,8614,159919974,"Power N-CT101^2Arc(13)T4",101,2,0,14,13,"CALIBRATED",NA,NA,8614,0,"ARITH_OPEN"
"N-CT",6,10,8790,159921184,"Power N-CT101^2Arc(13)T2",101,2,0,14,13,"CALIBRATED",NA,NA,8790,0,"ARITH_OPEN"
"N-CT",6,10,8839,161154064,"Power N-CT97^2Trin2,2,2",97,2,0,3,13,"CALIBRATED",161154064,0,NA,NA,"ARITHMETIC"
"N-CT",6,10,9025,161167374,"Power N-CT97^2T2T2",97,2,0,2,13,"CALIBRATED",161167374,0,9025,0,"ARITHMETIC"
"N-CT",6,10,9215,161180684,"Power N-CT97^2T2",97,2,0,1,13,"CALIBRATED",161180684,0,9215,0,"ARITHMETIC"
"N-CT",6,10,9409,161193994,"Power N-CT97^2",97,2,0,0,13,"CALIBRATED",161193994,0,9409,0,"ARITHMETIC"
"N-CT",6,10,9412,161209724,"Power N-CT97^2+3",97,2,3,0,13,"CALIBRATED",161209724,0,9412,0,"ARITHMETIC"
"N-CT",6,10,9421,167652424,"Power N-CT101^2Arc(8)",101,2,0,8,13,"CALIBRATED",167652424,0,9421,0,"ARITHMETIC"
"N-CT",6,10,9515,168940964,"Power N-CT101^2Arc(7)",101,2,0,7,13,"CALIBRATED",168940964,0,9515,0,"ARITHMETIC"
"N-CT",6,10,9610,170229504,"Power N-CT101^2Arc(6)",101,2,0,6,13,"CALIBRATED",170229504,0,9610,0,"ARITHMETIC"
"N-CT",6,10,9706,171518044,"Power N-CT101^2Arc(5)",101,2,0,5,13,"CALIBRATED",171518044,0,9706,0,"ARITHMETIC"
"N-CT",6,10,9803,172806584,"Power N-CT101^2Arc(4)",101,2,0,4,13,"CALIBRATED",172806584,0,9803,0,"ARITHMETIC"
"N-CT",6,10,9901,174095124,"Power N-CT101^2Arc(3)",101,2,0,3,13,"CALIBRATED",174095124,0,9901,0,"ARITHMETIC"
"N-CT",6,10,10000,175383664,"Power N-CT101^2T1T1",101,2,0,2,13,"CALIBRATED",175383664,0,10000,0,"ARITHMETIC"
"N-CT",5,11,1260,5603400,"Power N-CT43^2T13T1",43,2,0,2,9,"CALIBRATED",5603400,0,1260,0,"ARITHMETIC"
"N-CT",5,11,1290,5615390,"Power N-CT43^2T13",43,2,0,1,9,"CALIBRATED",5615390,0,1290,0,"ARITHMETIC"
"N-CT",5,11,1339,5621970,"Power N-CT41^2Trin3,3,3",41,2,0,3,9,"CALIBRATED",5621970,0,NA,NA,"ARITHMETIC"
"N-CT",5,11,1351,5625730,"Power N-CT47^2Arc(2)T17",47,2,0,3,9,"CALIBRATED",5625730,0,1351,0,"ARITHMETIC"
"N-CT",5,11,1380,5625840,"Power N-CT47^2T17T1",47,2,0,2,9,"CALIBRATED",5625840,0,1380,0,"ARITHMETIC"
"N-CT",5,11,1410,5625950,"Power N-CT47^2T17",47,2,0,1,9,"CALIBRATED",5625950,0,1410,0,"ARITHMETIC"
"N-CT",5,11,1444,5636600,"Power N-CT41^2T3T3",41,2,0,2,9,"CALIBRATED",5636600,0,1444,0,"ARITHMETIC"
"N-CT",5,11,1482,5649910,"Power N-CT41^2T3T2",41,2,0,2,9,"CALIBRATED",5649910,0,1482,0,"ARITHMETIC"
"N-CT",5,11,1558,5651230,"Power N-CT41^2T3",41,2,0,1,9,"CALIBRATED",5651230,0,1558,0,"ARITHMETIC"
"N-CT",5,11,1599,5664540,"Power N-CT41^2T2",41,2,0,1,9,"CALIBRATED",5664540,0,1599,0,"ARITHMETIC"
"N-CT",5,11,1682,5665860,"Power N-CT41^2+1",41,2,1,0,9,"CALIBRATED",5665860,0,1682,0,"ARITHMETIC"
"N-CT",5,11,1683,5725810,"Power N-CT43^2Arc(4)",43,2,0,4,9,"CALIBRATED",5725810,0,1683,0,"ARITHMETIC"
"N-CT",5,11,1723,5737800,"Power N-CT43^2Arc(3)",43,2,0,3,9,"CALIBRATED",5737800,0,1723,0,"ARITHMETIC"
