"fam","t","v","k","N","Source","q","e","plus","nred","M","M_status","N_pred","dN","k_pred","dk","arith_tier"
"CT",5,20,4864,132581033,"Power CT23^3T7T7T4",23,3,0,3,21,"FORMULA",132581033,0,4864,0,"ARITHMETIC"
"CT",5,20,4896,132588085,"Power CT23^3T7T6T5",23,3,0,3,21,"FORMULA",132588085,0,4896,0,"ARITHMETIC"
"CT",5,20,4913,132590913,"Power CT23^3T6T6T6",23,3,0,3,21,"FORMULA",132590913,0,4913,0,"ARITHMETIC"
"CT",5,20,5175,132591130,"Power CT23^3T8T8",23,3,0,2,21,"FORMULA",132591130,0,5175,0,"ARITHMETIC"
"CT",5,20,5184,132799087,"Power CT23^3T7T5T5",23,3,0,3,21,"FORMULA",132799087,0,5184,0,"ARITHMETIC"
"CT",5,20,5244,132801266,"Power CT23^3T11T4",23,3,0,2,21,"FORMULA",132801266,0,5244,0,"ARITHMETIC"
"CT",5,20,5382,132804008,"Power CT23^3T10T5",23,3,0,2,21,"FORMULA",132804008,0,5382,0,"ARITHMETIC"
"CT",5,20,5474,132805136,"Power CT23^3T9T6",23,3,0,2,21,"FORMULA",132805136,0,5474,0,"ARITHMETIC"
"CT",5,20,5520,132805882,"Power CT23^3T8T7",23,3,0,2,21,"FORMULA",132805882,0,5520,0,"ARITHMETIC"
"CT",5,20,5681,133010786,"Power CT23^3T10T4",23,3,0,2,21,"FORMULA",133010786,0,5681,0,"ARITHMETIC"
"CT",5,20,5796,133016138,"Power CT23^3T9T5",23,3,0,2,21,"FORMULA",133016138,0,5796,0,"ARITHMETIC"
"CT",5,20,5865,133019712,"Power CT23^3T8T6",23,3,0,2,21,"FORMULA",133019712,0,5865,0,"ARITHMETIC"
"CT",5,20,5888,133020634,"Power CT23^3T7T7",23,3,0,2,21,"FORMULA",133020634,0,5888,0,"ARITHMETIC"
"CT",5,20,5980,133211666,"Power CT23^3T10T3",23,3,0,2,21,"FORMULA",133211666,0,5980,0,"ARITHMETIC"
"CT",5,20,6118,133222916,"Power CT23^3T9T4",23,3,0,2,21,"FORMULA",133222916,0,6118,0,"ARITHMETIC"
"CT",5,20,6210,133230714,"Power CT23^3T8T5",23,3,0,2,21,"FORMULA",133230714,0,6210,0,"ARITHMETIC"
"CT",5,20,6256,133234464,"Power CT23^3T7T6",23,3,0,2,21,"FORMULA",133234464,0,6256,0,"ARITHMETIC"
"CT",5,20,6348,133240867,"Power CT23^3T11",23,3,0,1,21,"FORMULA",133240867,0,6348,0,"ARITHMETIC"
"CT",5,20,6440,133423796,"Power CT23^3T9T3",23,3,0,2,21,"FORMULA",133423796,0,6440,0,"ARITHMETIC"
"CT",5,20,6555,133437492,"Power CT23^3T8T4",23,3,0,2,21,"FORMULA",133437492,0,6555,0,"ARITHMETIC"
"CT",5,20,6624,133445466,"Power CT23^3T7T5",23,3,0,2,21,"FORMULA",133445466,0,6624,0,"ARITHMETIC"
"CT",5,20,6647,133448294,"Power CT23^3T6T6",23,3,0,2,21,"FORMULA",133448294,0,6647,0,"ARITHMETIC"
"CT",5,20,6877,133450387,"Power CT23^3T10",23,3,0,1,21,"FORMULA",133450387,0,6877,0,"ARITHMETIC"
"CT",5,20,6900,133638372,"Power CT23^3T8T3",23,3,0,2,21,"FORMULA",133638372,0,6900,0,"ARITHMETIC"
"CT",5,20,6992,133652244,"Power CT23^3T7T4",23,3,0,2,21,"FORMULA",133652244,0,6992,0,"ARITHMETIC"
"CT",5,20,7038,133659296,"Power CT23^3T6T5",23,3,0,2,21,"FORMULA",133659296,0,7038,0,"ARITHMETIC"
"CT",5,20,7406,133662517,"Power CT23^3T9",23,3,0,1,21,"FORMULA",133662517,0,7406,0,"ARITHMETIC"
"CT",5,20,7429,133866074,"Power CT23^3T6T4",23,3,0,2,21,"FORMULA",133866074,0,7429,0,"ARITHMETIC"
"CT",5,20,7452,133870298,"Power CT23^3T5T5",23,3,0,2,21,"FORMULA",133870298,0,7452,0,"ARITHMETIC"
"CT",5,20,7935,133877093,"Power CT23^3T8",23,3,0,1,21,"FORMULA",133877093,0,7935,0,"ARITHMETIC"
"CT",5,20,8464,134091845,"Power CT23^3T7",23,3,0,1,21,"FORMULA",134091845,0,8464,0,"ARITHMETIC"
"CT",5,20,8993,134305675,"Power CT23^3T6",23,3,0,1,21,"FORMULA",134305675,0,8993,0,"ARITHMETIC"
"CT",5,20,9522,134516677,"Power CT23^3T5",23,3,0,1,21,"FORMULA",134516677,0,9522,0,"ARITHMETIC"
"CT",5,20,10000,134723455,"Power CT23^3T4",23,3,0,1,21,"FORMULA",134723455,0,10051,-51,"ARITHMETIC"
"CT",6,20,256,1690245488,"Power CT16^2",16,2,0,0,16,"FORMULA",1690245488,0,256,0,"ARITHMETIC"
"CT",6,20,272,1766753768,"Power CT17^2T1",17,2,0,1,16,"FORMULA",1766753768,0,272,0,"ARITHMETIC"
"CT",6,20,289,1771854320,"Power CT17^2",17,2,0,0,16,"FORMULA",1771854320,0,289,0,"ARITHMETIC"
"CT",6,20,290,1855516976,"Power CT17^2+1",17,2,1,0,16,"FORMULA",1855516976,0,290,0,"ARITHMETIC"
"CT",6,20,291,1919610656,"Power CT19^2Arc(4)",19,2,0,4,16,"FORMULA",1919610656,0,291,0,"ARITHMETIC"
"CT",6,20,307,1924951796,"Power CT19^2Arc(3)",19,2,0,3,16,"FORMULA",1924951796,0,307,0,"ARITHMETIC"
"CT",6,20,324,1930292936,"Power CT19^2T1T1",19,2,0,2,16,"FORMULA",1930292936,0,324,0,"ARITHMETIC"
"CT",6,20,342,1935634076,"Power CT19^2T1",19,2,0,1,16,"FORMULA",1935634076,0,342,0,"ARITHMETIC"
"CT",6,20,361,1940975216,"Power CT19^2",19,2,0,0,16,"FORMULA",1940975216,0,361,0,"ARITHMETIC"
"CT",6,20,362,2027851088,"Power CT19^2+1",19,2,1,0,16,"FORMULA",2027851088,0,362,0,"ARITHMETIC"
"CT",6,20,380,2320553992,"Power CT23^2T4T3",23,2,0,2,16,"FORMULA",2320553992,0,380,0,"ARITHMETIC"
"CT",6,20,400,2325983734,"Power CT23^2T3T3",23,2,0,2,16,"FORMULA",2325983734,0,400,0,"ARITHMETIC"
"CT",6,20,414,2336508041,"Power CT23^2T5",23,2,0,1,16,"FORMULA",2336508041,0,414,0,"ARITHMETIC"
"CT",6,20,437,2341849181,"Power CT23^2T4",23,2,0,1,16,"FORMULA",2341849181,0,437,0,"ARITHMETIC"
"CT",6,20,460,2347278923,"Power CT23^2T3",23,2,0,1,16,"FORMULA",2347278923,0,460,0,"ARITHMETIC"
"CT",6,20,530,2368574112,"Power CT23^2+1",23,2,1,0,16,"FORMULA",2368574112,0,530,0,"ARITHMETIC"
"CT",6,20,553,3617935628,"Power CT25^2Arc(3)",25,2,0,3,16,"FORMULA",3617935628,0,553,0,"ARITHMETIC"
"CT",6,20,576,3714040360,"Power CT25^2T1T1",25,2,0,2,16,"FORMULA",3714040360,0,576,0,"ARITHMETIC"
"CT",6,20,600,3810145092,"Power CT25^2T1",25,2,0,1,16,"FORMULA",3810145092,0,600,0,"ARITHMETIC"
"CT",6,20,626,3906249824,"Power CT25^2+1",25,2,1,0,16,"FORMULA",3906249824,0,626,0,"ARITHMETIC"
"N-CT",6,20,1258,7971491614,"Power N-CT41^2T7T4",41,2,0,2,14,"CALIBRATED",7971491614,0,1258,0,"ARITHMETIC"
"N-CT",6,20,1271,7974628534,"Power N-CT41^2T10",41,2,0,1,14,"CALIBRATED",7974628534,0,1271,0,"ARITHMETIC"
"N-CT",6,20,1394,7974628578,"Power N-CT41^2T7",41,2,0,1,14,"CALIBRATED",7974628578,0,1394,0,"ARITHMETIC"
"N-CT",6,20,1462,8058300738,"Power N-CT43^2T9",43,2,0,1,14,"CALIBRATED",8058300738,0,1462,0,"ARITHMETIC"
"N-CT",6,20,1476,8095065769,"Power N-CT41^2T5",41,2,0,1,14,"CALIBRATED",8095065769,0,1476,0,"ARITHMETIC"
"N-CT",6,20,1517,8106654796,"Power N-CT41^2T4",41,2,0,1,14,"CALIBRATED",8106654796,0,1517,0,"ARITHMETIC"
"N-CT",6,20,1681,8109791760,"Power N-CT41^2",41,2,0,0,14,"CALIBRATED",8109791760,0,1681,0,"ARITHMETIC"
"N-CT",6,20,1763,8193463920,"Power N-CT43^2T2",43,2,0,1,14,"CALIBRATED",8193463920,0,1763,0,"ARITHMETIC"
"N-CT",6,20,1851,8199900240,"Power N-CT43^2+2",43,2,2,0,14,"CALIBRATED",8199900240,0,1851,0,"ARITHMETIC"
"N-CT",6,20,1939,8267621762,"Power N-CT47^2Trin2,2,2",47,2,0,3,14,"CALIBRATED",8267621762,0,NA,NA,"ARITHMETIC"
"N-CT",6,20,2025,8273778264,"Power N-CT47^2T2T2",47,2,0,2,14,"CALIBRATED",8273778264,0,2025,0,"ARITHMETIC"
"N-CT",6,20,2115,8279934766,"Power N-CT47^2T2",47,2,0,1,14,"CALIBRATED",8279934766,0,2115,0,"ARITHMETIC"
"N-CT",6,20,2239,8560329100,"Power N-CT53^2Arc(12)",53,2,0,12,14,"CALIBRATED",8560329100,0,2239,0,"ARITHMETIC"
"N-CT",6,20,2281,8695492832,"Power N-CT53^2Arc(11)",53,2,0,11,14,"CALIBRATED",8695492832,0,2281,0,"ARITHMETIC"
"N-CT",6,20,2324,8830656564,"Power N-CT53^2Arc(10)",53,2,0,10,14,"CALIBRATED",8830656564,0,2324,0,"ARITHMETIC"
"N-CT",6,20,2368,8965820296,"Power N-CT53^2Arc(9)",53,2,0,9,14,"CALIBRATED",8965820296,0,2368,0,"ARITHMETIC"
"N-CT",6,20,2413,9100984028,"Power N-CT53^2Arc(8)",53,2,0,8,14,"CALIBRATED",9100984028,0,2413,0,"ARITHMETIC"
"N-CT",6,20,2459,9236147760,"Power N-CT53^2Arc(7)",53,2,0,7,14,"CALIBRATED",9236147760,0,2459,0,"ARITHMETIC"
"N-CT",6,20,2514,9248464290,"Power N-CT73^2Trin3,22,22",73,2,0,3,13,"CALIBRATED",9248464290,0,NA,NA,"ARITHMETIC"
"N-CT",6,20,2562,9248743602,"Power N-CT73^2Trin3,21,22",73,2,0,3,13,"CALIBRATED",9248743602,0,NA,NA,"ARITHMETIC"
"N-CT",6,20,2611,9249022914,"Power N-CT73^2Trin3,21,21",73,2,0,3,13,"CALIBRATED",9249022914,0,NA,NA,"ARITHMETIC"
"N-CT",6,20,2652,9255179922,"Power N-CT73^2T22T21",73,2,0,2,13,"CALIBRATED",9255179922,0,2652,0,"ARITHMETIC"
"N-CT",6,20,2704,9255459234,"Power N-CT73^2T21T21",73,2,0,2,13,"CALIBRATED",9255459234,0,2704,0,"ARITHMETIC"
"N-CT",6,20,2822,9322901994,"Power N-CT83^2T49",83,2,0,1,13,"CALIBRATED",9322901994,0,2822,0,"ARITHMETIC"
"N-CT",6,20,3024,9377750832,"Power N-CT73^2Trin3,3,28",73,2,0,3,13,"CALIBRATED",9377750832,0,NA,NA,"ARITHMETIC"
"N-CT",6,20,3426,9383907334,"Power N-CT73^2Trin3,3,22",73,2,0,3,13,"CALIBRATED",9383907334,0,NA,NA,"ARITHMETIC"
"N-CT",6,20,3493,9384186646,"Power N-CT73^2Trin3,3,21",73,2,0,3,13,"CALIBRATED",9384186646,0,NA,NA,"ARITHMETIC"
"N-CT",6,20,3570,9390343654,"Power N-CT73^2T22T3",73,2,0,2,13,"CALIBRATED",9390343654,0,3570,0,"ARITHMETIC"
"N-CT",6,20,3640,9390622966,"Power N-CT73^2T21T3",73,2,0,2,13,"CALIBRATED",9390622966,0,3640,0,"ARITHMETIC"
"N-CT",6,20,3723,9396779974,"Power N-CT73^2T22",73,2,0,1,13,"CALIBRATED",9396779974,0,3723,0,"ARITHMETIC"
"N-CT",6,20,3796,9397059286,"Power N-CT73^2T21",73,2,0,1,13,"CALIBRATED",9397059286,0,3796,0,"ARITHMETIC"
"N-CT",6,20,3811,9433998298,"Power N-CT79^2Arc(6)T27",79,2,0,7,13,"CALIBRATED",9433998298,0,3811,0,"ARITHMETIC"
"N-CT",6,20,3858,9440154800,"Power N-CT79^2Arc(5)T27",79,2,0,6,13,"CALIBRATED",9440154800,0,3858,0,"ARITHMETIC"
"N-CT",6,20,3906,9446311302,"Power N-CT79^2Arc(4)T27",79,2,0,5,13,"CALIBRATED",9446311302,0,3906,0,"ARITHMETIC"
"N-CT",6,20,3955,9452467804,"Power N-CT79^2Arc(3)T27",79,2,0,4,13,"CALIBRATED",9452467804,0,3955,0,"ARITHMETIC"
"N-CT",6,20,4005,9458624306,"Power N-CT79^2Arc(2)T27",79,2,0,3,13,"CALIBRATED",9458624306,0,4005,0,"ARITHMETIC"
"N-CT",6,20,4056,9464780808,"Power N-CT79^2T27T1",79,2,0,2,13,"CALIBRATED",9464780808,0,4056,0,"ARITHMETIC"
"N-CT",6,20,4233,9470657998,"Power N-CT83^2T32",83,2,0,1,13,"CALIBRATED",9470657998,0,4233,0,"ARITHMETIC"
"N-CT",6,20,4316,9470937310,"Power N-CT83^2T31",83,2,0,1,13,"CALIBRATED",9470937310,0,4316,0,"ARITHMETIC"
"N-CT",6,20,4699,9519350378,"Power N-CT73^2Trin3,3,3",73,2,0,3,13,"CALIBRATED",9519350378,0,NA,NA,"ARITHMETIC"
"N-CT",6,20,4900,9525786698,"Power N-CT73^2T3T3",73,2,0,2,13,"CALIBRATED",9525786698,0,4900,0,"ARITHMETIC"
"N-CT",6,20,5110,9532223018,"Power N-CT73^2T3",73,2,0,1,13,"CALIBRATED",9532223018,0,5110,0,"ARITHMETIC"
"N-CT",6,20,5359,9544815840,"Power N-CT79^2Arc(12)",79,2,0,12,13,"CALIBRATED",9544815840,0,5359,0,"ARITHMETIC"
"N-CT",6,20,5427,9550972342,"Power N-CT79^2Arc(11)",79,2,0,11,13,"CALIBRATED",9550972342,0,5427,0,"ARITHMETIC"
"N-CT",6,20,5496,9557128844,"Power N-CT79^2Arc(10)",79,2,0,10,13,"CALIBRATED",9557128844,0,5496,0,"ARITHMETIC"
"N-CT",6,20,5566,9563285346,"Power N-CT79^2Arc(9)",79,2,0,9,13,"CALIBRATED",9563285346,0,5566,0,"ARITHMETIC"
"N-CT",6,20,5637,9569441848,"Power N-CT79^2Arc(8)",79,2,0,8,13,"CALIBRATED",9569441848,0,5637,0,"ARITHMETIC"
"N-CT",6,20,5709,9575598350,"Power N-CT79^2Arc(7)",79,2,0,7,13,"CALIBRATED",9575598350,0,5709,0,"ARITHMETIC"
"N-CT",6,20,5782,9581754852,"Power N-CT79^2Arc(6)",79,2,0,6,13,"CALIBRATED",9581754852,0,5782,0,"ARITHMETIC"
"N-CT",6,20,5856,9587911354,"Power N-CT79^2Arc(5)",79,2,0,5,13,"CALIBRATED",9587911354,0,5856,0,"ARITHMETIC"
"N-CT",6,20,5931,9594067856,"Power N-CT79^2Arc(4)",79,2,0,4,13,"CALIBRATED",9594067856,0,5931,0,"ARITHMETIC"
"N-CT",6,20,6007,9600224358,"Power N-CT79^2Arc(3)",79,2,0,3,13,"CALIBRATED",9600224358,0,6007,0,"ARITHMETIC"
"N-CT",6,20,6084,9606380860,"Power N-CT79^2T1T1",79,2,0,2,13,"CALIBRATED",9606380860,0,6084,0,"ARITHMETIC"
"N-CT",6,20,6474,9612537362,"Power N-CT83^2T5",83,2,0,1,13,"CALIBRATED",9612537362,0,6474,0,"ARITHMETIC"
"N-CT",6,20,6891,9618693864,"Power N-CT83^2+2",83,2,2,0,13,"CALIBRATED",9618693864,0,6891,0,"ARITHMETIC"
"N-CT",6,20,6901,10908761104,"Power N-CT89^2Trin4,4,4",89,2,0,3,13,"CALIBRATED",10908761104,0,NA,NA,"ARITHMETIC"
"N-CT",6,20,7063,10909028778,"Power N-CT89^2Trin2,4,4",89,2,0,3,13,"CALIBRATED",10909028778,0,NA,NA,"ARITHMETIC"
"N-CT",6,20,7229,10909296452,"Power N-CT89^2Trin2,2,4",89,2,0,3,13,"CALIBRATED",10909296452,0,NA,NA,"ARITHMETIC"
"N-CT",6,20,7399,10909564126,"Power N-CT89^2Trin2,2,2",89,2,0,3,13,"CALIBRATED",10909564126,0,NA,NA,"ARITHMETIC"
"N-CT",6,20,7569,11038303176,"Power N-CT89^2T2T2",89,2,0,2,13,"CALIBRATED",11038303176,0,7569,0,"ARITHMETIC"
"N-CT",6,20,10000,11295781276,"Power N-CT101^2",101,2,0,0,13,"CALIBRATED",11295781276,0,10201,-201,"ARITHMETIC"
"CT",5,21,3174,132810860,"Power CT23^3T17",23,3,0,1,21,"FORMULA",132810860,0,3174,0,"ARITHMETIC"
"CT",5,21,3703,133199822,"Power CT23^3T16",23,3,0,1,21,"FORMULA",133199822,0,3703,0,"ARITHMETIC"
"CT",5,21,4232,134186402,"Power CT23^3T15",23,3,0,1,21,"FORMULA",134186402,0,4232,0,"ARITHMETIC"
"CT",5,21,4761,134713051,"Power CT23^3T14",23,3,0,1,21,"FORMULA",134713051,0,4761,0,"ARITHMETIC"
"CT",6,21,530,2368574144,"Power CT23^2+1",23,2,1,0,16,"FORMULA",2368574144,0,530,0,"ARITHMETIC"
"CT",6,21,553,3617935660,"Power CT25^2Arc(3)",25,2,0,3,16,"FORMULA",3617935660,0,553,0,"ARITHMETIC"
"CT",6,21,576,3714040392,"Power CT25^2T1T1",25,2,0,2,16,"FORMULA",3714040392,0,576,0,"ARITHMETIC"
"CT",6,21,600,3810145124,"Power CT25^2T1",25,2,0,1,16,"FORMULA",3810145124,0,600,0,"ARITHMETIC"
"CT",6,21,626,3906249856,"Power CT25^2+1",25,2,1,0,16,"FORMULA",3906249856,0,626,0,"ARITHMETIC"
"CT",6,21,651,5768888036,"Power CT27^2Arc(3)",27,2,0,3,16,"FORMULA",5768888036,0,651,0,"ARITHMETIC"
"CT",6,21,676,5912167896,"Power CT27^2T1T1",27,2,0,2,16,"FORMULA",5912167896,0,676,0,"ARITHMETIC"
"CT",6,21,702,6055447756,"Power CT27^2T1",27,2,0,1,16,"FORMULA",6055447756,0,702,0,"ARITHMETIC"
"CT",6,21,730,6198727616,"Power CT27^2+1",27,2,1,0,16,"FORMULA",6198727616,0,730,0,"ARITHMETIC"
"N-CT",6,21,744,6365542508,"Power N-CT31^2T7",31,2,0,1,15,"CALIBRATED",6365542508,0,744,0,"ARITHMETIC"
"N-CT",6,21,754,6457729788,"Power N-CT29^2T3",29,2,0,1,15,"CALIBRATED",6457729788,0,754,0,"ARITHMETIC"
"N-CT",6,21,755,6461646228,"Power N-CT31^2Arc(2)T5",31,2,0,3,15,"CALIBRATED",6461646228,0,755,0,"ARITHMETIC"
"N-CT",6,21,780,6461646734,"Power N-CT31^2T5T1",31,2,0,2,15,"CALIBRATED",6461646734,0,780,0,"ARITHMETIC"
"N-CT",6,21,806,6461647240,"Power N-CT31^2T5",31,2,0,1,15,"CALIBRATED",6461647240,0,806,0,"ARITHMETIC"
"N-CT",6,21,1271,7974628562,"Power N-CT41^2T10",41,2,0,1,14,"CALIBRATED",7974628562,0,1271,0,"ARITHMETIC"
"N-CT",6,21,1394,7974628606,"Power N-CT41^2T7",41,2,0,1,14,"CALIBRATED",7974628606,0,1394,0,"ARITHMETIC"
"N-CT",6,21,1462,8058300766,"Power N-CT43^2T9",43,2,0,1,14,"CALIBRATED",8058300766,0,1462,0,"ARITHMETIC"
"N-CT",6,21,1681,8109791788,"Power N-CT41^2",41,2,0,0,14,"CALIBRATED",8109791788,0,1681,0,"ARITHMETIC"
"N-CT",6,21,1763,8193463948,"Power N-CT43^2T2",43,2,0,1,14,"CALIBRATED",8193463948,0,1763,0,"ARITHMETIC"
"N-CT",6,21,1851,8199900268,"Power N-CT43^2+2",43,2,2,0,14,"CALIBRATED",8199900268,0,1851,0,"ARITHMETIC"
"N-CT",6,21,1939,8267621790,"Power N-CT47^2Trin2,2,2",47,2,0,3,14,"CALIBRATED",8267621790,0,NA,NA,"ARITHMETIC"
"N-CT",6,21,2025,8273778292,"Power N-CT47^2T2T2",47,2,0,2,14,"CALIBRATED",8273778292,0,2025,0,"ARITHMETIC"
"N-CT",6,21,2115,8279934794,"Power N-CT47^2T2",47,2,0,1,14,"CALIBRATED",8279934794,0,2115,0,"ARITHMETIC"
"N-CT",6,21,2239,8560329128,"Power N-CT53^2Arc(12)",53,2,0,12,14,"CALIBRATED",8560329128,0,2239,0,"ARITHMETIC"
"N-CT",6,21,2281,8695492860,"Power N-CT53^2Arc(11)",53,2,0,11,14,"CALIBRATED",8695492860,0,2281,0,"ARITHMETIC"
"N-CT",6,21,2324,8830656592,"Power N-CT53^2Arc(10)",53,2,0,10,14,"CALIBRATED",8830656592,0,2324,0,"ARITHMETIC"
"N-CT",6,21,2368,8965820324,"Power N-CT53^2Arc(9)",53,2,0,9,14,"CALIBRATED",8965820324,0,2368,0,"ARITHMETIC"
"N-CT",6,21,2413,9100984056,"Power N-CT53^2Arc(8)",53,2,0,8,14,"CALIBRATED",9100984056,0,2413,0,"ARITHMETIC"
"N-CT",6,21,2459,9236147788,"Power N-CT53^2Arc(7)",53,2,0,7,14,"CALIBRATED",9236147788,0,2459,0,"ARITHMETIC"
"N-CT",6,21,2514,9248464316,"Power N-CT73^2Trin3,22,22",73,2,0,3,13,"CALIBRATED",9248464316,0,NA,NA,"ARITHMETIC"
"N-CT",6,21,2562,9248743628,"Power N-CT73^2Trin3,21,22",73,2,0,3,13,"CALIBRATED",9248743628,0,NA,NA,"ARITHMETIC"
"N-CT",6,21,2611,9249022940,"Power N-CT73^2Trin3,21,21",73,2,0,3,13,"CALIBRATED",9249022940,0,NA,NA,"ARITHMETIC"
"N-CT",6,21,2652,9255179948,"Power N-CT73^2T22T21",73,2,0,2,13,"CALIBRATED",9255179948,0,2652,0,"ARITHMETIC"
"N-CT",6,21,2704,9255459260,"Power N-CT73^2T21T21",73,2,0,2,13,"CALIBRATED",9255459260,0,2704,0,"ARITHMETIC"
"N-CT",6,21,2822,9322902020,"Power N-CT83^2T49",83,2,0,1,13,"CALIBRATED",9322902020,0,2822,0,"ARITHMETIC"
"N-CT",6,21,3024,9377750858,"Power N-CT73^2Trin3,3,28",73,2,0,3,13,"CALIBRATED",9377750858,0,NA,NA,"ARITHMETIC"
"N-CT",6,21,3426,9383907360,"Power N-CT73^2Trin3,3,22",73,2,0,3,13,"CALIBRATED",9383907360,0,NA,NA,"ARITHMETIC"
"N-CT",6,21,3493,9384186672,"Power N-CT73^2Trin3,3,21",73,2,0,3,13,"CALIBRATED",9384186672,0,NA,NA,"ARITHMETIC"
"N-CT",6,21,3570,9390343680,"Power N-CT73^2T22T3",73,2,0,2,13,"CALIBRATED",9390343680,0,3570,0,"ARITHMETIC"
"N-CT",6,21,3640,9390622992,"Power N-CT73^2T21T3",73,2,0,2,13,"CALIBRATED",9390622992,0,3640,0,"ARITHMETIC"
"N-CT",6,21,3723,9396780000,"Power N-CT73^2T22",73,2,0,1,13,"CALIBRATED",9396780000,0,3723,0,"ARITHMETIC"
"N-CT",6,21,3796,9397059312,"Power N-CT73^2T21",73,2,0,1,13,"CALIBRATED",9397059312,0,3796,0,"ARITHMETIC"
"N-CT",6,21,3811,9433998324,"Power N-CT79^2Arc(6)T27",79,2,0,7,13,"CALIBRATED",9433998324,0,3811,0,"ARITHMETIC"
"N-CT",6,21,3858,9440154826,"Power N-CT79^2Arc(5)T27",79,2,0,6,13,"CALIBRATED",9440154826,0,3858,0,"ARITHMETIC"
"N-CT",6,21,3906,9446311328,"Power N-CT79^2Arc(4)T27",79,2,0,5,13,"CALIBRATED",9446311328,0,3906,0,"ARITHMETIC"
"N-CT",6,21,3955,9452467830,"Power N-CT79^2Arc(3)T27",79,2,0,4,13,"CALIBRATED",9452467830,0,3955,0,"ARITHMETIC"
"N-CT",6,21,4005,9458624332,"Power N-CT79^2Arc(2)T27",79,2,0,3,13,"CALIBRATED",9458624332,0,4005,0,"ARITHMETIC"
"N-CT",6,21,4056,9464780834,"Power N-CT79^2T27T1",79,2,0,2,13,"CALIBRATED",9464780834,0,4056,0,"ARITHMETIC"
"N-CT",6,21,4233,9470658024,"Power N-CT83^2T32",83,2,0,1,13,"CALIBRATED",9470658024,0,4233,0,"ARITHMETIC"
"N-CT",6,21,4316,9470937336,"Power N-CT83^2T31",83,2,0,1,13,"CALIBRATED",9470937336,0,4316,0,"ARITHMETIC"
"N-CT",6,21,4699,9519350404,"Power N-CT73^2Trin3,3,3",73,2,0,3,13,"CALIBRATED",9519350404,0,NA,NA,"ARITHMETIC"
"N-CT",6,21,4900,9525786724,"Power N-CT73^2T3T3",73,2,0,2,13,"CALIBRATED",9525786724,0,4900,0,"ARITHMETIC"
"N-CT",6,21,5110,9532223044,"Power N-CT73^2T3",73,2,0,1,13,"CALIBRATED",9532223044,0,5110,0,"ARITHMETIC"
"N-CT",6,21,5359,9544815866,"Power N-CT79^2Arc(12)",79,2,0,12,13,"CALIBRATED",9544815866,0,5359,0,"ARITHMETIC"
"N-CT",6,21,5427,9550972368,"Power N-CT79^2Arc(11)",79,2,0,11,13,"CALIBRATED",9550972368,0,5427,0,"ARITHMETIC"
"N-CT",6,21,5496,9557128870,"Power N-CT79^2Arc(10)",79,2,0,10,13,"CALIBRATED",9557128870,0,5496,0,"ARITHMETIC"
"N-CT",6,21,5566,9563285372,"Power N-CT79^2Arc(9)",79,2,0,9,13,"CALIBRATED",9563285372,0,5566,0,"ARITHMETIC"
"N-CT",6,21,5637,9569441874,"Power N-CT79^2Arc(8)",79,2,0,8,13,"CALIBRATED",9569441874,0,5637,0,"ARITHMETIC"
"N-CT",6,21,5709,9575598376,"Power N-CT79^2Arc(7)",79,2,0,7,13,"CALIBRATED",9575598376,0,5709,0,"ARITHMETIC"
"N-CT",6,21,5782,9581754878,"Power N-CT79^2Arc(6)",79,2,0,6,13,"CALIBRATED",9581754878,0,5782,0,"ARITHMETIC"
"N-CT",6,21,5856,9587911380,"Power N-CT79^2Arc(5)",79,2,0,5,13,"CALIBRATED",9587911380,0,5856,0,"ARITHMETIC"
"N-CT",6,21,5931,9594067882,"Power N-CT79^2Arc(4)",79,2,0,4,13,"CALIBRATED",9594067882,0,5931,0,"ARITHMETIC"
"N-CT",6,21,6007,9600224384,"Power N-CT79^2Arc(3)",79,2,0,3,13,"CALIBRATED",9600224384,0,6007,0,"ARITHMETIC"
"N-CT",6,21,6084,9606380886,"Power N-CT79^2T1T1",79,2,0,2,13,"CALIBRATED",9606380886,0,6084,0,"ARITHMETIC"
"N-CT",6,21,6474,9612537388,"Power N-CT83^2T5",83,2,0,1,13,"CALIBRATED",9612537388,0,6474,0,"ARITHMETIC"
"N-CT",6,21,6891,9618693890,"Power N-CT83^2+2",83,2,2,0,13,"CALIBRATED",9618693890,0,6891,0,"ARITHMETIC"
"N-CT",6,21,6901,10908761130,"Power N-CT89^2Trin4,4,4",89,2,0,3,13,"CALIBRATED",10908761130,0,NA,NA,"ARITHMETIC"
"N-CT",6,21,7063,10909028804,"Power N-CT89^2Trin2,4,4",89,2,0,3,13,"CALIBRATED",10909028804,0,NA,NA,"ARITHMETIC"
"N-CT",6,21,7229,10909296478,"Power N-CT89^2Trin2,2,4",89,2,0,3,13,"CALIBRATED",10909296478,0,NA,NA,"ARITHMETIC"
"N-CT",6,21,7399,10909564152,"Power N-CT89^2Trin2,2,2",89,2,0,3,13,"CALIBRATED",10909564152,0,NA,NA,"ARITHMETIC"
"N-CT",6,21,7569,11038303202,"Power N-CT89^2T2T2",89,2,0,2,13,"CALIBRATED",11038303202,0,7569,0,"ARITHMETIC"
"N-CT",6,21,10000,11295781302,"Power N-CT101^2",101,2,0,0,13,"CALIBRATED",11295781302,0,10201,-201,"ARITHMETIC"
"CT",5,22,3174,133880431,"Power CT23^3T17",23,3,0,1,21,"FORMULA",133880431,0,3174,0,"ARITHMETIC"
