"t","v","k","N","Source","status","engine_class"
6,2,1597,1597,"Cyclotomy (Torres-Jimenez)","MATCH","RESOLVED"
6,2,1601,1601,"Cyclotomy (Torres-Jimenez)","MATCH","RESOLVED"
6,2,1607,1607,"Cyclotomy (Torres-Jimenez)","MATCH","RESOLVED"
6,2,1609,1609,"Cyclotomy (Torres-Jimenez)","MATCH","RESOLVED"
6,2,1613,1613,"Cyclotomy (Torres-Jimenez)","MATCH","RESOLVED"
6,2,1619,1619,"Cyclotomy (Torres-Jimenez)","MATCH","RESOLVED"
6,2,1621,1621,"Cyclotomy (Torres-Jimenez)","MATCH","RESOLVED"
6,2,1627,1627,"Cyclotomy (Torres-Jimenez)","MATCH","RESOLVED"
6,2,1997,1997,"Cyclotomy (Torres-Jimenez)","MATCH","RESOLVED"
6,2,1999,1999,"Cyclotomy (Torres-Jimenez)","MATCH","RESOLVED"
6,2,2003,2003,"Cyclotomy (Torres-Jimenez)","MATCH","RESOLVED"
6,2,2503,2503,"Cyclotomy (Torres-Jimenez)","MATCH","RESOLVED"
6,2,2504,3047,"Add 1 factors","GAP","UNRESOLVED"
6,2,2505,3591,"Add 1 factors","GAP","UNRESOLVED"
6,2,2506,4135,"Add 1 factors","GAP","UNRESOLVED"
6,2,2507,4679,"Add 1 factors","GAP","UNRESOLVED"
6,2,2673,4721,"Power CZ3-19.15-15.4","GAP","UNRESOLVED"
6,2,2752,4839,"Power CT19^3T3cS18","GAP","UNRESOLVED"
6,2,2784,4864,"Power CT19^3T3cS17","GAP","UNRESOLVED"
6,2,2839,4889,"Power CZ3-19.11-18.0-17.8","GAP","UNRESOLVED"
6,2,3375,4893,"Power CZ3-19.16-15.1-15.1-15.1","GAP","UNRESOLVED"
6,2,3600,4943,"Power CZ3-19.16-15.1-15.1-16.1","GAP","UNRESOLVED"
6,2,3840,4993,"Power CZ3-19.16-15.1-16.1-16.1","GAP","UNRESOLVED"
6,2,4050,5041,"Power CZ3-19.16-15.1-15.1-18.1","GAP","UNRESOLVED"
6,2,4096,5043,"Power CZ3-19.16-16.1-16.1-16.1","GAP","UNRESOLVED"
6,2,4275,5065,"Power CZ3-19.17-15.1-15.1","GAP","UNRESOLVED"
6,2,4320,5091,"Power CZ3-19.16-15.1-16.1-18.1","GAP","UNRESOLVED"
6,2,4352,5100,"Power CZ3-19.16-16.1-16.1-17.1","GAP","UNRESOLVED"
6,2,4560,5115,"Power CZ3-19.17-15.1-16.1","GAP","UNRESOLVED"
6,2,4608,5141,"Power CZ3-19.16-16.1-16.1-18.1","GAP","UNRESOLVED"
6,2,4624,5157,"Power CZ3-19.16-16.1-17.1-17.1","GAP","UNRESOLVED"
6,2,4864,5165,"Power CZ3-19.17-16.1-16.1","GAP","UNRESOLVED"
6,2,4896,5198,"Power CZ3-19.16-16.1-17.1-18.1","GAP","UNRESOLVED"
6,2,5130,5213,"Power CZ3-19.17-15.1-18.1","GAP","UNRESOLVED"
6,2,5168,5222,"Power CZ3-19.17-16.1-17.1","GAP","UNRESOLVED"
6,2,5415,5237,"Power CZ3-19.18-15.1","GAP","UNRESOLVED"
6,2,5472,5263,"Power CZ3-19.17-16.1-18.1","GAP","UNRESOLVED"
6,2,5491,5279,"Power CZ3-19.17-17.1-17.1","GAP","UNRESOLVED"
6,2,5776,5287,"Power CZ3-19.18-16.1","GAP","UNRESOLVED"
6,2,5814,5320,"Power CZ3-19.17-17.1-18.1","GAP","UNRESOLVED"
6,2,5832,5321,"Power CT19^3T1T1T1","MATCH","RESOLVED"
6,2,6137,5344,"Power CZ3-19.18-17.1","GAP","UNRESOLVED"
6,2,6156,5346,"Power CT19^3T1T1","MATCH","RESOLVED"
6,2,6498,5371,"Power CT19^3T1","MATCH","RESOLVED"
6,2,6859,5396,"Power CT19^3","MATCH","RESOLVED"
6,2,6860,5681,"Power CT19^3+1","NOIMPL","UNRESOLVED"
6,2,6861,5975,"Power CZ3-21.19","NOIMPL","UNRESOLVED"
6,2,6930,6245,"Power CZ3-23.16-15.1-21.1-22.1","NOIMPL","UNRESOLVED"
6,2,6945,6252,"Power CZ3-23.15-22.3-15.1","NOIMPL","UNRESOLVED"
6,2,7245,6258,"Power CZ3-23.17-15.1-21.1","NOIMPL","UNRESOLVED"
6,2,7260,6265,"Power CZ3-23.16-22.2-15.1","NOIMPL","UNRESOLVED"
6,2,7590,6278,"Power CZ3-23.17-15.1-22.1","NOIMPL","UNRESOLVED"
6,2,7935,6291,"Power CZ3-23.18-15.1","NOIMPL","UNRESOLVED"
6,2,8096,6328,"Power CZ3-23.17-16.1-22.1","NOIMPL","UNRESOLVED"
6,2,8464,6341,"Power CZ3-23.18-16.1","NOIMPL","UNRESOLVED"
6,2,8602,6385,"Power CZ3-23.17-17.1-22.1","NOIMPL","UNRESOLVED"
6,2,8993,6398,"Power CZ3-23.18-17.1","NOIMPL","UNRESOLVED"
6,2,9261,6421,"Power CZ3-23.16-22.0-21.3","NOIMPL","UNRESOLVED"
6,2,9282,6428,"Power CZ3-23.15-22.2-21.2","NOIMPL","UNRESOLVED"
6,2,9303,6435,"Power CZ3-23.14-22.4-21.1","NOIMPL","UNRESOLVED"
6,2,9522,6439,"Power CZ3-23.18-18.1","NOIMPL","UNRESOLVED"
6,2,9702,6441,"Power CZ3-23.16-22.1-21.2","NOIMPL","UNRESOLVED"
6,2,9723,6448,"Power CZ3-23.15-22.3-21.1","NOIMPL","UNRESOLVED"
6,2,10000,6454,"Power CZ3-23.17-21.1-21.1","NOIMPL","UNRESOLVED"
2,3,4,9,"orthogonal array","MATCH","RESOLVED"
2,3,5,11,"Derive from strength 3","MATCH","RESOLVED"
2,3,7,12,"simulated annealing (Cohen)","MATCH","RESOLVED"
2,3,9,13,"simulated annealing (Cohen)","MATCH","RESOLVED"
2,3,10,14,"simulated annealing (Cohen)","MATCH","RESOLVED"
2,3,20,15,"tabu search (Nurmela)","MATCH","RESOLVED"
2,3,21,16,"tabu search (Zekaoui)","MATCH","RESOLVED"
2,3,29,17,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,46,18,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,49,19,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,63,20,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,93,21,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,107,22,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,138,23,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,199,24,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,216,25,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,288,26,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,435,27,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,449,28,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,610,29,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,878,30,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,964,31,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,1308,32,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,1964,33,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,2116,34,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,2700,35,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,3918,36,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,4457,37,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,5763,38,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,8329,39,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,9207,40,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,11898,41,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,17895,42,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
2,3,20000,43,"CA Extender (TJ-AJ-AG)","MATCH","RESOLVED"
3,3,4,27,"orthogonal array","MATCH","RESOLVED"
3,3,6,33,"Chateauneuf-Kreher NRB","MATCH","RESOLVED"
3,3,7,39,"SAT Local Search (Hnich et al.)","MATCH","RESOLVED"
3,3,8,42,"cross-sum (CKRS)","MATCH","RESOLVED"
3,3,14,45,"Cover starter (Colbourn, Torres-Jimenez)","GAP","UNRESOLVED"
3,3,16,51,"Cover starter (Colbourn, Torres-Jimenez)","GAP","UNRESOLVED"
3,3,17,58,"Torres Jimenez","GAP","UNRESOLVED"
3,3,20,59,"simulated annealing (AG-TJ-H)","GAP","LEAF"
3,3,22,66,"Cyclic (Colbourn)","GAP","UNRESOLVED"
3,3,23,69,"Cyclic (Colbourn)","GAP","UNRESOLVED"
3,3,24,71,"simulated annealing (AG-TJ-H)","GAP","LEAF"
3,3,26,72,"simulated annealing (AG-TJ-H)","GAP","LEAF"
3,3,28,75,"Chateauneuf-Kreher doubling","GAP","UNRESOLVED"
3,3,32,81,"Chateauneuf-Kreher doubling","GAP","UNRESOLVED"
3,3,34,88,"Chateauneuf-Kreher doubling","GAP","UNRESOLVED"
3,3,40,89,"Chateauneuf-Kreher doubling","GAP","UNRESOLVED"
3,3,46,93,"Cover starter (Colbourn, Torres-Jimenez)","GAP","UNRESOLVED"
3,3,47,95,"Cover starter (Colbourn, Torres-Jimenez)","GAP","UNRESOLVED"
3,3,48,97,"Cover starter (Colbourn, Torres-Jimenez)","GAP","UNRESOLVED"
3,3,49,99,"Cover starter (Colbourn, Torres-Jimenez)","GAP","UNRESOLVED"
3,3,52,102,"simulated annealing (AG-TJ-H)","GAP","LEAF"
3,3,59,103,"simulated annealing (AG-TJ-H)","GAP","LEAF"
3,3,60,104,"simulated annealing (AG-TJ-H)","GAP","LEAF"
3,3,61,105,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,63,107,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,65,108,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,66,109,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,67,110,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,68,111,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,69,112,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,70,113,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,71,114,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,73,115,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,75,116,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,79,117,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,83,118,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,84,119,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,85,120,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,87,123,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,89,124,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,92,125,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,96,126,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,98,127,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,105,128,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,121,129,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,125,130,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,127,131,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,128,132,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,129,133,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,130,134,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,144,135,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,3,146,139,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,147,140,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,148,141,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,171,145,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,180,146,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,196,147,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,3,211,153,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,3,213,162,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,231,163,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,234,164,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,240,168,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,252,169,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,280,171,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,3,284,176,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,302,177,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,308,178,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,3,333,179,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,342,180,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,378,183,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,392,189,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,3,395,190,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,410,191,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,413,192,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,414,193,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,448,195,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,3,450,197,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,472,199,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,500,200,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,540,203,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,588,213,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
3,3,594,217,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,3,604,218,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,3,631,219,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,3,644,220,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,3,654,222,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,3,671,223,"two-stage SA (TJ-AG-I)","GAP","LEAF"
3,3,674,224,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,3,702,225,"Power CZ3-13.4-6.1-9.1","GAP","UNRESOLVED"
3,3,704,227,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,3,1014,228,"Power CZ3-13.5-6.1","GAP","UNRESOLVED"
3,3,1352,234,"Power CZ3-13.5-8.1","GAP","UNRESOLVED"
3,3,1521,237,"Power CZ3-13.5-9.1","GAP","UNRESOLVED"
3,3,1690,240,"Power CZ3-13.5-10.1","GAP","UNRESOLVED"
3,3,2028,246,"Power CZ3-13.5-12.1","GAP","UNRESOLVED"
3,3,2198,249,"Power CZ3-14.6","GAP","UNRESOLVED"
3,3,2744,264,"Power CZ3-16.3-14.1-14.1-14.1","GAP","UNRESOLVED"
3,3,3136,270,"Power CZ3-16.4-14.1-14.1","GAP","UNRESOLVED"
3,3,3584,276,"Power CZ3-16.5-14.1","GAP","UNRESOLVED"
3,3,4096,282,"Power CZ3-16.6","GAP","UNRESOLVED"
3,3,4097,300,"Add a factor","GAP","UNRESOLVED"
3,3,4352,303,"Power CZ3-17.4-16.1-16.1","GAP","UNRESOLVED"
3,3,4608,306,"Power CZ3-19.3-16.1-16.1-18.1","GAP","UNRESOLVED"
3,3,4788,308,"Power CZ3-19.4-14.1-18.1","GAP","UNRESOLVED"
3,3,4864,312,"Power CZ3-19.4-16.1-16.1","GAP","UNRESOLVED"
3,3,4896,313,"Power CZ3-19.3-16.1-17.1-18.1","GAP","UNRESOLVED"
3,3,5472,314,"Power CZ3-19.4-16.1-18.1","GAP","UNRESOLVED"
3,3,5776,320,"Power CZ3-19.5-16.1","GAP","UNRESOLVED"
3,3,5814,321,"Power CZ3-19.4-17.1-18.1","GAP","UNRESOLVED"
3,3,6498,322,"Power CZ3-19.5-18.1","GAP","UNRESOLVED"
3,3,6859,328,"Power CZ3-19.6","GAP","UNRESOLVED"
3,3,6860,330,"Power CZ3-20.6","GAP","UNRESOLVED"
3,3,7168,348,"Chateauneuf-Kreher doubling","GAP","UNRESOLVED"
3,3,8000,350,"Power CZ3-23.3-20.1-20.1-20.1","GAP","UNRESOLVED"
3,3,8100,352,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
3,3,8233,354,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,3,8800,357,"Power CZ3-23.3-20.1-20.1-22.1","GAP","UNRESOLVED"
3,3,8860,358,"Power CZ3-23.1-22.4-20.1","GAP","UNRESOLVED"
3,3,9408,360,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
3,3,9409,362,"Cohen-Colbourn-Ling","GAP","UNRESOLVED"
3,3,9680,364,"Power CZ3-23.3-22.2-20.1","GAP","UNRESOLVED"
3,3,9746,365,"Power CZ3-23.1-22.5","GAP","UNRESOLVED"
3,3,10000,366,"Colbourn-Martirosyan-TVT-Walker","GAP","UNRESOLVED"
4,3,5,81,"Derive from strength 5","MATCH","RESOLVED"
4,3,6,111,"cross-sum (CKRS)","MATCH","RESOLVED"
4,3,7,123,"cross-sum (CKRS)","MATCH","RESOLVED"
4,3,9,135,"Derive from strength 5","GAP","UNRESOLVED"
4,3,11,159,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,12,189,"Torres-Jimenez","GAP","UNRESOLVED"
4,3,13,212,"Torres-Jimenez","GAP","UNRESOLVED"
4,3,15,231,"2-Restricted SCPHF RE (CL)","GAP","LEAF"
4,3,17,237,"SCPHF Sim Annealing (TJ-IM)","GAP","LEAF"
4,3,20,271,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,21,278,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,22,288,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,23,296,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,27,337,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,28,353,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,30,361,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,33,378,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,34,380,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,35,389,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,36,396,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,37,403,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,40,420,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,41,436,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,42,441,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,43,450,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,44,453,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,45,454,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,46,463,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,47,465,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,48,471,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,49,484,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,51,488,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,53,506,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,54,509,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,55,512,"PGL (Maity-Akhtar-Chandrasekharan-Colbourn) postop NCK","GAP","UNRESOLVED"
4,3,57,516,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,58,522,"PGL (Maity-Akhtar-Chandrasekharan-Colbourn) postop NCK","GAP","UNRESOLVED"
4,3,60,526,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,63,531,"PGL (Maity-Akhtar-Chandrasekharan-Colbourn)","GAP","UNRESOLVED"
4,3,66,546,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,67,548,"PGL (Maity-Akhtar-Chandrasekharan-Colbourn) postop NCK","GAP","UNRESOLVED"
4,3,70,559,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,71,566,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,72,567,"PGL (Maity-Akhtar-Chandrasekharan-Colbourn)","GAP","UNRESOLVED"
4,3,74,573,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,76,577,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,78,579,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,81,596,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,82,602,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,85,605,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,88,614,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,92,624,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,94,630,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,97,637,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,99,639,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
4,3,100,645,"Density Mult Cyclic (Colbourn)","MATCH","RESOLVED"
4,3,105,657,"Density Mult Cyclic (Colbourn)","MATCH","RESOLVED"
4,3,119,663,"simulated annealing (AG-TJ-H)","GAP","LEAF"
4,3,150,666,"simulated annealing (AG-TJ-H)","GAP","LEAF"
4,3,224,669,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,230,687,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,272,813,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,278,831,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,433,868,"Cyclotomy shift (AG+TJ+H)","GAP","UNRESOLVED"
4,3,487,974,"Cyclotomy shift (AG+TJ+H)","GAP","UNRESOLVED"
4,3,499,999,"Cyclotomy mult (Colbourn)","GAP","UNRESOLVED"
4,3,523,1026,"Cyclotomy shift (AG+TJ+H)","GAP","UNRESOLVED"
4,3,1051,1051,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1069,1069,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1087,1087,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1093,1093,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1117,1119,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1123,1123,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1129,1129,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1171,1171,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1213,1213,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1231,1231,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1249,1249,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1279,1279,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1291,1291,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1297,1297,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1303,1303,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1321,1323,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1327,1327,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1381,1381,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1399,1399,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1423,1423,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1429,1431,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1447,1447,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1453,1453,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1459,1459,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1471,1471,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1483,1483,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1489,1489,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1494,1521,"CPHF IPO 19 (WCS)","MATCH","RESOLVED"
4,3,1531,1531,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1543,1543,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1549,1549,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1567,1567,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1579,1579,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,1597,1597,"Cyclotomy (Colbourn)","MATCH","RESOLVED"
4,3,2026,1601,"CPHF IPO 20 (WCS)","MATCH","RESOLVED"
4,3,2694,1681,"CPHF IPO 21 (WCS)","MATCH","RESOLVED"
4,3,3582,1761,"CPHF IPO 22 (WCS)","MATCH","RESOLVED"
4,3,4382,1841,"CPHF IPO 23 (WCS)","MATCH","RESOLVED"
4,3,4712,1921,"CPHF IPO 24 (WCS)","BETTER","BETTER"
4,3,4713,2149,"Add a factor","BETTER","BETTER"
4,3,4714,2203,"Add a factor","BETTER","BETTER"
4,3,6982,2327,"Derive from strength 5","NOIMPL","UNRESOLVED"
4,3,7012,2337,"Derive from strength 5","NOIMPL","UNRESOLVED"
4,3,7013,2571,"Add a factor","NOIMPL","UNRESOLVED"
4,3,7164,2601,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,3,7168,2681,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,3,8192,2693,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,3,8194,2729,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,3,8704,2735,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,3,8764,2741,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,3,9216,2821,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,3,9424,2825,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
4,3,10000,2871,"Colbourn-Martirosyan-TVT-Walker","NOIMPL","UNRESOLVED"
5,3,6,243,"orthogonal array","MATCH","RESOLVED"
5,3,7,351,"cross-sum (CKRS)","MATCH","RESOLVED"
5,3,10,405,"simulated annealing (AG-TJ-H)","GAP","LEAF"
5,3,12,483,"SCPHF Sim Annealing (TJ-IM)","GAP","LEAF"
5,3,13,687,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
5,3,14,805,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
5,3,15,842,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
5,3,16,920,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
5,3,17,963,"SCPHF Sim Annealing (TJ-IM)","GAP","LEAF"
5,3,18,1034,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
5,3,19,1064,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
5,3,20,1108,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
5,3,22,1200,"CPHF 3-stage (TJ-IM)","GAP","LEAF"
