t,v,k,N,tier,source_id,source_detail,snapshot_id,array_sha256,verify_stamp,entered,notes,lb,lb_evidence
3,4,1202,517,CITED,S1,"Restricted CPHF Ext  9( 3, 6) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,1235,520,CITED,S1,"Restricted CPHF Ext  9( 3, 5) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,1291,523,CITED,S1,"Restricted CPHF Ext 10( 7, 9) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,1323,526,CITED,S1,"Restricted CPHF Ext 10( 7, 8) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,1353,529,CITED,S1,"Restricted CPHF Ext  9( 2, 6) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,1396,532,CITED,S1,"Restricted CPHF Ext  9( 2, 5) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,1491,535,CITED,S1,"Restricted CPHF Ext  9( 2, 4) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,1530,538,CITED,S1,"Restricted CPHF Ext  9( 2, 3) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,1539,541,CITED,S1,"Restricted CPHF Ext 10( 6, 7) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,1652,544,CITED,S1,"Restricted CPHF Ext  9( 0, 9) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,1666,547,CITED,S1,"Restricted CPHF Ext  9( 0, 8) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,1696,550,CITED,S1,"Restricted CPHF Ext  9( 0, 7) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,1754,553,CITED,S1,"Restricted CPHF Ext  9( 0, 6) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,1810,556,CITED,S1,"Restricted CPHF Ext 10( 5, 6) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,1868,559,CITED,S1,"Restricted CPHF Ext  9( 0, 4) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,1938,562,CITED,S1,"Restricted CPHF Ext  9( 0, 3) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,2016,565,CITED,S1,"Restricted CPHF Ext  9( 0, 2) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,2120,568,CITED,S1,"Restricted CPHF Ext  9( 0, 0) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,2148,574,CITED,S1,"Restricted CPHF Ext 11( 8, 9) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,2179,577,CITED,S1,"Restricted CPHF Ext 10( 3, 7) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,2225,580,CITED,S1,"Restricted CPHF Ext 11( 7,11) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,2272,583,CITED,S1,"Restricted CPHF Ext 10( 3, 5) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,2372,586,CITED,S1,"Restricted CPHF Ext 11( 7, 9) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,2407,589,CITED,S1,"Restricted CPHF Ext 10( 2, 7) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,2480,592,CITED,S1,"Restricted CPHF Ext 10( 2, 6) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,2549,595,CITED,S1,"Restricted CPHF Ext 10( 2, 5) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,2626,598,CITED,S1,"Restricted CPHF Ext 10( 2, 4) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,2730,601,CITED,S1,"Restricted CPHF Ext 11( 6, 8) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,2871,604,CITED,S1,"Restricted CPHF Ext 10( 0,10) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,2921,607,CITED,S1,"Restricted CPHF Ext 10( 0, 9) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,2985,610,CITED,S1,"Restricted CPHF Ext 10( 0, 8) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,3062,613,CITED,S1,"Restricted CPHF Ext 11( 5, 8) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,3134,616,CITED,S1,"Restricted CPHF Ext 11( 5, 7) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,3269,619,CITED,S1,"Restricted CPHF Ext 11( 5, 6) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,3422,622,CITED,S1,"Restricted CPHF Ext 10( 0, 4) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,3498,625,CITED,S1,"Restricted CPHF Ext 10( 0, 3) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,3591,628,CITED,S1,"Restricted CPHF Ext 10( 0, 2) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,3969,631,CITED,S1,CPHF IPO 10 (WCS),colbourn-2024-11-ug,,,2026-08-23,,,
3,4,4093,646,CITED,S1,"Restricted CPHF Ext 11( 3, 5) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,4237,649,CITED,S1,"Restricted CPHF Ext 11( 3, 4) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,4346,652,CITED,S1,"Restricted CPHF Ext 11( 1,11) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,4426,655,CITED,S1,"Restricted CPHF Ext 11( 2, 6) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,4601,658,CITED,S1,"Restricted CPHF Ext 11( 2, 5) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,4728,661,CITED,S1,"Restricted CPHF Ext 11( 2, 4) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,5184,664,CITED,S1,"Restricted CPHF Ext 11( 0,11) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,5193,667,CITED,S1,"Restricted CPHF Ext 11( 0,10) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,5261,670,CITED,S1,"Restricted CPHF Ext 11( 0, 9) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,5366,673,CITED,S1,"Restricted CPHF Ext 11( 0, 8) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,5495,676,CITED,S1,"Restricted CPHF Ext 12( 4,12) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,5712,679,CITED,S1,"Restricted CPHF Ext 11( 0, 6) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,5935,682,CITED,S1,"Restricted CPHF Ext 11( 0, 5) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,6158,685,CITED,S1,"Restricted CPHF Ext 11( 0, 4) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,6335,688,CITED,S1,"Restricted CPHF Ext 11( 0, 3) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,6465,691,CITED,S1,"Restricted CPHF Ext 11( 0, 2) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,7523,694,CITED,S1,CPHF IPO 11 (WCS),colbourn-2024-11-ug,,,2026-08-23,,,
3,4,7684,712,CITED,S1,"Restricted CPHF Ext 12( 3, 4) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,7911,715,CITED,S1,"Restricted CPHF Ext 12( 2, 7) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,8064,718,CITED,S1,"Restricted CPHF Ext 12( 2, 6) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,8348,721,CITED,S1,"Restricted CPHF Ext 12( 2, 5) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,8892,724,CITED,S1,"Restricted CPHF Ext 12( 0,12) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,8983,727,CITED,S1,"Restricted CPHF Ext 12( 2, 3) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,9301,730,CITED,S1,"Restricted CPHF Ext 13( 6, 7) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,9648,733,CITED,S1,"Restricted CPHF Ext 12( 0, 9) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,9895,736,CITED,S1,"Restricted CPHF Ext 12( 0, 8) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
3,4,10000,739,CITED,S1,"Restricted CPHF Ext 12( 0, 7) WCS",colbourn-2024-11-ug,,,2026-08-23,,,
4,4,5,256,CITED,S1,Derive from strength 5,colbourn-2024-11-ug,,,2026-08-23,,,
4,4,6,340,CITED,S1,simulated annealing (CKRS),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,7,384,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,8,416,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,9,448,CITED,S1,Derive from strength 5,colbourn-2024-11-ug,,,2026-08-23,,,
4,4,12,496,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,17,508,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,18,703,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,20,748,CITED,S1,2-Restricted SCPHF RE (CL),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,21,760,CITED,S1,SCPHF Random Extension (CLS),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,22,870,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,23,890,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,24,895,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,27,943,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,30,991,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,31,1000,CITED,S1,2-Restricted SCPHF RE (CL),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,33,1012,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,36,1129,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,39,1170,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,40,1198,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,41,1225,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,42,1240,CITED,S1,"2,2-Restricted SCPHF RE (CL)",colbourn-2024-11-ug,,,2026-08-23,,,
4,4,43,1250,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,50,1264,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,51,1300,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,52,1342,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,53,1359,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,54,1385,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,55,1390,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,58,1414,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,59,1425,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,60,1433,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,61,1454,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,62,1469,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,64,1500,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,66,1516,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,76,1531,CITED,S1,CPHF IPO 6 (WCS),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,77,1602,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,78,1608,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,79,1612,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,80,1620,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,81,1625,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,82,1636,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,83,1644,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,84,1654,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,85,1658,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,86,1671,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,87,1681,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,88,1692,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,90,1712,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,91,1720,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,92,1729,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,93,1735,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,94,1747,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,95,1760,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,96,1769,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,97,1780,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,99,1782,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,108,1786,CITED,S1,CPHF IPO 7 (WCS),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,117,1844,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,462,1848,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,558,2232,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,614,2452,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,654,2612,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,678,2708,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,702,2804,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,734,2932,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,758,3028,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,774,3092,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,798,3188,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,966,3219,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,1200,3404,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,1376,3571,CITED,S1,CPHF IPO 14 (WCS),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,1656,3627,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,1800,3629,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,1928,3687,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,2400,3714,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,2607,3805,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,3600,4019,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,4800,4179,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,5400,4225,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,7200,4410,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,8400,4877,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,4,10000,5101,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,6,1024,CITED,S1,orthogonal array,colbourn-2024-11-ug,,,2026-08-23,,,
5,4,7,1408,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,8,1600,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,10,1792,CITED,S1,4-Restricted SCPHF RE (CL),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,11,1984,CITED,S1,3-Restricted SCPHF RE (CL),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,12,2047,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,13,2807,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,14,2812,CITED,S1,4-Restricted SCPHF RE (CL),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,15,3004,CITED,S1,3-Restricted SCPHF RE (CL),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,16,3429,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,17,3580,CITED,S1,"4,4-Restricted SCPHF RE (CL)",colbourn-2024-11-ug,,,2026-08-23,,,
5,4,18,3820,CITED,S1,"4,2-restricted SCPHF RE (CL)",colbourn-2024-11-ug,,,2026-08-23,,,
5,4,19,3964,CITED,S1,"3,3-Restricted SCPHF RE (CL)",colbourn-2024-11-ug,,,2026-08-23,,,
5,4,20,4060,CITED,S1,"2,2-Restricted SCPHF RE (CL)",colbourn-2024-11-ug,,,2026-08-23,,,
5,4,21,4093,CITED,S1,CPHF IPO 4 (WCS),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,22,4597,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,23,4600,CITED,S1,"4,4-Restricted SCPHF RE (CL)",colbourn-2024-11-ug,,,2026-08-23,,,
5,4,24,4847,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,25,5044,CITED,S1,3-Restricted SCPHF RE (CL),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,26,5092,CITED,S1,2-Restricted SCPHF RE (CL),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,28,5104,CITED,S1,SCPHF Sim Annealing (TJ-IM),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,29,5452,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,30,5701,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,31,5708,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,32,5859,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,33,5980,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,34,6111,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,38,6139,CITED,S1,CPHF IPO 6 (WCS),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,39,6747,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,40,6865,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,41,6892,CITED,S1,4-Restricted SCPHF RE (CL),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,42,7030,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,50,7162,CITED,S1,CPHF IPO 7 (WCS),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,51,7531,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,52,7598,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,53,7615,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,54,7641,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,55,7676,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,56,7718,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,57,7799,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,58,7870,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,59,7881,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,60,7932,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,61,7977,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,62,8017,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,63,8094,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,64,8176,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,65,8237,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,66,8300,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,67,8411,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,68,8434,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,69,8450,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,70,8481,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,71,8504,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,72,8528,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,73,8580,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,74,8615,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,75,8637,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,76,8675,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,77,8712,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,78,8736,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,79,8810,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,80,8831,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,81,8869,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,82,8929,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,83,9070,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,84,9208,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,85,9254,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,4,86,9495,CITED,S1,CPHF 3-stage (IM-TJ-AJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
