t,v,k,N,tier,source_id,source_detail,snapshot_id,array_sha256,verify_stamp,entered,notes,lb,lb_evidence
2,2,3,4,CITED,S1,"Kleitman and Spencer, or Katona",colbourn-2024-11-ug,,,2026-08-23,,,
2,2,4,5,CITED,S1,"Kleitman and Spencer, or Katona",colbourn-2024-11-ug,,,2026-08-23,,,
2,2,10,6,CITED,S1,"Kleitman and Spencer, or Katona",colbourn-2024-11-ug,,,2026-08-23,,,
2,2,15,7,CITED,S1,"Kleitman and Spencer, or Katona",colbourn-2024-11-ug,,,2026-08-23,,,
2,2,35,8,CITED,S1,"Kleitman and Spencer, or Katona",colbourn-2024-11-ug,,,2026-08-23,,,
2,2,56,9,CITED,S1,"Kleitman and Spencer, or Katona",colbourn-2024-11-ug,,,2026-08-23,,,
2,2,126,10,CITED,S1,"Kleitman and Spencer, or Katona",colbourn-2024-11-ug,,,2026-08-23,,,
2,2,210,11,CITED,S1,"Kleitman and Spencer, or Katona",colbourn-2024-11-ug,,,2026-08-23,,,
2,2,462,12,CITED,S1,"Kleitman and Spencer, or Katona",colbourn-2024-11-ug,,,2026-08-23,,,
2,2,792,13,CITED,S1,"Kleitman and Spencer, or Katona",colbourn-2024-11-ug,,,2026-08-23,,,
2,2,1716,14,CITED,S1,"Kleitman and Spencer, or Katona",colbourn-2024-11-ug,,,2026-08-23,,,
2,2,3003,15,CITED,S1,"Kleitman and Spencer, or Katona",colbourn-2024-11-ug,,,2026-08-23,,,
2,2,6435,16,CITED,S1,"Kleitman and Spencer, or Katona",colbourn-2024-11-ug,,,2026-08-23,,,
2,2,11440,17,CITED,S1,"Kleitman and Spencer, or Katona",colbourn-2024-11-ug,,,2026-08-23,,,
2,2,20000,18,CITED,S1,"Kleitman and Spencer, or Katona",colbourn-2024-11-ug,,,2026-08-23,,,
3,2,4,8,CITED,S1,orthogonal array,colbourn-2024-11-ug,,,2026-08-23,,,
3,2,5,10,CITED,S1,Derive from strength 4,colbourn-2024-11-ug,,,2026-08-23,,,
3,2,11,12,CITED,S1,Derive from strength 4,colbourn-2024-11-ug,,,2026-08-23,,,
3,2,12,15,CITED,S1,tabu search (Nurmela),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,14,16,CITED,S1,Sloane,colbourn-2024-11-ug,,,2026-08-23,,,
3,2,16,17,CITED,S1,Derive from strength 4,colbourn-2024-11-ug,,,2026-08-23,,,
3,2,20,18,CITED,S1,Chateauneuf-Kreher doubling,colbourn-2024-11-ug,,,2026-08-23,,,
3,2,22,19,CITED,S1,Chateauneuf-Kreher doubling,colbourn-2024-11-ug,,,2026-08-23,,,
3,2,23,20,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,25,21,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,26,22,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,30,23,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,38,24,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,44,25,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,46,26,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,49,27,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,52,28,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,55,29,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,57,30,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,68,31,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,88,32,CITED,S1,"Power CT11^2,T3c",colbourn-2024-11-ug,,,2026-08-23,,,
3,2,121,33,CITED,S1,Power CT11^2,colbourn-2024-11-ug,,,2026-08-23,,,
3,2,123,35,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,127,36,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,140,37,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,142,39,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,146,40,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,163,41,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,180,42,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,242,43,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,243,44,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,246,45,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,256,46,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,262,47,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,280,48,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,352,49,CITED,S1,Power CT11^3T7T3c,colbourn-2024-11-ug,,,2026-08-23,,,
3,2,484,50,CITED,S1,"Power CT11^3,T7c",colbourn-2024-11-ug,,,2026-08-23,,,
3,2,605,52,CITED,S1,"Power CT11^3,T6c",colbourn-2024-11-ug,,,2026-08-23,,,
3,2,704,53,CITED,S1,Power CT11^3T3T3c,colbourn-2024-11-ug,,,2026-08-23,,,
3,2,968,54,CITED,S1,"Power CT11^3,T3c",colbourn-2024-11-ug,,,2026-08-23,,,
3,2,1331,55,CITED,S1,Power CT11^3,colbourn-2024-11-ug,,,2026-08-23,,,
3,2,1332,59,CITED,S1,Add a factor,colbourn-2024-11-ug,,,2026-08-23,,,
3,2,1452,61,CITED,S1,"Power CT12^3,cT1T1",colbourn-2024-11-ug,,,2026-08-23,,,
3,2,1584,64,CITED,S1,"Power CT12^3,cT1",colbourn-2024-11-ug,,,2026-08-23,,,
3,2,1712,66,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
3,2,1936,67,CITED,S1,Power CT11^4T7T7c,colbourn-2024-11-ug,,,2026-08-23,,,
3,2,2662,68,CITED,S1,"Power CT11^4,cT9c",colbourn-2024-11-ug,,,2026-08-23,,,
3,2,2816,70,CITED,S1,Power CT11^4T3cT3cT7c,colbourn-2024-11-ug,,,2026-08-23,,,
3,2,3872,71,CITED,S1,Power CT11^4T7T3c,colbourn-2024-11-ug,,,2026-08-23,,,
3,2,5324,72,CITED,S1,"Power CT11^4,T7c",colbourn-2024-11-ug,,,2026-08-23,,,
3,2,6655,74,CITED,S1,"Power CT11^4,T6c",colbourn-2024-11-ug,,,2026-08-23,,,
3,2,7744,75,CITED,S1,Power CT11^4T3T3c,colbourn-2024-11-ug,,,2026-08-23,,,
3,2,10000,76,CITED,S1,"Power CT11^4,T3c",colbourn-2024-11-ug,,,2026-08-23,,,
4,2,5,16,CITED,S1,Derive from strength 5,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,6,21,CITED,S1,Derive from strength 5,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,12,24,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,13,32,CITED,S1,Derive from strength 5,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,17,35,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,18,36,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,20,39,CITED,S1,Hadamard (Colbourn-Keri) postop NCK,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,21,42,CITED,S1,Cyclic (Colbourn-Keri),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,22,44,CITED,S1,Cyclic (Colbourn-Keri),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,24,46,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,25,50,CITED,S1,Cyclic (Colbourn-Keri),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,26,51,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,28,53,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,30,56,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,32,58,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,33,61,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,34,63,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,35,64,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,37,65,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,38,66,CITED,S1,simulated annealing (TJ-RT),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,67,67,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,71,71,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,72,78,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,79,79,CITED,S1,Derive from strength 5,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,83,83,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,89,87,CITED,S1,Cyclotomy (Colbourn) postop NCK,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,90,92,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,97,94,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,101,98,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,107,102,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,109,105,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,111,106,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,113,107,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,114,109,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,120,110,CITED,S1,Power CZ2-12.4-10.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,144,112,CITED,S1,"Power CT12^2,c",colbourn-2024-11-ug,,,2026-08-23,,,
4,2,145,119,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,146,122,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,149,125,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,151,126,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,155,127,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,157,128,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,160,129,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,165,130,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,169,131,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,172,134,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,173,135,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,179,142,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,189,143,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,192,144,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,196,145,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,208,154,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,213,156,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,217,157,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,222,158,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,256,160,CITED,S1,Power CZ2-16.5,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,268,161,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,272,162,CITED,S1,Power CZ2-17.4-16.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,289,165,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,296,167,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,324,168,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
4,2,338,173,CITED,S1,Torres-Jimenez,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,354,174,CITED,S1,Torres-Jimenez,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,405,176,CITED,S1,Power CZ3-9.8-5.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,486,180,CITED,S1,Power CZ3-9.8-6.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,729,184,CITED,S1,Power CZ3-9.9,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,792,188,CITED,S1,Power CZ3-11.7-8.1-9.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,880,190,CITED,S1,Power CZ3-11.7-8.1-10.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,968,192,CITED,S1,Power CZ3-11.8-8.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,990,194,CITED,S1,Power CZ3-11.7-9.1-10.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,1100,196,CITED,S1,Power CZ3-11.7-10.1-10.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,1210,198,CITED,S1,Power CZ3-11.8-10.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,1332,200,CITED,S1,"Power CT11^3,+1c",colbourn-2024-11-ug,,,2026-08-23,,,
4,2,1368,216,CITED,S1,Power CZ3-13.3-12.6,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,1476,224,CITED,S1,Power CZ3-13.4-12.5,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,1596,233,CITED,S1,Power CZ3-13.5-12.4,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,1728,242,CITED,S1,Power CZ3-13.6-12.3,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,1872,251,CITED,S1,Power CZ3-13.7-12.1-12.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,2028,260,CITED,S1,Power CZ3-13.8-12.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,2304,263,CITED,S1,Power CZ3-16.7-12.1-12.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,2496,271,CITED,S1,Power CZ3-16.7-12.1-13.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,3395,272,CITED,S1,Power CZ4-13.0-12.12-4.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,4248,276,CITED,S1,Power CZ4-13.0-12.12-5.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,6781,280,CITED,S1,Power CZ4-13.0-12.12-8.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,7625,284,CITED,S1,Power CZ4-13.0-12.12-9.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,8466,286,CITED,S1,Power CZ4-13.0-12.12-10.1,colbourn-2024-11-ug,,,2026-08-23,,,
4,2,10000,288,CITED,S1,Power CT13^4S13c,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,6,32,CITED,S1,orthogonal array,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,7,42,CITED,S1,Special (Yan Jun),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,8,52,CITED,S1,Steiner system (CKRS),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,9,54,CITED,S1,Steiner system (CKRS),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,10,56,CITED,S1,Steiner system (CKRS),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,14,64,CITED,S1,cross-sum (CKRS),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,15,79,CITED,S1,simulated annealing (Torres-Jimenez),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,16,98,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,20,99,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,21,109,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,22,111,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,23,114,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,24,117,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,25,118,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,26,130,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,35,134,CITED,S1,Cyclic (Colbourn-Keri),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,68,136,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,72,144,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,80,159,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,84,168,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,90,178,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,98,194,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,102,202,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,103,206,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,104,208,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,108,214,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,110,218,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,114,225,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,122,241,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,128,252,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,132,260,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,138,271,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,140,273,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,143,288,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,150,289,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,152,292,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,155,303,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,158,304,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,164,310,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,168,318,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,170,322,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,174,327,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,180,332,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,192,346,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,194,357,CITED,S1,SBSTT (TJ-AG),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,359,359,CITED,S1,"Cyclic, derived (Colbourn-Keri)",colbourn-2024-11-ug,,,2026-08-23,,,
5,2,378,379,CITED,S1,"Cyclic, derived (Colbourn-Keri)",colbourn-2024-11-ug,,,2026-08-23,,,
5,2,379,380,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,431,430,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,433,434,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,463,462,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,467,466,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,487,486,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,491,490,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,499,498,CITED,S1,Paley type (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,503,503,CITED,S1,"Cyclic, derived (Colbourn-Keri)",colbourn-2024-11-ug,,,2026-08-23,,,
5,2,509,509,CITED,S1,"Cyclic, derived (Colbourn-Keri)",colbourn-2024-11-ug,,,2026-08-23,,,
5,2,521,521,CITED,S1,"Cyclic, derived (Colbourn-Keri)",colbourn-2024-11-ug,,,2026-08-23,,,
5,2,523,523,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,541,541,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,547,547,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,557,557,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,563,563,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,569,570,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,571,571,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,577,577,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,587,587,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,593,593,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,599,599,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,601,601,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,607,607,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,613,613,CITED,S1,Cyclotomy (Colbourn),colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1230,615,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1282,641,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1318,659,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1360,680,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1366,683,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1372,686,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1380,690,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1422,711,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1426,713,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1428,714,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1438,719,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1446,723,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1458,729,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1482,741,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1486,743,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1492,746,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1498,749,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1510,755,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1522,761,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1548,774,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1558,779,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1566,783,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1570,785,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1578,789,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1582,791,CITED,S1,Derive from strength 6,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1690,792,CITED,S1,Power CZ3-13.12-10.1,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,1859,814,CITED,S1,Power CZ3-13.12-11.1,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,2198,819,CITED,S1,Power CT13^3+1,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,2380,938,CITED,S1,"Power CT68^2,cT33c",colbourn-2024-11-ug,,,2026-08-23,,,
5,2,4624,940,CITED,S1,"Power CT68^2,c",colbourn-2024-11-ug,,,2026-08-23,,,
5,2,4707,986,CITED,S1,Power CT73^2Arc(7)T2,colbourn-2024-11-ug,,,2026-08-23,,,
5,2,4896,988,CITED,S1,"Power CT72^2,cT4c",colbourn-2024-11-ug,,,2026-08-23,,,
5,2,5184,996,CITED,S1,"Power CT72^2,c",colbourn-2024-11-ug,,,2026-08-23,,,
